STUDENT_ID,resume_score,communication_skills,aptitude_score,mock_interview_score,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill
S104506,66.78,52.38,52.59,61.74,8,3,3,5.48,63.16
S104507,37.87,65.96,94.59,37.05,2,0,4,5.81,43.14
S104508,40.33,68.17,70.37,51.78,3,1,4,4.72,31.24
S104509,51.2,72.8,63.41,51.63,0,1,7,4.82,67.34
S104510,42.21,53.87,46.78,41.37,3,1,5,5.5,37.52
S104511,72.92,86.83,32.68,38.96,1,2,2,3.52,53.29
S104512,70.39,56.49,67.95,20.98,3,0,5,1.29,52.83
S104513,52.59,86.1,44.65,39.0,1,1,4,6.9,58.0
S104514,64.84,67.06,74.16,70.01,3,0,7,7.59,72.07
S104515,35.68,70.81,61.34,50.5,2,1,4,5.4,45.45
S104516,70.99,40.02,82.79,54.66,1,3,5,6.98,44.38
S104517,26.64,71.48,49.3,42.88,4,0,4,5.47,50.66
S104518,72.08,34.71,51.12,59.07,1,2,3,1.17,65.14
S104519,55.77,44.71,65.05,67.38,5,1,2,4.07,56.84
S104520,52.23,83.31,66.93,52.74,1,1,1,2.92,40.84
S104521,24.7,44.49,63.23,95.23,2,1,4,1.23,15.52
S104522,55.19,57.73,51.15,58.86,1,2,1,7.42,66.96
S104523,83.49,51.91,45.09,35.27,4,0,5,2.44,4.54
S104524,66.45,52.57,74.17,58.22,0,1,1,1.91,39.98
S104525,79.19,46.47,51.34,60.27,4,2,4,7.22,93.47
S104526,55.38,65.7,72.64,27.05,3,1,3,5.24,67.24
S104527,60.89,85.05,51.53,34.59,2,0,4,2.79,51.89
S104528,29.42,28.95,49.18,44.15,5,0,5,5.26,54.02
S104529,73.2,76.01,73.83,100.0,2,0,6,6.02,9.93
S104530,41.07,90.1,49.83,58.57,0,2,4,0.0,61.27
S104531,,68.46,61.45,38.05,1,0,4,7.61,29.77
S104532,71.86,39.03,51.72,34.99,4,0,6,8.34,30.43
S104533,58.13,52.88,58.36,,0,0,4,5.86,52.49
S104534,74.3,74.69,48.95,26.78,0,0,3,7.99,57.67
S104535,57.36,42.02,45.88,71.66,3,0,3,4.13,33.59
S104536,44.73,69.71,54.29,,2,1,5,3.48,67.05
S104537,76.18,38.38,44.04,22.12,3,1,2,2.5,68.24
S104538,78.97,62.18,69.85,54.6,3,0,7,6.52,69.71
S104539,62.58,55.83,67.89,89.12,2,1,2,5.92,40.82
S104540,54.23,37.61,80.64,36.27,5,1,6,4.33,38.53
S104541,,69.71,67.79,45.04,2,0,3,2.29,57.15
S104542,51.16,50.69,39.61,43.42,2,2,3,1.4,63.37
S104543,64.84,67.79,54.72,81.06,2,2,6,6.94,29.2
S104544,57.6,66.0,37.44,36.23,0,1,4,4.73,11.54
S104545,62.82,50.52,51.07,84.74,2,1,6,6.69,42.12
S104546,56.36,80.81,49.93,77.51,4,1,4,5.04,45.61
S104547,59.8,51.86,70.74,26.11,1,3,2,3.88,33.15
S104548,61.07,79.79,62.83,39.61,0,2,3,5.98,64.07
S104549,56.7,60.2,84.69,29.79,3,0,4,3.89,49.82
S104550,65.84,82.91,69.62,90.84,2,0,2,9.24,60.23
S104551,56.8,54.54,54.12,69.73,3,1,4,1.24,63.74
S104552,54.78,56.23,73.77,34.36,4,1,5,4.19,41.67
S104553,71.0,31.24,59.36,86.12,4,2,2,8.64,94.79
S104554,11.43,87.13,64.65,12.53,2,1,2,7.16,20.32
S104555,48.64,64.34,52.44,56.18,1,0,5,6.72,62.06
S104556,73.71,58.69,34.34,43.51,2,2,6,0.43,27.22
S104557,53.35,37.39,55.52,59.16,3,2,3,3.53,76.19
S104558,76.25,76.53,69.97,62.39,4,1,3,0.0,46.97
S104559,61.52,24.56,78.0,37.17,2,2,2,4.26,80.96
S104560,48.2,58.28,93.29,68.89,3,0,5,6.25,42.15
S104561,55.19,32.98,100.0,57.6,2,3,3,8.67,13.11
S104562,35.6,39.9,71.9,50.83,4,0,3,4.21,50.17
S104563,77.43,55.0,68.26,54.81,3,2,5,2.21,39.92
S104564,61.91,92.93,37.89,59.57,0,0,4,1.82,35.19
S104565,69.78,50.1,56.27,52.46,2,0,2,7.25,25.27
S104566,30.83,41.5,39.77,33.21,0,2,3,7.73,66.64
S104567,83.59,77.13,13.88,35.85,5,3,7,2.6,46.94
S104568,59.6,44.06,55.69,51.91,2,1,2,6.36,24.25
S104569,46.86,68.26,39.81,42.15,0,1,4,4.79,60.89
S104570,57.15,89.4,48.0,81.03,2,0,2,6.18,47.27
S104571,40.02,66.05,31.63,56.95,2,1,7,8.45,50.82
S104572,75.35,63.29,89.8,70.73,2,1,4,6.55,68.52
S104573,46.24,56.45,51.16,72.24,1,2,6,3.01,41.41
S104574,68.91,60.2,46.73,72.22,6,0,6,8.91,9.71
S104575,,54.84,69.18,59.97,4,0,6,3.96,65.1
S104576,70.16,49.89,68.9,55.91,1,1,3,5.88,7.77
S104577,55.77,70.08,59.15,38.1,3,2,4,7.54,51.93
S104578,66.23,54.32,47.22,63.31,4,0,4,4.47,57.44
S104579,48.5 ,69.82,80.01,44.19,4,2,2,7.05,56.89
S104580,58.11,56.4,47.97,61.96,1,2,6,5.45,55.89
S104581,55.8,20.67,58.31,23.94,2,1,4,7.71,46.64
S104582,45.5,78.66,48.74,,3,1,8,10.0,78.34
S104583,85.02,53.37,42.8,75.45,1,0,6,10.0,44.5
S104584,65.81,70.78,67.57,53.32,1,1,7,8.23,34.94
S104585,59.47,43.54,65.99,40.62,4,2,7,2.81,38.34
S104586,34.75,75.84,54.84,57.61,1,0,5,5.06,10.76
S104587,58.35,67.9,53.93,19.35,4,2,2,6.01,22.27
S104588,41.65,31.62,51.32,42.49,2,0,3,5.95,68.43
S104589,55.75,47.17,61.14,45.88,4,3,4,4.05,62.79
S104590,80.77,59.61,52.53,77.24,3,0,3,7.19,47.18
S104591,75.95,60.46,77.03,,1,3,3,6.48,36.45
S104592,71.96,52.41,65.07,42.44,3,1,6,3.51,76.78
S104593,55.47,68.8,43.74,43.53,2,1,4,5.29,36.88
S104594,52.55,45.95,55.74,25.63,4,0,3,5.55,36.48
S104595,39.37,85.27,88.22,51.06,3,1,3,7.19,23.66
S104596,56.07,53.29,45.29,70.91,3,0,1,7.36,42.18
S104597,63.77,42.38,90.93,47.61,1,1,5,6.53,58.32
S104598,69.62,73.18,43.2,98.24,2,1,2,9.28,94.3
S104599,28.86,63.42,84.9,56.77,1,0,6,4.06,33.07
S104600,69.63,22.0,36.11,77.89,4,1,3,3.23,66.17
S104601,76.36,28.97,63.84,64.47,3,0,2,6.59,64.39
S104602,54.19,41.52,60.24,59.46,2,1,4,5.16,71.01
S104603,71.26,77.96,47.27,59.86,0,0,7,4.03,65.88
S104604,44.96,62.71,94.06,46.84,0,0,1,5.85,48.12
S104605,81.69,50.75,21.93,36.91,1,0,4,4.67,58.82
S104606,79.05,67.65,47.46,31.0,6,1,4,3.79,43.33
S104607,82.43,69.83,30.6,50.19,4,0,5,8.1,11.16
S104608,42.99,59.17,62.4,87.84,0,3,1,8.4,41.63
S104609,55.18,22.27,33.02,38.56,4,3,0,6.87,67.93
S104610,46.55,64.4,57.4,51.71,0,1,4,9.59,43.61
S104611,58.27,68.93,71.69,51.38,3,0,9,4.04,46.82
S104612,38.89,60.41,37.6,60.15,3,1,1,7.39,23.09
S104613,62.28,61.32,89.75,49.36,1,2,3,5.39,65.96
S104614,60.99,59.66,37.43,67.36,4,0,6,6.69,69.55
S104615,68.44,68.11,43.74,2.92,1,0,6,8.37,45.9
S104616,57.52,77.77,60.78,54.92,0,1,4,4.82,41.33
S104617,65.67,48.11,60.42,63.54,1,0,2,7.5,27.37
S104618,65.21,49.64,25.79,46.8,3,0,6,2.69,45.73
S104619,34.24,71.69,79.9,49.99,2,1,5,5.16,32.62
S104620,27.02,59.88,70.42,45.82,3,0,7,4.77,20.69
S104621,54.34,49.34,40.72,63.15,2,1,3,4.35,56.63
S104622,47.62,67.08,62.99,44.8,2,1,2,5.0,55.48
S104623,34.65,61.69,62.76,51.62,2,0,3,8.01,46.83
S104624,39.21,56.52,77.11,45.93,1,0,1,8.6,61.62
S104625,40.25,19.82,52.53,42.46,5,0,6,6.94,15.82
S104626,42.64,67.09,42.09,65.1,2,0,3,5.32,42.25
S104627,,86.73,28.6,36.07,3,1,3,3.3,36.17
S104628,58.58,58.44,66.52,51.73,4,1,4,5.05,37.11
S104629,69.33,48.88,57.56,0.0,4,0,5,3.85,35.99
S104630,34.03,76.76,75.95,,2,0,1,5.33,82.61
S104631,47.14,73.06,40.91,26.77,4,0,3,6.17,31.55
S104632,69.73,91.25,64.47,57.96,6,0,3,6.16,26.8
S104633,61.69,74.18,58.35,55.43,1,2,3,7.95,15.4
S104634,54.48,67.36,75.0,28.44,5,2,10,9.29,53.88
S104635,73.31,36.26,64.0,24.71,2,1,3,6.83,41.64
S104636,80.23,54.47,66.62,65.85,6,1,5,3.53,38.66
S104637,60.53,71.45,15.26,45.57,3,0,5,2.8,45.77
S104638,40.43,57.98,49.53,64.69,4,2,3,8.73,45.01
S104639,63.32,34.09,36.63,69.86,3,0,4,4.33,86.17
S104640,70.33,65.83,48.54,46.37,2,0,7,7.06,61.39
S104641,41.29,86.4,51.06,55.64,4,0,1,9.03,73.83
S104642,75.21,41.98,65.38,10.42,3,1,6,1.02,26.39
S104643,40.35,80.48,32.54,,1,1,1,7.56,62.26
S104644,91.99,70.71,39.67,42.25,3,1,2,5.26,64.48
S104645,54.53,97.24,53.21,65.72,2,1,7,4.82,48.94
S104646,50.05,42.42,48.44,60.56,4,0,8,7.16,63.23
S104647,75.49,48.45,51.15,50.59,1,2,2,1.57,34.07
S104648,36.19,32.78,62.27,51.3,4,0,5,4.38,92.04
S104649,38.37,64.31,54.36,23.2,6,1,6,5.54,45.32
S104650,45.78,73.74,45.9,57.23,3,1,6,8.19,44.23
S104651,62.59,62.85,51.39,38.15,4,1,3,8.18,59.57
S104652,75.62,55.21,65.32,49.18,2,1,3,4.24,54.72
S104653,50.8,51.85,42.98,64.79,3,0,2,7.51,89.4
S104654,58.23,74.17,76.63,27.98,2,3,8,3.85,47.65
S104655,69.1,68.41,21.23,,6,1,5,4.98,50.36
S104656,62.4,67.22,40.77,48.37,3,0,5,6.88,60.26
S104657,53.61,47.82,66.45,,3,4,5,5.16,87.26
S104658,17.6,51.41,62.31,32.8,3,0,3,5.1,55.56
S104659,75.53,74.21,58.89,50.75,1,2,3,0.41,75.29
S104660,59.7,70.08,45.69,37.94,3,1,4,3.74,52.83
S104661,80.13,75.09,72.2,41.68,2,0,7,2.14,41.43
S104662,40.9 ,60.58,50.6,62.94,2,2,1,5.25,46.34
S104663,50.83,53.18,77.74,59.34,2,1,2,2.65,39.92
S104664,35.55,73.22,46.45,58.13,3,1,3,4.53,44.65
S104665,58.19,64.59,83.43,45.93,1,2,5,9.02,53.84
S104666,42.6,56.0,64.92,46.96,6,1,1,3.5,26.98
S104667,72.13,55.1,59.23,33.67,0,0,4,6.82,30.74
S104668,57.57,48.55,62.03,75.85,2,2,7,3.99,59.97
S104669,66.3,62.78,37.07,56.41,3,0,2,3.99,24.2
S104670,75.39,40.67,56.5,62.28,2,0,4,0.0,32.78
S104671,59.11,64.55,89.6,65.64,3,0,6,4.67,69.58
S104672,58.79,48.25,64.67,38.36,1,0,4,5.6,48.93
S104673,,57.4,28.3,46.4,2,1,6,7.05,65.56
S104674,47.56,71.03,52.28,64.65,2,3,3,3.35,32.34
S104675,33.59,81.59,41.87,61.42,4,1,6,8.29,54.3
S104676,61.62,40.52,53.65,69.44,3,2,5,4.46,22.76
S104677,45.82,56.62,48.87,85.65,1,0,1,4.86,39.29
S104678,58.46,81.62,37.77,65.02,1,1,2,8.24,76.14
S104679,68.6 ,14.9,100.0,75.55,4,1,6,5.0,43.21
S104680,70.88,67.23,53.22,76.09,1,1,5,5.32,80.51
S104681,75.13,34.61,73.37,66.12,1,1,4,6.94,37.88
S104682,53.11,53.81,39.11,73.73,3,0,4,6.13,41.21
S104683,35.39,97.59,49.95,69.46,5,1,2,9.83,58.61
S104684,69.79,68.35,54.37,83.03,4,0,4,5.34,21.37
S104685,73.77,53.0,47.39,52.85,2,0,4,6.14,71.43
S104686,52.56,42.57,57.51,11.65,3,2,7,6.91,93.31
S104687,26.24,38.39,83.14,69.18,6,1,2,6.57,50.13
S104688,20.25,96.93,46.58,21.44,2,0,2,4.13,50.75
S104689,60.66,58.01,58.04,61.59,1,0,4,2.48,100.0
S104690,100.0,43.85,95.94,59.48,3,1,3,3.48,46.81
S104691,54.82,51.77,31.68,33.75,0,0,2,7.28,24.88
S104692,49.91,40.42,56.78,33.74,3,0,6,1.55,69.84
S104693,70.54,58.84,58.5,66.25,0,2,5,0.94,41.22
S104694,51.52,29.82,74.11,70.91,6,1,4,4.99,65.6
S104695,81.07,52.99,57.18,30.55,2,0,4,7.28,14.5
S104696,63.56,58.71,26.08,70.26,2,4,4,3.51,65.76
S104697,41.25,62.99,40.33,76.57,2,1,4,6.03,44.99
S104698,9.03,46.14,93.03,27.79,2,0,5,10.0,34.94
S104699,54.33,42.71,56.75,43.89,3,2,7,2.18,70.59
S104700,43.07,63.39,41.61,42.46,2,0,6,6.99,61.17
S104701,54.49,37.28,55.96,49.25,1,2,3,6.21,24.59
S104702,48.77,63.69,50.96,49.63,2,1,3,5.41,23.77
S104703,48.87,72.12,80.59,54.11,2,0,2,4.0,48.66
S104704,77.55,62.25,56.18,46.23,1,3,3,0.48,44.52
S104705,41.96,66.7,63.09,50.86,3,0,1,0.0,44.4
S104706,46.15,62.19,37.99,46.54,2,0,5,6.94,62.01
S104707,66.35,58.96,50.55,29.43,1,0,2,1.58,59.7
S104708,34.26,45.42,39.71,94.71,3,1,5,2.0,53.29
S104709,77.15,70.39,64.94,61.76,6,1,4,5.48,50.75
S104710,81.93,73.92,34.21,32.22,0,0,4,6.84,23.92
S104711,61.03,76.52,83.79,63.43,1,0,4,7.78,66.4
S104712,59.93,80.93,79.82,94.74,3,1,3,6.65,41.31
S104713,72.52,41.35,59.08,67.18,2,1,7,5.03,51.7
S104714,53.57,61.83,69.53,51.92,4,0,0,6.06,61.38
S104715,30.7,66.19,59.76,84.39,1,0,7,9.87,15.26
S104716,53.52,81.66,67.07,52.59,2,1,3,3.26,61.65
S104717,32.03,41.3,65.1,55.58,3,3,5,10.0,60.13
S104718,64.64,62.27,52.26,65.32,2,0,3,7.19,30.18
S104719,58.27,86.33,65.46,61.39,3,1,3,5.31,33.17
S104720,66.95,42.38,47.45,30.93,5,3,2,5.76,0.0
S104721,57.94,63.49,66.5,23.5,2,1,5,6.5,39.58
S104722,82.66,63.27,60.35,42.49,2,0,4,9.85,47.51
S104723,29.25,79.95,81.87,37.75,1,0,4,4.14,48.2
S104724,39.6,44.23,35.96,36.87,2,0,3,6.28,55.4
S104725,79.51,46.82,64.4,54.38,3,3,1,6.25,58.57
S104726,43.49,56.47,34.58,56.57,6,2,6,8.39,21.04
S104727,85.36,41.12,63.6,46.27,3,1,1,7.71,21.78
S104728,84.45,68.6,56.56,28.03,4,2,6,3.3,40.33
S104729,56.97,81.66,40.53,71.83,1,3,6,4.47,54.13
S104730,70.93,90.22,23.26,41.12,5,1,4,8.55,48.4
S104731,75.04,83.39,82.66,40.11,4,1,3,5.92,28.98
S104732,32.14,70.22,56.91,59.25,5,2,2,4.02,73.46
S104733,44.24,41.71,67.26,70.64,4,1,4,4.16,53.56
S104734,77.2,39.48,76.73,72.1,4,0,4,0.79,91.75
S104735,42.47,21.2,61.44,50.81,3,1,2,2.98,59.88
S104736,56.02,68.78,66.59,41.96,2,2,3,4.67,10.94
S104737,76.05,34.42,70.73,33.27,3,0,2,9.16,71.0
S104738,55.79,46.58,61.23,31.76,5,2,5,3.58,14.07
S104739,55.12,69.98,61.54,59.37,4,0,4,4.09,39.91
S104740,84.82,58.74,63.95,15.08,1,0,5,6.93,60.0
S104741,6.82,49.16,58.82,30.12,0,1,2,5.62,43.45
S104742,60.62,39.82,86.61,100.0,4,1,4,8.69,29.14
S104743,64.55,54.57,60.07,49.48,3,0,4,7.24,6.79
S104744,39.82,56.42,35.6,,3,2,6,7.63,46.68
S104745,69.73,75.24,75.53,14.52,1,0,6,5.87,23.65
S104746,22.67,60.9,50.6,54.57,3,1,7,7.24,53.8
S104747,47.91,75.77,44.71,100.0,3,1,2,7.51,44.98
S104748,38.7,50.86,71.88,68.5,1,0,6,8.44,60.63
S104749,44.07,56.79,69.44,31.62,2,2,6,6.8,50.3
S104750,39.73,44.89,88.75,59.17,2,1,3,6.79,47.71
S104751,65.24,70.1,61.71,39.84,0,0,3,8.41,52.62
S104752,37.06,59.93,87.13,43.82,2,1,10,4.14,29.82
S104753,74.45,50.23,27.69,75.92,3,0,2,3.07,34.74
S104754,47.59,73.41,61.76,23.34,4,1,2,6.26,61.15
S104755,30.54,76.9,66.5,71.21,3,1,9,7.84,58.37
S104756,76.97,43.68,49.58,35.61,4,1,11,1.42,85.86
S104757,51.49,83.18,68.07,65.81,3,0,3,5.48,44.22
S104758,72.01,43.24,53.77,43.68,3,0,6,5.07,63.23
S104759,36.73,59.64,80.11,52.69,2,0,1,3.69,6.09
S104760,69.93,77.54,52.93,52.64,5,1,4,2.3,48.49
S104761,78.85,59.28,74.87,0.0,2,1,4,5.01,55.71
S104762,35.55,71.18,59.65,72.85,0,1,6,2.86,45.29
S104763,28.07,67.79,59.48,44.22,4,0,2,5.89,49.95
S104764,14.06,59.72,54.32,57.68,2,0,13,3.35,90.14
S104765,74.6,37.55,63.07,53.54,1,2,3,3.98,54.07
S104766,43.3,53.45,54.47,62.23,1,1,10,2.9,0.0
S104767,28.71,61.68,74.28,65.76,2,1,4,6.08,48.36
S104768,45.94,86.21,14.94,86.19,5,0,1,5.64,81.99
S104769,,72.19,37.35,64.81,4,1,7,4.77,37.76
S104770,28.01,90.8,54.77,55.68,2,1,4,5.65,61.94
S104771,64.07,75.39,44.82,54.12,1,4,8,1.75,51.78
S104772,40.04,46.27,55.37,51.55,1,0,8,5.96,36.7
S104773,74.15,49.77,85.77,36.36,2,0,2,7.77,67.82
S104774,68.37,43.77,36.0,78.44,4,0,5,3.98,72.36
S104775,20.25,49.35,33.89,42.54,7,0,7,7.46,41.09
S104776,42.02,77.75,61.34,33.24,6,0,5,10.0,56.47
S104777,45.89,63.02,62.23,56.51,7,0,3,6.11,67.03
S104778,64.93,62.14,61.11,61.46,9,0,1,3.42,82.3
S104779,36.24,87.22,56.99,56.73,4,0,5,8.97,94.16
S104780,55.22,36.59,38.18,75.72,4,1,5,6.06,76.18
S104781,,37.62,77.75,60.13,4,3,2,4.99,68.19
S104782,48.62,77.92,73.17,64.67,3,2,9,2.8,63.73
S104783,53.19,50.56,76.7,77.9,2,1,2,6.73,56.39
S104784,98.68,45.44,65.53,97.3,0,0,6,8.04,66.0
S104785,54.18,69.69,66.91,63.43,5,0,3,7.72,32.18
S104786,65.42,74.15,45.33,91.84,6,1,8,4.08,47.72
S104787,,71.01,72.89,51.97,1,1,6,4.2,15.07
S104788,63.07,26.68,70.25,36.32,1,0,2,5.27,71.9
S104789,,66.94,56.0,75.81,2,0,4,6.48,54.77
S104790,51.24,52.81,65.7,37.97,6,1,3,5.91,48.83
S104791,65.35,82.74,65.82,100.0,5,0,1,6.89,55.21
S104792,71.67,69.6,61.5,52.56,2,0,0,7.02,84.45
S104793,37.48,86.89,53.95,21.5,5,2,3,5.72,36.82
S104794,42.68,38.06,100.0,34.3,2,0,4,8.12,35.43
S104795,79.0,92.2,16.19,58.86,5,0,3,4.84,46.63
S104796,39.36,43.46,70.05,75.83,2,1,4,8.68,58.91
S104797,43.17,49.8,73.21,47.6,4,0,7,7.12,47.82
S104798,95.53,62.07,58.67,41.58,4,1,3,4.31,51.05
S104799,66.64,43.92,51.49,51.34,4,0,5,6.05,33.78
S104800,45.44,77.3,60.2,49.45,6,1,6,6.22,71.66
S104801,62.83,29.65,50.15,94.94,4,0,2,1.07,78.58
S104802,62.81,52.89,59.94,,2,1,3,3.36,57.16
S104803,57.53,57.61,80.59,30.77,0,1,5,5.83,38.83
S104804,75.3,47.45,77.47,68.14,3,1,5,5.27,68.19
S104805,38.73,61.95,53.21,34.17,2,0,2,8.33,35.76
S104806,49.22,51.46,80.21,46.93,4,0,5,4.57,30.07
S104807,26.56,71.78,63.44,73.62,7,1,2,9.85,59.24
S104808,38.02,82.06,57.1,57.27,5,0,8,6.05,90.56
S104809,23.29,57.49,71.02,30.94,3,1,3,8.3,70.66
S104810,78.02,42.16,72.27,100.0,5,2,2,6.22,62.22
S104811,49.37,47.13,60.94,80.82,2,1,4,6.94,82.8
S104812,39.96,72.93,59.9,70.43,1,1,4,4.5,91.43
S104813,33.69,78.4,71.47,65.77,3,2,8,3.32,66.81
S104814,55.41,66.99,63.65,40.74,3,1,6,1.15,35.62
S104815,32.87,47.4,75.43,83.57,4,0,5,7.33,45.88
S104816,70.91,82.05,75.94,88.39,3,0,7,5.35,67.97
S104817,,70.41,50.97,54.65,2,0,2,8.95,58.58
S104818,21.12,55.25,69.75,67.53,2,0,6,4.22,53.19
S104819,80.51,42.55,56.13,59.15,1,0,4,7.61,71.3
S104820,31.86,73.19,63.5,29.22,2,0,3,3.14,53.13
S104821,80.01,48.18,48.49,59.63,2,3,3,3.18,22.36
S104822,60.13,83.53,51.37,21.09,5,0,3,4.88,62.21
S104823,52.55,100.0,25.07,29.32,8,0,4,0.61,84.33
S104824,89.2,33.72,64.86,58.36,2,1,3,2.72,30.05
S104825,45.22,37.85,59.83,48.5,3,0,4,8.6,67.78
S104826,84.84,41.55,64.3,51.87,1,0,6,3.98,38.35
S104827,46.51,56.43,49.95,71.27,5,0,4,6.99,33.04
S104828,41.89,63.8,76.64,63.97,1,1,3,9.17,71.22
S104829,62.54,38.0,89.0,84.06,0,1,3,2.77,24.09
S104830,,51.06,57.08,81.78,2,0,3,5.67,48.34
S104831,70.77,60.94,66.8,44.49,2,1,5,4.43,74.8
S104832,33.73,39.34,83.09,42.63,2,0,6,3.6,74.09
S104833,56.04,57.74,73.7,56.03,4,0,3,3.56,46.04
S104834,72.32,58.43,30.65,77.63,1,3,6,4.17,64.74
S104835,37.84,75.86,59.6,60.66,1,1,5,3.66,35.95
S104836,65.14,48.44,32.13,54.41,3,0,4,6.01,42.89
S104837,66.33,69.62,61.12,65.56,2,0,3,7.51,42.67
S104838,61.9,47.99,71.84,66.04,3,1,5,4.36,57.37
S104839,54.64,46.87,38.38,46.5,7,1,1,5.06,43.16
S104840,64.74,65.54,55.05,39.3,2,0,3,4.21,44.35
S104841,47.41,95.95,34.4,73.11,2,0,4,3.02,76.22
S104842,83.33,77.43,49.22,60.9,2,0,5,8.87,83.36
S104843,100.0,71.17,44.87,51.55,4,0,3,10.0,48.37
S104844,39.87,43.58,49.51,,4,0,5,8.06,48.68
S104845,61.09,58.12,44.06,57.4,3,0,3,2.63,63.9
S104846,67.32,51.8,52.95,70.68,5,0,5,0.0,44.91
S104847,53.93,46.14,47.27,69.45,2,1,2,1.75,48.13
S104848,56.31,64.78,52.71,25.06,3,1,2,10.0,25.12
S104849,73.76,34.58,82.41,46.76,0,1,4,7.51,53.62
S104850,65.59,81.23,63.69,79.88,2,1,3,8.93,51.72
S104851,45.96,63.29,51.64,72.98,2,1,1,5.03,66.0
S104852,89.1,69.69,70.5,64.85,1,0,6,9.22,21.62
S104853,15.61,74.75,55.32,81.16,4,2,5,1.59,54.94
S104854,6.45,50.17,58.46,60.79,3,2,4,4.0,22.93
S104855,81.21,28.33,95.87,72.23,4,1,4,6.75,51.66
S104856,38.56,41.49,30.67,58.75,6,1,2,6.71,47.53
S104857,41.64,61.03,72.17,57.24,3,1,6,3.17,23.41
S104858,47.07,62.37,35.59,85.71,3,0,2,6.62,40.35
S104859,59.75,37.37,71.14,68.69,3,0,5,5.2,41.5
S104860,39.79,53.02,53.95,54.73,1,0,4,8.75,25.02
S104861,45.92,78.35,35.93,54.71,4,0,3,2.88,46.13
S104862,67.33,68.96,59.45,29.47,3,3,4,2.66,55.34
S104863,46.97,44.16,43.47,57.82,1,0,4,1.55,71.08
S104864,47.73,76.11,49.21,32.09,1,0,3,10.0,23.52
S104865,57.18,29.57,62.7,31.31,2,1,3,0.46,42.24
S104866,40.01,33.28,51.86,49.02,2,3,3,6.88,36.93
S104867,85.21,53.94,42.3,76.85,4,1,2,5.4,68.68
S104868,24.15,58.76,17.5,45.03,4,1,3,9.12,36.8
S104869,36.28,44.95,69.76,66.94,4,0,2,1.98,40.2
S104870,37.81,66.97,54.2,73.02,1,1,4,2.85,51.98
S104871,59.6,72.33,63.81,54.3,3,0,6,3.94,63.96
S104872,84.73,42.18,54.42,58.52,3,0,2,5.29,72.71
S104873,70.65,66.89,53.6,,2,1,3,3.55,71.19
S104874,44.95,52.4,31.65,38.2,1,0,2,8.11,62.04
S104875,15.66,42.44,43.52,32.8,2,0,2,7.47,19.17
S104876,41.68,58.06,53.53,38.23,0,0,5,8.8,29.84
S104877,76.41,36.49,50.34,35.13,4,1,5,3.84,41.81
S104878,60.36,37.45,66.45,43.06,3,0,2,9.4,50.97
S104879,58.36,77.1,42.99,47.41,2,0,5,8.49,38.33
S104880,35.31,76.73,48.45,42.09,0,0,2,8.24,42.0
S104881,46.42,47.19,74.52,36.41,3,1,4,7.48,25.27
S104882,26.54,53.06,64.33,52.29,3,2,3,4.89,72.61
S104883,41.94,38.48,68.16,51.54,2,2,5,5.58,31.25
S104884,45.96,47.46,80.35,55.03,4,0,3,9.47,46.47
S104885,100.0,43.21,74.18,66.28,0,0,4,6.92,24.01
S104886,51.47,40.65,61.65,41.63,1,1,4,6.45,36.83
S104887,48.51,51.11,81.96,51.13,4,1,3,0.24,54.63
S104888,40.84,53.17,50.12,7.46,3,1,2,4.68,42.85
S104889,63.46,38.59,55.81,46.14,4,1,4,5.49,55.37
S104890,96.58,44.22,75.97,38.28,1,2,5,4.05,51.18
S104891,76.75,42.14,64.55,47.27,3,1,5,8.46,10.8
S104892,45.84,87.78,51.83,46.22,2,1,7,4.34,20.86
S104893,64.06,73.49,59.73,64.61,4,1,4,5.42,62.7
S104894,59.46,64.78,39.76,68.36,2,3,4,2.36,34.25
S104895,38.2,25.37,73.04,57.12,2,1,4,9.49,45.47
S104896,74.9,66.52,57.82,56.62,4,1,2,4.65,11.6
S104897,80.22,53.43,62.62,78.05,2,0,3,5.18,46.2
S104898,24.08,30.67,61.77,43.73,2,1,5,4.47,76.74
S104899,54.94,47.42,61.41,49.74,3,0,6,5.86,38.54
S104900,40.67,70.47,43.42,51.52,4,1,5,7.71,20.22
S104901,53.63,80.27,61.13,36.59,1,0,6,6.89,17.6
S104902,43.91,78.85,73.45,58.67,3,0,5,3.6,78.31
S104903,34.65,60.57,69.94,48.12,3,2,4,4.58,75.89
S104904,56.4,54.75,30.98,50.93,3,0,6,3.63,59.33
S104905,58.91,50.96,52.58,44.55,3,3,1,5.1,49.15
S104906,63.54,62.37,43.06,29.53,0,1,3,5.15,7.82
S104907,55.7,63.3,37.29,40.97,2,1,2,1.29,44.11
S104908,15.24,25.24,44.14,82.15,2,0,0,6.01,64.11
S104909,75.22,74.05,66.59,33.26,4,1,2,6.9,3.2
S104910,56.52,31.21,35.5,61.3,1,1,6,2.73,43.91
S104911,58.65,75.59,9.62,41.45,2,0,2,5.01,31.05
S104912,26.06,44.64,50.44,64.36,3,0,1,6.59,34.39
S104913,65.36,75.03,93.95,58.61,3,0,3,5.18,46.94
S104914,34.96,100.0,66.5,45.05,3,0,2,4.54,15.39
S104915,28.34,71.16,57.66,49.67,4,1,6,5.22,16.85
S104916,47.37,63.82,90.04,43.47,2,1,6,3.91,51.98
