StudentID,previous_cgpa,previous_semester_percentage,previous_internal_marks,previous_assignment_score,previous_midterm_score,previous_subject_avg,weak_subject_count,lowest_subject_score,subject_consistency,assignment_completion_rate,practice_questions,next_semester_marks,performance_band
S103728,5.44,52.81,32.05,82.74,64.75,87.59,1,69.06,71.81,74.26,121.0,42.79,At_Risk
S103729,3.99,39.4,36.3,84.84,73.35,78.58,1,45.72,55.2,87.14,44.0,34.34,At_Risk
S103730,8.12,78.18,31.64,62.23,100.0,71.64,2,65.27,94.27,63.57,74.0,76.08,Good
S103731,5.92,56.06,29.59,78.2,57.78,57.01,1,49.15,92.23,61.06,47.0,32.75,At_Risk
S103732,4.38,47.62,36.59,69.86,29.63,81.72,1,75.93,91.47,78.59,18.0,43.0,At_Risk
S103733,7.19,63.04,35.45,72.78,61.19,83.5,2,60.12,62.16,81.53,73.0,45.71,At_Risk
S103734,8.03,80.38,43.51,84.36,70.61,95.91,0,87.46,79.56,77.9,97.0,79.04,Good
S103735,6.84,68.28,31.68,87.63,49.49,67.34,4,36.96,52.43,100.0,23.0,18.5,At_Risk
S103736,6.4,63.6%,19.15,64.15,68.74,73.26,2,51.58,68.2,90.31,99.0,42.54,At_Risk
S103737,6.79,69.0,32.09,48.89,67.2,73.03,0,62.87,82.03,95.52,157.0,64.21,Average
S103738,6.52,61.55,21.99,67.19,69.16,42.69,0,17.74,60.8,71.7,199.0,33.72,At_Risk
S103739,5.25,42.38,38.33,66.71,77.66,79.22,1,52.96,60.33,84.99,15.0,44.28,At_Risk
S103740,6.07,57.38,21.61,74.27,63.68,74.25,1,41.13,49.09,64.35,15.0,27.97,At_Risk
S103741,7.68,68.97,27.09,,73.76,62.32,1,52.7,88.24,69.03,163.0,50.06,Average
S103742,7.42,67.55,32.1,41.28,36.22,57.42,1,44.3,85.32,84.97,92.0,36.81,At_Risk
S103743,7.22,63.6%,47.35,59.94,49.6,53.2,0,45.83,92.03,66.66,11.0,38.09,At_Risk
S103744,5.71,52.3,26.42,55.54,59.54,76.28,0,49.72,59.89,68.13,55.0,41.1,At_Risk
S103745,6.76,61.87,35.1,88.76,48.92,59.19,0,24.82,42.32,86.46,114.0,43.43,At_Risk
S103746,4.17,35.0,39.64,66.87,65.11,74.79,1,63.86,79.15,68.54,18.0,38.13,At_Risk
S103747,7.23,71.51,46.87,62.31,59.5,67.05,3,35.14,57.37,94.43,193.0,37.03,At_Risk
S103748,8.86,93.03,41.22,78.07,57.72,71.69,0,43.13,57.74,76.79,161.0,74.68,Good
S103749,5.08,50.72,43.75,61.1,79.14,85.17,3,75.58,81.06,77.41,72.0,54.17,Average
S103750,6.24,58.45,41.91,69.77,66.34,74.89,6,49.95,56.56,83.77,120.0,43.59,At_Risk
S103751,7.43,70.35,25.33,97.21,47.66,73.7,2,65.04,75.93,77.98,13.0,65.52,Average
S103752,8.63,0.8029,37.88,96.79,55.35,61.07,4,44.58,73.56,84.2,23.0,54.34,Average
S103753,6.42,61.32,41.79,63.89,77.05,74.6,1,46.64,64.0,66.24,119.0,72.4,Good
S103754,6.1,58%,27.35,67.26,68.2,67.69,0,34.58,55.27,39.18,47.0,46.87,At_Risk
S103755,4.44,38.8%,30.36,60.71,84.14,51.12,0,24.52,61.19,58.81,16.0,33.83,At_Risk
S103756,7.13,74.51,28.57,41.11,78.55,65.99,0,54.18,88.88,73.17,27.0,51.45,Average
S103757,9.65,85.77,41.18,85.54,58.77,83.88,1,55.38,61.36,87.36,78.0,90.45,Excellent
S103758,7.36,73%,34.45,100.0,87.97,56.52,5,34.18,60.23,100.0,3.0,52.66,Average
S103759,6.97,65.82,32.43,63.35,89.29,72.56,1,54.45,80.61,71.1,13.0,50.98,Average
S103760,7.42,78.08,24.75,57.75,36.43,66.66,0,55.13,81.41,70.19,18.0,53.93,Average
S103761,6.99,67.73,34.46,65.91,65.51,68.26,1,41.16,54.95,85.06,175.0,38.44,At_Risk
S103762,5.94,55.02,30.46,71.28,56.2,65.44,1,47.48,71.26,83.32,175.0,36.73,At_Risk
S103763,8.07,76%,36.95,52.97,60.83,71.6,2,58.1,80.16,83.84,19.0,55.46,Average
S103764,7.29,69.45,25.86,63.12,51.94,54.82,0,45.48,86.76,76.16,73.0,46.46,At_Risk
S103765,7.02,62.15,36.42,85.22,49.94,75.28,1,51.37,64.75,50.29,36.0,69.47,Average
S103766,5.73,51.39,31.49,,79.42,62.31,1,39.3,65.77,82.96,4.0,25.82,At_Risk
S103767,8.69,75.46,25.01,89.06,46.31,70.37,2,36.06,46.15,79.29,13.0,57.66,Average
S103768,7.86,71.02,24.38,75.47,66.49,71.09,0,44.62,60.07,56.17,0.0,19.65,At_Risk
S103769,6.28,60.05,25.58,53.67,43.41,71.42,1,50.66,72.29,88.72,332.0,38.08,At_Risk
S103770,8.3,80.1%,33.35,61.36,85.31,65.02,3,49.62,75.71,90.95,84.0,58.22,Average
S103771,6.35,52.44,35.97,73.73,65.48,51.73,0,25.31,61.83,88.37,11.0,43.89,At_Risk
S103772,5.98,56.29,37.16,53.16,76.92,60.92,1,46.36,67.8,73.9,106.0,44.37,At_Risk
S103773,6.01,59.37,37.46,51.22,68.12,63.38,3,50.28,78.61,83.31,76.0,47.89,At_Risk
S103774,4.7,43.98,28.93,52.12,60.95,45.59,3,16.44,64.71,66.53,19.0,10.65,At_Risk
S103775,7.61,69.8%,43.47,77.74,66.09,61.05,0,47.52,81.53,59.22,54.0,73.39,Good
S103776,4.62,42.24,31.46,64.51,89.12,82.39,5,73.06,75.16,78.52,75.0,33.46,At_Risk
S103777,5.4,49.17,38.6,87.74,50.64,54.59,0,44.1,83.19,57.47,36.0,46.49,At_Risk
S103778,4.3,38.32,33.69,56.55,24.21,77.91,0,56.5,69.11,78.0,255.0,33.73,At_Risk
S103779,6.89,66%,38.0,33.14,52.41,60.89,3,31.87,60.5,79.22,,34.15,At_Risk
S103780,6.8,73.87,33.29,68.04,45.65,60.4,1,48.46,88.96,67.74,11.0,42.64,At_Risk
S103781,6.58,59.49,38.15,94.71,80.49,65.52,1,42.51,74.03,100.0,155.0,63.86,Average
S103782,5.64,52.35,34.94,70.52,62.19,72.06,1,66.1,93.08,71.02,23.0,24.8,At_Risk
S103783,5.48,51.82,41.51,49.42,78.24,62.33,2,43.78,71.53,83.18,11.0,28.33,At_Risk
S103784,7.6,69.49,28.45,45.64,65.51,61.18,1,52.56,87.48,77.14,39.0,58.55,Average
S103785,6.28,64.09,20.84,87.97,65.14,85.96,1,51.51,49.2,94.09,15.0,44.95,At_Risk
S103786,7.41,60.92,27.21,57.89,67.62,69.63,0,51.91,65.68,74.98,56.0,55.89,Average
S103787,5.85,53.44,43.55,93.13,88.68,49.79,0,39.37,80.69,60.99,106.0,69.35,Average
S103788,7.24,72.01,33.76,79.81,67.98,40.6,3,12.85,57.87,86.22,113.0,39.0,At_Risk
S103789,8.69,81.42,35.74,58.46,82.75,86.77,1,75.73,85.36,57.46,29.0,66.17,Average
S103790,7.76,70.46,26.57,87.51,81.72,80.01,2,74.57,94.03,67.28,94.0,46.85,At_Risk
S103791,6.46,63.17,35.52,56.14,62.39,70.33,0,53.88,74.54,72.34,269.0,71.42,Good
S103792,7.33,73.3,26.82,48.29,63.82,69.88,0,46.39,60.12,72.91,1.0,51.95,Average
S103793,6.69,64.37,27.99,57.0,58.96,67.87,0,54.12,74.35,74.8,83.0,34.54,At_Risk
S103794,7.01,63.39,31.78,81.53,85.53,69.26,3,51.49,76.28,73.61,55.0,53.37,Average
S103795,6.58,64.3,38.56,87.07,49.94,70.75,1,56.94,78.65,81.88,40.0,40.15,At_Risk
S103796,6.79,62.86,39.41,64.06,53.43,81.57,1,50.02,54.57,69.8,19.0,43.07,At_Risk
S103797,7.28,72.1,39.63,41.98,60.58,80.31,3,67.94,75.99,86.52,11.0,58.0,Average
S103798,5.71,60.17,22.3,46.65,46.63,70.56,2,61.77,93.75,67.37,203.0,42.37,At_Risk
S103799,5.68,43.53,34.95,53.99,55.54,70.8,3,54.62,79.69,60.96,2.0,30.45,At_Risk
S103800,5.19,49.8,33.43,50.59,83.18,78.93,1,64.16,73.14,63.03,51.0,37.05,At_Risk
S103801,4.92,0.3979,22.74,73.98,75.42,75.6,2,52.89,60.63,73.83,18.0,15.48,At_Risk
S103802,5.42,61.23,35.13,99.07,58.27,66.88,1,39.71,58.81,94.57,13.0,58.5,Average
S103803,7.21,66.6,33.0,81.94,77.85,31.55,3,1.26,46.39,79.59,35.0,34.15,At_Risk
S103804,5.84,58.46,39.09,53.08,98.31,77.01,2,52.66,73.53,73.09,30.0,41.24,At_Risk
S103805,7.67,72.7,35.65,59.58,70.01,82.5,1,47.79,43.24,79.4,50.0,57.38,Average
S103806,7.05,63.72,30.61,62.51,87.73,64.6,1,41.7,70.04,61.85,54.0,54.36,Average
S103807,4.44,38%,42.41,75.84,78.63,53.56,3,48.08,94.77,54.4,56.0,31.56,At_Risk
S103808,7.85,80.93,17.23,93.57,60.29,80.18,2,70.48,96.22,65.19,11.0,73.19,Good
S103809,8.05,80.34,34.49,62.99,68.16,80.38,2,64.76,72.27,64.27,15.0,44.23,At_Risk
S103810,5.71,62.0,20.89,93.08,73.42,56.88,2,42.07,81.36,100.0,31.0,38.95,At_Risk
S103811,7.55,71.91,27.7,100.0,53.08,74.17,3,60.04,73.69,100.0,7.0,52.67,Average
S103812,5.89,57.07,39.2,64.75,23.25,62.08,1,37.31,61.54,100.0,143.0,46.85,At_Risk
S103813,7.13,66.64,24.81,64.37,51.65,72.47,0,58.93,68.09,61.76,8.0,60.93,Average
S103814,5.36,49.74,23.61,64.59,30.47,86.14,2,70.98,77.14,100.0,21.0,46.54,At_Risk
S103815,4.67,40.19,50.0,70.94,52.98,74.13,3,41.8,46.13,69.31,,23.49,At_Risk
S103816,6.5,62.11,24.13,64.63,37.68,59.9,1,26.6,36.65,100.0,213.0,39.98,At_Risk
S103817,6.84,61.81,48.2,83.26,79.08,61.0,1,55.92,88.31,86.58,12.0,47.23,At_Risk
S103818,6.48,63.36,33.62,46.77,46.08,93.75,4,74.57,70.46,65.11,46.0,45.76,At_Risk
S103819,5.46,52.56,30.8,61.98,73.71,84.61,4,67.76,74.58,100.0,28.0,45.91,At_Risk
S103820,6.48,62.71,39.53,74.94,77.27,62.33,1,42.59,69.34,100.0,52.0,64.25,Average
S103821,7.35,76.53,45.69,83.05,76.22,66.64,2,32.9,47.91,64.09,46.0,64.95,Average
S103822,6.94,65.79,25.83,100.0,35.11,63.54,1,37.0,68.11,84.88,,49.14,At_Risk
S103823,7.24,71.78,30.92,50.66,82.96,70.45,0,36.74,43.2,50.95,3.0,55.95,Average
S103824,6.13,66.43,41.77,60.22,71.73,78.29,1,62.78,77.69,74.07,141.0,69.52,Average
S103825,8.52,86%,37.3,36.0,77.87,74.74,0,65.24,84.43,74.18,3.0,45.77,At_Risk
S103826,5.47,56.59,43.82,53.35,94.28,77.14,0,52.45,58.09,73.87,68.0,61.82,Average
S103827,7.63,71.3%,39.12,43.47,77.71,58.84,1,36.98,66.64,100.0,135.0,44.18,At_Risk
S103828,8.54,82.01,49.47,62.18,46.08,69.54,2,38.98,59.05,59.96,10.0,52.07,Average
S103829,7.63,67.17,36.43,66.57,75.45,79.04,3,47.8,55.29,76.64,92.0,62.9,Average
S103830,6.74,0.6599,36.77,77.04,40.94,87.74,0,70.77,78.28,91.32,19.0,47.78,At_Risk
S103831,6.31,61.07,37.57,65.52,63.99,40.13,1,9.71,53.14,60.27,18.0,36.46,At_Risk
S103832,8.35,79.39,33.86,77.05,56.95,74.04,2,59.43,77.02,66.75,4.0,60.76,Average
S103833,5.15,53.04,41.78,71.71,65.16,83.83,3,72.68,77.92,96.73,37.0,47.91,At_Risk
S103834,5.74,49.69,36.9,54.5,40.85,41.87,1,23.01,76.74,100.0,179.0,30.5,At_Risk
S103835,6.48,68.13,41.31,44.71,42.69,85.76,0,55.69,53.15,73.5,97.0,37.85,At_Risk
S103836,8.61,85%,42.56,78.76,57.81,96.72,4,77.58,71.12,92.86,67.0,63.53,Average
S103837,7.49,71%,38.43,94.7,61.44,70.39,2,51.44,68.55,100.0,137.0,75.47,Good
S103838,5.74,53.95,39.01,100.0,58.19,75.04,0,68.35,100.0,73.89,144.0,62.53,Average
S103839,6.6,64.59,26.92,84.03,88.21,55.4,1,47.12,92.61,91.87,72.0,65.03,Average
S103840,6.2,65%,30.6,91.86,71.78,94.61,2,75.93,72.81,73.66,30.0,44.24,At_Risk
S103841,6.08,58.14,41.75,76.92,71.34,71.68,4,52.15,70.34,59.7,170.0,35.84,At_Risk
S103842,8.27,79.17,46.39,74.53,58.88,34.74,0,26.83,87.82,80.05,34.0,55.98,Average
S103843,5.22,49.63,19.48,71.67,42.73,80.56,3,72.94,92.75,76.33,15.0,29.63,At_Risk
S103844,9.09,93.5,30.46,68.41,64.93,56.21,2,33.0,63.74,66.1,66.0,63.85,Average
S103845,8.08,75.2%,35.19,79.11,93.92,61.45,3,40.22,73.0,74.91,7.0,46.1,At_Risk
S103846,8.42,79.8%,27.97,62.19,68.59,71.76,1,44.81,55.87,76.6,19.0,66.41,Average
S103847,6.4,66.64,28.42,67.79,82.81,68.33,1,42.0,64.8,84.18,150.0,51.98,Average
S103848,6.81,65.24,38.8,52.33,84.83,72.32,3,58.81,79.76,95.59,43.0,45.14,At_Risk
S103849,5.14,53.35,47.65,,73.95,73.81,1,48.87,54.28,95.61,54.0,52.57,Average
S103850,6.32,56.38,18.75,55.61,68.52,85.49,3,63.34,77.38,78.7,62.0,56.65,Average
S103851,7.64,72%,33.64,70.51,49.2,50.41,1,45.13,88.54,71.8,54.0,61.26,Average
S103852,8.68,88.44,38.71,77.51,61.66,74.97,2,57.29,73.35,100.0,20.0,61.35,Average
S103853,5.56,50.12,41.24,78.79,59.23,70.17,1,44.32,58.83,78.5,198.0,50.55,Average
S103854,6.52,61.38,37.55,81.57,70.28,65.06,2,32.74,44.09,71.04,91.0,53.24,Average
S103855,6.8,65.66,49.09,66.8,42.37,51.64,2,42.84,84.4,82.55,84.0,53.71,Average
S103856,5.19,45.31,35.23,77.29,56.4,73.16,1,61.71,77.26,52.61,145.0,33.61,At_Risk
S103857,7.77,72.15,45.5,62.7,71.46,55.62,2,27.83,64.32,72.95,90.0,59.42,Average
S103858,6.06,58.01,29.83,40.44,53.77,46.06,2,38.31,81.39,71.94,10.0,20.61,At_Risk
S103859,6.75,64.27,35.46,77.95,50.35,65.48,2,59.71,91.25,68.16,33.0,41.56,At_Risk
S103860,6.41,66.04,25.3,74.48,52.34,75.7,1,60.91,79.19,85.7,37.0,53.08,Average
S103861,5.97,62.92,42.21,85.2,60.64,58.62,0,44.18,72.0,96.16,89.0,57.85,Average
S103862,6.99,62.99,34.04,69.62,26.91,43.89,0,24.42,71.1,100.0,98.0,30.26,At_Risk
S103863,6.72,64.28,37.86,45.95,53.06,67.67,2,55.18,74.73,72.56,65.0,28.38,At_Risk
S103864,6.52,64.6,32.49,68.63,80.24,83.59,0,78.33,87.44,75.76,41.0,68.14,Average
S103865,6.05,63.57,39.69,83.3,70.18,58.62,3,26.19,46.92,69.8,167.0,55.1,Average
S103866,7.42,73.32,38.18,77.14,71.72,50.22,3,15.89,53.93,88.07,65.0,51.59,Average
S103867,9.15,88.09,27.04,67.8,35.76,47.18,3,12.39,51.38,51.99,139.0,51.05,Average
S103868,7.18,70.89,27.51,45.05,58.37,58.73,1,24.64,40.38,74.16,209.0,36.19,At_Risk
S103869,8.29,81.5,34.78,54.61,63.15,68.34,0,38.81,55.38,84.37,44.0,55.52,Average
S103870,5.19,46%,40.28,77.16,72.43,61.88,2,39.44,67.83,70.65,27.0,54.55,Average
S103871,7.21,69.22,49.9,45.02,82.77,71.29,5,50.56,71.84,73.57,37.0,36.77,At_Risk
S103872,5.57,58.78,37.42,65.23,80.28,69.4,2,62.53,95.4,94.87,7.0,53.62,Average
S103873,5.08,47.43,43.06,,55.63,80.98,2,49.56,60.17,79.15,35.0,10.11,At_Risk
S103874,6.04,57.89,22.1,87.25,56.0,66.22,1,54.34,83.0,97.92,56.0,47.73,At_Risk
S103875,8.55,80.25,50.0,79.22,87.59,76.05,1,48.79,71.67,100.0,18.0,62.28,Average
S103876,8.24,68.98,39.85,84.44,59.24,68.53,3,42.61,55.79,87.96,16.0,76.25,Good
S103877,7.32,69.58,34.6,74.53,47.68,70.35,2,42.81,58.65,75.64,31.0,58.73,Average
S103878,5.01,48.78,33.68,57.32,61.69,70.22,3,61.46,87.73,100.0,8.0,30.86,At_Risk
S103879,6.74,62.03,26.14,60.8,86.59,54.68,1,36.4,66.12,42.1,54.0,32.05,At_Risk
S103880,7.39,65.61,28.43,56.01,50.52,66.9,3,40.66,61.82,56.73,81.0,29.86,At_Risk
S103881,7.23,65.15,50.0,78.86,58.14,59.78,5,54.37,85.03,91.56,71.0,66.36,Average
S103882,4.6,46.79,27.09,59.59,51.18,57.16,4,39.73,81.58,100.0,26.0,38.01,At_Risk
S103883,5.84,63.39,26.93,64.09,80.3,73.14,1,58.52,68.04,90.24,158.0,48.56,At_Risk
S103884,6.92,0.7124,29.38,70.34,69.61,74.4,1,45.2,47.77,82.77,9.0,45.52,At_Risk
S103885,7.7,67.75,25.41,94.62,79.81,59.8,2,39.21,68.46,73.0,0.0,45.5,At_Risk
S103886,4.15,42.8%,35.12,79.86,90.04,77.06,2,55.0,59.01,88.34,12.0,58.07,Average
S103887,6.79,61.85,43.71,58.41,40.81,62.17,2,54.7,78.52,97.37,103.0,28.56,At_Risk
S103888,7.19,65.94,30.12,72.28,52.85,79.64,2,69.57,85.54,91.23,124.0,50.23,Average
S103889,8.1,75.14,24.01,94.77,58.06,96.46,0,68.98,50.9,80.94,116.0,91.86,Excellent
S103890,7.9,77.88,37.33,79.23,66.1,74.22,3,54.38,68.87,95.5,31.0,60.83,Average
S103891,7.76,77.53,34.55,46.03,73.09,66.58,0,56.72,81.42,84.58,166.0,52.12,Average
S103892,5.96,56.23,43.02,56.27,57.14,59.07,1,53.93,97.84,87.65,176.0,78.51,Good
S103893,4.52,42.61,31.36,55.12,53.93,70.64,4,54.92,76.58,94.56,137.0,33.25,At_Risk
S103894,6.49,63.5,32.92,91.61,80.31,55.29,2,40.4,77.98,65.99,107.0,52.45,Average
S103895,8.3,81%,33.8,88.84,73.74,64.91,3,48.44,72.77,79.66,147.0,65.28,Average
S103896,8.81,88.41,35.71,60.62,70.05,56.35,0,50.7,92.05,81.71,86.0,76.4,Good
S103897,7.92,70.14,31.86,60.3,30.67,78.93,0,46.37,50.88,61.99,266.0,48.06,At_Risk
S103898,7.56,71.9%,30.56,70.67,84.31,61.11,0,43.93,66.93,63.65,80.0,68.71,Average
S103899,7.49,66.92,20.2,71.12,67.94,67.59,2,40.43,52.36,70.61,14.0,46.46,At_Risk
S103900,6.28,59.43,30.48,55.57,62.41,45.62,0,34.65,78.13,95.62,16.0,46.0,At_Risk
S103901,6.83,0.6399,40.72,66.26,51.89,63.55,0,57.94,87.42,77.06,45.0,48.43,At_Risk
S103902,9.17,86.93,41.8,48.2,54.87,63.19,2,36.24,56.63,81.95,102.0,57.41,Average
S103903,5.77,51.7%,31.23,89.08,50.75,56.06,1,24.01,48.41,84.63,12.0,42.62,At_Risk
S103904,9.1,80.49,45.4,43.6,33.04,64.18,0,42.16,66.55,89.47,17.0,55.96,Average
S103905,6.58,54.15,34.77,43.43,51.92,35.64,0,25.58,83.56,87.52,6.0,29.55,At_Risk
S103906,8.72,82.34,24.3,76.53,39.42,53.0,4,27.09,61.8,81.01,15.0,30.58,At_Risk
S103907,5.17,47.4%,21.78,51.45,64.03,46.27,2,12.98,47.49,77.92,20.0,14.07,At_Risk
S103908,7.76,71.03,44.75,62.49,46.59,77.89,0,43.9,46.66,96.42,65.0,54.87,Average
S103909,6.04,62.69,32.02,70.95,76.68,67.65,3,47.04,71.11,72.61,39.0,36.4,At_Risk
S103910,5.16,45.58,25.29,80.13,38.37,34.55,1,4.09,60.1,100.0,8.0,14.35,At_Risk
S103911,7.28,74.87,16.93,66.68,84.12,80.9,1,53.2,57.21,71.44,14.0,50.2,Average
S103912,8.31,85.46,31.83,,78.39,73.54,0,57.52,72.0,75.74,59.0,68.29,Average
S103913,5.9,48.26,38.24,69.99,47.94,66.6,1,49.38,82.07,90.62,11.0,52.78,Average
S103914,5.05,48.36,29.42,87.86,63.49,72.43,0,55.07,71.49,100.0,104.0,37.02,At_Risk
S103915,6.88,63.77,26.57,74.18,51.33,66.32,4,59.92,91.68,50.96,,35.62,At_Risk
S103916,6.89,53.77,30.6,100.0,74.26,63.4,2,38.85,66.13,92.99,17.0,55.11,Average
S103917,7.71,67.49,44.95,85.88,93.8,69.07,0,47.25,63.73,87.09,167.0,76.56,Good
S103918,8.23,81.33,23.86,70.65,83.9,68.75,0,41.01,48.17,73.2,61.0,60.68,Average
S103919,6.92,73.84,29.87,79.43,54.0,57.39,1,42.4,76.44,85.39,362.0,61.7,Average
S103920,9.41,93.03,44.69,66.09,66.83,77.67,2,71.17,89.24,61.99,13.0,62.35,Average
S103921,7.29,70.56,38.95,65.94,89.36,57.67,1,36.16,63.93,68.11,6.0,42.6,At_Risk
S103922,6.55,62.14,36.43,50.45,73.39,64.06,2,34.41,51.68,86.42,6.0,39.56,At_Risk
S103923,4.9,53.33,29.81,57.88,81.16,79.03,1,48.92,52.81,64.88,219.0,36.93,At_Risk
S103924,6.66,71.8%,35.24,100.0,75.42,82.1,1,53.11,50.56,82.27,82.0,42.02,At_Risk
S103925,6.56,60.0,30.7,51.94,66.22,80.27,2,58.5,67.62,70.04,33.0,46.82,At_Risk
S103926,8.25,70.36,28.12,60.17,63.89,45.98,0,19.0,61.61,73.2,39.0,50.01,Average
S103927,7.6,63.82,26.36,68.59,45.63,65.56,1,56.94,87.0,96.14,96.0,48.95,At_Risk
S103928,5.47,57%,41.27,69.09,52.75,52.92,1,42.11,73.04,62.52,77.0,31.33,At_Risk
S103929,7.22,68.44,34.52,75.76,50.57,54.4,1,20.24,42.62,79.49,35.0,59.22,Average
S103930,7.87,75.53,37.52,62.96,59.38,59.68,1,42.27,73.59,87.18,94.0,54.93,Average
S103931,8.99,78.21,36.21,76.68,66.59,64.23,2,47.17,77.37,83.87,34.0,63.21,Average
S103932,8.15,74.45,38.53,87.14,63.27,60.77,0,53.45,87.55,71.13,48.0,45.27,At_Risk
S103933,7.99,74.71,32.96,89.0,68.45,33.66,0,15.21,79.21,85.48,152.0,73.12,Good
S103934,7.08,68%,31.15,65.99,75.63,71.33,0,46.56,65.27,64.55,10.0,51.53,Average
S103935,7.5,0.697,28.48,79.17,58.35,66.79,1,39.58,60.34,72.7,45.0,56.42,Average
S103936,8.62,77.78,23.69,52.81,76.81,84.02,3,67.84,76.83,100.0,8.0,60.28,Average
S103937,5.27,46.9,26.02,59.17,83.21,66.85,1,33.19,49.86,89.59,3.0,18.23,At_Risk
S103938,6.55,67.02,32.08,52.39,71.64,43.44,1,24.6,70.89,80.04,271.0,40.39,At_Risk
S103939,6.0,57.94,22.18,69.31,56.29,50.29,1,30.69,71.05,86.75,66.0,28.25,At_Risk
S103940,7.49,73.63,23.94,57.11,80.15,45.9,1,21.13,70.62,67.91,302.0,45.57,At_Risk
S103941,8.6,78.1,43.34,47.19,72.72,64.49,1,55.82,89.71,84.22,157.0,74.83,Good
S103942,6.22,47.31,36.79,64.21,74.9,88.6,3,63.57,56.0,73.23,338.0,35.85,At_Risk
S103943,3.89,35.0,31.39,44.07,89.56,74.49,4,58.58,75.19,71.3,218.0,21.45,At_Risk
S103944,6.46,0.5794,50.0,89.91,76.35,69.83,4,63.98,85.23,78.14,169.0,54.54,Average
S103945,8.19,0.7918,21.81,61.64,90.19,53.73,2,25.35,54.21,70.98,103.0,56.44,Average
S103946,7.7,86.28,42.8,84.78,62.62,73.56,0,40.38,42.5,82.12,106.0,64.25,Average
S103947,7.56,74.57,34.11,62.62,58.1,64.21,2,41.97,78.89,86.25,229.0,49.42,At_Risk
S103948,6.64,73.99,41.28,52.08,83.38,71.45,2,55.56,74.24,75.91,302.0,51.98,Average
S103949,5.34,52.98,35.87,87.63,49.23,74.67,0,48.78,63.51,37.22,231.0,41.44,At_Risk
S103950,7.67,70.3%,20.02,71.33,95.21,61.92,3,29.77,50.03,66.97,53.0,57.42,Average
S103951,5.92,57.59,35.76,98.3,85.83,71.67,0,57.22,78.59,63.78,168.0,60.18,Average
S103952,9.84,100.0,37.68,63.0,66.4,92.01,0,70.17,68.64,85.55,,92.85,Excellent
S103953,7.74,80.86,17.46,63.33,84.22,84.4,2,72.18,88.57,69.06,66.0,59.92,Average
S103954,6.25,57.03,50.0,85.07,75.6,79.81,3,55.54,63.05,72.49,139.0,61.5,Average
S103955,6.21,60.0%,37.49,85.18,44.36,98.95,1,70.24,53.5,92.6,142.0,73.01,Good
S103956,6.88,59.6%,40.38,72.3,51.94,93.45,2,82.04,78.67,68.29,139.0,58.67,Average
S103957,6.69,66.84,25.68,100.0,69.57,87.78,1,66.14,62.13,83.04,141.0,71.33,Good
S103958,8.45,86.51,40.52,65.79,67.55,54.44,1,44.08,81.81,70.73,45.0,66.23,Average
S103959,7.24,68.96,43.72,50.96,85.93,52.56,1,33.35,85.95,72.93,60.0,64.71,Average
S103960,6.05,54.79,37.03,54.96,69.83,51.54,1,26.27,65.8,62.55,23.0,29.31,At_Risk
S103961,9.46,91%,34.93,,44.7,79.11,2,73.13,89.63,72.18,50.0,63.95,Average
S103962,7.06,68.78,27.85,92.78,56.27,77.81,2,50.52,65.75,87.62,259.0,61.1,Average
S103963,8.0,76.32,33.27,67.2,76.89,73.92,1,58.23,73.9,65.52,136.0,71.75,Good
S103964,6.21,59.7,30.9,93.49,35.84,54.19,1,32.34,73.56,69.27,36.0,31.3,At_Risk
S103965,7.47,70.29,39.58,76.52,42.42,80.54,0,61.61,73.3,100.0,80.0,78.6,Good
S103966,7.4,74.33,28.2,86.25,59.04,64.15,0,35.77,63.8,83.85,23.0,36.66,At_Risk
S103967,4.54,46.11,39.52,75.81,79.83,65.23,2,37.95,61.4,85.08,19.0,26.33,At_Risk
S103968,9.62,87.46,28.29,75.69,61.53,77.3,1,72.23,87.54,70.61,43.0,67.0,Average
S103969,8.68,78.4,32.9,81.29,72.37,65.86,3,56.47,86.93,95.63,15.0,59.95,Average
S103970,6.48,60.58,39.93,61.5,65.08,66.8,2,54.62,85.09,98.07,65.0,29.1,At_Risk
S103971,5.57,55.83,29.37,61.66,62.75,49.53,1,29.12,74.41,70.93,44.0,43.03,At_Risk
S103972,7.45,71.38,40.2,75.24,54.54,48.3,0,34.26,77.73,96.03,12.0,65.33,Average
S103973,7.11,65.0,39.42,99.12,78.44,81.32,1,72.76,88.0,100.0,96.0,74.76,Good
S103974,7.46,71.94,32.83,46.89,44.93,72.19,5,64.68,93.97,48.97,102.0,24.9,At_Risk
S103975,7.25,67.54,44.29,39.56,61.26,56.03,2,39.42,78.69,92.89,177.0,59.96,Average
S103976,7.66,76.3%,35.62,66.04,83.34,72.53,0,55.73,77.16,68.54,100.0,68.31,Average
S103977,8.88,85.7%,43.82,85.46,52.77,68.34,3,43.12,61.49,99.88,20.0,67.54,Average
S103978,7.74,72.25,49.35,70.77,40.1,52.12,1,42.88,84.05,67.99,87.0,68.87,Average
S103979,5.64,54.5%,33.07,52.46,31.13,66.57,2,49.95,75.91,89.1,299.0,38.53,At_Risk
S103980,8.77,88.59,40.16,71.19,75.66,71.51,0,57.05,76.42,53.61,153.0,82.98,Good
S103981,9.13,84.48,29.9,44.01,76.74,46.11,2,26.71,65.31,96.73,46.0,53.75,Average
S103982,10.0,96.61,26.74,79.43,59.49,79.56,3,50.04,61.77,81.1,95.0,80.62,Good
