student_id,cgpa,backlog_history,family_income_lpa,at_risk_flag,backlogs,failed_subjects,enrollment_date
S105642,5.55,0,1.2,1,2,1,21/12/2021
S105643,6.96,0,3.0,0,1,1,2022-03-27
S105644,6.5,0,1.0,1,0,2,08-04-2022
S105645,6.4,0,1.4,0,1,0,2022-05-15
S105646,5.44,1,2.9,1,0,0,2022-12-13
S105647,3.5,1,7.3,1,0,0,28/04/2022
S105648,7.57,2,8.2,1,0,0,2022-05-19
S105649,7.05,1,3.8,0,2,1,2021-07-12
S105650,7.69,2,,1,0,0,2022-09-13
S105651,6.61,0,1.4,0,3,0,2021-07-06
S105652,10.0,2,2.8,1,0,0,2021-09-28
S105653,6.19,2,1.6,1,2,0,2022-04-13
S105654,5.45,1,3.3,1,0,0,2022-06-03
S105655,7.65,1,10.2,0,0,2,2021-10-12
S105656,6.33,3,2.2,1,0,0,2022/04/09 14:21:54
S105657,6.08,0,1.0,0,1,0,2022-12-15
S105658,8.45,1,13.1,0,0,0,2021-12-20
S105659,4.64,1,8.3,0,0,1,2023/05/27 23:22:46
S105660,7.42,1,3.9,0,0,1,04/06/2022
S105661,7.73,1,2.4,1,0,0,2023-08-17
S105662,9.45,1,10.0,1,1,0,2022-05-31
S105663,8.91,1,9.2,1,1,0,20/06/2022
S105664,6.78,2,1.7,1,0,0,2023-06-02
S105665,5.4,1,5.7,1,0,0,05/02/2023
S105666,4.07,1,2.9,0,0,0,2023/07/26 08:12:28
S105667,5.84,1,6.7,1,1,0,2022-01-22
S105668,7.35,0,2.4,1,0,0,2022-11-25
S105669,7.02,0,6.2,0,1,1,08/08/2022
S105670,6.12,0,4.7,1,1,1,2022-09-05
S105671,6.59,1,2.1,1,1,1,2022-08-16
S105672,5.34,0,4.6,1,1,0,2022-06-29
S105673,7.74,1,3.0,0,0,1,12/03/2023
S105674,5.05,0,11.8,0,3,1,2021-12-17
S105675,9.41,0,5.5,1,0,0,2021/08/27 02:49:50
S105676,7.23,1,9.9,1,0,0,09/07/2022
S105677,5.76,1,5.4,1,2,0,2023-07-09
S105678,8.62,1,3.7,0,0,1,05/07/2023
S105679,5.94,1,1.0,1,1,0,2023-08-13
S105680,9.45,0,4.7,0,1,0,28/09/2021
S105681,6.52,1,2.1,1,0,1,2021-12-03
S105682,3.65,1,14.8,1,2,0,2023-01-11
S105683,9.04,0,6.7,1,0,0,26/05/2023
S105684,9.62,1,10.2,0,1,0,2023-01-18
S105685,8.35,0,20.4,0,1,0,30/07/2023
S105686,9.33,0,6.1,1,0,0,05/06/2023
S105687,5.74,1,1.0,1,0,0,2023-07-22
S105688,9.22,0,4.2,0,0,0,2022-08-23
S105689,6.55,0,10.4,1,2,0,01-22-2022
S105690,6.45,0,1.0,1,0,1,2023-05-16
S105691,7.02,0,1.0,0,1,0,17/09/2021
S105692,9.26,1,29.0,1,0,1,19/06/2022
S105693,8.06,1,6.0,1,0,0,10-14-2022
S105694,5.91,0,1.0,0,1,0,08/12/2022
S105695,6.94,0,1.4,1,1,1,2021-10-14
S105696,5.03,1,6.9,1,0,1,12-14-2022
S105697,3.84,2,7.7,1,1,0,06/04/2023
S105698,5.0,1,1.0,1,1,0,05/02/2022
S105699,8.72,0,,0,0,0,2022-01-20
S105700,6.66,1,1.0,1,1,1,2023-08-19
S105701,8.2,0,11.2,1,1,0,22/08/2021
S105702,6.4,0,8.6,0,2,0,2023-03-28
S105703,4.11,1,6.2,1,2,0,2021-12-09
S105704,9.11,0,1.1,0,0,0,2021-08-25
S105705,7.82,0,10.4,1,0,0,2022-07-07
S105706,6.41,1,6.7,1,0,0,2022-06-30
S105707,10.0,1,1.7,0,0,0,2022-12-12
S105708,8.13,0,1.7,0,0,0,2022-11-12
S105709,8.75,1,4.1,0,1,0,29/08/2022
S105710,5.32,0,1.0,1,1,0,2022-11-12
S105711,8.16,1,1.0,0,0,0,2023-02-02
S105712,9.0,0,2.8,0,0,0,2022-03-30
S105713,7.28,1,1.8,1,1,1,2022-09-03
S105714,4.22,0,8.8,1,1,0,06/08/2021
S105715,5.72,0,9.6,1,1,0,13/06/2022
S105716,6.64,1,4.9,1,1,1,2022-10-24
S105717,10.0,0,9.5,0,0,0,2023-06-19
S105718,6.72,0,7.7,1,1,0,06-02-2023
S105719,5.27,2,1.0,1,1,0,2023-06-14
S105720,6.98,1,4.5,1,0,1,2023-05-05
S105721,7.2,0,1.0,0,2,0,2022-07-26
S105722,5.15,1,6.8,1,0,1,2022-09-28
S105723,6.57,0,1.0,0,2,0,2022-09-30
S105724,7.53,0,1.0,1,0,1,2023-03-12
S105725,7.49,0,1.6,1,3,0,2022-05-23
S105726,7.37,0,3.3,0,3,0,2022-01-28
S105727,5.16,0,1.2,0,0,1,2021-09-20
S105728,6.48,0,12.7,0,2,0,2022-04-09
S105729,6.09,1,1.0,0,0,0,2022-01-17
S105730,8.9,0,4.7,1,1,0,2022-06-06
S105731,8.31,0,4.2,1,1,0,2021-11-16
S105732,5.58,1,1.4,1,1,0,08/10/2022
S105733,7.36,0,1.0,1,1,0,31/01/2022
S105734,7.15,1,1.3,1,0,0,2023-06-08
S105735,5.39,0,3.2,1,1,0,2021-12-14
S105736,9.76,0,3.3,0,2,0,30/07/2022
S105737,8.38,1,11.4,0,0,0,2022-03-11
S105738,8.46,2,22.3,0,0,1,2023-05-14
S105739,4.64,1,2.4,1,1,0,03/04/2022
S105740,7.56,2,4.8,0,1,0,09-28-2021
S105741,6.76,2,8.5,1,0,0,2021-09-20
S105742,8.86,2,11.3,1,0,0,2022-09-06
S105743,5.44,1,,0,0,0,12-10-2021
S105744,5.69,2,20.3,1,2,0,2023-05-22
S105745,7.31,0,1.0,1,0,0,09-25-2021
S105746,7.73,0,2.6,0,0,2,2023-05-27
S105747,8.79,1,8.3,1,1,0,2023-03-16
S105748,6.2,2,3.7,0,0,0,2023-06-25
S105749,5.7,0,3.5,0,2,0,2021/07/14 16:00:59
S105750,7.9,1,4.8,0,1,0,11-28-2021
S105751,7.25,1,2.7,0,1,1,2022-10-10
S105752,6.53,0,20.5,0,1,0,24/12/2021
S105753,7.51,1,2.5,1,0,0,2022-01-06
S105754,6.25,1,10.9,1,1,0,15/07/2022
S105755,6.87,0,3.6,1,1,0,04/03/2023
S105756,6.18,0,1.5,1,2,0,2022-09-27
S105757,7.08,1,1.0,0,0,0,2022-04-03
S105758,4.89,0,,0,1,0,2023/01/25 08:33:49
S105759,7.65,1,12.0,1,0,0,02-04-2022
S105760,7.88,0,11.6,0,0,1,2022-04-24
S105761,7.25,0,7.6,1,0,0,2023-02-19
S105762,5.54,0,2.5,0,0,0,2021/12/05 12:08:39
S105763,5.84,2,13.3,1,1,0,2021-07-13
S105764,7.13,1,4.6,1,1,1,2022-12-14
S105765,6.69,0,5.1,0,0,1,2022-09-10
S105766,9.78,1,10.1,0,0,1,08-29-2022
S105767,5.84,1,13.5,1,0,0,2023-02-13
S105768,6.5,2,3.0,1,0,1,2022-01-12
S105769,7.88,3,2.4,1,1,0,2023-07-01
S105770,6.4,1,7.3,1,0,0,08-27-2023
S105771,7.32,2,4.3,0,0,0,18/01/2022
S105772,5.81,0,3.1,1,0,0,25/01/2023
S105773,4.12,0,3.6,1,1,1,2023-06-12
S105774,7.91,1,3.4,0,0,0,06-20-2023
S105775,8.38,1,2.7,1,0,1,22/06/2023
S105776,8.36,0,1.0,0,1,0,09/09/2022
S105777,7.36,0,8.5,1,1,0,2021/08/21 17:03:21
S105778,8.29,0,12.0,0,2,0,2022-11-23
S105779,7.92,1,1.3,0,1,0,19/07/2023
S105780,7.41,1,1.0,0,0,0,02-28-2023
S105781,7.27,1,5.7,0,0,0,09/07/2021
S105782,7.85,1,1.4,0,0,0,2021-10-14
S105783,8.46,0,1.0,0,1,0,2022-08-11
S105784,5.47,0,1.0,0,0,0,03/09/2022
S105785,8.66,1,4.2,1,0,0,2023-08-06
S105786,6.82,1,1.1,1,1,1,2022-03-06
S105787,7.74,0,7.9,1,1,0,08-09-2022
S105788,5.95,1,17.8,1,1,1,2022-01-28
S105789,6.52,0,4.3,0,0,0,2022-02-28
S105790,5.44,0,1.0,0,2,1,27/04/2022
S105791,7.49,1,9.2,1,1,0,2022-08-03
S105792,6.02,1,2.2,0,1,1,2022-11-11
S105793,7.72,0,4.2,0,0,0,2021-10-07
S105794,6.98,0,3.3,0,1,1,2023-05-29
S105795,6.99,2,1.0,0,0,0,2023-02-17
S105796,3.5,1,5.4,0,0,0,2021-07-28
S105797,8.03,0,7.1,1,1,0,2022-06-08
S105798,7.59,2,2.3,1,1,0,2023-07-27
S105799,7.65,3,3.9,0,2,1,2022-05-27
S105800,5.96,1,4.7,0,0,0,12-03-2021
S105801,5.32,0,5.8,0,1,1,2022-09-06
S105802,8.44,2,2.7,0,2,0,06/08/2021
S105803,5.78,1,1.0,1,1,0,2021-10-05
S105804,4.17,2,19.8,1,0,2,24/11/2022
S105805,6.59,0,14.7,1,1,0,22/08/2023
S105806,6.8,0,5.9,1,1,1,2022-11-23
S105807,6.33,1,4.0,1,1,1,2023-08-03
S105808,4.37,0,23.8,1,1,0,2022-06-13
S105809,6.87,1,4.1,1,1,0,08/06/2023
S105810,7.21,1,10.5,1,0,0,2022-11-15
S105811,4.9,0,33.7,1,1,0,04-18-2022
S105812,6.76,2,1.2,1,0,0,2021-11-17
S105813,5.99,1,1.0,0,1,0,2021-11-07
S105814,6.2,0,1.0,0,2,0,2021-12-09
S105815,7.64,0,1.0,0,1,0,11-30-2022
S105816,7.0,1,3.8,1,0,1,2021-08-02
S105817,5.24,0,4.6,1,0,0,04/10/2021
S105818,3.72,0,1.0,0,0,0,2022-09-08
S105819,7.39,1,5.5,1,0,0,2021-11-04
S105820,6.23,0,11.2,1,0,1,25/08/2021
S105821,5.05,2,1.0,1,1,2,05-13-2022
S105822,7.1,2,1.1,1,1,1,2022-02-27
S105823,7.96,0,5.3,1,1,1,2022-10-03
S105824,5.38,1,5.9,1,0,0,09/07/2023
S105825,9.87,0,2.6,0,0,0,2023-07-12
S105826,7.76,2,8.3,1,0,0,14/12/2021
S105827,6.7,1,3.2,1,1,0,2023-03-31
S105828,7.39,1,1.6,1,1,1,2023-02-12
S105829,7.83,0,1.0,1,1,0,18/07/2021
S105830,4.15,2,8.6,1,0,0,2022-08-27
S105831,5.7,1,14.4,1,0,0,2022/11/01 09:28:25
S105832,5.96,1,1.2,0,0,0,11/07/2021
S105833,7.69,1,33.8,1,1,0,17/08/2022
S105834,7.9,2,1.0,1,1,0,2023-08-24
S105835,5.74,1,,0,0,0,01-22-2022
S105836,7.55,1,10.2,0,0,1,19/06/2022
S105837,4.1,0,9.2,1,3,0,2023-03-29
S105838,4.5,0,7.7,0,0,0,2022-02-28
S105839,6.15,1,13.8,1,1,0,2023-08-07
S105840,7.32,0,1.0,0,1,0,2021/09/21 14:55:12
S105841,6.62,2,6.3,0,1,0,09-26-2021
S105842,7.99,0,1.1,1,1,0,10-17-2021
S105843,6.18,1,6.7,0,0,0,22/11/2022
S105844,5.94,0,13.1,0,0,0,2022-07-17
S105845,6.8,0,14.0,1,0,0,2022-08-31
S105846,6.89,0,1.0,1,0,0,2023-07-07
S105847,7.56,1,9.9,1,1,0,2023-06-29
S105848,8.31,2,11.1,1,1,0,2023-07-11
S105849,6.47,2,13.5,0,1,0,09-20-2022
S105850,5.7,1,19.8,0,1,0,2022/06/30 16:13:11
S105851,6.84,2,3.7,1,0,0,2021-07-31
S105852,5.5,0,3.4,0,2,1,23/12/2021
S105853,7.75,1,4.1,0,1,0,2022-04-02
S105854,7.95,0,2.6,1,1,0,2022-01-01
S105855,7.73,1,3.6,1,0,0,15/12/2021
S105856,9.23,0,8.1,0,0,0,2023-06-03
S105857,6.65,2,1.2,0,1,1,07-26-2021
S105858,6.67,1,1.0,0,0,0,20/01/2023
S105859,8.61,1,15.5,1,3,0,15/06/2022
S105860,5.45,3,14.6,1,2,0,2022-02-25
S105861,8.63,1,1.0,0,1,0,2022-03-25
S105862,7.46,1,3.6,0,1,2,2022-12-03
S105863,6.59,0,1.0,0,0,0,29/09/2022
S105864,7.44,4,4.8,1,2,0,08-02-2023
S105865,9.01,1,7.9,1,1,0,2021-10-24
S105866,10.0,2,17.9,1,0,0,29/12/2022
S105867,6.81,1,1.0,1,0,1,2023-07-25
S105868,7.5,1,1.0,1,1,1,2023-05-06
S105869,8.39,1,1.5,0,0,0,19/12/2022
S105870,7.95,0,7.7,0,0,0,13/10/2021
S105871,4.75,1,1.6,1,0,1,2021-10-24
S105872,5.28,2,8.5,1,1,0,2022-09-23
S105873,6.09,0,1.6,1,0,1,2022-09-19
S105874,9.47,0,6.5,1,1,0,2023-08-19
S105875,6.43,0,2.3,1,1,0,01-03-2022
S105876,6.16,1,11.6,0,0,0,2022-09-29
S105877,8.7,1,10.5,1,0,0,2022-10-27
S105878,9.2,0,16.5,0,1,1,2022-10-31
S105879,5.72,0,4.4,0,0,0,2021/07/16 13:04:14
S105880,5.6,1,1.6,1,1,0,06/08/2021
S105881,6.56,2,5.4,1,1,0,14/03/2023
S105882,6.73,1,9.1,1,2,0,2022-02-01
S105883,7.45,1,9.4,0,3,1,06-17-2023
S105884,6.82,0,12.6,0,1,1,2023-08-04
S105885,6.32,1,1.4,1,0,0,13/08/2022
S105886,7.33,0,2.9,0,1,0,2021/11/13 14:33:03
S105887,6.83,0,6.4,1,1,0,2021-07-16
S105888,8.69,0,3.1,1,0,1,2021-08-09
S105889,8.79,0,,0,1,0,2022-08-29
S105890,5.28,1,14.0,1,0,0,2022-04-15
S105891,6.59,1,11.8,0,0,0,2023-02-21
S105892,7.45,2,11.8,1,1,0,12-25-2022
S105893,5.95,3,1.2,1,0,0,2023-07-05
S105894,6.39,1,1.0,0,0,0,21/04/2023
S105895,7.6,0,14.5,0,0,0,06-13-2023
S105896,7.09,0,24.1,0,1,1,2023/05/01 17:11:32
S105897,3.69,0,2.6,0,1,0,2022-03-22
S105898,7.91,0,10.0,0,1,0,2023-07-10
S105899,7.65,0,1.0,0,3,0,2023-07-11
S105900,6.94,0,9.0,0,2,0,2022-10-25
S105901,7.18,0,3.6,0,1,2,08/01/2022
S105902,6.47,2,2.9,1,2,1,2023-05-14
S105903,5.83,0,1.0,1,0,1,2022-12-09
S105904,7.21,0,9.7,1,0,0,2022-09-19
S105905,3.56,0,1.0,1,0,0,05/09/2022
S105906,8.9,2,7.3,0,1,0,2022-11-25
S105907,8.3,1,6.3,0,2,0,2022-04-26
S105908,5.67,1,2.7,0,0,0,2022-12-12
S105909,4.92,0,13.3,0,1,1,2022-01-02
S105910,6.56,1,1.2,0,0,0,22/09/2022
S105911,5.06,0,3.5,1,2,2,2022-07-21
S105912,4.93,0,5.6,1,0,0,05/12/2022
S105913,7.06,0,13.5,0,0,2,2022-06-13
S105914,6.8,1,1.8,1,1,0,2023-08-15
S105915,8.34,0,1.6,0,1,0,2022-07-02
S105916,6.43,0,6.8,1,0,0,2022-01-29
S105917,6.29,1,9.2,1,1,0,06/06/2022
S105918,7.34,1,7.3,1,0,0,2023-01-09
S105919,9.46,0,1.1,0,1,0,10/07/2022
S105920,7.06,1,4.3,1,0,0,2022-06-04
S105921,6.33,0,1.0,1,0,0,2023/02/19 15:33:06
S105922,6.94,1,3.1,1,1,0,22/04/2023
S105923,7.5,0,1.5,0,1,0,27/02/2022
S105924,6.71,0,2.7,0,1,0,2023-04-25
S105925,6.16,0,2.4,0,1,0,2022/01/13 03:54:12
S105926,6.35,0,2.0,0,0,0,2022/02/15 00:29:05
S105927,6.15,1,12.3,1,0,1,2022-07-25
S105928,7.85,1,9.6,0,2,1,2022-12-22
S105929,7.04,2,5.2,1,0,1,2022-04-07
S105930,5.88,1,2.0,0,0,1,2021-07-14
S105931,10.0,0,47.9,0,0,0,2023-08-25
S105932,5.79,0,5.2,1,0,0,2022-12-26
S105933,7.94,1,10.0,0,0,1,02-23-2023
S105934,6.35,1,1.0,1,1,0,2022-02-14
S105935,5.92,0,22.1,1,1,1,06/02/2023
S105936,5.72,2,1.1,1,0,0,2021-12-09
S105937,5.38,1,12.1,0,0,1,26/11/2021
S105938,6.19,2,7.0,1,1,0,2023-08-02
S105939,5.99,1,2.0,0,0,0,19/11/2021
S105940,6.33,0,4.5,0,0,0,2022-03-22
S105941,7.62,0,10.9,1,1,1,2022-02-23
S105942,6.83,1,8.8,1,1,0,08-04-2021
S105943,6.34,0,3.9,1,1,0,2022-04-23
S105944,6.13,1,1.2,1,1,0,2022-01-01
S105945,5.98,1,1.6,1,0,1,2022-08-11
S105946,7.99,0,1.0,0,0,0,05-10-2022
S105947,5.71,1,5.5,1,2,0,2021-10-23
S105948,6.18,2,6.9,0,2,0,13/04/2022
S105949,6.53,3,4.4,1,1,0,2022-06-21
S105950,6.1,0,3.1,1,1,0,2021-12-08
S105951,8.39,1,2.4,0,0,0,08-01-2021
S105952,7.93,1,3.7,1,1,0,2022-11-15
S105953,7.59,1,2.3,1,2,0,16/07/2021
S105954,8.22,1,1.0,1,0,0,2021-09-26
S105955,3.58,3,2.8,1,1,0,2021-09-28
S105956,4.29,1,5.4,1,0,0,2022-12-05
S105957,8.81,0,2.4,0,0,0,2023-01-01
S105958,7.83,0,2.1,1,0,1,23/10/2021
S105959,6.7,1,1.4,0,2,0,13/05/2023
S105960,8.96,0,1.2,0,1,0,2023-07-13
S105961,3.5,2,1.7,1,0,0,2021-12-12
S105962,8.4,1,8.3,1,1,0,2022-05-12
S105963,7.41,0,1.0,0,1,0,22/06/2022
S105964,6.23,0,13.5,0,1,1,16/06/2022
S105965,8.4,0,5.7,0,1,1,2023-06-11
S105966,4.98,1,1.0,1,0,0,2023-07-25
S105967,6.2,1,1.8,1,0,2,2022-07-06
S105968,7.35,0,9.5,0,0,0,2022/05/25 13:46:53
S105969,6.6,1,4.6,1,1,0,19/10/2022
S105970,6.33,1,11.4,1,0,0,2021-11-20
S105971,5.57,0,1.0,1,0,0,2023-05-20
S105972,7.96,1,19.6,0,0,0,2022-03-15
S105973,7.9,1,14.8,0,1,0,2022-12-17
S105974,8.29,1,10.2,0,0,0,05/09/2022
S105975,6.67,1,6.4,1,1,0,2021-07-28
S105976,3.5,0,3.0,1,1,1,07-07-2022
S105977,4.7,0,3.3,0,3,0,2023-08-15
S105978,5.63,1,7.4,1,0,0,2022-05-15
S105979,6.55,0,1.0,1,0,0,24/07/2021
S105980,8.61,1,1.0,1,1,1,2021-12-19
S105981,7.23,2,1.0,0,0,1,12-12-2021
S105982,5.58,0,3.3,1,2,0,2022-12-12
S105983,6.64,0,8.4,1,2,1,2023-03-21
S105984,9.69,0,6.2,1,0,0,23/03/2023
S105985,5.57,0,5.4,1,0,0,2022-02-18
S105986,5.01,3,2.7,0,0,0,2023-06-24
S105987,5.73,1,10.5,1,2,0,2022/11/05 16:13:12
S105988,7.89,0,17.6,1,1,0,2022-11-24
S105989,9.23,0,1.3,1,0,0,2023-03-26
S105990,7.76,0,15.1,0,0,0,08-20-2022
S105991,7.36,4,1.0,1,1,0,2021-07-12
S105992,6.15,1,1.2,1,3,1,2022-07-12
S105993,4.6,0,6.5,0,1,0,2021-09-23
S105994,5.91,2,8.7,1,0,0,2022-09-07
S105995,7.31,2,27.8,0,1,1,2022/03/19 06:18:22
S105996,7.14,1,3.8,1,0,2,2023-06-16
S105997,8.52,0,6.9,1,0,0,2022-08-21
S105998,4.62,0,12.1,0,0,0,2021-08-03
S105999,7.05,1,4.4,0,0,0,2023-04-14
S106000,9.55,0,4.3,1,1,0,15/07/2023
S106001,7.44,1,6.0,0,1,1,2021-11-19
S106002,8.29,0,2.7,1,1,1,04/03/2023
S106003,8.72,1,8.2,0,0,0,2021-07-02
S106004,6.15,0,14.1,0,0,0,12/08/2022
S106005,4.82,2,3.5,1,1,0,2021-11-17
S106006,8.09,0,1.0,0,0,0,2021-12-24
S106007,8.34,1,5.0,0,2,0,04/12/2021
S106008,7.75,0,4.7,0,0,1,2022-04-14
S106009,5.44,1,14.7,0,0,1,2022-11-06
S106010,8.59,0,1.0,0,3,0,2021-12-24
S106011,7.63,1,1.8,0,0,1,2023-07-25
S106012,9.69,2,1.0,1,0,1,20/08/2021
S106013,6.65,0,8.8,1,1,0,2023-07-23
S106014,4.49,2,1.0,1,1,0,07-31-2023
S106015,8.76,1,16.2,0,1,1,2021-09-21
S106016,8.81,2,6.0,0,1,0,01-28-2023
S106017,7.78,0,1.0,1,2,1,2021-08-25
S106018,7.0,1,3.6,0,1,0,02-19-2022
S106019,8.65,0,1.0,0,0,0,2022-12-07
S106020,6.49,1,20.1,0,2,0,2022-03-07
S106021,7.57,0,,1,0,0,01-14-2022
S106022,5.87,0,8.7,0,0,0,2023-01-05
S106023,7.17,1,1.0,1,1,0,2021-09-27
S106024,6.4,0,1.7,1,2,0,26/02/2023
S106025,6.71,1,5.0,1,0,0,2021-09-14
S106026,6.74,1,7.9,0,0,0,2022-07-09
S106027,4.8,1,30.1,0,0,0,2022-04-27
S106028,6.78,0,7.2,1,0,0,12/06/2022
S106029,7.07,0,6.5,0,1,0,2022-05-08
S106030,8.6,2,2.5,1,2,2,02-26-2022
S106031,7.18,2,1.0,0,2,1,25/07/2022
S106032,7.96,1,3.2,1,1,0,07/08/2022
S106033,7.54,1,4.6,1,1,1,2021-07-27
S106034,7.18,2,1.0,1,0,1,03-07-2023
S106035,6.47,1,5.9,1,0,1,2021-10-22
S106036,7.4,0,1.0,0,1,0,09-02-2022
S106037,7.56,2,3.8,0,2,0,2022-08-02
S106038,6.74,1,8.2,0,1,0,19/06/2022
S106039,5.61,1,1.1,1,0,0,2023-02-23
S106040,6.62,0,1.0,1,0,1,2022-07-06
S106041,6.55,0,10.1,0,0,0,2021-07-28
S106042,8.49,0,3.3,1,2,0,2022-03-16
S106043,7.27,0,3.6,0,0,2,2021-11-26
S106044,8.73,0,1.0,0,1,0,2023-05-01
S106045,7.2,0,6.6,1,2,1,2023-06-10
S106046,7.67,0,1.0,0,0,0,03/05/2023
S106047,5.9,0,1.0,0,0,0,2021-08-01
S106048,7.09,1,1.6,1,1,1,2022-07-28
S106049,4.5,3,1.4,0,0,0,01/08/2022
S106050,7.06,0,1.6,0,0,1,11-11-2021
S106051,8.95,0,1.0,0,2,0,2021-11-28
S106052,7.72,0,17.9,0,0,0,2022-06-04
S106053,5.85,1,31.9,1,0,0,2023-08-21
S106054,5.59,1,1.3,0,1,0,10/10/2022
S106055,6.0,1,4.1,1,0,0,09/01/2022
S106056,7.18,0,1.0,0,1,1,17/08/2022
S106057,6.39,0,1.5,0,0,0,2023-04-09
S106058,7.53,1,2.7,1,0,0,09/11/2022
S106059,6.8,1,4.4,0,1,1,2022-12-09
S106060,7.51,3,1.6,0,0,0,2023-05-10
S106061,6.12,0,2.4,1,0,0,2021-09-28
S106062,9.33,0,3.7,1,0,0,2022-03-30
S106063,7.59,1,5.0,0,2,0,16/07/2023
S106064,7.04,0,2.5,1,1,0,25/06/2023
S106065,3.5,1,1.0,1,1,0,2022/07/03 08:19:44
S106066,6.67,1,2.8,0,0,1,2023-01-20
S106067,7.2,0,1.0,1,2,0,2022/01/16 00:51:59
S106068,5.77,1,16.1,1,0,1,08/04/2022
S106069,7.9,1,4.8,0,3,0,2021-12-14
S106070,7.38,1,2.6,1,1,0,10-28-2022
S106071,3.5,1,8.5,1,0,0,05/12/2022
S106072,6.71,0,5.8,0,0,0,2023-05-09
S106073,6.98,2,1.0,1,1,1,08-07-2021
S106074,5.25,1,3.0,0,1,0,20/07/2021
S106075,5.57,0,2.1,1,0,0,28/07/2021
S106076,5.71,0,4.7,1,0,0,02-25-2022
S106077,7.24,0,4.0,0,0,1,2021-07-17
S106078,6.66,0,1.1,0,0,0,01/09/2022
S106079,8.49,0,24.3,1,1,0,04/07/2023
S106080,4.76,1,2.6,1,0,0,2021-09-28
S106081,5.51,0,10.9,0,0,0,2022-05-22
S106082,4.91,0,10.2,0,0,0,21/02/2023
S106083,8.93,1,6.9,0,0,0,2023-02-02
S106084,9.67,1,1.0,0,2,0,03/02/2022
S106085,8.06,0,5.1,0,0,0,08-10-2021
S106086,8.75,0,11.3,0,1,0,2022-03-26
S106087,7.6,0,23.8,1,3,0,2022-10-09
S106088,7.41,1,2.5,1,0,0,2021-09-24
S106089,6.17,3,2.0,0,3,0,2022-08-18
S106090,6.55,1,1.2,1,0,1,07-05-2021
S106091,5.72,0,3.3,0,0,0,2022-10-10
S106092,6.9,0,2.9,1,0,0,2023-03-23
S106093,7.08,2,1.0,1,0,0,12/07/2021
S106094,6.32,2,3.4,1,0,0,16/06/2022
S106095,6.94,0,31.8,1,1,0,2023-08-26
S106096,6.74,0,3.2,1,1,2,19/01/2023
S106097,5.41,1,11.7,1,0,0,2022-11-17
S106098,5.61,0,8.3,0,3,1,16/07/2023
S106099,7.01,2,4.9,0,1,0,2022-01-23
S106100,6.42,2,1.3,1,1,1,2022-05-01
S106101,6.82,0,9.5,0,1,0,08-22-2023
S106102,6.29,0,26.7,1,0,0,2022-08-11
S106103,9.15,1,1.9,1,0,1,2022-12-23
S106104,8.09,0,4.0,1,1,0,01-20-2022
S106105,4.89,0,1.0,1,0,0,28/02/2022
S106106,7.66,0,6.6,1,1,0,2022-05-16
S106107,7.14,0,4.3,1,0,0,30/05/2022
S106108,7.82,1,1.0,0,0,0,09-29-2022
S106109,10.0,0,2.9,0,2,0,02/08/2021
S106110,5.07,0,14.6,1,0,0,2021-10-05
S106111,8.59,1,10.0,1,1,0,16/06/2023
S106112,8.74,0,6.9,0,1,0,11/10/2021
S106113,6.0,0,2.8,0,1,0,21/05/2023
S106114,7.8,2,2.3,0,0,2,2021-10-03
S106115,6.35,0,37.6,0,2,0,23/11/2022
S106116,6.41,0,7.3,1,0,0,2021-07-02
S106117,8.03,0,1.5,0,3,1,25/11/2022
S106118,8.03,1,3.4,0,0,0,2022/02/28 10:49:31
S106119,6.88,1,25.3,1,1,0,2023-08-14
S106120,7.78,1,10.8,1,0,0,2022-02-04
S106121,6.47,0,1.0,0,3,1,2022-11-04
S106122,5.09,0,10.1,0,2,1,11/07/2023
S106123,6.91,0,4.7,1,2,1,2022-06-18
S106124,6.13,1,4.5,1,2,0,16/06/2023
S106125,6.8,2,1.0,0,0,1,04-05-2023
S106126,5.31,1,5.6,1,1,1,22/09/2021
S106127,9.29,1,4.0,1,0,2,24/01/2023
S106128,8.42,1,14.8,0,0,0,2021-12-17
S106129,8.25,0,6.5,0,2,0,09-13-2022
S106130,8.33,2,,1,2,0,2021-07-14
S106131,7.82,0,2.9,0,2,0,2023-05-08
S106132,6.56,1,1.7,0,0,0,2022-08-06
S106133,8.17,0,3.2,0,1,2,22/09/2022
S106134,6.15,1,3.8,0,1,0,07-22-2021
S106135,5.82,0,6.1,0,2,0,2022-10-23
S106136,6.68,2,5.2,1,0,0,11/06/2023
S106137,5.75,1,1.0,0,2,0,11/07/2021
S106138,5.93,1,10.2,1,1,1,2022-04-18
S106139,7.83,0,3.1,0,0,0,22/07/2023
S106140,6.49,0,11.7,0,0,0,2021-09-14
S106141,9.97,0,1.7,0,0,1,2021-09-22
S106142,8.03,1,6.5,0,4,1,04-09-2023
S106143,7.53,1,1.1,0,0,1,2021-08-30
S106144,6.99,0,6.0,0,1,2,2022-11-13
S106145,6.09,2,,0,1,0,28/04/2023
S106146,5.63,1,6.8,1,1,2,12-18-2022
S106147,8.39,0,7.0,0,1,0,14/05/2022
S106148,7.61,0,2.6,1,1,0,2022-07-28
S106149,5.65,0,9.5,0,0,0,2021-12-15
S106150,6.03,0,12.5,1,1,0,04/07/2023
S106151,7.06,2,1.0,0,1,0,2022-03-03
S106152,9.12,1,1.0,0,0,1,2021-10-08
S106153,5.18,0,7.1,1,0,0,2022-05-11
