student_id,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,study_hours_daily,self_learning_hours,motivation_level,adaptability_score,gym_frequency,family_income_lpa,resume_score,communication_skills,aptitude_score,mock_interview_score,hackathons_participated,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill,wellness_score,screen_to_study_ratio,backlog_history,attendance_percentage,cgpa,at_risk_flag
S206291,6.77,5.51,2.28,8.48,50.15,1.74,0.18,10.0,43.83,1,2.9,57.97,56.92,51.1,70.63,0,4,1,2,4.82,33.91,49.21,3.16,0,68.37,6.82,1
S206292,7.92,5.75,4.22,6.05,35.36,2.12,0.71,6.18,57.13,0,1.0,45.59,59.8,77.99,45.96,2,3,0,4,5.37,42.03,59.81,2.71,0,66.71,6.46,0
S206293,10.0,3.48,1.28,5.29,49.41,9.54,1.54,5.59,79.84,1,2.4,37.86,58.94,44.24,52.84,0,2,1,3,5.86,75.79,61.64,0.36,1,73.66,6.88,0
S206294,5.49,6.7,0.42,8.13,50.03,4.44,4.21,7.48,33.61,1,2.9,57.99,77.09,62.84,31.37,0,2,1,6,6.3,79.26,43.18,1.51,0,55.44,7.66,0
S206295,7.19,6.16,0.11,7.0,34.79,0.59,3.35,2.99,54.73,2,3.2,79.22,58.68,53.75,56.11,1,5,0,6,2.99,63.43,54.14,10.42,0,83.92,6.91,0
S206296,7.48,4.77,1.63,6.52,44.25,3.31,1.38,5.89,84.24,0,1.0,39.28,48.72,55.95,50.74,0,2,1,4,5.66,79.45,53.21,1.44,0,91.16,6.53,0
S206297,6.08,0.0,0.07,6.79,29.25,3.42,3.02,6.25,74.62,3,6.9,65.43,62.33,38.85,61.21,0,1,0,6,1.65,53.07,56.33,0.0,1,69.15,8.37,0
S206298,4.85,7.71,1.75,3.73,51.11,2.27,4.88,5.81,71.18,3,6.9,44.54,85.56,47.11,71.85,0,3,3,1,8.33,48.15,52.68,3.39,0,76.25,4.58,1
S206299,7.43,4.23,0.19,9.77,63.28,4.63,1.12,7.37,62.03,1,3.8,60.25,67.53,57.74,56.97,0,0,0,1,2.31,81.96,42.52,0.91,0,65.87,6.88,0
S206300,7.47,4.53,1.33,9.61,51.38,2.49,3.7,3.7,64.53,4,1.0,51.6,57.27,37.21,20.51,1,5,0,4,1.54,31.65,38.11,1.82,1,61.1,6.97,0
S206301,7.0,8.9,0.41,4.73,55.34,1.96,0.07,3.61,39.5,0,25.1,42.48,58.82,51.86,30.51,0,4,0,2,6.2,42.73,58.96,4.55,0,89.98,9.43,1
S206302,5.23,4.21,2.28,7.26,21.65,4.0,8.0,5.41,40.69,0,30.1,54.94,48.62,74.76,59.05,3,5,3,3,4.4,32.61,58.76,1.05,0,85.19,8.69,0
S206303,3.14,8.98,4.68,7.67,33.72,7.84,0.91,10.0,43.78,1,3.5,93.36,46.37,65.24,75.62,3,1,1,5,3.83,22.11,48.13,1.15,0,92.55,7.44,1
S206304,4.79,6.08,0.38,2.42,45.68,5.06,2.22,3.02,74.51,1,3.0,40.6,37.78,84.42,64.29,1,3,0,3,3.1,89.33,49.93,1.2,0,60.7,6.18,0
S206305,7.91,1.71,2.49,3.61,22.81,4.13,3.55,7.95,67.2,6,4.4,51.96,54.88,59.69,35.23,0,3,1,5,8.97,85.88,73.0,0.41,1,65.71,8.0,0
S206306,7.89,5.85,1.64,10.0,66.04,2.98,0.18,4.55,53.16,2,35.6,50.12,49.45,63.47,49.57,0,0,1,4,4.35,45.92,35.71,1.97,0,67.54,7.45,1
S206307,4.83,4.79,0.5,5.95,39.77,6.11,0.37,7.9,50.2,3,14.4,68.72,33.78,68.44,84.44,0,2,0,4,9.18,36.97,49.13,0.79,2,72.28,4.2,0
S206308,6.59,6.77,0.95,5.32,56.94,1.02,2.35,4.73,73.92,1,4.9,60.54,68.53,49.99,55.32,1,2,1,7,9.58,55.09,42.94,6.63,0,81.07,8.21,0
S206309,8.04,5.73,0.51,2.46,14.83,2.75,0.98,5.75,60.19,1,1.4,63.51,51.25,46.01,52.24,1,6,0,1,2.5,46.46,80.23,2.09,0,42.89,6.5,0
S206310,8.08,7.25,6.28,5.23,3.26,5.46,2.59,4.53,78.44,0,11.2,91.82,48.67,63.05,76.28,2,1,1,7,6.03,41.93,78.66,1.33,0,89.34,8.12,0
S206311,4.95,8.23,1.63,5.44,32.28,4.12,2.48,4.49,63.83,0,1.8,36.02,62.93,53.5,100.0,0,4,0,2,4.78,58.17,51.78,2.0,0,76.88,6.07,1
S206312,5.99,6.8,1.85,6.78,30.58,4.52,3.79,5.85,55.48,3,5.9,69.5,52.55,67.42,49.14,1,0,2,2,4.68,52.43,54.55,1.51,0,80.8,4.21,0
S206313,6.15,9.37,0.93,8.13,72.42,0.0,0.54,3.67,51.41,0,4.2,51.38,43.65,64.8,22.21,0,1,2,3,3.47,62.58,35.07,37.49,0,73.37,4.35,1
S206314,4.71,3.93,0.42,5.57,57.58,4.25,1.19,6.37,47.38,2,2.3,21.62,39.61,38.91,85.53,3,1,0,5,6.82,62.02,45.33,0.92,0,66.59,7.8,0
S206315,8.66,6.34,0.17,4.56,87.95,3.88,3.81,6.31,54.86,0,10.6,88.05,51.82,69.21,62.34,0,2,0,3,6.17,64.65,49.84,1.64,0,83.27,6.22,0
S206316,3.79,7.28,0.53,4.36,52.24,3.95,0.15,7.5,73.17,3,2.6,60.83,56.2,57.23,55.03,1,3,0,6,4.86,42.45,50.06,1.84,0,100.0,6.2,0
S206317,6.82,7.27,0.71,6.92,92.71,3.61,2.03,3.31,52.82,1,6.4,57.3,44.84,56.53,69.68,3,4,1,4,2.14,53.75,36.12,2.01,0,76.43,7.01,1
S206318,7.68,10.72,0.0,3.62,60.5,1.29,1.0,3.34,41.28,0,1.5,58.34,51.62,43.23,49.87,0,0,0,5,7.78,22.07,58.58,8.3,0,74.26,7.46,1
S206319,6.88,5.76,0.2,6.38,76.55,4.17,2.15,5.38,63.82,2,8.7,60.72,73.32,44.41,66.55,0,3,2,3,5.6,44.56,40.71,1.38,1,85.58,5.75,0
S206320,7.29,8.33,1.11,9.24,39.66,4.06,3.19,8.1,93.89,2,5.4,81.06,63.07,98.61,56.92,1,1,1,4,2.33,46.49,50.37,2.05,2,87.46,8.51,1
S206321,3.13,6.19,0.03,4.5,33.5,0.0,5.85,3.33,65.21,1,1.0,34.87,73.48,68.46,76.86,1,3,2,10,9.3,72.6,51.07,24.76,0,93.21,3.53,1
S206322,6.33,6.62,0.12,3.48,68.39,3.59,0.78,9.04,68.16,0,4.2,72.53,95.91,26.05,42.56,1,2,1,3,5.57,29.07,47.16,1.84,2,70.89,6.74,0
S206323,6.68,3.3,3.38,5.68,38.82,2.62,0.34,8.1,63.0,4,3.7,52.34,66.47,59.5,33.53,1,2,2,2,9.27,36.29,55.55,1.26,0,88.32,6.18,0
S206324,6.66,6.52,5.75,3.06,22.83,2.28,2.35,9.12,39.58,1,6.1,74.91,63.38,38.12,26.78,1,4,1,4,1.05,44.99,69.63,2.86,1,68.44,7.51,0
S206325,4.43,4.99,1.16,6.33,28.32,2.32,2.4,3.86,58.59,0,1.4,54.95,73.36,73.56,35.04,1,3,2,5,3.0,42.51,50.17,2.15,1,75.89,6.97,0
S206326,5.93,12.18,1.31,4.49,40.12,4.26,3.53,3.52,86.66,2,9.5,53.82,35.89,73.6,80.06,0,2,0,4,7.68,35.0,56.4,2.86,0,94.91,6.63,0
S206327,5.12,5.01,0.42,8.5,1.75,2.19,0.61,5.48,55.1,1,1.3,42.18,46.3,60.74,52.37,1,1,0,3,3.24,55.04,61.8,2.29,1,67.87,7.43,0
S206328,8.21,8.1,0.6,7.49,44.74,3.21,0.23,6.75,54.49,1,2.0,47.6,86.2,69.18,33.67,1,6,1,3,6.6,68.04,56.18,2.52,1,78.39,6.85,1
S206329,5.35,10.27,2.02,2.97,31.26,3.54,0.71,7.26,57.42,1,9.0,20.72,89.31,77.79,65.53,1,3,0,4,2.46,69.32,68.97,2.9,1,81.73,9.13,1
S206330,6.08,8.66,1.88,5.96,32.53,4.22,0.52,7.14,61.01,3,6.9,72.73,78.09,67.26,88.39,1,5,0,7,5.54,52.9,62.26,2.05,0,71.42,6.24,0
S206331,6.02,4.57,0.68,6.49,44.42,3.37,0.62,4.18,59.83,0,1.0,32.77,59.44,74.33,49.26,2,3,2,3,5.73,41.04,47.77,1.35,0,90.76,6.19,1
S206332,5.98,5.12,3.76,5.38,26.99,1.13,0.07,9.75,60.12,0,2.1,53.36,62.61,75.15,62.64,1,1,0,3,9.8,52.96,66.46,4.54,1,66.99,10.0,0
S206333,8.64,10.13,1.02,4.76,49.82,0.82,1.33,8.59,58.88,3,1.0,66.62,48.44,49.47,67.59,0,2,1,5,2.83,62.26,58.61,12.37,0,78.68,5.69,0
S206334,8.3,3.44,2.01,4.01,48.05,1.65,0.34,5.36,77.24,2,6.4,76.98,97.76,89.13,39.65,2,3,1,1,2.71,46.3,61.81,2.08,0,62.8,6.73,1
S206335,6.8,6.63,2.88,7.31,54.42,0.48,0.17,7.54,79.29,2,5.6,79.38,69.91,54.5,82.44,2,3,0,1,1.79,48.95,44.69,13.71,0,80.65,5.46,1
S206336,5.81,9.56,2.2,4.73,38.59,3.66,1.04,7.82,21.03,4,6.1,65.55,75.85,54.24,52.89,0,1,0,6,10.0,76.03,61.99,2.61,1,63.82,5.78,0
S206337,5.66,2.28,1.29,2.95,71.72,6.52,0.09,5.48,36.96,1,1.0,45.12,61.43,75.08,55.86,4,1,0,3,10.0,74.95,43.87,0.35,2,69.13,8.3,0
S206338,3.69,4.44,2.26,4.33,22.66,2.99,0.32,6.7,63.3,3,1.0,61.72,51.85,62.07,39.24,2,2,1,4,4.68,43.09,59.79,1.49,1,77.01,7.04,0
S206339,6.38,4.04,0.26,3.44,47.55,5.27,3.07,4.92,43.82,4,6.9,40.32,27.76,49.28,33.23,1,0,0,6,7.68,47.87,58.3,0.77,1,59.15,8.01,0
S206340,6.72,5.06,0.85,1.92,61.83,0.06,0.83,2.41,34.02,3,1.0,77.55,59.06,60.93,65.62,3,1,0,5,2.45,67.21,55.87,20.25,1,60.14,5.34,1
S206341,6.04,7.94,1.59,7.45,51.1,3.24,1.04,3.73,62.76,0,6.9,51.59,92.59,60.91,61.43,4,2,2,4,8.17,29.27,46.79,2.45,1,61.52,8.74,0
S206342,4.99,3.92,0.56,5.03,53.04,5.26,2.3,3.76,41.53,2,9.1,40.69,65.64,75.5,55.11,1,3,0,4,7.33,20.4,49.14,0.75,2,74.07,4.52,0
S206343,7.94,4.8,0.37,3.2,44.42,5.21,0.45,4.93,39.46,2,1.0,100.0,60.77,64.71,63.17,2,3,1,3,4.26,49.65,72.14,0.92,1,61.87,6.37,0
S206344,7.36,9.19,0.6,3.76,34.82,5.0,6.07,6.57,52.06,2,1.5,66.78,52.97,62.67,45.8,1,5,1,2,4.93,65.04,59.21,1.84,1,73.7,6.37,0
S206345,6.51,8.96,0.06,3.36,59.93,6.35,3.35,4.16,100.0,1,1.0,37.98,68.57,26.7,65.59,1,0,0,1,2.66,35.27,57.3,1.41,1,68.1,7.81,0
S206346,8.49,5.48,1.6,3.22,16.08,1.99,3.79,5.3,46.35,3,9.0,27.57,100.0,49.89,68.01,0,1,0,5,7.86,65.25,73.99,2.75,1,80.1,8.69,0
S206347,6.65,4.04,2.48,7.51,37.81,4.21,1.38,4.9,62.32,3,1.8,56.51,74.95,59.42,38.0,0,5,1,5,4.66,59.04,48.56,0.96,3,72.32,8.17,0
S206348,8.83,3.28,0.46,9.62,78.92,3.18,0.41,7.28,63.12,0,4.5,67.74,67.46,72.36,51.91,1,3,1,6,7.49,82.17,33.11,1.03,0,65.82,5.5,1
S206349,6.04,7.22,1.72,4.03,56.17,5.71,2.27,8.25,48.77,3,3.6,74.83,61.3,70.12,75.82,1,3,2,6,5.62,56.49,50.49,1.26,0,78.06,5.53,1
S206350,6.51,6.5,1.56,8.1,40.52,2.42,0.26,4.79,52.8,5,2.5,60.53,78.85,22.31,60.58,2,3,4,6,4.62,34.49,47.95,2.69,1,61.61,8.34,1
S206351,5.47,8.15,2.44,7.33,3.13,5.11,4.63,4.43,60.6,2,7.9,49.94,50.01,68.17,61.33,2,2,0,3,10.0,56.46,64.92,1.6,0,51.79,6.83,0
S206352,7.57,7.01,0.87,8.43,19.35,1.78,0.63,5.45,50.35,2,1.9,53.92,33.96,62.48,57.62,0,7,0,5,5.11,83.4,53.9,3.94,0,85.84,7.07,0
S206353,5.63,7.27,0.41,5.23,44.45,4.16,3.33,4.58,56.6,2,3.5,76.3,56.83,56.81,48.22,1,3,2,3,6.69,60.51,54.63,1.75,0,89.44,5.75,0
S206354,6.87,2.66,0.51,6.94,46.68,4.43,3.65,3.26,64.16,3,1.8,58.83,80.65,55.58,77.57,2,1,0,5,0.96,29.54,53.5,0.6,0,100.0,5.89,0
S206355,6.49,8.12,2.1,4.93,0.0,2.26,0.15,3.3,58.25,5,7.0,33.11,37.56,48.75,34.94,1,0,1,0,3.92,45.86,68.96,3.59,1,97.28,5.38,1
S206356,5.26,1.79,1.75,6.79,79.23,0.0,0.1,2.97,43.74,1,20.9,59.68,33.39,56.95,35.39,0,1,0,3,6.53,80.15,30.61,7.15,0,78.32,8.69,1
S206357,9.38,10.22,3.8,5.4,67.6,2.73,1.52,8.69,37.5,3,2.1,39.05,72.93,79.89,65.81,2,2,0,3,4.98,55.14,52.5,3.74,0,84.15,5.22,0
S206358,7.83,2.91,4.17,4.62,94.21,0.26,1.68,6.26,62.92,1,9.4,52.52,31.01,90.98,22.54,1,3,0,3,3.18,25.84,42.15,11.31,1,86.41,7.78,1
S206359,5.98,5.49,0.27,5.71,47.77,4.01,0.63,1.35,76.12,3,11.9,66.19,43.91,62.1,62.44,0,1,0,0,6.73,57.71,52.31,1.37,0,55.45,4.82,1
S206360,7.49,3.63,0.49,6.8,46.11,4.32,1.76,2.73,56.72,2,4.5,65.5,32.37,31.32,68.02,3,3,1,7,2.54,28.52,49.84,0.84,1,90.28,8.43,0
S206361,6.8,9.62,1.76,8.14,55.31,2.02,0.09,7.27,60.78,1,3.5,25.65,71.67,58.69,34.62,2,2,0,1,6.63,51.25,38.82,4.77,0,82.69,3.98,1
S206362,5.71,6.15,0.13,10.0,71.34,2.38,0.34,7.01,31.46,1,21.6,55.45,59.09,73.17,44.36,1,2,0,2,5.58,47.02,27.53,2.58,1,69.02,7.66,1
S206363,8.87,8.1,3.56,8.42,11.0,1.89,3.03,6.09,67.69,2,1.0,35.68,64.84,54.62,72.91,2,4,0,4,2.56,77.02,63.64,4.29,2,78.87,6.18,1
S206364,7.48,7.91,0.53,5.29,58.02,3.63,0.09,4.47,56.25,1,1.0,28.29,66.51,57.74,59.43,0,2,2,6,6.32,37.9,53.51,2.18,3,93.46,7.45,1
S206365,7.17,3.81,0.7,5.41,29.01,1.58,2.71,4.2,49.41,1,5.5,52.06,60.39,33.88,59.38,3,0,0,2,8.46,74.45,61.94,2.41,2,92.35,6.93,0
S206366,7.05,4.42,1.48,2.85,67.61,3.25,0.96,1.44,79.89,3,2.3,30.23,70.43,85.46,39.41,1,5,1,4,0.0,32.0,53.0,1.36,0,72.48,8.61,0
S206367,7.26,3.41,3.88,3.25,25.52,1.39,1.83,7.02,65.02,3,3.5,63.11,67.14,58.9,64.14,0,1,2,1,6.61,31.26,70.99,2.45,0,92.15,6.95,0
S206368,7.39,4.32,0.19,5.33,58.72,4.67,1.99,5.35,29.36,4,10.8,45.45,46.0,70.2,57.68,1,3,1,3,6.68,60.92,54.25,0.93,0,85.51,5.92,0
S206369,6.68,8.13,1.57,7.09,52.43,1.48,0.9,5.37,60.64,2,1.9,67.99,86.57,80.19,73.84,2,1,1,4,3.79,67.12,42.53,5.5,2,81.98,7.06,1
S206370,6.61,7.53,1.86,5.71,70.88,3.7,2.9,4.81,47.68,0,3.6,74.05,78.62,48.86,37.79,1,1,1,5,7.86,58.66,40.99,2.03,0,68.23,7.57,1
S206371,6.51,8.0,1.25,4.89,14.28,3.41,0.94,8.5,70.32,1,12.3,52.24,75.71,86.92,80.66,2,2,2,1,10.0,35.32,68.59,2.35,1,70.25,5.58,0
S206372,4.24,4.19,1.53,3.38,53.92,4.75,0.35,4.58,76.43,2,20.4,50.56,71.45,77.02,40.13,1,2,0,3,7.98,37.29,50.16,0.88,1,75.87,8.08,0
S206373,6.09,3.91,0.34,2.74,52.25,4.21,0.48,4.18,66.91,0,12.7,57.74,60.41,50.31,44.94,2,1,0,3,4.55,52.97,58.08,0.93,0,100.0,7.0,1
S206374,8.05,9.17,0.09,9.39,66.3,4.57,1.29,8.41,71.92,1,1.7,53.68,36.56,52.66,34.4,2,3,1,3,9.3,50.31,32.59,2.0,0,74.89,5.04,1
S206375,8.48,7.22,0.56,1.59,42.24,4.32,2.42,8.45,65.91,1,1.2,69.12,38.97,78.55,55.23,0,3,0,5,6.87,34.61,68.31,1.67,0,76.72,5.74,0
S206376,6.62,6.95,4.05,4.21,28.05,3.07,0.14,6.09,68.99,2,4.2,61.24,52.93,36.4,66.6,1,0,2,5,1.69,44.53,62.22,2.26,0,95.11,6.24,0
S206377,5.24,6.05,0.1,4.13,59.82,1.33,1.45,6.6,55.4,1,1.0,75.33,70.57,56.76,77.87,3,2,2,3,5.17,55.73,49.05,4.56,0,65.55,3.5,1
S206378,7.75,7.77,1.79,1.0,43.52,2.92,1.09,5.64,16.7,2,2.9,34.51,61.7,46.09,74.77,0,4,2,6,5.83,75.14,67.49,2.66,2,78.65,7.61,1
S206379,5.22,9.31,0.49,7.78,41.61,1.84,4.08,6.33,45.41,0,21.8,52.56,56.61,48.01,11.97,2,6,0,6,4.32,64.86,40.82,5.07,2,76.35,7.25,0
S206380,4.91,5.6,2.48,4.14,55.51,1.03,1.27,3.03,59.44,1,7.0,59.31,85.05,61.06,35.92,2,1,1,6,3.93,45.15,56.6,5.42,1,78.02,6.33,1
S206381,4.4,5.03,1.92,6.23,37.8,1.31,0.84,5.33,62.22,2,1.0,51.53,46.96,56.62,28.37,0,3,1,1,9.1,0.0,47.49,3.83,3,96.95,8.88,1
S206382,3.5,2.8,0.17,6.05,12.89,5.05,0.76,6.58,58.7,3,6.5,41.43,56.82,63.03,48.46,1,1,1,5,10.0,40.52,56.63,0.55,0,68.03,7.23,0
S206383,8.96,5.68,0.63,7.34,15.86,4.84,5.29,3.91,77.94,4,10.0,76.87,61.55,51.67,39.12,1,4,0,5,1.19,26.69,71.82,1.17,0,74.95,7.71,0
S206384,6.39,3.76,2.41,6.01,69.29,4.11,1.26,6.64,48.35,3,14.2,65.37,62.61,77.28,78.4,1,2,1,4,6.17,54.22,42.83,0.91,1,100.0,5.69,1
S206385,3.0,2.45,0.05,6.27,59.06,3.32,1.85,9.02,59.08,4,1.0,63.53,71.35,69.44,60.43,0,2,0,8,1.98,50.88,35.14,0.74,0,74.38,8.82,0
S206386,5.19,6.91,0.37,5.29,75.18,4.25,0.19,2.98,39.3,3,3.2,55.07,72.25,21.26,70.38,3,3,2,4,1.63,47.24,38.91,1.63,1,67.68,6.5,1
S206387,3.95,6.95,0.24,6.13,29.5,3.28,2.4,1.89,56.55,2,4.5,47.0,63.21,47.6,73.23,0,2,0,4,5.94,66.81,54.75,2.12,2,70.77,6.9,1
S206388,7.51,6.56,6.36,8.25,39.99,5.78,7.5,3.01,38.34,0,5.5,44.12,76.2,27.96,79.99,1,4,1,2,5.32,35.31,51.33,1.13,3,77.3,7.19,1
S206389,5.4,2.44,1.65,2.11,61.99,4.46,3.5,5.34,29.22,0,13.5,30.85,61.51,84.4,59.15,2,3,1,6,3.78,46.21,54.32,0.55,3,89.67,8.39,0
S206390,5.26,4.22,0.29,5.51,46.51,5.01,8.0,7.06,84.7,1,17.3,70.86,86.21,64.94,73.15,4,2,0,6,2.46,67.44,54.3,0.84,2,66.09,7.68,0
S206391,7.19,5.13,1.94,5.29,51.61,2.69,2.76,8.04,40.64,4,1.0,64.12,77.76,68.59,21.74,1,6,1,3,0.22,25.82,52.22,1.91,1,86.83,6.4,0
S206392,8.54,11.33,0.11,3.74,20.15,5.9,1.48,4.88,48.21,3,10.3,54.44,50.22,87.25,53.04,2,5,0,5,8.36,24.53,76.62,1.92,1,91.65,5.65,0
S206393,5.22,7.63,0.35,4.19,69.48,5.5,3.32,6.98,25.01,4,7.9,61.74,56.81,72.8,53.54,2,0,1,1,6.85,5.17,50.25,1.39,1,71.46,9.95,0
S206394,6.21,8.79,1.11,7.37,48.05,3.73,0.22,4.59,40.28,0,6.9,39.73,61.64,58.73,58.19,2,2,0,3,10.0,45.07,45.67,2.35,1,67.95,8.16,1
S206395,4.92,6.27,0.37,4.21,35.2,3.11,0.31,6.71,58.6,3,1.0,54.85,58.84,87.79,37.8,2,3,0,4,3.14,43.26,53.1,2.02,0,89.51,7.79,0
S206396,7.57,3.73,1.44,3.22,83.28,2.58,3.17,6.16,48.89,4,2.9,26.57,76.91,65.98,69.94,2,3,2,7,8.0,61.58,48.05,1.45,1,86.05,5.93,1
S206397,6.62,11.38,2.02,9.26,48.62,1.79,0.1,5.59,61.48,1,7.4,47.42,54.33,57.4,29.62,4,3,1,2,4.5,38.06,44.24,6.37,1,73.42,8.72,1
S206398,6.45,7.13,0.6,2.08,63.27,4.62,1.51,4.74,70.94,2,1.0,81.02,68.56,79.67,68.88,1,2,0,3,9.45,0.0,55.84,1.54,1,85.27,7.03,1
S206399,5.14,7.24,0.51,7.22,45.4,5.87,0.56,3.49,17.08,5,1.1,59.73,61.43,53.77,29.12,0,2,0,3,4.41,46.06,40.55,1.23,0,86.86,5.37,1
S206400,8.34,8.6,1.79,7.13,27.71,1.04,0.69,5.91,96.16,3,13.8,46.25,84.43,61.57,40.16,0,3,1,7,6.55,61.34,60.31,8.29,0,88.04,8.06,0
S206401,5.86,6.0,3.7,5.58,55.49,2.58,3.71,2.42,49.63,0,3.1,46.03,91.29,59.89,61.82,1,0,0,4,4.36,14.14,49.28,2.33,1,84.21,4.7,1
S206402,7.91,7.23,0.98,3.11,45.5,3.01,3.77,4.18,39.53,3,2.6,75.27,69.19,76.02,41.42,3,4,1,2,6.2,68.6,66.14,2.4,0,62.94,4.42,0
S206403,7.98,3.19,2.99,5.17,39.49,3.46,0.02,5.4,61.82,1,3.0,67.41,64.64,55.29,72.79,0,1,1,4,4.74,13.03,57.1,0.92,0,61.96,7.11,0
S206404,4.68,6.92,2.01,4.98,24.13,1.23,0.0,7.58,46.33,2,6.0,61.26,48.75,28.12,80.22,1,3,0,6,3.25,34.32,56.68,5.62,0,90.76,6.58,0
S206405,6.0,3.19,0.3,9.8,58.86,3.26,0.45,7.53,46.46,3,12.3,81.66,77.65,45.54,36.76,0,2,0,5,0.0,42.67,35.69,0.98,2,58.77,4.96,1
S206406,6.62,2.62,0.57,4.19,49.3,5.81,1.57,5.95,74.8,1,1.0,61.08,89.29,80.09,54.46,1,4,2,4,7.11,27.89,58.34,0.45,2,75.47,6.44,1
S206407,4.77,7.39,0.67,5.74,71.86,4.4,3.24,6.72,61.47,0,2.3,40.54,60.61,44.3,56.79,3,3,1,2,5.08,58.52,43.7,1.68,1,76.51,3.87,1
S206408,6.14,3.82,1.54,7.03,48.2,2.56,0.36,4.3,54.02,1,2.4,57.68,67.59,66.15,60.67,1,3,1,2,5.83,63.15,43.69,1.49,0,70.42,7.7,1
S206409,6.72,5.07,3.22,7.13,24.99,1.69,0.25,3.78,68.26,0,1.0,55.94,53.1,79.02,67.7,1,2,3,7,1.11,67.46,58.04,3.0,1,61.24,6.68,1
S206410,3.98,6.24,0.16,4.03,41.09,3.01,3.62,7.65,34.08,2,6.2,36.79,38.86,49.16,43.41,1,1,0,3,10.0,48.95,53.89,2.07,2,53.1,8.8,0
S206411,5.85,6.01,1.17,8.82,40.14,1.85,3.34,3.55,90.07,2,15.7,52.5,72.61,48.18,24.86,1,2,0,5,4.83,7.63,48.59,3.24,0,63.21,5.91,1
S206412,6.72,9.68,0.54,6.19,79.91,2.57,1.64,7.29,48.97,3,7.4,57.94,85.45,41.98,75.39,0,1,1,3,0.09,31.1,40.96,3.76,1,62.69,8.7,1
S206413,5.63,6.13,0.0,4.12,31.83,4.53,0.04,9.19,78.48,0,7.0,57.93,78.91,91.14,69.1,1,2,3,2,10.0,61.4,63.66,1.35,2,50.4,9.21,0
S206414,5.45,7.83,1.72,8.35,19.13,4.48,0.44,7.07,48.28,0,3.1,100.0,25.03,60.55,74.48,1,2,1,6,5.59,100.0,49.39,1.75,0,70.13,9.81,0
S206415,4.32,8.33,3.83,8.73,59.04,3.07,0.26,10.0,43.67,1,2.1,48.99,53.83,69.52,60.42,1,2,0,2,5.84,71.75,34.44,2.71,2,72.71,7.42,1
S206416,6.29,2.39,2.07,7.61,40.05,1.66,3.14,5.11,19.51,1,10.0,38.03,43.38,53.25,56.15,2,1,0,3,6.55,58.31,48.16,1.44,1,91.5,7.71,1
S206417,6.55,2.67,0.04,10.0,57.84,2.28,1.41,3.85,81.7,3,2.9,76.44,76.19,56.55,69.51,0,5,0,3,7.78,42.36,37.23,1.17,1,78.74,7.07,0
S206418,6.12,7.29,0.8,6.89,31.39,6.27,0.59,5.37,84.53,2,9.2,35.23,74.81,92.99,69.34,0,2,0,3,7.58,44.32,57.33,1.16,0,83.65,5.61,0
S206419,8.16,4.99,1.84,6.95,28.43,1.57,0.31,5.06,46.52,1,12.2,51.66,56.33,52.46,50.43,1,1,1,3,5.48,40.21,56.39,3.17,1,61.09,6.87,1
S206420,6.28,3.62,0.61,4.65,37.96,4.87,1.95,4.43,43.65,1,1.9,50.68,33.03,43.81,49.24,1,4,2,6,6.8,76.82,59.65,0.74,1,83.1,7.22,1
S206421,5.69,8.32,0.22,6.7,49.56,2.9,0.59,8.37,96.41,0,1.2,10.27,60.16,81.83,70.7,1,3,0,4,9.08,31.02,45.14,2.87,0,84.29,7.29,1
S206422,8.69,7.33,0.47,9.15,81.74,3.51,4.51,6.48,52.3,2,11.2,78.48,70.15,69.92,50.48,0,3,1,4,6.19,63.81,36.76,2.09,1,75.22,4.98,1
S206423,7.25,5.31,0.13,3.74,77.31,2.23,0.32,6.85,94.5,2,1.0,44.0,56.61,29.55,83.32,5,1,1,5,7.91,68.17,51.05,2.38,1,96.93,6.89,0
S206424,7.81,7.86,0.78,7.12,6.22,3.32,0.71,7.56,34.06,1,1.0,38.25,33.06,81.52,80.82,0,4,0,4,0.78,74.88,59.94,2.37,1,80.26,7.59,0
S206425,8.08,0.0,0.5,6.54,29.57,2.77,0.35,3.65,73.18,0,3.3,62.87,52.3,62.51,36.21,2,2,0,1,6.38,53.02,64.3,0.0,0,63.14,7.12,0
S206426,5.57,6.17,0.79,5.38,8.43,4.42,0.11,5.45,59.51,1,3.0,69.31,61.09,61.84,54.52,0,4,0,4,10.0,28.69,70.37,1.39,0,44.7,4.11,1
S206427,4.94,8.79,2.55,6.77,4.51,5.04,0.08,7.21,37.98,1,13.6,81.3,86.05,38.07,53.99,1,4,0,5,1.55,38.85,62.94,1.74,0,70.81,7.8,0
S206428,8.59,8.02,1.63,5.09,25.59,3.95,0.44,6.22,87.3,3,14.8,70.6,38.32,68.0,53.95,0,5,2,1,5.53,53.73,65.13,2.03,0,68.25,6.22,0
S206429,3.64,6.43,1.83,7.12,26.75,1.97,0.67,3.24,42.18,0,1.0,48.78,38.32,44.93,74.31,0,2,1,4,10.0,39.97,50.68,3.27,0,92.75,5.83,1
S206430,5.55,9.36,0.38,7.7,50.6,1.97,1.91,6.27,63.05,3,4.1,52.65,79.97,20.07,67.26,2,2,1,2,4.37,57.82,36.86,4.76,0,76.92,6.21,1
