student_id,previous_cgpa,previous_semester_percentage,previous_internal_marks,previous_assignment_score,previous_midterm_score,attendance_percentage,study_hours_per_week,assignment_completion_rate,practice_questions,previous_subject_avg,weak_subject_count,lowest_subject_score,subject_consistency,sleep_hours,extracurricular_hours,stress_level,backlogs,failed_subjects,next_semester_marks,performance_band
S105431,6.2,61.22,36.63,76.19,75.54,88.57,21.77,86.71,20,59.55,1,29.45,51.94,5.33,0.44,8.48,2,0,44.44,At_Risk
S105432,7.14,64.75,39.28,75.34,56.55,86.73,13.2,71.88,59,64.01,2,29.8,43.83,6.4,4.33,6.61,0,0,47.96,At_Risk
S105433,6.55,62.69,31.55,73.74,81.21,74.42,10.27,57.36,11,69.97,1,37.83,57.57,6.88,6.2,3.2,1,0,50.25,Average
S105434,7.89,70.21,33.67,51.07,74.26,87.84,15.27,75.12,161,36.94,4,3.12,49.42,6.47,2.18,7.67,0,1,31.0,At_Risk
S105435,6.2,56.28,36.94,56.59,80.55,89.16,4.91,71.38,5,64.33,1,37.77,67.74,6.56,4.91,6.92,1,0,42.99,At_Risk
S105436,6.93,65.47,41.95,69.18,95.11,64.91,17.05,81.91,120,77.93,4,68.71,92.07,6.15,0.55,2.34,0,0,66.04,Average
S105437,8.54,88.38,28.66,69.3,23.69,89.52,6.59,75.41,47,85.24,2,79.79,92.85,6.96,0.65,5.87,0,0,56.79,Average
S105438,7.44,71.12,10.84,78.85,77.06,76.56,0.0,100.0,76,72.12,2,53.59,72.78,4.28,5.02,5.79,2,0,23.14,At_Risk
S105439,6.92,72.38,40.44,59.98,72.51,75.03,9.3,71.63,53,75.11,1,49.1,73.15,5.54,0.39,6.93,1,0,51.78,Average
S105440,6.22,59.95,42.42,71.06,72.16,76.7,7.89,78.06,45,51.57,3,36.75,78.06,6.17,1.04,4.83,1,0,35.3,At_Risk
S105441,6.18,57.13,36.6,71.33,68.85,92.89,27.65,83.59,91,63.6,1,37.45,50.47,7.14,1.12,2.64,0,0,73.59,Good
S105442,5.89,62.15,37.15,71.92,68.84,92.86,26.72,79.24,21,51.83,3,39.56,87.98,7.79,3.37,3.77,0,0,65.22,Average
S105443,6.3,61.57,30.49,70.25,70.38,83.72,7.19,71.97,53,65.58,1,45.54,74.45,8.05,5.25,7.66,0,0,43.39,At_Risk
S105444,7.98,73.26,39.0,48.94,79.5,81.24,14.3,80.77,132,97.84,1,78.62,73.71,5.33,5.1,5.81,1,1,71.32,Good
S105445,6.71,65.64,41.83,36.08,78.22,76.75,10.41,87.87,13,87.0,0,60.85,60.66,4.64,12.16,4.98,0,0,56.01,Average
S105446,5.25,48.66,35.45,55.87,64.6,100.0,27.86,93.48,8,78.29,1,53.45,62.73,4.88,0.99,3.47,0,0,55.14,Average
S105447,9.3,80.38,50.0,62.03,62.0,69.78,2.26,48.23,74,72.13,3,54.05,74.27,5.02,3.89,3.6,0,0,69.85,Average
S105448,7.42,74.2,22.49,52.32,65.32,72.63,18.26,87.6,265,64.73,3,53.67,83.63,4.82,0.8,2.82,0,0,65.51,Average
S105449,5.17,53.5,36.3,69.16,58.39,81.63,23.95,69.88,45,76.47,2,48.92,64.04,5.36,9.36,4.77,3,0,36.74,At_Risk
S105450,6.43,68.39,25.61,86.35,93.48,67.12,11.18,97.37,135,60.17,0,35.42,69.69,6.15,14.85,7.08,1,0,56.71,Average
S105451,7.14,69.56,42.04,80.89,44.67,90.59,15.17,93.99,51,96.15,1,89.02,84.7,8.69,0.34,1.01,0,0,88.62,Excellent
S105452,9.22,86.56,22.35,76.99,77.0,60.34,22.37,93.88,21,78.79,0,59.68,73.34,4.63,7.6,4.35,1,0,68.74,Average
S105453,5.56,56.15,24.33,84.78,76.9,69.43,7.25,71.24,53,80.6,1,57.91,59.34,6.55,2.51,2.71,0,1,38.93,At_Risk
S105454,8.27,81.95,29.93,56.13,56.51,73.18,19.46,59.11,47,61.59,1,29.2,58.39,5.53,5.03,4.0,1,0,65.73,Average
S105455,8.82,90.34,37.13,63.15,69.74,65.94,4.16,99.07,23,62.01,2,33.5,55.04,5.0,5.38,7.23,0,0,58.99,Average
S105456,6.18,58.56,30.24,79.22,85.21,90.49,3.83,97.53,35,58.39,2,51.57,90.18,8.47,2.37,7.69,0,0,38.78,At_Risk
S105457,6.64,62.41,30.32,62.88,59.72,62.22,20.95,49.95,40,51.76,0,20.83,59.06,5.84,3.37,7.23,1,0,43.12,At_Risk
S105458,5.65,50.84,33.55,63.7,85.99,66.44,8.23,100.0,157,86.09,4,71.03,73.51,6.33,0.65,5.4,0,0,46.99,At_Risk
S105459,6.74,66.14,33.06,97.94,82.89,69.88,16.26,85.32,29,76.89,1,45.0,53.06,7.42,15.66,4.23,0,0,58.99,Average
S105460,6.95,59.86,46.9,71.43,53.64,88.12,6.75,81.98,207,62.62,0,46.15,69.52,5.96,12.5,6.59,0,1,57.24,Average
S105461,7.86,77.75,40.49,96.45,47.27,95.43,16.96,67.66,1,60.16,1,29.05,53.75,4.64,17.72,4.03,0,1,64.24,Average
S105462,8.42,82.32,32.4,42.65,67.65,84.27,3.39,95.22,11,87.0,6,74.63,82.89,8.09,3.99,3.92,0,0,56.86,Average
S105463,6.03,59.6,50.0,60.54,45.16,62.24,24.07,73.1,2,74.75,1,55.48,60.41,5.6,8.86,8.28,0,0,39.39,At_Risk
S105464,4.44,42.76,38.93,76.13,18.52,70.56,20.69,73.03,117,62.51,2,39.87,69.61,7.02,1.78,3.56,0,0,36.14,At_Risk
S105465,6.97,72.37,27.25,71.41,57.17,96.86,10.79,47.96,11,83.11,2,63.26,64.7,5.99,0.58,7.86,0,0,35.67,At_Risk
S105466,7.38,73.61,37.05,39.17,99.79,78.35,1.96,68.84,68,92.75,3,74.82,71.32,6.43,0.54,3.78,0,1,49.73,At_Risk
S105467,7.32,67.15,39.28,66.56,57.85,60.65,13.57,65.12,120,60.49,0,51.14,84.7,6.95,4.62,6.09,0,0,52.64,Average
S105468,6.58,60.11,29.5,100.0,71.07,100.0,12.49,48.85,54,62.57,2,30.96,46.11,6.99,19.44,4.78,0,0,50.75,Average
S105469,7.16,64.52,26.58,73.7,76.2,71.16,11.19,100.0,8,65.11,3,44.81,71.32,6.88,1.29,4.93,2,0,40.42,At_Risk
S105470,8.97,87.42,35.69,79.07,64.34,77.14,22.35,78.13,145,71.86,0,41.88,55.3,5.82,3.5,4.0,0,2,80.29,Good
S105471,7.5,67.21,32.12,60.34,59.66,69.78,23.49,58.61,18,67.55,2,47.24,62.89,5.07,6.59,6.83,1,3,34.84,At_Risk
S105472,6.51,66.22,46.83,73.65,84.66,66.53,17.99,65.54,8,49.02,1,29.1,77.41,4.79,1.14,7.34,0,0,54.44,Average
S105473,6.35,65.61,40.93,69.82,65.64,93.55,25.43,71.29,117,56.1,4,48.67,100.0,6.63,3.31,7.87,1,0,50.22,Average
S105474,6.78,60.89,29.87,86.78,63.54,80.35,0.0,71.06,2,69.66,1,63.36,88.56,6.71,0.43,3.8,1,0,41.94,At_Risk
S105475,9.13,85.97,38.41,86.31,77.76,81.78,12.87,92.01,77,87.62,3,68.92,68.42,6.12,4.87,7.82,1,0,61.2,Average
S105476,6.76,64.3,45.14,76.11,48.53,62.65,12.54,75.96,44,70.79,1,63.71,85.81,6.38,3.08,7.18,0,0,53.24,Average
S105477,6.97,69.79,23.85,71.06,44.79,74.41,20.89,81.48,46,80.06,1,59.78,68.89,6.0,0.32,1.42,1,0,52.05,Average
S105478,6.37,66.98,26.82,44.81,39.0,70.54,12.77,76.03,131,72.45,0,59.67,83.5,8.69,5.82,5.87,0,1,35.32,At_Risk
S105479,8.43,73.33,34.91,44.29,74.09,68.09,18.89,97.44,4,65.92,0,41.56,59.17,5.18,3.36,7.41,0,1,51.64,Average
S105480,9.55,89.43,35.28,71.23,62.38,83.61,11.63,100.0,108,56.62,0,40.11,78.83,5.04,6.22,5.99,1,0,72.12,Good
S105481,7.59,71.0,34.58,83.12,78.22,73.95,10.28,77.99,98,72.87,1,58.25,77.68,6.69,3.3,4.24,0,0,69.76,Average
S105482,7.11,61.92,32.51,89.98,65.81,86.31,20.61,65.81,176,84.01,3,49.9,50.32,6.3,3.66,2.3,1,1,51.49,Average
S105483,7.05,65.01,32.39,56.65,43.06,86.65,14.99,78.36,69,51.53,4,29.41,66.3,5.43,0.76,3.52,1,0,31.59,At_Risk
S105484,3.9,38.76,38.07,47.36,59.31,72.78,17.15,33.35,14,75.44,3,66.82,79.42,5.43,1.08,6.42,0,0,25.23,At_Risk
S105485,7.97,74.59,44.07,83.99,79.35,83.45,6.32,84.7,4,60.76,2,30.82,57.48,6.34,7.72,2.82,1,0,48.67,At_Risk
S105486,7.17,61.98,31.15,57.78,60.81,72.45,19.74,59.62,47,72.58,0,41.84,59.03,6.11,3.97,4.44,1,0,37.81,At_Risk
S105487,7.56,83.29,50.0,46.34,83.99,68.55,7.46,76.68,102,58.37,0,25.47,58.18,4.72,1.16,6.15,0,0,74.27,Good
S105488,6.08,58.78,50.0,62.59,57.74,65.28,26.99,87.07,3,69.89,4,64.69,92.11,6.75,4.15,4.17,0,0,52.17,Average
S105489,6.5,62.2,45.63,62.33,76.51,79.03,13.2,71.45,23,55.69,0,27.97,48.81,6.72,7.44,3.36,0,0,56.42,Average
S105490,6.47,57.03,39.98,89.8,36.48,69.1,12.1,73.42,118,80.61,1,52.6,58.07,8.47,0.21,3.38,2,1,50.12,Average
S105491,8.33,80.16,50.0,82.98,61.38,94.54,21.25,83.87,21,68.72,5,58.32,83.52,6.87,2.22,7.37,1,0,63.3,Average
S105492,6.51,61.17,32.68,58.94,58.81,97.51,14.64,71.63,38,91.25,2,71.57,73.95,7.21,7.14,4.64,0,0,57.07,Average
S105493,9.71,84.67,28.34,90.97,42.63,83.7,20.02,93.87,110,71.97,3,54.17,66.56,7.18,3.25,4.01,2,1,59.56,Average
S105494,7.56,67.54,30.79,71.88,82.79,80.92,12.91,91.59,45,55.01,2,46.67,83.98,7.76,1.66,1.83,1,0,51.82,Average
S105495,5.34,53.93,26.98,85.91,54.76,78.22,19.99,88.51,118,47.34,3,12.85,43.73,5.21,14.52,8.57,0,0,31.23,At_Risk
S105496,6.83,72.69,35.97,89.91,53.11,100.0,14.46,70.55,25,86.47,1,59.29,57.44,6.42,1.33,4.07,0,0,55.99,Average
S105497,6.15,59.92,37.4,66.06,85.82,100.0,21.07,88.6,254,60.23,3,51.71,86.31,6.22,3.15,6.48,2,0,52.29,Average
S105498,4.15,43.81,36.61,78.57,67.58,75.54,23.06,68.86,8,55.18,0,33.39,63.25,7.11,14.03,7.53,0,0,35.64,At_Risk
S105499,9.08,85.63,34.9,63.9,77.48,75.61,3.91,78.69,111,85.48,2,64.79,73.96,5.9,2.37,4.81,0,0,83.4,Good
S105500,7.91,74.84,36.07,83.95,37.76,81.92,17.5,40.46,6,62.35,3,42.62,78.07,8.62,7.99,3.56,1,1,36.24,At_Risk
S105501,7.69,77.45,48.89,71.35,52.22,63.84,27.81,97.36,149,79.87,3,59.87,58.21,7.04,1.93,2.82,1,0,70.4,Good
S105502,7.22,75.19,39.96,84.4,98.38,56.4,19.32,100.0,12,72.59,4,66.58,91.95,7.4,0.69,6.27,0,1,60.14,Average
S105503,5.2,54.64,42.38,92.87,78.66,61.94,32.07,83.37,71,43.1,2,18.49,74.17,5.59,1.37,7.46,1,0,50.75,Average
S105504,6.37,56.26,36.53,78.21,47.83,74.38,8.5,56.28,32,76.32,2,45.91,55.09,6.32,1.25,4.89,0,0,46.87,At_Risk
S105505,8.09,76.63,22.08,68.6,68.6,66.66,16.81,76.73,74,55.35,2,26.46,51.97,5.95,11.52,5.59,1,0,39.76,At_Risk
S105506,5.63,54.63,20.49,68.85,49.07,95.46,18.41,81.07,4,51.97,1,40.38,79.39,6.16,3.86,4.71,1,0,17.13,At_Risk
S105507,3.71,35.0,50.0,25.64,87.3,60.37,11.31,80.24,171,39.18,0,23.16,82.04,7.67,2.9,4.56,0,0,40.33,At_Risk
S105508,6.7,65.25,30.75,59.31,28.68,61.97,6.35,100.0,100,52.98,3,24.52,54.64,6.78,0.5,8.24,2,0,22.36,At_Risk
S105509,6.82,68.03,30.07,83.99,69.4,55.99,30.19,76.33,34,63.35,1,38.82,68.11,4.93,1.15,6.17,1,2,47.0,At_Risk
S105510,7.18,72.19,36.97,84.55,69.16,70.26,22.86,71.34,51,69.03,2,40.75,56.65,4.27,1.09,4.69,0,0,62.67,Average
S105511,7.95,82.24,39.4,58.98,47.2,73.22,18.91,82.44,79,69.96,3,40.29,52.75,8.26,1.81,4.84,2,2,49.62,At_Risk
S105512,7.83,73.06,40.41,72.47,60.63,77.05,15.34,77.86,77,79.48,0,46.75,56.82,4.74,2.52,4.55,2,0,68.36,Average
S105513,7.34,64.24,49.2,67.16,71.01,77.58,15.98,68.76,82,45.89,2,37.24,98.83,5.78,0.61,4.02,0,0,64.8,Average
S105514,8.55,82.7,47.01,80.34,36.55,70.54,19.4,53.57,13,40.95,2,29.71,85.42,8.11,3.62,5.71,1,0,63.45,Average
S105515,5.03,55.28,28.51,100.0,44.53,65.37,25.1,90.99,126,100.0,1,65.9,53.01,5.82,1.46,2.32,0,0,63.58,Average
S105516,7.66,70.82,42.75,80.63,62.52,83.03,10.05,67.04,49,67.26,1,35.29,59.66,5.96,3.49,3.06,0,0,68.05,Average
S105517,7.81,76.99,31.93,59.95,51.67,67.2,15.74,64.9,129,74.95,0,53.7,66.34,6.21,3.64,4.06,3,0,62.71,Average
S105518,5.39,53.97,33.9,68.82,57.59,87.37,12.41,67.83,211,49.29,2,26.19,65.5,6.28,0.14,6.11,0,0,39.93,At_Risk
S105519,5.05,48.71,26.25,91.03,64.68,60.21,7.6,58.07,9,76.86,2,66.65,78.45,5.81,1.5,3.71,1,0,25.82,At_Risk
S105520,6.03,57.32,21.46,48.87,50.43,69.02,10.7,89.84,35,81.63,3,68.19,82.91,5.85,1.0,8.27,1,0,28.0,At_Risk
S105521,6.14,54.64,34.75,60.77,64.57,100.0,16.51,87.84,61,43.18,1,26.9,70.68,7.87,0.33,4.21,1,0,52.58,Average
S105522,7.98,66.68,27.35,80.65,69.77,100.0,12.9,82.85,12,74.35,2,59.35,82.78,6.85,9.54,5.05,1,0,63.19,Average
S105523,6.2,54.46,42.42,89.41,77.46,61.67,15.19,90.65,24,74.11,2,46.19,54.91,5.37,1.25,6.9,1,0,49.52,At_Risk
S105524,5.89,54.36,32.75,79.13,45.07,92.49,20.07,86.47,4,35.58,1,2.01,51.27,8.84,5.1,4.27,0,0,38.43,At_Risk
S105525,6.2,63.34,37.47,60.9,54.95,97.36,23.09,88.82,91,70.37,2,43.24,58.27,8.24,17.93,8.09,1,0,42.74,At_Risk
S105526,8.45,79.9,45.94,78.05,74.42,90.76,33.58,100.0,55,59.52,4,28.54,61.55,7.21,2.18,5.2,0,2,60.34,Average
S105527,7.02,64.58,23.12,76.21,41.29,77.2,20.4,94.73,3,73.99,1,48.38,71.16,6.5,2.66,6.12,0,1,37.65,At_Risk
S105528,6.77,60.72,29.2,75.26,66.7,54.84,10.68,82.64,29,77.08,2,69.45,91.55,6.01,0.74,5.03,0,0,40.46,At_Risk
S105529,6.86,67.77,36.45,68.54,65.45,79.02,22.72,65.99,42,74.09,1,52.72,65.7,7.59,5.63,5.5,0,0,66.97,Average
S105530,8.68,87.89,37.5,70.79,23.61,82.94,12.77,56.06,34,64.01,1,47.18,80.53,9.4,10.86,4.29,1,1,54.28,Average
S105531,6.03,61.5,43.83,56.39,57.09,80.86,10.11,53.61,1,62.37,2,39.44,72.07,9.2,10.54,4.6,1,0,36.62,At_Risk
S105532,8.71,85.17,41.94,100.0,70.29,83.72,19.36,94.2,27,70.75,0,44.69,53.37,5.54,2.55,4.78,1,0,92.77,Excellent
S105533,7.27,63.2,35.78,72.35,61.61,68.25,24.9,71.63,7,64.64,2,30.77,51.86,8.06,3.68,5.86,2,0,41.74,At_Risk
S105534,6.79,63.11,37.43,78.23,57.41,72.19,10.76,81.19,0,48.78,3,40.24,90.18,5.6,6.86,3.01,0,0,27.75,At_Risk
S105535,10.0,100.0,37.65,66.73,67.5,49.27,17.21,65.7,35,70.52,2,38.4,49.97,8.21,4.86,6.31,1,0,70.46,Good
S105536,5.63,57.95,23.24,82.68,80.82,88.68,18.19,100.0,39,65.63,0,40.12,60.44,6.2,1.62,6.81,1,0,41.6,At_Risk
S105537,6.54,55.98,33.75,50.52,73.6,67.23,8.36,53.06,197,65.61,1,45.03,63.59,7.02,9.8,7.79,0,0,47.81,At_Risk
S105538,5.4,51.06,36.99,43.82,52.91,75.01,4.98,82.08,11,63.36,1,46.15,76.61,5.46,5.15,5.08,1,0,20.13,At_Risk
S105539,8.24,79.72,38.67,69.54,41.66,81.04,5.18,74.62,96,65.43,0,38.93,55.8,4.58,6.85,5.81,0,0,43.84,At_Risk
S105540,9.2,84.31,27.61,100.0,73.31,71.27,23.95,80.28,24,59.54,2,44.36,80.78,6.91,0.86,4.2,3,0,71.17,Good
S105541,9.17,77.89,24.85,88.12,46.16,65.13,11.75,75.19,55,79.14,0,52.75,61.89,6.36,2.79,8.41,0,0,57.44,Average
S105542,8.59,82.01,33.12,57.87,56.55,81.07,10.59,66.63,45,62.33,1,35.18,52.46,4.59,6.09,4.2,1,0,71.49,Good
S105543,6.74,60.91,50.0,77.74,68.22,56.6,17.23,63.23,53,69.04,0,58.58,81.55,7.21,3.78,5.74,0,1,56.51,Average
S105544,6.53,58.85,28.45,60.46,83.34,87.2,24.11,100.0,115,58.81,3,44.7,85.91,5.57,4.93,9.15,1,0,52.41,Average
S105545,4.83,44.44,44.39,76.4,85.57,85.93,6.85,75.53,1,53.77,3,41.74,77.08,3.96,4.79,7.05,1,0,25.75,At_Risk
S105546,9.65,91.11,47.68,77.57,65.97,71.4,1.78,85.13,32,66.52,0,37.23,52.42,5.53,0.02,1.98,0,0,73.44,Good
S105547,7.61,72.26,35.36,83.9,56.85,72.07,25.33,56.09,33,76.79,3,68.01,86.68,8.61,3.59,5.22,2,1,48.82,At_Risk
S105548,6.36,56.89,29.56,46.52,45.79,66.15,18.6,48.25,8,81.48,2,74.52,94.12,7.38,5.41,5.94,1,0,38.06,At_Risk
S105549,8.73,82.02,39.1,51.02,96.34,73.41,7.49,69.85,1,77.3,3,63.69,78.77,7.1,1.45,3.26,0,0,78.8,Good
S105550,5.74,47.46,36.56,68.87,60.36,75.59,11.93,93.1,102,55.72,2,39.92,69.14,7.43,2.82,9.95,0,0,27.51,At_Risk
S105551,7.53,72.77,28.13,54.51,75.85,74.18,7.98,80.42,171,68.72,2,50.78,78.83,5.62,1.99,1.84,2,1,43.82,At_Risk
S105552,6.78,52.94,29.73,53.35,68.15,95.38,19.48,71.9,30,66.91,1,41.42,74.02,4.49,2.82,7.35,1,1,40.83,At_Risk
S105553,7.83,73.23,38.63,74.08,57.07,57.01,22.16,86.45,85,77.46,0,62.56,76.16,5.92,10.98,5.41,0,2,64.02,Average
S105554,6.92,69.39,42.47,56.26,56.39,67.1,19.68,71.74,426,74.62,0,43.43,57.19,6.99,2.61,3.87,2,1,65.6,Average
S105555,5.11,44.34,32.42,100.0,42.87,86.78,16.16,100.0,14,59.87,1,30.62,52.02,6.62,1.57,6.85,1,1,27.15,At_Risk
S105556,7.1,70.3,34.45,62.0,82.96,100.0,17.65,100.0,26,72.52,1,55.7,80.99,6.14,5.74,4.64,0,0,70.18,Good
S105557,8.36,84.08,40.35,65.95,63.07,67.63,9.81,71.34,136,75.43,1,44.22,59.69,6.84,4.96,10.0,0,0,54.23,Average
S105558,6.96,52.91,33.62,74.46,87.87,90.15,11.89,68.35,0,72.27,2,44.24,61.84,7.39,2.08,6.53,0,0,42.15,At_Risk
S105559,8.01,75.47,32.61,47.38,57.82,64.2,15.04,78.9,72,67.52,2,39.69,62.61,5.79,6.29,6.52,1,0,51.57,Average
S105560,5.64,42.08,28.96,77.63,60.23,73.33,13.06,86.4,52,59.46,0,31.58,63.84,7.12,0.02,5.48,0,0,44.18,At_Risk
S105561,6.97,65.7,28.82,75.12,46.87,78.12,15.0,75.89,102,62.77,1,50.61,82.13,8.21,10.84,2.48,1,0,54.34,Average
S105562,6.19,58.76,50.0,64.76,60.02,69.71,3.68,95.69,60,96.14,3,87.62,76.74,8.15,4.44,1.37,0,0,64.37,Average
S105563,7.97,65.8,33.43,74.11,45.16,72.97,21.17,83.98,58,52.61,0,28.41,63.28,5.46,4.15,6.56,0,0,57.09,Average
S105564,7.04,74.59,45.92,76.42,71.44,61.64,7.5,96.32,99,92.47,2,70.08,63.16,7.85,5.64,7.35,4,0,48.36,At_Risk
S105565,7.9,76.17,48.47,91.53,66.72,86.09,0.24,63.17,64,92.37,0,67.47,60.8,5.82,1.09,3.47,0,1,67.86,Average
S105566,8.41,76.54,33.53,100.0,88.6,67.22,9.99,71.11,342,51.09,2,31.8,73.02,6.94,0.73,4.86,0,1,50.82,Average
S105567,7.9,80.9,37.95,54.08,41.68,70.03,13.49,88.0,96,59.91,1,51.62,89.26,8.03,7.89,6.52,0,0,57.3,Average
S105568,7.36,62.69,35.82,50.54,84.46,68.62,29.12,80.79,132,64.0,1,34.67,49.18,3.66,10.15,2.86,1,2,51.42,Average
S105569,5.7,49.26,22.1,71.54,49.34,69.25,11.58,77.19,44,60.0,1,25.91,52.33,4.81,3.5,7.72,2,1,15.78,At_Risk
S105570,7.0,57.27,22.58,38.82,70.51,79.73,16.47,72.21,254,60.12,0,33.04,59.36,5.79,2.58,6.43,0,0,47.78,At_Risk
S105571,6.31,67.12,35.39,79.74,46.67,78.75,17.24,81.3,48,77.06,1,60.12,79.28,5.69,6.66,5.5,1,0,45.22,At_Risk
S105572,6.55,63.58,31.6,71.7,68.24,100.0,4.4,100.0,34,71.32,3,43.93,60.49,5.07,4.57,9.26,0,0,43.81,At_Risk
S105573,6.51,64.51,50.0,75.51,24.83,75.06,14.26,49.86,224,75.15,2,64.65,86.18,6.42,1.78,6.29,0,0,50.36,Average
S105574,5.73,55.6,33.11,65.45,54.27,76.79,13.15,77.72,38,66.0,4,31.38,46.09,5.83,0.19,6.44,1,0,34.66,At_Risk
S105575,4.46,44.62,50.0,73.83,66.7,94.04,15.59,78.37,36,65.1,3,39.0,64.63,6.77,2.07,4.63,0,0,46.84,At_Risk
S105576,6.13,58.56,31.19,77.08,93.09,80.7,17.96,63.69,65,58.26,0,32.98,65.58,5.81,4.81,4.76,0,0,62.53,Average
S105577,7.25,69.97,50.0,73.0,30.95,76.82,20.96,77.66,151,74.23,1,57.06,75.53,8.84,6.95,4.22,0,0,68.41,Average
S105578,5.25,50.28,39.05,49.82,64.96,76.4,9.0,55.41,32,81.25,1,52.71,59.24,6.12,0.22,3.77,1,3,23.04,At_Risk
S105579,7.02,64.26,39.51,72.58,56.7,80.33,18.38,71.24,142,53.08,0,24.07,58.61,7.06,3.59,7.57,1,0,59.26,Average
S105580,9.47,89.78,30.91,97.81,34.34,89.7,9.9,75.97,14,78.21,2,54.86,65.25,8.35,0.27,3.48,0,0,74.87,Good
S105581,8.33,80.23,39.62,73.61,47.0,94.14,8.63,79.92,15,71.57,1,37.27,44.13,5.16,0.02,6.09,0,1,64.34,Average
S105582,9.14,87.24,48.54,72.06,57.46,90.38,27.27,100.0,48,52.96,0,31.98,63.22,6.2,9.6,3.75,0,1,83.94,Good
S105583,7.51,65.42,33.84,93.4,72.47,83.6,2.31,67.76,24,49.24,1,33.08,73.12,5.04,1.31,5.85,0,2,27.95,At_Risk
S105584,8.52,75.54,32.28,58.82,66.41,80.53,11.38,60.13,53,64.4,1,54.2,92.37,4.81,0.98,5.6,0,0,55.15,Average
S105585,6.06,61.89,33.03,83.35,44.0,100.0,16.56,94.88,1,61.28,1,40.43,74.57,4.51,0.48,3.77,0,1,33.37,At_Risk
S105586,6.16,57.31,47.96,62.05,35.66,72.31,10.8,13.06,26,81.55,5,71.83,89.95,5.06,5.67,6.47,1,0,13.6,At_Risk
S105587,3.5,35.59,41.84,86.3,71.68,86.38,16.05,70.71,236,62.91,0,41.08,58.5,8.23,1.13,3.67,1,0,47.0,At_Risk
S105588,8.54,76.78,46.58,81.97,61.88,92.09,5.6,75.11,169,60.95,2,40.67,72.55,5.23,6.4,5.61,0,0,73.44,Good
S105589,9.0,79.63,37.51,63.82,90.78,90.53,2.08,65.88,2,62.25,6,35.2,63.84,6.94,0.78,1.0,1,0,52.04,Average
S105590,6.28,56.29,35.31,66.01,59.36,68.85,8.88,78.58,131,64.94,2,31.19,51.09,7.68,0.15,6.86,0,0,43.47,At_Risk
S105591,6.67,62.47,38.39,84.67,83.29,100.0,16.06,70.27,47,71.63,2,51.55,72.29,6.11,2.97,6.81,1,0,54.1,Average
S105592,6.02,54.53,43.56,42.17,73.7,98.05,13.8,53.88,136,81.85,1,66.61,79.96,8.3,2.88,8.67,0,0,53.5,Average
S105593,7.5,76.4,33.02,63.37,78.15,90.72,19.45,89.27,26,51.97,3,45.32,92.19,6.2,4.87,6.82,0,0,62.38,Average
S105594,8.46,81.11,45.95,79.31,71.92,65.92,5.03,89.85,64,73.15,1,64.25,87.53,6.88,3.82,2.7,0,0,76.64,Good
S105595,4.73,52.37,37.93,65.38,72.27,89.76,10.97,65.19,342,50.6,1,35.99,73.6,6.75,2.26,2.56,1,0,32.7,At_Risk
S105596,7.53,73.17,15.75,72.02,28.33,50.26,14.5,71.88,32,81.59,3,62.1,69.94,4.38,1.84,7.47,0,1,25.27,At_Risk
S105597,6.64,53.43,42.07,39.38,61.21,75.21,8.22,100.0,173,47.79,2,40.94,80.0,7.59,6.68,8.69,0,0,34.16,At_Risk
S105598,7.15,72.12,24.82,57.18,54.38,79.28,15.97,86.73,168,83.91,1,53.98,53.2,7.41,9.82,1.61,0,1,56.06,Average
S105599,7.6,66.13,41.87,80.19,85.33,72.61,13.03,80.0,13,80.27,0,70.44,89.18,4.9,3.14,4.97,0,1,70.48,Good
S105600,6.76,65.1,42.21,58.73,48.97,97.0,18.41,100.0,22,57.8,0,42.53,71.56,5.74,7.01,5.55,1,1,54.61,Average
S105601,6.87,62.12,37.64,50.46,60.52,79.25,17.02,55.68,11,61.06,1,47.58,75.62,8.05,4.51,4.6,2,0,46.61,At_Risk
S105602,6.72,72.43,39.35,85.92,77.81,66.47,2.03,49.51,27,43.35,4,10.31,43.88,5.94,0.17,5.69,0,0,31.33,At_Risk
S105603,8.26,84.24,43.79,77.74,69.82,87.04,25.31,82.5,59,45.11,2,23.39,78.46,8.51,4.01,6.88,0,0,74.45,Good
S105604,7.54,68.7,31.03,53.67,67.68,82.78,0.0,92.6,211,64.11,1,54.53,91.52,8.43,0.55,9.31,0,1,52.8,Average
S105605,7.29,68.71,41.35,72.08,82.75,56.96,4.14,54.34,40,70.49,1,60.52,82.82,5.56,3.16,6.6,0,0,55.61,Average
S105606,5.35,51.78,44.3,54.16,69.16,94.06,14.48,60.51,353,81.52,0,46.56,59.91,6.44,3.61,4.99,1,0,54.94,Average
S105607,6.51,65.28,49.08,67.71,56.28,79.22,17.07,91.9,41,64.34,3,44.78,76.86,4.75,0.07,6.03,0,1,45.44,At_Risk
S105608,8.17,77.72,26.15,72.64,44.26,89.82,13.02,62.72,71,66.25,2,43.97,71.78,5.65,5.12,3.24,1,0,54.39,Average
S105609,7.05,62.87,38.27,57.87,72.79,82.93,11.21,76.16,268,51.66,2,24.71,59.23,4.37,3.21,5.39,1,0,39.96,At_Risk
S105610,7.86,71.77,27.31,81.13,52.68,73.96,14.42,83.15,74,66.09,2,41.2,66.34,4.71,4.54,6.03,0,0,59.09,Average
S105611,9.3,88.3,26.97,83.46,61.14,83.09,18.69,94.32,39,69.26,1,61.71,92.72,6.27,1.97,5.01,1,1,72.03,Good
