student_id,previous_cgpa,previous_semester_percentage,previous_subject_avg,weak_subject_count,subject_consistency,performance_band
S104141,9.13,84.47,38.51,0,63.67,Good
S104142,7.5,74.26,54.26,0,58.16,Average
S104143,7.41,70.17,70.02,2,62.15,At_Risk
S104144,5.03,42.46,54.15,1,68.6,At_Risk
S104145,3.58,35.0,62.65,0,55.53,At_Risk
S104146,7.5,66.78,74.65,4,59.43,At_Risk
S104147,6.88,74.9,64.3,2,74.23,At_Risk
S104148,6.33,63.0,69.05,0,71.38,At_Risk
S104149,7.32,70.26,59.36,1,55.71,Average
S104150,6.92,65.03,92.46,1,81.94,Average
S104151,8.47,79.44,58.62,5,44.19,Average
S104152,7.11,72.23,67.37,1,60.06,At_Risk
S104153,6.03,55.31,75.03,0,50.23,Average
S104154,8.29,81.04,54.41,0,54.51,Average
S104155,6.72,62.42,68.19,1,58.9,Average
S104156,7.68,80.76,65.28,1,91.27,Average
S104157,6.38,63.57,78.04,1,65.58,Average
S104158,6.16,63.46,68.5,2,78.45,At_Risk
S104159,7.11,65.2,60.39,3,56.6,At_Risk
S104160,7.02,70.9,71.86,3,72.86,At_Risk
S104161,7.62,71.18,82.62,0,59.57,Average
S104162,6.65,63.62,64.12,1,64.32,At_Risk
S104163,4.61,50.4,68.8,4,71.87,At_Risk
S104164,6.44,56.98,66.97,1,61.16,At_Risk
S104165,8.03,77.12,73.16,2,69.39,Average
S104166,6.61,64.58,58.14,1,58.91,At_Risk
S104167,6.68,65.54,92.24,1,84.1,At_Risk
S104168,8.28,76.88,85.76,1,73.07,Average
S104169,6.07,66.05,63.57,0,80.08,At_Risk
S104170,4.99,42.27,95.5,1,95.0,Average
S104171,6.79,70.35,36.4,2,58.14,Average
S104172,6.37,65.4,79.28,2,55.9,At_Risk
S104173,5.74,62.17,100.0,2,96.19,Average
S104174,6.77,57.98,64.81,0,58.48,At_Risk
S104175,7.64,69.0,79.54,1,60.73,Average
S104176,6.99,72.35,79.57,2,59.88,Average
S104177,7.4,62.8,65.16,0,54.94,Good
S104178,9.36,82.47,75.36,3,46.99,Average
S104179,6.55,60.3,90.17,1,69.15,At_Risk
S104180,7.36,70.71,56.87,0,74.46,Average
S104181,6.34,66.58,74.75,1,54.54,At_Risk
S104182,5.9,55.31,80.6,2,50.15,Average
S104183,6.24,56.84,59.3,1,59.56,At_Risk
S104184,6.38,61.83,69.68,2,59.2,At_Risk
S104185,7.47,72.82,74.83,2,71.74,Average
S104186,10.0,96.76,59.21,1,78.09,Excellent
S104187,6.07,56.94,87.51,3,58.05,At_Risk
S104188,6.46,53.53,72.0,2,74.94,At_Risk
S104189,6.92,62.05,59.3,2,89.43,Average
S104190,7.51,77.07,53.68,0,60.41,Average
S104191,7.34,70.5,64.96,1,60.02,At_Risk
S104192,8.67,81.07,64.44,1,74.43,Average
S104193,3.85,41.01,73.68,4,54.2,At_Risk
S104194,3.9,35.0,53.03,2,63.34,At_Risk
S104195,6.36,59.5,60.2,2,70.89,At_Risk
S104196,8.43,80.6,88.18,0,61.96,Good
S104197,4.96,45.4,48.4,0,53.66,At_Risk
S104198,3.5,35.0,60.6,1,67.53,At_Risk
S104199,7.74,72.8,52.63,2,57.81,At_Risk
S104200,7.32,63.91,71.22,1,57.41,At_Risk
S104201,5.58,53.76,77.67,2,68.29,At_Risk
S104202,5.72,49.02,100.0,1,61.99,At_Risk
S104203,5.74,55.19,81.03,0,84.96,Average
S104204,7.14,73.36,52.54,1,79.95,Average
S104205,6.19,58.0,75.59,3,78.98,Average
S104206,7.64,67.92,66.88,1,74.88,Average
S104207,3.5,35.0,62.17,4,87.64,At_Risk
S104208,5.89,53.0,68.3,2,73.43,At_Risk
S104209,5.54,54.97,79.63,1,66.62,At_Risk
S104210,6.67,62.74,78.86,4,56.21,Average
S104211,6.3,67.0,50.46,5,72.16,At_Risk
S104212,8.04,81.01,68.57,3,75.59,Average
S104213,4.58,42.92,55.06,1,46.63,At_Risk
S104214,7.06,69.92,70.11,1,39.88,Average
S104215,7.73,71.82,62.28,1,67.93,Average
S104216,9.41,89.57,78.66,2,76.66,Excellent
S104217,6.37,59.1,64.44,2,77.59,At_Risk
S104218,7.42,73.57,58.9,2,90.75,At_Risk
S104219,4.65,50.0,68.78,3,87.28,At_Risk
S104220,3.89,40.15,67.75,1,65.62,At_Risk
S104221,8.1,80.62,65.94,1,64.37,At_Risk
S104222,6.99,70.12,62.2,3,73.04,Average
S104223,8.53,83.26,36.0,1,64.93,Average
S104224,5.21,44.98,93.27,3,71.21,Average
S104225,7.68,79.72,50.54,3,52.01,At_Risk
S104226,9.43,96.8,71.13,1,54.97,At_Risk
S104227,7.55,70.75,72.91,1,56.26,Average
S104228,7.36,68.43,96.32,3,100.0,At_Risk
S104229,7.01,69.06,98.07,1,64.55,Average
S104230,4.96,49.3,73.3,2,66.53,At_Risk
S104231,8.76,82.43,54.68,1,91.75,Excellent
S104232,6.21,53.96,55.08,0,57.77,Average
S104233,7.66,73.95,59.91,1,82.12,Average
S104234,4.97,49.4,67.62,4,95.69,At_Risk
S104235,5.47,54.84,61.96,2,72.29,At_Risk
S104236,8.87,85.62,55.39,2,91.95,Average
S104237,6.55,61.13,69.16,1,61.33,At_Risk
S104238,8.89,88.42,57.05,2,58.54,At_Risk
S104239,6.9,65.8,85.98,2,74.64,Average
S104240,4.61,41.89,57.16,0,47.34,At_Risk
S104241,8.16,76.79,59.1,3,62.8,Average
S104242,6.23,52.23,69.46,0,63.07,Average
S104243,7.91,74.4,51.02,3,54.17,At_Risk
S104244,7.03,69.57,63.17,1,83.87,At_Risk
S104245,4.99,48.8,48.46,0,86.87,At_Risk
S104246,7.21,74.61,67.23,0,55.27,At_Risk
S104247,9.86,92.57,57.23,1,93.42,Good
S104248,7.64,74.54,61.57,3,87.26,Average
S104249,6.93,68.96,69.81,2,62.87,Average
S104250,8.4,89.15,62.79,1,71.82,At_Risk
S104251,7.27,69.68,77.54,1,48.89,Average
S104252,7.27,64.91,55.14,1,52.56,At_Risk
S104253,5.58,56.41,61.86,1,88.87,Average
S104254,7.3,76.85,63.78,0,77.63,Average
S104255,8.35,78.0,78.5,2,88.6,Average
S104256,5.91,59.54,81.72,0,59.96,At_Risk
S104257,8.85,89.01,55.36,1,87.83,Average
S104258,6.88,69.44,62.75,1,50.64,Average
S104259,5.85,56.04,42.85,2,44.31,At_Risk
S104260,8.3,76.03,67.99,2,73.1,Average
S104261,6.63,62.63,68.59,4,75.14,At_Risk
S104262,7.99,77.71,86.41,1,78.11,Average
S104263,6.62,66.53,65.73,0,63.66,At_Risk
S104264,6.92,67.1,66.42,0,74.52,Average
S104265,7.64,71.08,62.2,1,54.67,Average
S104266,7.38,72.31,74.87,1,95.22,Average
S104267,4.41,45.3,71.34,1,75.97,At_Risk
S104268,5.54,54.17,73.59,4,72.77,At_Risk
S104269,8.21,74.63,95.84,0,84.96,Good
S104270,6.83,64.14,48.65,3,83.62,At_Risk
S104271,6.32,63.82,32.43,2,62.13,At_Risk
S104272,5.23,44.19,77.26,1,81.37,Average
S104273,5.6,44.79,67.4,1,57.77,At_Risk
S104274,4.37,47.56,60.54,1,86.97,At_Risk
S104275,6.87,67.29,81.16,2,51.63,At_Risk
S104276,6.22,61.54,70.21,1,95.18,Average
S104277,5.74,50.26,62.71,0,53.35,At_Risk
S104278,6.91,68.61,79.61,2,78.83,At_Risk
S104279,7.47,72.1,77.77,1,63.44,At_Risk
S104280,9.72,86.01,76.47,2,87.23,Average
S104281,5.03,53.5,51.46,3,53.25,At_Risk
S104282,8.51,81.45,57.31,0,70.73,At_Risk
S104283,8.27,76.93,71.83,1,77.23,Average
S104284,5.99,55.37,74.14,1,66.08,At_Risk
S104285,7.26,61.0,86.26,4,61.98,Average
S104286,6.41,63.22,60.52,1,56.61,Average
S104287,7.24,69.84,67.96,2,68.98,Average
S104288,8.96,84.36,83.22,1,84.16,Good
S104289,7.79,79.09,66.19,0,47.73,Average
S104290,7.66,67.25,70.15,0,65.83,Average
S104291,6.44,58.8,67.43,1,52.47,Average
S104292,5.07,44.77,75.41,4,86.5,At_Risk
S104293,6.73,63.0,74.57,0,55.87,Average
S104294,8.57,81.67,47.11,0,56.55,Average
S104295,5.01,49.36,76.4,2,44.2,At_Risk
S104296,5.63,52.08,89.8,1,72.82,Average
S104297,7.16,64.55,49.97,0,60.39,At_Risk
S104298,5.72,61.08,72.42,0,81.6,Average
S104299,5.97,66.4,75.51,1,52.93,Average
S104300,6.45,61.84,50.84,1,71.01,At_Risk
S104301,5.22,46.61,58.09,2,73.22,At_Risk
S104302,5.73,60.37,59.14,3,79.73,At_Risk
S104303,7.91,69.4,70.83,1,78.98,Good
S104304,5.3,49.01,50.26,1,77.44,At_Risk
S104305,4.92,43.98,59.08,3,82.85,At_Risk
S104306,6.18,54.08,72.73,1,98.23,At_Risk
S104307,7.95,74.42,79.2,0,100.0,At_Risk
S104308,6.74,60.61,68.4,4,77.34,Average
S104309,6.4,60.81,54.33,3,77.09,At_Risk
S104310,7.06,67.16,64.45,2,80.49,At_Risk
S104311,4.73,42.46,70.63,4,71.6,At_Risk
S104312,7.64,71.13,87.79,1,43.66,Average
S104313,7.5,70.31,73.52,1,75.44,Average
S104314,6.47,65.0,95.12,2,57.29,At_Risk
S104315,8.31,78.33,78.76,2,95.2,Average
S104316,5.53,55.87,83.79,1,48.92,At_Risk
S104317,8.47,83.0,59.53,1,86.05,Average
S104318,7.2,70.69,77.89,0,82.09,Average
S104319,6.56,67.89,70.34,0,72.31,Average
S104320,6.97,61.78,99.84,0,79.02,Average
S104321,6.86,63.0,63.49,2,53.51,Average
S104322,8.59,88.62,91.15,0,93.24,Good
S104323,5.6,52.0,90.33,2,89.76,At_Risk
S104324,6.01,45.82,60.54,2,76.17,Average
S104325,8.35,78.49,72.05,2,90.01,Good
S104326,6.23,59.68,49.38,1,58.49,At_Risk
S104327,8.17,67.15,91.56,2,86.61,Good
S104328,9.21,92.82,40.08,1,78.11,Good
S104329,6.48,58.68,47.04,0,77.01,Average
S104330,7.89,76.23,65.99,0,49.45,Average
S104331,5.5,51.35,55.77,1,53.85,At_Risk
S104332,7.98,70.67,55.03,3,62.47,At_Risk
S104333,7.26,64.68,63.57,1,95.07,Average
S104334,7.61,68.6,80.45,0,74.83,Average
S104335,6.16,62.87,80.97,1,66.38,Average
S104336,4.84,45.4,73.97,0,70.62,At_Risk
S104337,7.65,70.63,74.48,1,73.51,At_Risk
S104338,4.32,37.28,68.51,3,63.81,At_Risk
S104339,6.59,67.37,81.48,3,82.35,Average
S104340,8.22,83.98,69.61,2,65.82,Average
S104341,7.25,73.61,57.8,3,77.92,At_Risk
S104342,9.53,92.53,64.45,0,73.86,Average
S104343,8.33,80.32,71.13,2,79.28,Average
S104344,6.15,53.56,79.14,2,73.97,Average
S104345,7.04,65.85,72.27,0,79.05,At_Risk
S104346,6.94,63.18,52.05,0,90.16,Good
S104347,4.94,39.7,78.98,3,84.15,At_Risk
S104348,5.78,59.11,63.22,4,60.96,At_Risk
S104349,6.27,57.0,74.82,1,90.04,At_Risk
S104350,4.35,46.14,47.53,5,89.6,At_Risk
S104351,7.06,70.61,75.52,0,85.73,Average
S104352,6.68,65.65,80.61,1,73.28,At_Risk
S104353,4.83,48.29,61.35,2,58.43,At_Risk
S104354,7.53,69.0,73.24,2,69.87,At_Risk
S104355,7.93,82.77,70.59,1,84.83,Excellent
S104356,7.3,69.0,58.81,1,74.92,Average
S104357,6.58,63.71,80.39,2,66.56,Average
S104358,7.77,71.21,65.25,1,66.28,At_Risk
S104359,7.88,71.18,62.92,3,65.59,At_Risk
S104360,7.4,72.21,75.79,3,45.78,Good
S104361,5.93,57.19,70.65,2,70.94,At_Risk
S104362,7.36,66.76,76.75,1,72.87,At_Risk
S104363,8.55,75.51,70.03,2,67.19,Average
S104364,6.22,54.0,73.41,0,95.13,Average
S104365,9.73,97.19,67.13,1,90.21,Excellent
S104366,6.32,57.56,59.4,2,66.96,At_Risk
S104367,7.04,65.54,58.72,3,78.51,At_Risk
S104368,6.13,64.0,59.33,1,72.48,At_Risk
S104369,7.29,64.77,61.33,1,57.24,Average
S104370,4.74,42.08,100.0,0,83.11,At_Risk
S104371,6.29,56.68,75.14,2,58.94,At_Risk
S104372,5.58,59.48,58.75,0,74.78,At_Risk
S104373,7.18,76.14,81.23,0,95.23,Good
S104374,8.29,81.79,92.44,2,53.37,Average
S104375,7.84,77.61,61.27,0,61.09,Good
S104376,3.92,35.0,62.05,1,67.2,At_Risk
S104377,9.65,99.51,44.63,1,77.85,Average
S104378,7.38,71.22,64.35,1,91.94,At_Risk
S104379,5.99,60.32,78.43,3,67.76,Average
S104380,7.2,68.02,63.63,2,95.74,Average
S104381,7.23,68.0,54.53,0,66.42,At_Risk
S104382,6.13,64.92,48.66,1,63.54,At_Risk
S104383,7.26,71.1,72.04,2,63.59,At_Risk
S104384,6.21,64.8,59.9,5,67.86,At_Risk
S104385,6.47,62.5,94.35,0,67.25,Average
S104386,6.11,54.63,68.69,3,93.74,At_Risk
S104387,5.14,46.47,57.89,2,64.9,At_Risk
S104388,7.19,68.71,79.46,3,78.78,At_Risk
S104389,7.76,71.22,94.53,3,94.97,Average
S104390,7.67,68.43,91.49,1,65.88,Good
S104391,8.07,81.43,56.04,0,91.29,Average
S104392,7.42,68.33,51.56,2,72.9,At_Risk
S104393,6.31,60.47,51.17,1,52.5,Average
S104394,8.09,78.05,77.09,1,67.78,Average
S104395,5.24,47.38,64.21,3,71.71,At_Risk
S104396,5.83,61.18,59.09,2,56.08,At_Risk
S104397,5.75,50.12,78.72,0,61.83,Average
S104398,8.4,80.89,56.56,2,71.53,Average
S104399,8.23,79.13,81.21,2,82.01,Good
S104400,7.63,72.3,54.95,1,45.78,At_Risk
S104401,8.39,74.55,63.48,2,74.64,Good
S104402,5.86,59.12,86.03,0,57.51,At_Risk
S104403,7.45,73.78,69.62,1,52.68,Good
S104404,6.84,62.25,54.58,3,82.95,Average
S104405,8.1,79.8,87.69,1,72.14,Average
S104406,6.85,66.58,82.75,2,48.48,Good
S104407,6.5,56.62,86.7,4,65.03,Average
S104408,7.7,69.76,45.79,1,78.55,Average
S104409,8.14,81.87,71.89,1,70.06,Average
S104410,6.13,59.48,58.85,0,70.15,At_Risk
S104411,6.92,63.49,60.13,3,54.36,Average
S104412,5.62,49.99,76.35,2,62.46,At_Risk
S104413,3.75,35.0,45.25,3,64.57,At_Risk
S104414,7.26,67.2,70.06,3,67.61,Good
S104415,7.79,70.64,87.93,1,84.94,Average
S104416,7.34,62.77,69.89,1,59.61,Average
S104417,4.47,46.98,82.22,1,73.1,At_Risk
S104418,6.54,66.05,69.57,0,52.52,At_Risk
S104419,4.12,35.0,56.92,1,66.4,At_Risk
S104420,8.78,83.96,93.09,0,67.14,Average
S104421,5.59,49.48,65.5,0,59.92,At_Risk
S104422,8.63,80.96,51.63,1,81.97,Average
S104423,8.23,76.8,49.96,4,71.93,Average
S104424,5.83,53.67,65.58,2,44.33,At_Risk
S104425,5.53,60.52,79.36,2,73.91,At_Risk
S104426,7.46,69.07,67.86,0,46.52,Average
S104427,5.9,52.8,48.53,1,55.28,At_Risk
S104428,7.13,64.72,69.09,4,54.19,At_Risk
S104429,6.37,64.71,82.18,5,78.07,At_Risk
S104430,4.68,37.89,66.34,1,88.63,At_Risk
S104431,4.1,35.9,86.94,2,54.21,At_Risk
S104432,7.29,75.09,57.13,4,58.73,At_Risk
S104433,6.27,60.54,79.67,4,67.12,At_Risk
S104434,6.28,60.44,74.29,1,46.74,At_Risk
S104435,7.9,83.62,74.87,1,85.9,Average
S104436,8.53,81.98,73.79,1,48.85,Average
S104437,6.65,60.3,63.72,2,70.02,Average
S104438,6.56,61.17,71.9,1,84.82,Average
S104439,7.65,68.14,62.45,0,62.7,Average
S104440,5.24,54.77,71.57,1,54.01,Average
S104441,7.29,71.55,71.8,1,83.94,Average
S104442,7.72,77.81,64.97,6,52.03,At_Risk
S104443,7.88,79.8,66.15,3,82.05,Average
S104444,4.48,40.92,49.43,3,97.45,At_Risk
S104445,6.01,53.32,68.68,1,60.64,Average
S104446,5.86,55.45,75.68,3,67.42,At_Risk
S104447,7.13,64.24,71.14,1,80.63,At_Risk
S104448,7.62,73.1,69.86,3,70.98,Average
S104449,8.95,89.51,49.33,1,79.93,Good
S104450,6.36,59.71,72.97,2,96.04,Average
S104451,6.35,60.95,52.01,0,70.07,Average
S104452,8.49,80.32,58.23,0,71.24,Good
S104453,7.39,73.37,53.0,0,82.68,At_Risk
S104454,8.65,79.48,54.6,1,70.07,Average
S104455,7.38,61.28,69.85,1,56.15,Average
S104456,5.5,54.09,50.4,3,51.12,At_Risk
S104457,5.27,53.99,51.98,0,61.15,At_Risk
S104458,4.98,49.12,88.57,0,83.03,At_Risk
S104459,7.86,72.12,92.26,2,71.83,Good
S104460,8.55,76.64,80.93,0,92.5,Good
S104461,9.4,91.32,64.11,0,89.99,Good
S104462,8.1,77.48,82.82,2,55.46,Average
S104463,8.51,80.36,74.95,3,47.07,At_Risk
S104464,6.25,66.63,42.67,1,64.77,At_Risk
S104465,5.5,48.43,83.08,0,79.68,At_Risk
S104466,8.11,84.1,51.73,4,62.89,Average
S104467,7.54,71.79,61.33,2,68.57,Average
S104468,7.14,60.48,71.93,0,53.81,Average
S104469,7.5,70.57,71.83,4,76.43,At_Risk
S104470,7.42,74.33,72.98,0,80.34,Good
S104471,8.67,80.89,83.56,0,64.94,Good
S104472,8.68,76.6,71.52,3,77.66,Good
S104473,7.71,72.56,70.06,2,85.11,Average
S104474,8.1,73.52,87.94,2,91.28,At_Risk
S104475,7.67,74.82,66.97,1,81.79,Excellent
S104476,6.4,63.9,66.5,2,68.89,Average
S104477,7.98,71.62,73.83,0,40.98,At_Risk
S104478,5.19,46.45,94.0,1,91.03,Average
S104479,8.37,82.54,59.05,3,63.66,Average
S104480,5.45,48.31,45.69,2,64.93,At_Risk
S104481,7.37,65.7,67.87,0,78.72,Good
S104482,5.9,51.35,86.16,0,70.23,Average
S104483,7.72,74.74,75.6,1,74.03,Average
S104484,6.96,67.32,61.31,4,63.28,At_Risk
S104485,4.93,44.07,68.09,0,70.33,At_Risk
S104486,7.55,71.72,55.22,2,74.01,Average
S104487,6.25,65.5,44.83,2,63.67,At_Risk
S104488,8.15,73.49,64.3,1,52.49,Average
S104489,7.0,58.7,55.06,1,85.34,At_Risk
S104490,7.51,73.2,63.93,0,70.84,Good
S104491,5.76,54.2,48.66,0,82.41,At_Risk
S104492,6.23,56.38,90.39,0,92.64,At_Risk
S104493,6.4,63.44,80.33,0,52.62,At_Risk
S104494,8.11,80.44,61.07,3,51.87,At_Risk
S104495,9.18,78.38,68.6,1,90.12,Good
S104496,5.95,53.95,81.8,1,89.99,At_Risk
S104497,8.4,89.07,72.0,1,55.65,Average
S104498,4.18,42.04,63.49,0,61.87,At_Risk
S104499,5.45,54.46,74.13,3,81.17,At_Risk
S104500,5.75,59.35,64.57,3,80.01,At_Risk
S104501,5.24,49.86,66.14,2,81.19,At_Risk
S104502,4.94,50.13,90.72,2,57.08,At_Risk
S104503,7.54,74.47,73.55,3,42.12,Average
S104504,6.72,66.01,66.98,0,71.97,At_Risk
S104505,7.49,69.9,55.06,0,83.14,At_Risk
S104506,7.9,75.72,75.03,2,46.42,At_Risk
S104507,7.35,67.43,81.47,2,75.38,Average
S104508,7.86,74.67,83.0,2,59.85,At_Risk
S104509,6.91,60.97,100.0,0,50.65,At_Risk
S104510,5.46,48.68,55.26,3,55.89,At_Risk
S104511,8.38,78.43,41.97,1,53.58,At_Risk
S104512,6.23,55.45,80.98,2,83.71,Average
S104513,5.78,52.93,52.41,2,76.53,At_Risk
S104514,6.77,63.65,52.95,3,66.79,Average
S104515,5.81,56.84,75.24,2,78.53,At_Risk
S104516,6.46,65.14,72.07,1,77.32,Average
S104517,7.45,68.89,59.67,3,63.97,At_Risk
S104518,7.45,76.14,57.31,4,72.01,Average
S104519,5.83,59.17,68.42,1,45.76,Average
S104520,6.37,62.49,61.76,0,54.51,Average
S104521,8.4,80.38,69.61,1,79.47,Average
S104522,7.65,73.91,55.01,0,64.97,Average
S104523,9.7,96.88,56.58,1,47.77,Good
S104524,8.53,86.0,47.89,3,66.92,At_Risk
S104525,8.49,85.97,72.76,3,51.87,Average
S104526,5.2,49.53,59.58,2,46.97,At_Risk
S104527,7.99,78.15,77.47,0,55.15,Good
S104528,6.93,71.0,39.38,0,88.85,At_Risk
S104529,6.28,57.2,49.98,1,85.48,At_Risk
S104530,7.22,67.3,65.73,0,82.06,Average
S104531,8.23,78.24,59.2,5,69.79,At_Risk
S104532,7.65,76.28,53.95,1,74.94,Average
S104533,5.86,59.31,64.36,2,55.88,At_Risk
S104534,7.97,74.8,64.28,1,45.79,Average
S104535,6.17,52.59,79.32,2,62.1,At_Risk
S104536,7.28,70.16,71.46,1,93.39,Average
S104537,6.61,59.08,82.64,1,50.1,Average
S104538,6.72,57.84,87.96,0,84.42,At_Risk
S104539,8.0,70.91,59.76,1,77.27,Average
S104540,5.65,55.0,82.33,2,82.64,At_Risk
S104541,9.53,95.97,79.36,1,82.25,Good
S104542,4.63,44.17,67.46,2,52.26,At_Risk
S104543,6.22,59.96,74.83,2,70.36,At_Risk
S104544,7.48,75.8,70.51,0,82.81,Good
S104545,7.76,67.54,67.24,2,84.73,Average
S104546,6.87,67.34,71.36,1,63.29,At_Risk
S104547,6.93,65.74,72.24,2,80.0,Average
S104548,7.53,73.83,81.27,1,71.76,Average
S104549,6.7,61.71,54.43,1,85.02,Average
S104550,8.81,80.43,77.91,1,85.96,Good
S104551,8.09,77.43,53.03,0,69.01,At_Risk
S104552,8.13,83.88,66.91,2,53.08,Average
S104553,5.74,58.01,71.4,2,67.32,At_Risk
S104554,6.9,63.49,35.34,1,84.06,At_Risk
S104555,6.61,57.43,64.21,1,58.85,Average
S104556,5.69,47.35,73.79,2,77.28,At_Risk
S104557,7.47,76.21,66.58,2,59.97,Good
S104558,6.3,56.04,56.07,2,64.2,At_Risk
S104559,7.85,73.29,77.42,2,63.77,Average
S104560,5.61,59.0,57.71,0,41.49,At_Risk
S104561,9.23,81.27,70.7,1,96.14,Average
S104562,5.83,61.4,66.56,3,85.07,Average
S104563,7.29,68.19,66.89,1,64.83,Average
S104564,8.03,71.69,70.2,1,64.72,Average
S104565,6.26,58.46,59.95,2,51.78,At_Risk
S104566,8.11,74.14,79.78,2,85.46,Average
S104567,5.4,53.08,57.44,0,73.98,At_Risk
S104568,8.89,82.0,78.89,0,77.88,Good
S104569,7.02,59.03,63.17,0,95.12,Average
S104570,6.22,58.25,42.15,0,57.74,At_Risk
S104571,6.61,57.38,57.84,1,70.32,Average
S104572,8.05,77.31,85.01,0,84.07,Average
S104573,6.24,54.53,83.05,3,95.81,At_Risk
S104574,6.03,55.29,42.59,1,89.14,Average
S104575,6.71,64.49,58.38,3,67.27,At_Risk
S104576,5.47,51.11,42.75,2,47.82,At_Risk
S104577,9.37,89.99,69.3,1,75.37,Average
S104578,6.26,62.23,59.19,0,90.07,Average
S104579,8.08,72.1,72.61,1,65.22,Average
S104580,7.27,68.83,76.77,3,71.71,Average
S104581,5.72,41.02,87.66,2,65.78,At_Risk
S104582,6.99,67.42,90.42,1,70.44,Average
S104583,8.02,74.98,93.0,0,87.78,Average
S104584,6.76,60.24,80.08,0,52.36,Average
S104585,8.55,82.5,66.09,1,56.96,Average
S104586,8.33,83.81,44.35,4,62.06,At_Risk
S104587,8.19,75.94,57.68,0,79.37,Average
S104588,6.4,57.04,50.35,0,97.27,Average
S104589,5.6,53.82,73.97,0,76.16,Average
S104590,6.2,53.58,95.09,1,82.43,At_Risk
S104591,7.26,66.3,56.39,2,83.09,At_Risk
S104592,7.71,78.13,48.72,3,80.61,Average
S104593,4.18,39.93,54.62,4,73.41,At_Risk
S104594,6.99,58.88,90.94,1,66.1,Good
S104595,7.21,61.26,84.4,1,83.85,Good
S104596,6.64,63.72,81.9,0,55.5,Average
S104597,8.68,85.9,50.5,1,53.38,Average
S104598,7.55,65.24,80.02,3,79.91,Average
S104599,8.7,84.48,68.73,0,73.76,Good
S104600,6.72,69.15,79.14,1,46.02,Average
S104601,8.22,85.63,54.17,4,68.56,At_Risk
S104602,9.13,88.02,67.67,2,68.96,Average
S104603,8.71,84.73,60.35,1,64.6,Average
S104604,5.58,44.48,76.97,3,73.49,At_Risk
S104605,6.67,71.77,96.63,2,36.01,Average
S104606,6.55,59.94,51.07,0,97.58,Good
S104607,7.64,68.81,65.26,1,78.76,Average
S104608,7.89,73.96,81.49,4,58.71,Average
S104609,5.91,62.19,62.67,4,61.46,Average
S104610,7.09,76.17,57.3,1,67.34,At_Risk
S104611,4.37,42.1,69.25,3,94.32,At_Risk
S104612,8.87,88.3,62.76,1,59.64,Average
S104613,6.33,60.34,90.77,0,79.79,Average
S104614,7.07,63.0,72.16,2,90.74,At_Risk
S104615,6.6,68.58,74.5,1,52.66,Average
S104616,8.49,78.16,56.75,3,63.45,Average
S104617,3.5,39.39,69.78,4,72.61,At_Risk
S104618,6.98,71.49,67.15,5,84.09,At_Risk
S104619,6.86,68.0,76.92,2,55.55,Average
S104620,6.41,68.21,76.64,1,88.37,Average
S104621,9.24,96.75,60.69,1,77.99,Good
S104622,5.85,54.84,69.68,1,67.2,At_Risk
S104623,8.0,72.8,80.66,2,84.02,Average
S104624,7.46,63.44,59.94,1,60.07,Average
S104625,8.64,91.06,92.77,2,88.27,Good
S104626,6.13,56.5,52.75,1,44.59,At_Risk
S104627,6.05,61.99,64.66,3,77.44,At_Risk
S104628,8.42,77.07,56.32,0,58.07,Average
S104629,7.55,77.91,74.62,3,66.82,At_Risk
S104630,4.99,44.62,68.15,3,55.04,At_Risk
S104631,6.3,55.07,50.52,4,67.84,At_Risk
S104632,7.5,70.44,95.08,0,69.44,Average
S104633,8.09,74.72,60.42,1,49.69,Average
S104634,6.12,60.5,42.34,1,55.03,At_Risk
S104635,3.5,35.0,71.08,3,89.21,At_Risk
S104636,7.68,75.47,69.64,2,56.33,Average
S104637,5.41,50.26,59.81,2,65.04,At_Risk
S104638,4.38,38.93,57.09,1,64.54,At_Risk
S104639,3.5,35.0,67.71,2,98.19,At_Risk
S104640,8.06,84.73,54.32,1,46.05,Average
S104641,7.17,68.99,79.11,0,67.23,Good
S104642,6.71,55.78,78.04,0,76.1,At_Risk
S104643,8.81,81.57,68.93,1,78.83,Average
S104644,7.83,75.0,52.96,3,80.81,At_Risk
S104645,9.1,93.84,53.37,0,55.24,Good
S104646,5.19,53.41,72.67,3,91.31,At_Risk
S104647,6.96,62.39,73.48,1,77.9,At_Risk
S104648,4.9,56.21,68.31,0,77.82,At_Risk
S104649,6.7,63.54,74.89,0,80.64,Average
S104650,6.68,68.41,74.88,1,89.46,Good
S104651,7.81,69.62,68.28,4,48.08,Average
S104652,7.06,57.0,69.04,1,49.13,At_Risk
S104653,7.81,68.57,46.85,0,77.33,Good
S104654,7.91,62.19,68.42,2,53.66,At_Risk
S104655,9.8,100.0,65.96,2,70.44,Average
S104656,6.59,63.46,57.47,1,91.08,At_Risk
S104657,5.78,51.18,75.65,5,60.81,At_Risk
S104658,7.32,71.35,67.18,3,67.33,At_Risk
S104659,5.96,57.0,71.8,2,67.42,Average
S104660,8.93,87.29,42.25,4,84.05,At_Risk
S104661,6.63,68.0,65.7,1,52.63,At_Risk
S104662,6.26,58.36,76.36,2,68.24,Average
S104663,6.39,57.16,63.05,0,57.9,At_Risk
S104664,7.93,78.68,65.72,2,81.65,Average
S104665,6.79,67.76,71.07,1,50.13,Average
S104666,6.17,58.98,67.89,2,55.75,Average
S104667,9.16,95.8,85.08,1,65.68,Average
