student_id,hackathons_participated,preferred_domain,career_goal,submitted_at
S105513,0,Web Development,Startup/Entrepreneurship,2023-12-25 00:00:00
S105514,0,AI/ML,Job,2024-03-17 00:00:00
S105515,0,Data Science,Higher Studies,2024-02-18 01:43:55
S105516,2,Data Science,Job,2024-02-22 00:00:00
S105517,3,AI/ML,Higher Studies,2024-01-21 00:00:00
S105518,1,Product/Management,Higher Studies,2024-04-10 00:00:00
S105519,1,Data Science,Job,2024-01-15 00:00:00
S105520,1,Data Science,Higher Studies,2023-11-13 00:00:00
S105521,2,Core Engineering,Startup/Entrepreneurship,2023-06-11 00:00:00
S105522,1,AI/ML,Job,2024-02-28 00:00:00
S105523,2,Cybersecurity,Startup/Entrepreneurship,2024-03-15 00:00:00
S105524,0,Product/Management,Startup/Entrepreneurship,2024-01-07 00:00:00
S105525,2,Product/Management,Higher Studies,2023-11-15 00:00:00
S105526,1,Product/Management,Job,2024-03-04 00:00:00
S105527,0,Web Development,Startup/Entrepreneurship,2024-01-30 00:00:00
S105528,2,Core Engineering,Job,2023-12-15 00:00:00
S105529,0,AI/ML,Higher Studies,2024-01-27 00:00:00
S105530,0,Data Science,Job,2024-02-03 00:00:00
S105531,1,AI/ML,Job,2023-12-28 00:00:00
S105532,3,Web Development,Higher Studies,2024-01-15 00:00:00
S105533,1,AI/ML,Job,2024-03-28 00:00:00
S105534,3,Product/Management,Higher Studies,2024-01-30 00:00:00
S105535,2,Web Development,Job,2024-02-14 04:19:54
S105536,1,Data Science,Startup/Entrepreneurship,2023-11-19 00:00:00
S105537,1,Core Engineering,Startup/Entrepreneurship,2024-02-21 00:00:00
S105538,2,Cybersecurity,Job,2024-02-14 00:00:00
S105539,2,Core Engineering,Job,2023-12-20 00:00:00
S105540,1,Product/Management,Job,2023-12-06 00:00:00
S105541,2,Product/Management,Higher Studies,2024-03-14 00:00:00
S105542,2,Web Development,Job,2023-11-17 00:00:00
S105543,1,Product/Management,Job,2024-02-27 00:00:00
S105544,2,Core Engineering,Higher Studies,2024-01-13 00:00:00
S105545,2,Cybersecurity,Job,2024-01-29 00:00:00
S105546,0,Web Development,Job,2024-01-03 00:00:00
S105547,0,AI/ML,Higher Studies,2024-12-04 00:00:00
S105548,1,Cybersecurity,Higher Studies,2024-03-02 00:00:00
S105549,2,AI/ML,Job,2023-12-12 00:00:00
S105550,0,AI/ML,Higher Studies,2024-03-02 00:00:00
S105551,1,AI/ML,Job,2024-01-11 00:00:00
S105552,2,Product/Management,Job,2023-12-26 00:00:00
S105553,1,AI/ML,Job,2023-12-30 00:00:00
S105554,0,Web Development,Startup/Entrepreneurship,2023-11-22 00:00:00
S105555,1,Core Engineering,Higher Studies,2024-03-01 00:00:00
S105556,1,Data Science,Job,2024-02-01 00:00:00
S105557,4,Product/Management,Job,2024-03-25 00:00:00
S105558,0,Core Engineering,Higher Studies,2024-02-20 00:00:00
S105559,1,Core Engineering,Job,2023-11-20 00:00:00
S105560,3,Cybersecurity,Job,2024-01-03 00:00:00
S105561,1,AI/ML,Job,2024-03-17 00:00:00
S105562,0,Product/Management,Job,2024-01-26 00:00:00
S105563,2,Web Development,Job,2023-12-03 00:00:00
S105564,2,AI/ML,Job,2024-01-22 00:00:00
S105565,0,Product/Management,Higher Studies,2023-12-04 00:00:00
S105566,1,AI/ML,Job,2023-12-17 00:00:00
S105567,0,AI/ML,Startup/Entrepreneurship,2024-02-23 00:00:00
S105568,3,Core Engineering,Job,2024-01-17 00:00:00
S105569,0,Core Engineering,Job,2024-03-23 00:00:00
S105570,2,Product/Management,Job,2024-08-04 00:00:00
S105571,1,Core Engineering,Higher Studies,2024-01-09 00:00:00
S105572,1,AI/ML,Job,2024-01-09 00:00:00
S105573,2,Data Science,Higher Studies,2023-12-10 00:00:00
S105574,1,Cybersecurity,Job,2024-01-10 00:00:00
S105575,1,Data Science,Job,2024-01-26 00:00:00
S105576,1,Web Development,Job,2024-01-13 00:00:00
S105577,0,AI/ML,Higher Studies,2024-01-25 00:00:00
S105578,0,Core Engineering,Job,2024-03-20 00:00:00
S105579,1,Web Development,Job,2024-04-04 00:00:00
S105580,1,Web Development,Job,2024-04-12 00:00:00
S105581,1,Product/Management,Job,2023-12-25 00:00:00
S105582,0,Product/Management,Job,2024-02-14 00:00:00
S105583,0,Cybersecurity,Higher Studies,2023-11-02 18:55:16
S105584,4,Product/Management,Job,2023-12-08 00:00:00
S105585,0,Core Engineering,Higher Studies,2024-03-14 00:00:00
S105586,0,Web Development,Job,2023-11-18 00:00:00
S105587,1,Data Science,Higher Studies,2024-02-02 00:00:00
S105588,2,Cybersecurity,Job,2023-11-12 00:00:00
S105589,1,Cybersecurity,Job,2023-12-18 00:00:00
S105590,0,Product/Management,Job,2024-11-02 00:00:00
S105591,1,Product/Management,Higher Studies,2023-11-14 00:00:00
S105592,0,Web Development,Job,2023-11-03 00:00:00
S105593,3,Product/Management,Job,2024-03-26 00:00:00
S105594,4,AI/ML,Job,2024-03-27 00:00:00
S105595,0,Data Science,Job,2024-04-14 00:00:00
S105596,0,Cybersecurity,Higher Studies,2023-11-29 00:00:00
S105597,1,Core Engineering,Higher Studies,2024-01-22 00:00:00
S105598,4,Core Engineering,Startup/Entrepreneurship,2023-11-27 00:00:00
S105599,1,Data Science,Job,2024-02-08 00:00:00
S105600,0,Web Development,Job,2023-11-21 16:56:08
S105601,2,Cybersecurity,Startup/Entrepreneurship,2024-10-03 00:00:00
S105602,1,Cybersecurity,Higher Studies,2024-04-07 00:00:00
S105603,1,Cybersecurity,Job,2024-03-05 00:00:00
S105604,3,Web Development,Higher Studies,2024-11-02 00:00:00
S105605,2,Product/Management,Job,2024-03-30 00:00:00
S105606,0,Cybersecurity,Job,2023-12-31 00:00:00
S105607,4,Core Engineering,Startup/Entrepreneurship,2024-03-07 00:00:00
S105608,2,Cybersecurity,Startup/Entrepreneurship,2023-11-20 00:00:00
S105609,2,AI/ML,Job,2023-11-07 00:00:00
S105610,2,Web Development,Startup/Entrepreneurship,2024-03-25 00:00:00
S105611,0,Cybersecurity,Higher Studies,2024-01-31 00:00:00
S105612,1,Cybersecurity,Higher Studies,2023-06-12 00:00:00
S105613,0,AI/ML,Higher Studies,2024-04-05 00:00:00
S105614,0,Product/Management,Higher Studies,2023-11-19 00:00:00
S105615,0,Data Science,Job,2024-02-20 00:00:00
S105616,2,Cybersecurity,Job,2024-02-09 00:00:00
S105617,0,Core Engineering,Higher Studies,2024-02-24 00:00:00
S105618,1,Product/Management,Job,2024-01-29 00:00:00
S105619,2,Core Engineering,Job,2024-01-10 00:00:00
S105620,0,Product/Management,Higher Studies,2023-09-12 00:00:00
S105621,0,Data Science,Startup/Entrepreneurship,2023-11-30 00:00:00
S105622,2,AI/ML,Higher Studies,2023-12-06 00:00:00
S105623,3,AI/ML,Higher Studies,2023-12-19 00:00:00
S105624,2,AI/ML,Job,2024-02-26 00:00:00
S105625,0,Data Science,Higher Studies,2024-02-24 00:00:00
S105626,0,Data Science,Startup/Entrepreneurship,2023-12-14 00:00:00
S105627,0,Core Engineering,Higher Studies,2023-12-07 00:00:00
S105628,2,Web Development,Startup/Entrepreneurship,2023-11-26 00:00:00
S105629,0,Web Development,Job,2024-03-19 00:00:00
S105630,1,Product/Management,Job,2023-11-01 12:28:28
S105631,1,AI/ML,Job,2024-07-03 00:00:00
S105632,2,Web Development,Job,2024-02-13 00:00:00
S105633,1,Cybersecurity,Startup/Entrepreneurship,2023-06-12 00:00:00
S105634,2,AI/ML,Job,2023-11-15 00:00:00
S105635,1,Core Engineering,Job,2024-10-02 00:00:00
S105636,2,Web Development,Higher Studies,2024-02-25 00:00:00
S105637,0,Data Science,Job,2024-02-25 00:00:00
S105638,2,Web Development,Job,2024-02-23 00:00:00
S105639,0,Product/Management,Job,2023-11-17 00:00:00
S105640,3,Core Engineering,Job,2024-03-12 00:00:00
S105641,1,AI/ML,Job,2023-11-22 00:00:00
S105642,2,Core Engineering,Higher Studies,2024-03-12 00:00:00
S105643,1,Cybersecurity,Higher Studies,2023-11-14 00:00:00
S105644,2,AI/ML,Job,2024-04-01 00:00:00
S105645,2,Core Engineering,Higher Studies,2024-01-01 00:00:00
S105646,3,Product/Management,Higher Studies,2024-01-04 09:41:50
S105647,1,Web Development,Job,2023-11-19 00:00:00
S105648,1,Cybersecurity,Higher Studies,2023-11-11 00:00:00
S105649,3,Cybersecurity,Startup/Entrepreneurship,2024-03-26 00:00:00
S105650,0,Web Development,Job,2023-11-29 00:05:44
S105651,2,AI/ML,Job,2023-11-13 00:00:00
S105652,0,Data Science,Job,2024-01-31 00:00:00
S105653,0,AI/ML,Job,2024-05-02 00:00:00
S105654,2,Data Science,Higher Studies,2023-12-28 00:00:00
S105655,0,Cybersecurity,Higher Studies,2024-03-13 00:00:00
S105656,2,Product/Management,Job,2024-01-29 00:00:00
S105657,1,Core Engineering,Higher Studies,2024-01-08 00:00:00
S105658,1,Web Development,Job,2024-03-04 00:00:00
S105659,1,Product/Management,Job,2024-01-27 08:41:02
S105660,1,Cybersecurity,Higher Studies,2023-11-10 00:00:00
S105661,2,AI/ML,Job,2024-01-18 00:00:00
S105662,1,Data Science,Job,2023-12-23 00:00:00
S105663,2,AI/ML,Job,2024-03-25 00:00:00
S105664,2,AI/ML,Job,2023-12-28 00:00:00
S105665,0,Data Science,Higher Studies,2024-02-09 00:00:00
S105666,0,AI/ML,Job,2023-12-26 00:00:00
S105667,0,Web Development,Startup/Entrepreneurship,2024-02-26 00:00:00
S105668,0,AI/ML,Job,2024-04-11 00:00:00
S105669,2,Data Science,Startup/Entrepreneurship,2024-04-08 00:00:00
S105670,1,AI/ML,Higher Studies,2024-01-13 00:00:00
S105671,3,Web Development,Job,2024-01-14 00:00:00
S105672,0,Cybersecurity,Job,2023-06-11 00:00:00
S105673,1,Core Engineering,Job,2024-12-02 00:00:00
S105674,0,Cybersecurity,Job,2024-03-27 19:35:32
S105675,0,AI/ML,Job,2023-12-14 00:00:00
S105676,2,AI/ML,Higher Studies,2023-11-28 00:00:00
S105677,1,AI/ML,Job,2023-12-07 00:00:00
S105678,0,Web Development,Higher Studies,2024-02-15 00:00:00
S105679,1,Product/Management,Job,2023-12-14 00:00:00
S105680,1,Cybersecurity,Job,2024-02-21 00:00:00
S105681,2,Data Science,Higher Studies,2023-12-12 00:00:00
S105682,0,Core Engineering,Job,2024-12-01 00:00:00
S105683,2,Web Development,Job,2023-11-23 00:00:00
S105684,0,Data Science,Higher Studies,2023-10-11 00:00:00
S105685,0,Core Engineering,Startup/Entrepreneurship,2024-03-28 00:00:00
S105686,1,Cybersecurity,Job,2024-04-04 00:00:00
S105687,3,Data Science,Job,2024-03-09 00:00:00
S105688,1,Cybersecurity,Job,2024-02-22 00:00:00
S105689,1,AI/ML,Job,2023-11-15 00:00:00
S105690,1,AI/ML,Job,2024-02-13 00:00:00
S105691,2,AI/ML,Job,2024-01-14 00:00:00
S105692,0,Web Development,Job,2023-12-25 00:00:00
S105693,1,Data Science,Startup/Entrepreneurship,2024-03-02 00:00:00
S105694,2,Cybersecurity,Job,2024-02-01 00:00:00
S105695,3,AI/ML,Higher Studies,2024-01-31 00:00:00
S105696,1,Cybersecurity,Higher Studies,2023-12-24 00:00:00
S105697,2,AI/ML,Job,2024-10-04 00:00:00
S105698,3,Product/Management,Job,2024-01-18 00:00:00
S105699,0,Core Engineering,Startup/Entrepreneurship,2023-12-19 00:00:00
S105700,0,Core Engineering,Job,2024-01-19 00:00:00
S105701,1,Data Science,Startup/Entrepreneurship,2024-01-03 00:00:00
S105702,1,Data Science,Startup/Entrepreneurship,2023-11-10 00:00:00
S105703,2,Web Development,Job,2024-02-03 00:00:00
S105704,2,Web Development,Startup/Entrepreneurship,2024-04-14 00:00:00
S105705,1,Core Engineering,Job,2023-12-17 00:00:00
S105706,0,Product/Management,Job,2023-12-04 00:00:00
S105707,0,AI/ML,Startup/Entrepreneurship,2024-12-02 00:00:00
S105708,2,Cybersecurity,Job,2024-03-02 21:23:06
S105709,2,Web Development,Job,2024-02-25 00:00:00
S105710,6,AI/ML,Job,2024-02-04 23:30:31
S105711,0,Data Science,Higher Studies,2024-04-01 00:00:00
S105712,2,Cybersecurity,Higher Studies,2024-03-16 00:00:00
S105713,2,Product/Management,Job,2024-02-29 15:00:48
S105714,2,Cybersecurity,Higher Studies,2023-12-16 00:00:00
S105715,1,Core Engineering,Startup/Entrepreneurship,2024-01-10 00:00:00
S105716,3,Cybersecurity,Higher Studies,2024-04-03 00:00:00
S105717,2,Web Development,Higher Studies,2024-01-31 00:00:00
S105718,0,Web Development,Job,2023-12-24 00:00:00
S105719,0,Product/Management,Job,2023-12-17 00:00:00
S105720,4,Core Engineering,Higher Studies,2023-12-08 00:00:00
S105721,2,Core Engineering,Job,2024-02-06 00:00:00
S105722,1,AI/ML,Job,2024-03-01 00:00:00
S105723,0,Cybersecurity,Job,2023-11-30 00:00:00
S105724,1,Cybersecurity,Job,2023-11-12 00:00:00
S105725,1,Product/Management,Job,2024-03-06 00:00:00
S105726,1,AI/ML,Job,2024-01-02 00:00:00
S105727,2,Core Engineering,Job,2024-02-13 00:00:00
S105728,2,Cybersecurity,Job,2024-04-12 00:00:00
S105729,1,Product/Management,Job,2024-03-16 00:00:00
S105730,0,Core Engineering,Job,2024-01-29 00:00:00
S105731,1,Product/Management,Higher Studies,2023-12-06 00:00:00
S105732,1,Data Science,Job,2024-03-11 00:00:00
S105733,1,AI/ML,Job,2024-02-25 00:00:00
S105734,4,Cybersecurity,Startup/Entrepreneurship,2024-03-24 00:00:00
S105735,0,Cybersecurity,Higher Studies,2023-11-12 00:00:00
S105736,1,Core Engineering,Job,2024-03-10 00:00:00
S105737,1,Core Engineering,Job,2024-01-17 00:00:00
S105738,0,Data Science,Startup/Entrepreneurship,2023-11-30 00:00:00
S105739,1,Core Engineering,Job,2023-11-10 00:00:00
S105740,0,Product/Management,Job,2023-11-07 00:00:00
S105741,2,Cybersecurity,Job,2023-11-08 00:00:00
S105742,2,Cybersecurity,Job,2023-12-31 00:00:00
S105743,1,Core Engineering,Higher Studies,2023-11-25 00:00:00
S105744,1,Web Development,Job,2024-02-22 00:00:00
S105745,0,AI/ML,Job,2024-02-06 00:00:00
S105746,0,Core Engineering,Job,2024-11-02 00:00:00
S105747,1,Product/Management,Job,2024-01-18 00:00:00
S105748,0,Cybersecurity,Higher Studies,2024-02-06 00:00:00
S105749,0,Core Engineering,Job,2024-02-13 00:00:00
S105750,0,Core Engineering,Startup/Entrepreneurship,2024-01-18 00:00:00
S105751,0,Core Engineering,Job,2024-01-17 00:00:00
S105752,1,AI/ML,Higher Studies,2024-03-23 00:00:00
S105753,1,Core Engineering,Job,2023-11-16 00:00:00
S105754,3,Core Engineering,Job,2024-03-25 00:00:00
S105755,0,Web Development,Job,2023-11-01 00:00:00
S105756,1,Core Engineering,Startup/Entrepreneurship,2024-09-01 00:00:00
S105757,1,Cybersecurity,Job,2024-02-19 00:00:00
S105758,0,Cybersecurity,Job,2023-12-24 00:00:00
S105759,1,Web Development,Higher Studies,2024-01-09 00:00:00
S105760,1,Product/Management,Higher Studies,2023-11-24 00:00:00
S105761,2,Data Science,Job,2023-12-30 00:00:00
S105762,2,Product/Management,Job,2024-03-29 00:00:00
S105763,0,Web Development,Higher Studies,2024-04-08 00:00:00
S105764,1,Cybersecurity,Job,2024-01-25 00:00:00
S105765,1,Product/Management,Job,2023-12-16 00:00:00
S105766,2,Product/Management,Higher Studies,2024-03-20 00:00:00
S105767,0,Product/Management,Job,2024-04-07 00:00:00
S105768,0,Product/Management,Job,2023-11-20 00:00:00
S105769,2,Product/Management,Job,2023-11-24 23:46:27
S105770,1,Product/Management,Higher Studies,2024-03-01 00:00:00
S105771,3,Data Science,Job,2023-11-05 00:00:00
S105772,1,Data Science,Job,2024-01-13 00:00:00
S105773,2,AI/ML,Job,2023-11-15 00:00:00
S105774,0,Data Science,Job,2024-01-17 00:00:00
S105775,0,Product/Management,Higher Studies,2023-11-29 00:00:00
S105776,2,Web Development,Job,2024-03-04 00:00:00
S105777,1,AI/ML,Job,2023-11-16 00:00:00
S105778,1,Core Engineering,Higher Studies,2024-02-25 00:00:00
S105779,1,Product/Management,Job,2023-12-21 00:00:00
S105780,1,Product/Management,Higher Studies,2023-12-02 00:00:00
S105781,0,AI/ML,Job,2024-02-18 00:00:00
S105782,1,Data Science,Higher Studies,2024-02-27 00:00:00
S105783,1,AI/ML,Job,2024-03-25 00:00:00
S105784,2,Cybersecurity,Job,2023-11-25 00:00:00
S105785,1,Product/Management,Higher Studies,2024-03-19 01:31:47
S105786,1,Product/Management,Job,2024-02-06 00:00:00
S105787,1,Core Engineering,Higher Studies,2023-11-04 00:00:00
S105788,0,Core Engineering,Job,2023-12-04 00:00:00
S105789,2,Product/Management,Job,2023-12-05 00:00:00
S105790,1,Cybersecurity,Job,2024-01-01 00:00:00
S105791,0,Cybersecurity,Higher Studies,2024-01-18 00:00:00
S105792,0,Web Development,Job,2024-02-28 00:00:00
S105793,2,AI/ML,Job,2023-11-24 00:00:00
S105794,2,AI/ML,Startup/Entrepreneurship,2024-06-04 00:00:00
S105795,0,Data Science,Job,2023-09-11 00:00:00
S105796,2,Web Development,Job,2023-02-11 00:00:00
S105797,2,Data Science,Higher Studies,2024-04-06 00:00:00
S105798,1,Web Development,Higher Studies,2024-03-17 00:00:00
S105799,0,Core Engineering,Job,2023-12-20 00:00:00
S105800,3,Product/Management,Job,2023-11-26 00:00:00
S105801,0,Web Development,Job,2024-09-04 00:00:00
S105802,1,Product/Management,Higher Studies,2024-01-11 00:00:00
S105803,2,Data Science,Job,2023-11-23 00:00:00
S105804,2,Product/Management,Job,2024-01-28 00:00:00
S105805,0,AI/ML,Job,2023-11-05 00:00:00
S105806,2,Core Engineering,Job,2023-12-21 00:00:00
S105807,2,AI/ML,Higher Studies,2024-03-11 00:00:00
S105808,3,Product/Management,Job,2024-06-03 00:00:00
S105809,2,Product/Management,Job,2024-01-28 00:00:00
S105810,3,Data Science,Startup/Entrepreneurship,2023-06-11 00:00:00
S105811,2,Core Engineering,Job,2024-01-08 00:00:00
S105812,1,Core Engineering,Job,2023-12-21 00:00:00
S105813,1,Product/Management,Job,2023-12-27 00:00:00
S105814,1,Web Development,Job,2023-12-25 00:00:00
S105815,0,Web Development,Startup/Entrepreneurship,2024-06-01 00:00:00
S105816,0,Product/Management,Job,2023-11-15 00:00:00
S105817,0,AI/ML,Job,2023-09-11 00:00:00
S105818,2,Core Engineering,Higher Studies,2023-12-23 00:00:00
S105819,1,Product/Management,Job,2024-03-13 00:00:00
S105820,2,Cybersecurity,Higher Studies,2024-03-30 00:00:00
S105821,1,Web Development,Startup/Entrepreneurship,2024-02-24 00:00:00
S105822,0,Data Science,Job,2024-05-03 00:00:00
S105823,1,AI/ML,Job,2024-03-20 00:00:00
S105824,0,Data Science,Job,2024-04-13 00:00:00
S105825,2,Cybersecurity,Higher Studies,2024-09-04 00:00:00
S105826,2,AI/ML,Higher Studies,2024-01-06 00:00:00
S105827,0,Web Development,Higher Studies,2024-02-02 00:00:00
S105828,0,AI/ML,Job,2024-01-05 00:00:00
S105829,0,AI/ML,Job,2023-11-11 00:00:00
S105830,0,AI/ML,Job,2023-11-25 00:00:00
S105831,0,Core Engineering,Higher Studies,2024-02-02 00:00:00
S105832,3,Web Development,Startup/Entrepreneurship,2023-11-22 00:00:00
S105833,1,Product/Management,Higher Studies,2024-01-21 00:00:00
S105834,2,Product/Management,Job,2024-01-14 00:00:00
S105835,0,Data Science,Job,2024-04-06 00:00:00
S105836,0,Core Engineering,Job,2024-01-04 00:00:00
S105837,1,Data Science,Higher Studies,2024-01-16 00:00:00
S105838,1,AI/ML,Job,2024-03-04 00:00:00
S105839,0,Cybersecurity,Higher Studies,2024-02-01 00:00:00
S105840,2,Data Science,Higher Studies,2023-12-15 00:00:00
S105841,1,Core Engineering,Higher Studies,2024-02-19 00:00:00
S105842,0,Product/Management,Higher Studies,2023-12-08 00:00:00
S105843,1,AI/ML,Higher Studies,2023-12-13 00:00:00
S105844,3,Cybersecurity,Job,2024-02-25 00:00:00
S105845,3,Web Development,Job,2023-11-05 00:00:00
S105846,0,Cybersecurity,Job,2024-02-21 00:00:00
S105847,1,Web Development,Job,2023-12-07 00:00:00
S105848,1,Product/Management,Job,2023-12-28 00:00:00
S105849,1,Product/Management,Job,2024-03-15 00:00:00
S105850,1,AI/ML,Job,2024-03-02 00:00:00
S105851,1,Data Science,Job,2024-02-28 00:00:00
S105852,0,Product/Management,Startup/Entrepreneurship,2024-01-19 00:00:00
S105853,2,Cybersecurity,Job,2023-08-11 00:00:00
S105854,2,Core Engineering,Higher Studies,2023-11-14 00:00:00
S105855,1,Core Engineering,Job,2024-02-04 00:00:00
S105856,1,Core Engineering,Higher Studies,2023-11-22 03:31:25
S105857,3,Product/Management,Higher Studies,2024-03-28 00:00:00
S105858,2,AI/ML,Higher Studies,2023-11-24 00:00:00
S105859,1,AI/ML,Job,2024-04-08 00:00:00
S105860,1,Cybersecurity,Startup/Entrepreneurship,2024-01-01 00:00:00
S105861,1,AI/ML,Job,2023-11-11 00:00:00
S105862,0,Cybersecurity,Higher Studies,2024-03-11 00:00:00
S105863,1,Data Science,Higher Studies,2023-11-12 00:00:00
S105864,1,AI/ML,Startup/Entrepreneurship,2024-03-29 00:00:00
S105865,4,Web Development,Higher Studies,2023-12-04 00:00:00
S105866,1,AI/ML,Job,2023-12-30 00:00:00
S105867,0,Data Science,Job,2024-01-29 00:00:00
S105868,0,Data Science,Job,2024-04-07 00:00:00
S105869,1,Data Science,Higher Studies,2023-11-06 00:00:00
S105870,1,Product/Management,Higher Studies,2023-12-23 00:00:00
S105871,2,AI/ML,Job,2024-03-18 00:00:00
S105872,4,Core Engineering,Higher Studies,2024-01-04 00:00:00
S105873,2,Core Engineering,Job,2024-02-24 00:00:00
S105874,1,Web Development,Higher Studies,2024-03-15 00:00:00
S105875,1,AI/ML,Job,2024-04-10 00:00:00
S105876,0,Web Development,Job,2024-03-24 00:00:00
S105877,1,Web Development,Higher Studies,2024-02-15 00:00:00
S105878,1,Data Science,Job,2024-03-22 00:00:00
S105879,0,Web Development,Job,2024-02-25 00:00:00
S105880,1,Product/Management,Job,2024-03-29 00:00:00
S105881,0,Data Science,Startup/Entrepreneurship,2024-01-07 00:00:00
S105882,0,AI/ML,Job,2023-11-23 00:00:00
S105883,1,Cybersecurity,Job,2023-11-18 00:00:00
S105884,0,Web Development,Job,2023-12-01 00:00:00
S105885,1,Data Science,Job,2024-08-04 00:00:00
S105886,0,Cybersecurity,Job,2024-01-15 00:00:00
S105887,4,Cybersecurity,Job,2024-01-27 00:00:00
S105888,0,Web Development,Job,2024-01-01 00:00:00
S105889,2,Core Engineering,Higher Studies,2024-01-12 00:00:00
S105890,2,Web Development,Higher Studies,2024-02-05 11:27:58
S105891,2,Core Engineering,Higher Studies,2024-04-08 00:00:00
S105892,0,Core Engineering,Job,2023-11-12 00:00:00
S105893,1,Product/Management,Higher Studies,2024-03-21 00:00:00
S105894,0,Data Science,Job,2023-03-11 00:00:00
S105895,2,AI/ML,Job,2023-09-11 00:00:00
S105896,0,AI/ML,Job,2024-12-04 00:00:00
S105897,1,Data Science,Higher Studies,2024-04-14 00:00:00
S105898,1,Product/Management,Job,2024-03-16 00:00:00
S105899,1,Data Science,Job,2024-02-14 00:00:00
S105900,2,Core Engineering,Job,2024-01-20 00:00:00
S105901,1,AI/ML,Higher Studies,2024-03-16 00:00:00
S105902,2,Core Engineering,Job,2023-11-25 00:00:00
S105903,0,AI/ML,Job,2024-02-04 00:00:00
S105904,2,Web Development,Higher Studies,2024-09-01 00:00:00
S105905,3,Web Development,Higher Studies,2023-11-28 00:00:00
S105906,3,Product/Management,Job,2024-02-05 00:00:00
S105907,2,AI/ML,Job,2023-11-24 00:00:00
S105908,2,Product/Management,Higher Studies,2024-01-05 00:00:00
S105909,2,Web Development,Job,2024-02-15 00:00:00
S105910,0,Data Science,Job,2024-11-03 00:00:00
S105911,2,Cybersecurity,Higher Studies,2024-01-20 00:00:00
S105912,2,Cybersecurity,Startup/Entrepreneurship,2023-12-21 00:00:00
S105913,0,Web Development,Job,2023-11-26 00:00:00
S105914,2,AI/ML,Higher Studies,2024-02-29 00:00:00
S105915,1,Cybersecurity,Job,2023-12-12 00:00:00
S105916,0,Data Science,Higher Studies,2024-02-07 00:00:00
S105917,2,Product/Management,Higher Studies,2023-12-08 19:17:42
S105918,1,AI/ML,Higher Studies,2024-02-19 00:00:00
S105919,0,Core Engineering,Higher Studies,2024-03-21 00:00:00
S105920,1,AI/ML,Job,2024-10-01 00:00:00
S105921,2,Cybersecurity,Job,2023-12-25 00:00:00
S105922,0,Product/Management,Job,2023-11-23 00:00:00
S105923,1,Data Science,Job,2023-11-12 14:57:33
S105924,1,Product/Management,Higher Studies,2024-01-14 00:00:00
S105925,1,Core Engineering,Higher Studies,2023-11-13 00:00:00
S105926,2,Web Development,Job,2024-03-08 00:00:00
S105927,2,Product/Management,Job,2024-03-19 00:00:00
S105928,0,Product/Management,Job,2024-03-21 00:00:00
S105929,0,Data Science,Job,2023-11-25 00:00:00
S105930,1,Product/Management,Higher Studies,2023-12-25 00:00:00
S105931,0,Data Science,Higher Studies,2024-02-10 00:00:00
S105932,1,AI/ML,Job,2024-03-06 00:00:00
S105933,2,Cybersecurity,Startup/Entrepreneurship,2024-02-09 00:00:00
S105934,0,Product/Management,Higher Studies,2023-12-23 00:00:00
S105935,0,Web Development,Higher Studies,2023-11-21 00:00:00
S105936,0,Cybersecurity,Higher Studies,2024-04-13 00:00:00
S105937,1,AI/ML,Job,2023-12-09 00:00:00
S105938,1,Core Engineering,Job,2024-04-05 00:00:00
S105939,0,Cybersecurity,Job,2023-12-13 00:00:00
S105940,3,Core Engineering,Job,2023-10-12 00:00:00
S105941,1,Web Development,Higher Studies,2023-12-14 00:00:00
S105942,5,Web Development,Higher Studies,2024-03-03 00:00:00
S105943,1,AI/ML,Job,2024-01-15 00:00:00
S105944,1,AI/ML,Higher Studies,2024-01-01 00:00:00
S105945,3,Data Science,Higher Studies,2023-12-20 00:00:00
S105946,1,Core Engineering,Higher Studies,2023-11-09 00:00:00
S105947,1,Core Engineering,Job,2024-03-13 00:00:00
S105948,3,AI/ML,Job,2024-02-13 00:00:00
S105949,1,Data Science,Higher Studies,2024-03-31 00:00:00
S105950,2,Product/Management,Startup/Entrepreneurship,2023-11-19 00:00:00
S105951,0,Data Science,Startup/Entrepreneurship,2024-01-14 00:00:00
S105952,2,Product/Management,Job,2024-03-08 00:00:00
S105953,0,Core Engineering,Higher Studies,2023-11-21 00:00:00
S105954,1,AI/ML,Higher Studies,2023-12-31 17:08:25
S105955,0,Core Engineering,Startup/Entrepreneurship,2023-12-17 00:00:00
S105956,1,Cybersecurity,Job,2024-02-16 00:00:00
S105957,0,Web Development,Higher Studies,2023-12-03 06:34:11
S105958,0,Cybersecurity,Job,2024-10-02 00:00:00
S105959,1,Web Development,Startup/Entrepreneurship,2023-09-11 00:00:00
S105960,1,Data Science,Higher Studies,2024-11-03 00:00:00
S105961,1,Data Science,Job,2024-02-22 00:00:00
S105962,0,Core Engineering,Higher Studies,2024-01-04 00:00:00
S105963,0,Web Development,Job,2023-12-19 00:00:00
S105964,1,Data Science,Job,2023-11-29 00:00:00
S105965,0,Cybersecurity,Higher Studies,2024-03-29 00:00:00
S105966,0,Cybersecurity,Job,2023-12-05 00:00:00
S105967,0,Core Engineering,Job,2024-01-16 00:00:00
S105968,3,Web Development,Higher Studies,2023-12-25 00:00:00
S105969,0,Core Engineering,Higher Studies,2024-02-27 00:00:00
S105970,2,Cybersecurity,Job,2023-12-24 00:00:00
