student_id,age,gender,major,study_hours_per_day,social_media_hours,part_time_job,attendance_percentage,sleep_hours,extracurricular_participation,previous_gpa,semester,stress_level,screen_time,study_environment,access_to_tutoring,parental_support_level,exam_anxiety_score,learning_style,time_management_score,exam_score,subject_marks_student_id,g1_mat,g2_mat,g3_mat,g1_por,g2_por,g3_por,career_field,career_target,career_gpa,internships,projects,leadership_positions,Previous_GPA_10
STU02987,18,Male,Engineering,4.7,1.2,Yes,93.6,8.4,Yes,4.0,5,5.2,11.7,Quiet Room,No,3,5,Visual,7.3,97,UCI_0156,11,13,15,10,9,11,Engineering,Psychologist,2.8098547427924587,0,4,1,10.0
STU02988,26,Other,Biology,5.8,4.0,Yes,49.8,7.0,No,2.42,5,7.5,14.9,Dorm,No,7,10,Kinesthetic,7.8,57,UCI_0059,9,10,9,14,13,14,Biology,Advertising Manager,4.587254671750596,2,3,1,6.05
STU02989,21,Female,Biology,3.1,0.1,Yes,46.0,6.8,Yes,3.72,2,4.3,7.9,Cafe,Yes,2,7,Kinesthetic,3.3,100,UCI_0156,12,13,15,10,11,11,Biology,Aerospace Engineer,2.782497890003063,0,0,0,9.3
STU02990,19,Other,Psychology,5.8,3.6,No,72.3,4.5,Yes,3.4,2,3.3,11.7,Library,No,10,6,Kinesthetic,9.0,83,UCI_0156,12,12,13,10,10,9,Psychology,Illustrator,2.544326411105763,0,3,1,8.5
STU02991,24,Male,Biology,5.2,4.7,No,55.2,4.9,No,3.27,6,7.8,10.7,Cafe,Yes,10,5,Visual,3.5,89,UCI_0156,11,12,14,9,10,11,Biology,Human Resources Specialist,3.2595859822694506,1,3,1,8.18
STU02992,17,Other,Biology,5.4,3.0,Yes,71.2,7.4,No,4.0,6,6.0,12.6,Co-Learning Group,No,8,10,Auditory,1.8,90,UCI_0018,8,11,11,12,13,15,Biology,Data Scientist,4.330965556836687,0,3,1,10.0
STU02993,28,Other,Psychology,1.9,0.3,Yes,41.7,7.7,Yes,4.0,6,5.1,7.5,Cafe,No,1,10,Visual,4.0,100,UCI_0018,8,11,10,12,15,15,Psychology,Financial Controller,4.623242799605808,2,0,0,10.0
STU02994,18,Female,Psychology,7.2,2.9,Yes,61.1,6.6,No,4.0,5,6.5,10.7,Library,No,3,9,Visual,6.6,100,UCI_0018,8,10,9,14,14,15,Psychology,Artist,3.947110394847004,2,3,1,10.0
STU02995,18,Male,Computer Science,6.962304640910323,3.2,No,93.8,7.4,Yes,4.0,6,6.1,10.9,Co-Learning Group,No,6,8,Kinesthetic,6.8,100,UCI_0018,7,11,11,14,14,15,Computer Science,Electrical Engineer,3.246009415877806,0,1,0,10.0
STU02996,26,Male,Biology,4.2,0.2,Yes,50.9,8.3,No,3.55,3,2.2,8.1,Library,No,7,9,Reading,4.0,90,UCI_0018,8,11,11,14,15,13,Biology,Composer,4.388854005339606,2,4,0,8.88
STU02997,24,Other,Arts,4.9,4.6,Yes,95.8,9.5,No,3.63,6,5.6,11.2,Library,Yes,1,10,Kinesthetic,3.5,87,UCI_0018,9,11,10,13,15,14,Arts,Dentist,4.700521089025088,0,0,0,9.07
STU02998,27,Female,Arts,3.0,1.2,No,40.4,7.8,Yes,4.0,1,4.2,6.7,Co-Learning Group,No,10,6,Visual,1.3,100,UCI_0018,8,11,11,12,15,13,Arts,Dentist,3.605520710607247,1,4,1,10.0
STU02999,21,Male,Engineering,3.4,4.5,No,56.5,7.5,Yes,4.0,2,5.0,12.5,Quiet Room,Yes,10,6,Kinesthetic,8.8,100,UCI_0018,7,11,9,12,13,14,Engineering,Biomedical Engineer,3.210882968068544,2,1,0,10.0
STU03000,18,Female,Engineering,1.0,0.4,Yes,76.7,5.9,Yes,3.75,6,5.9,3.4,Co-Learning Group,Yes,9,5,Auditory,7.7,84,UCI_0018,7,9,10,12,13,15,Engineering,Inorganic Chemist,2.639992563311224,1,1,0,9.38
STU03001,17,Other,Biology,3.7,4.9,Yes,94.8,9.5,No,4.0,3,5.8,14.2,Co-Learning Group,Yes,2,10,Auditory,5.9,100,UCI_0018,8,9,9,14,13,13,Biology,Music Teacher,2.9254065206067192,0,3,1,10.0
STU03002,21,Other,Business,5.0,3.7,No,95.9,9.2,Yes,2.83,8,8.3,9.5,Cafe,No,7,10,Kinesthetic,1.2,68,UCI_0018,8,11,10,14,14,13,Business,Legal Secretary,4.549595981246167,0,1,0,7.08
STU03003,25,Other,Computer Science,6.835598814747544,1.6,No,86.7,7.8,Yes,4.0,4,5.3,10.0,Quiet Room,No,5,8,Auditory,2.1,100,UCI_0018,9,11,11,12,14,14,Computer Science,Microbiologist,3.075191951193461,0,3,1,10.0
STU03004,26,Male,Engineering,3.2,3.2,No,68.7,7.3,Yes,4.0,2,1.5,10.5,Dorm,No,3,10,Auditory,5.0,100,UCI_0018,7,11,9,12,15,14,Engineering,Financial Advisor,4.714814517029889,1,0,0,10.0
STU03005,16,Other,Biology,1.0,3.4,No,41.8,7.8,No,4.0,7,4.8,8.2,Cafe,No,6,5,Reading,7.9,93,UCI_0018,9,10,11,12,15,13,Biology,Investment Banker,3.6784354452175823,1,3,1,10.0
STU03006,25,Other,Computer Science,6.708298028991271,1.8,No,96.9,6.4,No,4.0,8,5.2,11.4,Library,Yes,8,6,Reading,6.8,100,UCI_0018,7,10,10,12,15,13,Computer Science,Biotechnologist,3.545681783297157,1,2,1,10.0
STU03007,22,Male,Business,4.9,3.8,Yes,78.3,8.0,No,3.92,7,6.5,12.4,Cafe,No,6,6,Reading,3.8,99,UCI_0338,11,10,10,11,12,14,Business,Investment Banker,2.771578692194765,0,4,0,9.8
STU03008,27,Male,Arts,6.9,2.2,Yes,58.7,7.1,Yes,4.0,3,1.0,12.4,Quiet Room,No,8,10,Kinesthetic,2.2,100,UCI_0338,12,9,9,10,12,14,Arts,Software Developer,2.9776096601236497,1,4,0,10.0
STU03009,19,Male,Computer Science,4.070833522817564,3.7,Yes,44.1,5.8,Yes,3.15,8,1.7,8.9,Cafe,Yes,7,10,Reading,1.6,83,UCI_0338,10,10,11,10,11,14,Computer Science,Social Media Manager,3.936863034531653,2,2,1,7.88
STU03010,24,Female,Psychology,4.7,4.6,No,59.3,5.7,Yes,3.69,5,8.6,11.1,Library,No,5,10,Auditory,8.6,98,UCI_0338,12,9,9,10,12,13,Psychology,Art Director,3.525021298319374,1,3,0,9.22
STU03011,24,Female,Computer Science,3.0839940073235166,2.2,Yes,79.9,12.0,Yes,3.66,7,4.0,8.4,Cafe,No,1,8,Auditory,6.0,94,UCI_0338,11,10,9,12,13,15,Computer Science,Curriculum Developer,3.1635561035769197,0,2,0,9.15
STU03012,20,Male,Computer Science,2.070502268363337,2.3,No,75.5,9.0,No,3.2,7,2.3,4.6,Quiet Room,No,10,5,Reading,3.3,86,UCI_0338,12,9,11,10,11,14,Computer Science,Manager,4.378628239286336,0,0,1,8.0
STU03013,28,Female,Psychology,2.8,0.6,Yes,56.1,8.7,No,4.0,1,6.9,6.2,Co-Learning Group,Yes,10,9,Reading,2.3,94,UCI_0338,12,10,10,11,12,14,Psychology,Animator,3.490266696,2,2,1,10.0
STU03014,27,Female,Biology,7.5,3.0,No,78.3,12.0,Yes,4.0,4,3.2,13.9,Library,Yes,2,5,Reading,1.4,100,UCI_0338,11,10,10,10,11,13,Biology,Human Resources Specialist,3.9656566283119545,2,3,1,10.0
STU03015,23,Other,Engineering,3.7,2.6,Yes,92.5,7.8,Yes,3.11,7,5.4,10.7,Cafe,Yes,1,7,Auditory,8.7,66,UCI_0338,11,9,9,12,11,15,Engineering,Ecologist,4.254724349203702,0,3,0,7.77
STU03016,22,Female,Engineering,3.9,3.9,Yes,99.7,5.5,No,4.0,2,4.5,8.5,Cafe,Yes,6,10,Kinesthetic,7.5,100,UCI_0338,10,11,9,11,13,13,Engineering,Quantum Physicist,4.6365136626911925,1,3,0,10.0
STU03017,17,Female,Computer Science,8.189337641481167,0.9,No,54.5,6.2,Yes,2.93,2,7.6,13.5,Cafe,No,3,9,Reading,6.9,71,UCI_0338,11,11,9,10,13,13,Computer Science,Aerospace Engineer,2.54212834137452,2,3,0,7.33
STU03018,21,Other,Business,1.4,1.7,No,59.7,7.5,Yes,4.0,3,7.5,4.4,Quiet Room,No,4,6,Visual,7.0,100,UCI_0338,12,11,11,12,13,14,Business,Organic Chemist,3.435918628629513,2,4,0,10.0
STU03019,25,Other,Psychology,8.5,1.5,No,62.5,8.5,No,4.0,6,3.8,15.1,Co-Learning Group,No,5,10,Reading,2.9,98,UCI_0338,12,10,10,10,13,14,Psychology,Marketing Manager,4.4814764666466615,2,1,1,10.0
STU03020,22,Female,Business,3.8,3.8,Yes,67.6,5.1,No,4.0,6,3.8,12.3,Co-Learning Group,Yes,6,7,Visual,9.8,99,UCI_0338,12,10,9,11,13,14,Business,Organic Chemist,3.271727953465549,2,4,0,10.0
STU03021,22,Female,Business,3.9,1.6,Yes,72.4,8.1,No,3.65,1,2.9,9.6,Quiet Room,No,1,7,Auditory,4.0,82,UCI_0338,12,9,11,12,13,13,Business,Investment Banker,4.520968462808569,1,3,1,9.12
STU03022,20,Male,Business,6.0,3.1,No,63.8,5.7,Yes,3.78,8,5.5,12.2,Quiet Room,No,10,6,Visual,9.7,100,UCI_0338,11,9,10,12,12,15,Business,Cybersecurity Analyst,3.3699398938370857,1,2,0,9.45
STU03023,28,Male,Computer Science,1.6713139809574304,0.8,Yes,92.3,8.8,Yes,4.0,6,4.2,6.9,Co-Learning Group,No,5,6,Auditory,8.6,100,UCI_0338,12,11,11,11,13,13,Computer Science,Financial Analyst,3.729904166604837,1,2,1,10.0
STU03024,16,Male,Psychology,4.9,4.4,No,74.0,7.8,No,3.65,4,6.4,14.5,Library,No,1,8,Auditory,6.5,82,UCI_0338,12,10,11,11,11,15,Psychology,Legal Analyst,3.0662554691687727,0,0,0,9.12
STU03025,21,Female,Engineering,1.4,2.3,No,80.7,8.0,No,3.41,7,6.5,6.6,Co-Learning Group,No,2,10,Auditory,6.3,90,UCI_0082,10,12,12,11,11,12,Engineering,Advertising Manager,3.706987391236126,1,0,1,8.53
STU03026,21,Female,Arts,4.3,4.7,Yes,40.8,5.9,No,2.09,5,6.7,12.3,Dorm,No,1,10,Kinesthetic,4.6,56,UCI_0225,12,13,13,10,9,10,Arts,Architect,4.226862351168775,1,4,1,5.22
STU03027,23,Female,Business,6.0,1.5,No,95.1,9.6,No,4.0,2,3.5,10.0,Quiet Room,Yes,10,10,Reading,6.2,96,UCI_0082,9,11,12,11,11,11,Business,Quantum Physicist,3.581251910429879,1,3,1,10.0
STU03028,17,Other,Biology,4.2,1.8,No,83.6,7.7,Yes,3.5,8,8.1,6.2,Cafe,No,6,10,Auditory,2.7,84,UCI_0082,10,12,13,11,11,11,Biology,Clinical Psychologist,4.055934111,1,1,0,8.75
STU03029,26,Other,Computer Science,4.610104174,0.4,Yes,46.3,5.3,No,3.93,6,6.6,8.5,Co-Learning Group,No,1,10,Kinesthetic,10.0,100,UCI_0082,10,12,11,12,12,11,Computer Science,Marketing Specialist,2.6473253752105133,0,0,0,9.83
STU03030,25,Male,Engineering,4.0,4.6,Yes,48.6,5.9,Yes,3.53,4,4.5,11.9,Quiet Room,No,6,10,Visual,4.3,93,UCI_0082,10,13,11,10,11,11,Engineering,Music Teacher,3.876571232164826,1,4,1,8.82
STU03031,16,Male,Arts,5.2,2.7,No,78.6,8.6,Yes,3.81,6,6.3,12.1,Library,Yes,7,8,Visual,5.1,98,UCI_0082,10,11,13,11,10,13,Arts,Organic Chemist,3.678809185411664,1,1,0,9.53
STU03032,22,Female,Business,3.4,0.6,No,44.9,7.9,No,4.0,5,2.9,9.6,Co-Learning Group,Yes,8,10,Kinesthetic,4.6,100,UCI_0082,9,12,13,12,10,12,Business,Biologist,4.807753355676284,1,3,1,10.0
STU03033,24,Male,Engineering,3.8,2.9,Yes,64.8,7.2,Yes,4.0,3,6.8,8.4,Cafe,No,5,9,Reading,1.3,99,UCI_0082,11,13,11,12,10,12,Engineering,AI Researcher,4.070084546774336,1,1,1,10.0
STU03034,26,Female,Biology,4.9,5.0,No,74.3,8.0,No,4.0,8,4.1,12.1,Library,No,8,5,Auditory,2.5,96,UCI_0082,9,11,11,10,12,12,Biology,Judge,4.731306101,1,2,1,10.0
STU03035,20,Female,Psychology,3.1,1.4,Yes,86.3,5.3,Yes,3.71,4,4.6,6.3,Cafe,Yes,4,5,Reading,1.7,95,UCI_0082,10,12,12,10,10,13,Psychology,Electrical Engineer,3.1020947704098965,1,3,0,9.28
STU03036,26,Male,Arts,1.5,3.1,Yes,87.1,7.8,No,4.0,1,8.1,8.0,Library,No,1,6,Reading,9.3,100,UCI_0082,9,13,13,10,10,11,Arts,Risk Analyst,4.007306671599531,0,3,1,10.0
STU03037,16,Other,Arts,7.3,3.8,No,74.3,7.2,No,4.0,2,4.0,13.7,Co-Learning Group,Yes,10,6,Auditory,4.1,97,UCI_0082,10,11,13,11,12,13,Arts,Cybersecurity Analyst,4.744084755395605,1,0,1,10.0
STU03038,25,Female,Arts,1.8,2.6,No,89.6,8.5,Yes,4.0,5,6.3,7.4,Dorm,No,4,5,Visual,3.5,100,UCI_0082,10,12,11,10,11,12,Arts,Special Education Teacher,4.300315656723851,2,2,1,10.0
STU03039,21,Male,Psychology,6.8,0.3,Yes,91.1,6.1,Yes,3.68,3,5.9,9.7,Library,Yes,10,9,Kinesthetic,9.5,85,UCI_0082,10,11,13,11,11,12,Psychology,Civil Engineer,3.663486943387524,2,0,0,9.2
STU03040,25,Female,Business,3.0,3.4,Yes,46.2,5.2,No,3.5,5,6.7,11.5,Quiet Room,Yes,4,8,Reading,6.2,85,UCI_0082,10,12,13,11,10,13,Business,Psychologist,2.7480193949557967,1,1,1,8.75
STU03041,17,Other,Engineering,4.9,4.6,No,69.5,6.0,No,3.81,4,2.6,11.8,Quiet Room,No,9,10,Reading,3.8,95,UCI_0082,9,11,11,12,11,11,Engineering,Illustrator,4.207062070197479,2,0,0,9.53
STU03042,27,Other,Arts,3.6,3.1,No,48.2,6.2,No,3.37,6,2.9,11.6,Dorm,No,8,9,Kinesthetic,7.2,86,UCI_0082,11,11,13,12,10,13,Arts,Clinical Psychologist,3.196665029484139,1,4,0,8.43
STU03043,17,Male,Psychology,7.7,1.5,No,67.9,4.3,Yes,4.0,1,2.2,12.3,Quiet Room,Yes,10,10,Reading,2.7,100,UCI_0082,10,11,12,11,10,13,Psychology,Microbiologist,2.6297241187372897,1,0,1,10.0
STU03044,20,Female,Biology,0.4,3.5,Yes,50.4,8.1,Yes,4.0,5,4.7,7.5,Co-Learning Group,Yes,2,10,Reading,6.6,91,UCI_0095,11,10,10,13,14,14,Biology,Landscape Architect,3.486179734759828,1,2,1,10.0
STU03045,20,Male,Computer Science,4.747568807544889,3.9,Yes,83.6,7.5,Yes,4.0,8,6.7,10.6,Quiet Room,No,7,10,Kinesthetic,2.0,94,UCI_0095,10,11,11,13,13,13,Computer Science,Paralegal,3.7329955651413664,0,3,1,10.0
STU03046,24,Other,Business,4.9,3.3,Yes,90.2,5.9,Yes,4.0,8,4.5,13.2,Cafe,Yes,6,10,Reading,5.5,92,UCI_0095,10,10,11,12,15,13,Business,Architect,4.651918972382143,0,1,0,10.0
STU03047,25,Other,Arts,5.0,2.5,No,70.5,5.1,No,4.0,8,2.4,11.4,Dorm,Yes,8,6,Auditory,9.4,100,UCI_0095,10,10,11,14,14,13,Arts,Judge,4.403253790821194,1,2,1,10.0
STU03048,20,Female,Engineering,4.5,3.9,No,55.0,5.7,Yes,2.39,5,3.4,11.8,Dorm,No,1,10,Kinesthetic,2.9,66,UCI_0234,11,9,9,13,13,13,Engineering,Manager,4.32513728,1,1,1,5.98
STU03049,21,Female,Engineering,2.9,3.9,Yes,96.4,6.1,No,3.29,1,3.6,9.2,Cafe,No,2,7,Reading,5.8,88,UCI_0095,12,9,11,14,15,13,Engineering,Conductor,2.581618257359928,2,1,1,8.22
STU03050,22,Other,Psychology,2.3,1.5,Yes,97.9,5.0,Yes,3.18,4,3.0,8.2,Cafe,No,2,9,Reading,4.4,80,UCI_0095,10,9,10,13,13,14,Psychology,Ecologist,3.1364525249775177,1,3,1,7.95
STU03051,27,Female,Engineering,5.3,0.1,Yes,97.8,6.9,No,3.6,8,4.1,8.5,Co-Learning Group,No,2,9,Kinesthetic,9.1,88,UCI_0095,10,10,9,14,13,15,Engineering,Industrial-Organizational Psychologist,3.500043005409128,0,1,0,9.0
STU03052,18,Other,Business,8.4,4.6,Yes,76.7,8.5,Yes,3.84,8,2.9,14.8,Co-Learning Group,Yes,2,10,Reading,5.0,100,UCI_0095,10,9,9,13,15,13,Business,Judge,3.516807522841795,1,2,0,9.6
STU03053,17,Other,Engineering,3.4,2.6,No,81.4,9.0,No,4.0,2,3.7,9.6,Co-Learning Group,Yes,8,7,Auditory,5.4,100,UCI_0095,12,11,10,13,15,15,Engineering,Social Media Manager,4.405176245950773,0,4,0,10.0
STU03054,27,Male,Psychology,0.0,0.6,No,97.5,5.6,No,2.96,7,3.4,4.5,Dorm,Yes,7,7,Visual,8.6,70,UCI_0095,10,11,10,12,15,15,Psychology,Education Administrator,4.959649575463882,0,2,1,7.4
STU03055,23,Male,Psychology,2.7,2.7,No,74.6,9.6,Yes,3.61,8,3.4,9.1,Dorm,No,8,10,Kinesthetic,4.6,87,UCI_0095,11,11,9,14,14,13,Psychology,Investment Banker,3.178512414956612,1,1,0,9.03
STU03056,25,Male,Computer Science,4.3740497399785045,1.0,Yes,62.6,7.4,No,3.44,7,7.9,7.8,Co-Learning Group,No,9,10,Auditory,5.4,86,UCI_0095,11,9,10,14,14,15,Computer Science,Curriculum Developer,2.847604831507856,2,1,1,8.6
STU03057,22,Male,Business,0.1,3.9,No,86.3,4.8,Yes,3.4,1,4.1,4.7,Cafe,No,9,10,Auditory,2.5,87,UCI_0095,11,11,9,14,14,15,Business,Industrial-Organizational Psychologist,3.651807531610543,0,2,1,8.5
STU03058,25,Female,Arts,4.2,2.4,No,96.4,6.1,Yes,4.0,4,6.0,9.0,Cafe,No,4,6,Kinesthetic,4.5,92,UCI_0095,10,9,11,14,15,14,Arts,Mechanical Engineer,3.6587954119018034,2,2,1,10.0
STU03059,16,Female,Engineering,3.7,1.1,Yes,53.4,6.6,No,3.31,8,3.1,7.2,Dorm,Yes,2,6,Kinesthetic,5.4,86,UCI_0095,11,10,11,12,13,13,Engineering,Financial Advisor,4.714814517029889,1,0,0,8.28
STU03060,17,Female,Computer Science,6.851495395933355,2.6,No,85.1,8.6,Yes,4.0,6,3.5,12.1,Quiet Room,No,9,10,Visual,1.9,100,UCI_0095,11,11,10,13,14,13,Computer Science,Composer,4.065741282367567,1,3,1,10.0
STU03061,22,Female,Computer Science,3.750785452251891,2.5,No,59.7,7.4,No,4.0,1,2.5,8.5,Cafe,Yes,10,7,Reading,8.5,99,UCI_0095,12,11,11,14,14,15,Computer Science,Human Resources Specialist,3.0339596205180306,0,0,0,10.0
STU03062,21,Female,Engineering,2.4,2.1,No,62.7,7.5,Yes,3.17,3,5.9,5.7,Cafe,No,2,10,Visual,8.3,80,UCI_0095,11,11,10,14,13,13,Engineering,Marketing Manager,3.383992045694839,2,4,1,7.92
STU03063,28,Female,Business,5.3,3.8,Yes,63.8,8.1,No,4.0,1,5.4,11.1,Dorm,Yes,3,10,Auditory,1.1,100,UCI_0078,10,11,12,13,14,13,Business,Legal Secretary,3.7976225262531553,0,3,0,10.0
STU03064,22,Female,Business,5.3,1.7,No,78.2,9.1,Yes,4.0,2,7.0,10.9,Quiet Room,No,1,10,Kinesthetic,4.2,100,UCI_0078,12,12,10,14,12,13,Business,Industrial-Organizational Psychologist,3.651807531610543,0,2,1,10.0
STU03065,26,Female,Psychology,4.3,3.7,No,85.1,5.1,No,2.66,2,6.2,10.1,Quiet Room,Yes,4,10,Visual,5.4,67,UCI_0146,13,15,13,9,10,10,Psychology,Art Director,3.525021298319374,1,3,0,6.65
STU03066,17,Male,Business,2.1,0.5,No,93.0,7.1,No,3.52,2,6.7,8.0,Quiet Room,Yes,3,6,Auditory,5.2,87,UCI_0078,10,10,10,14,14,14,Business,Marketing Specialist,2.928216106509727,0,4,0,8.8
STU03067,21,Other,Business,4.0,4.9,No,67.5,7.1,No,4.0,3,4.6,11.1,Co-Learning Group,No,8,8,Visual,2.9,100,UCI_0078,11,12,12,12,14,14,Business,Mechanical Engineer,2.7599211820518037,1,2,0,10.0
STU03068,17,Other,Biology,4.2,0.4,Yes,84.1,7.8,Yes,4.0,8,6.0,6.3,Co-Learning Group,No,8,10,Reading,6.9,98,UCI_0078,11,11,11,12,12,12,Biology,Data Scientist,2.5880385563014148,0,4,1,10.0
STU03069,20,Male,Computer Science,5.328604940116999,4.6,No,70.1,4.5,Yes,3.75,4,6.4,13.3,Quiet Room,No,2,8,Kinesthetic,7.3,100,UCI_0078,10,11,11,12,12,14,Computer Science,Artist,3.5786966796439432,2,0,1,9.38
STU03070,24,Male,Arts,2.9,3.1,Yes,82.7,8.8,No,4.0,8,7.5,8.4,Cafe,Yes,1,8,Visual,9.8,100,UCI_0078,12,11,12,13,12,14,Arts,Chemical Engineer,2.790080901662693,0,0,0,10.0
STU03071,17,Other,Engineering,7.7,2.2,Yes,86.5,5.5,Yes,4.0,5,6.9,11.0,Library,Yes,6,8,Auditory,9.6,94,UCI_0078,12,11,11,12,13,13,Engineering,Musician,3.032887919032264,0,2,0,10.0
STU03072,17,Other,Psychology,5.3,3.8,No,65.7,8.4,No,4.0,3,8.7,12.2,Dorm,No,5,5,Reading,9.0,92,UCI_0078,11,10,12,13,12,14,Psychology,Curriculum Developer,3.872076162527426,1,0,1,10.0
STU03073,20,Other,Arts,1.6,0.6,Yes,49.6,6.8,No,3.87,5,7.8,6.9,Dorm,Yes,3,10,Kinesthetic,1.6,93,UCI_0078,11,11,11,13,12,12,Arts,Inorganic Chemist,2.7339045152557206,2,1,0,9.68
STU03074,19,Female,Biology,8.1,0.3,Yes,96.7,8.0,No,4.0,7,4.8,12.2,Cafe,Yes,2,7,Visual,9.3,92,UCI_0078,12,11,11,12,14,14,Biology,Zoologist,2.7445575143141627,1,0,0,10.0
STU03075,18,Male,Psychology,4.9,4.2,Yes,50.7,7.9,No,4.0,4,5.5,13.2,Co-Learning Group,Yes,4,10,Auditory,7.9,100,UCI_0078,12,11,11,14,14,13,Psychology,Data Scientist,3.764081254761936,0,3,1,10.0
STU03076,17,Other,Engineering,2.4,2.3,Yes,61.2,6.0,Yes,4.0,3,3.9,6.6,Quiet Room,No,6,10,Visual,1.7,91,UCI_0078,12,12,12,12,12,12,Engineering,Marketing Manager,2.539802170566374,1,0,0,10.0
STU03077,27,Female,Business,2.6,4.4,Yes,74.7,5.3,No,3.62,6,5.4,9.4,Cafe,Yes,3,8,Reading,2.9,90,UCI_0078,12,10,10,12,12,14,Business,Art Director,3.0926274060294143,0,1,0,9.05
STU03078,17,Male,Business,4.3,4.5,Yes,58.4,5.5,Yes,3.05,3,1.0,12.4,Cafe,No,5,6,Visual,1.7,72,UCI_0078,12,12,10,13,14,13,Business,Composer,4.929629269133001,2,3,1,7.62
STU03079,17,Male,Arts,2.4,2.6,No,61.2,4.0,Yes,2.41,6,5.8,6.5,Dorm,No,10,10,Reading,1.5,63,UCI_0146,14,13,13,11,12,11,Arts,Art Director,4.760313762782069,1,3,1,6.03
STU03080,18,Male,Business,3.6,3.6,Yes,76.0,9.8,No,3.69,1,7.2,10.5,Co-Learning Group,Yes,8,10,Visual,8.6,88,UCI_0078,11,12,12,13,12,14,Business,Graphic Designer,4.561071082669169,0,0,0,9.22
STU03081,23,Female,Business,6.0,1.2,No,88.5,5.6,Yes,3.94,5,5.3,10.1,Quiet Room,Yes,3,10,Kinesthetic,4.6,97,UCI_0175,11,10,8,13,14,14,Business,Fluid Mechanics Engineer,3.834980909106675,1,4,0,9.85
STU03082,18,Other,Computer Science,6.088918581124904,3.3,No,46.6,7.3,No,2.81,2,2.4,15.1,Dorm,No,9,10,Visual,4.7,62,UCI_0175,11,12,8,15,13,16,Computer Science,Electrical Engineer,4.775645536889991,0,0,1,7.03
STU03083,18,Male,Biology,0.2,3.6,No,57.2,7.4,Yes,3.44,7,5.7,6.3,Library,Yes,4,10,Kinesthetic,4.2,85,UCI_0175,10,10,9,15,15,14,Biology,Human Resources Specialist,3.2595859822694506,1,3,1,8.6
STU03084,28,Male,Engineering,0.9,0.1,Yes,56.6,7.7,Yes,4.0,3,7.1,5.7,Library,Yes,2,9,Visual,4.5,100,UCI_0175,11,10,9,13,15,16,Engineering,Acoustics Specialist,3.813824348697783,1,1,0,10.0
STU03085,19,Male,Business,4.1,4.1,No,58.8,7.8,Yes,4.0,7,5.8,10.7,Quiet Room,Yes,5,6,Reading,5.3,95,UCI_0175,10,12,10,13,13,14,Business,Pharmacist,3.487038017875234,0,3,1,10.0
STU03086,20,Female,Arts,1.6,3.4,No,82.7,7.3,Yes,3.39,7,6.4,8.3,Dorm,Yes,4,9,Kinesthetic,7.5,87,UCI_0175,10,11,8,14,13,16,Arts,Acoustics Specialist,2.812974831825013,0,3,0,8.47
STU03087,24,Male,Business,6.2,0.5,No,68.9,6.1,Yes,3.05,7,6.8,8.6,Co-Learning Group,No,2,10,Reading,4.3,70,UCI_0175,11,12,8,15,14,16,Business,Quantum Physicist,4.442888419670864,1,1,1,7.62
STU03088,27,Female,Arts,0.0,3.8,No,53.7,6.5,No,3.1,1,7.9,7.6,Library,No,4,10,Reading,8.9,82,UCI_0175,11,11,8,15,14,16,Arts,Lawyer,4.051605542306714,1,0,0,7.75
STU03089,22,Other,Biology,6.0,1.5,Yes,76.3,8.9,Yes,4.0,1,5.1,11.5,Dorm,No,5,8,Kinesthetic,3.2,100,UCI_0175,11,10,10,13,13,14,Biology,Industrial-Organizational Psychologist,4.420969050439081,1,2,0,10.0
STU03090,20,Other,Computer Science,5.169332383524178,1.9,Yes,73.6,7.0,Yes,4.0,6,7.5,11.8,Cafe,No,10,10,Reading,3.8,100,UCI_0175,11,10,10,13,14,14,Computer Science,Curriculum Developer,4.768316924,1,1,0,10.0
STU03091,26,Female,Arts,4.6,0.5,No,78.4,7.5,No,3.63,8,2.3,6.7,Dorm,Yes,8,6,Reading,8.3,89,UCI_0175,10,11,10,15,15,15,Arts,School Psychologist,3.159279359065541,2,4,1,9.07
STU03092,23,Other,Engineering,2.2,1.9,No,74.1,6.5,Yes,3.68,5,3.4,9.1,Cafe,No,7,10,Visual,5.8,90,UCI_0175,9,10,10,14,15,15,Engineering,Artist,2.9683655082182487,0,2,1,9.2
STU03093,19,Other,Computer Science,5.720821950506451,1.1,No,56.8,7.1,Yes,3.25,3,5.5,7.6,Library,Yes,4,9,Reading,9.1,78,UCI_0175,10,12,10,13,14,14,Computer Science,Physical Chemist,3.462236844895303,1,3,1,8.12
STU03094,18,Male,Computer Science,6.013514599387166,4.1,No,56.8,8.3,No,3.72,1,6.2,12.4,Co-Learning Group,No,10,10,Auditory,1.0,96,UCI_0175,11,10,10,15,13,15,Computer Science,Civil Engineer,4.462798070663935,1,3,0,9.3
STU03095,17,Male,Engineering,4.8,3.1,No,77.9,4.7,No,3.93,5,4.4,11.0,Library,No,6,10,Auditory,2.9,100,UCI_0175,9,11,9,14,15,15,Engineering,Illustrator,3.687611393166635,0,0,1,9.83
STU03096,28,Male,Computer Science,2.9781887564344887,2.1,No,43.6,9.5,Yes,4.0,6,5.3,7.8,Library,No,1,6,Kinesthetic,8.3,100,UCI_0175,10,10,10,13,14,14,Computer Science,Interior Designer,3.775216457300359,0,1,1,10.0
