student_id,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,last_sync_time
S104387,90.8,2.77,4.79,9.4,2024-02-20 00:00:00
S104388,74.7,0.39,1.03,7.56,2024-03-12 00:00:00
S104389,79.69,2.75,0.22,20.43,2024-04-13 00:00:00
S104390,55.69,3.03,0.02,18.36,2024-09-04 00:00:00
S104391,52.34,4.65,0.92,7.71,2024-03-20 00:00:00
S104392,72.51,2.04,3.43,24.05,2024-02-01 00:00:00
S104393,96.23,6.12,1.88,20.08,2024-06-04 00:00:00
S104394,77.91,2.13,2.43,13.2,2024-02-14 00:00:00
S104395,71.05,3.14,0.83,17.31,2024-07-02 00:00:00
S104396,55.54,5.45,0.7,8.38,2024-04-17 00:00:00
S104397,76.92,2.97,1.23,0.0,2024-02-12 00:00:00
S104398,87.92,3.35,0.61,15.64,2024-02-15 00:00:00
S104399,72.0,2.97,0.89,5.45,2024-01-26 00:00:00
S104400,100.0,3.73,0.96,13.41,2024-03-25 00:00:00
S104401,89.53,3.54,3.14,17.88,2024-01-14 00:00:00
S104402,88.21,3.32,0.4,1.39,2024-03-18 00:00:00
S104403,88.3,1.91,0.11,16.45,2024-02-27 00:00:00
S104404,76.18,2.76,1.53,20.79,2024-01-20 00:00:00
S104405,78.0,3.44,0.92,0.45,2024-02-05 00:00:00
S104406,88.74,0.68,0.54,19.94,2024-04-05 00:00:00
S104407,60.23,4.61,1.82,28.29,2024-02-27 00:00:00
S104408,68.48,6.29,2.92,13.21,2024-03-29 00:00:00
S104409,67.69,3.62,0.36,20.18,2024-03-24 00:00:00
S104410,92.99,4.29,4.32,7.97,2024-03-16 00:00:00
S104411,85.62,4.59,0.95,21.44,2024-02-20 00:00:00
S104412,71.5,1.67,1.53,18.57,2024-05-03 00:00:00
S104413,57.0,4.11,2.3,16.52,2024-02-28 00:00:00
S104414,62.51,2.37,4.36,16.13,2024-05-03 00:00:00
S104415,46.29,5.01,0.46,17.76,2024-01-19 00:00:00
S104416,59.12,3.33,0.08,14.55,2024-04-27 00:00:00
S104417,71.51,3.39,1.06,8.19,2024-04-15 00:00:00
S104418,76.24,1.27,0.06,13.97,2024-05-22 00:00:00
S104419,71.84,2.37,2.06,14.67,2024-04-26 00:00:00
S104420,86.06,1.81,2.64,6.78,2024-03-24 00:00:00
S104421,73.75,4.21,0.77,14.23,2024-01-27 00:00:00
S104422,61.86,1.6,0.24,14.57,2024-02-12 00:00:00
S104423,63.02,3.74,0.04,11.36,2024-03-05 00:00:00
S104424,100.0,2.51,0.31,17.47,2024-03-08 00:00:00
S104425,80.1,1.21,3.0,19.13,2024-04-03 00:00:00
S104426,72.0,3.22,1.78,10.35,2024-04-13 00:00:00
S104427,86.63,1.97,2.84,16.04,2024-03-17 00:00:00
S104428,79.42,2.83,7.68,21.36,2024-03-27 06:36:38
S104429,53.81,0.0,4.05,7.93,2024-05-13 00:00:00
S104430,89.31,4.31,0.22,3.36,2024-03-31 00:00:00
S104431,59.0,4.2,0.34,8.41,2024-02-12 00:00:00
S104432,79.76,2.63,0.89,18.69,2024-01-11 00:00:00
S104433,84.94,1.47,1.5,11.8,2024-03-24 00:00:00
S104434,62.14,3.78,0.59,6.33,2024-03-07 00:00:00
S104435,70.24,2.75,0.54,23.89,2024-05-14 00:00:00
S104436,80.0,1.79,3.9,6.74,2024-05-28 00:00:00
S104437,60.43,2.39,1.22,13.81,2024-04-11 00:00:00
S104438,51.94,3.33,0.28,20.16,2024-01-10 00:00:00
S104439,82.2,3.98,2.28,19.69,2024-04-19 00:00:00
S104440,86.66,4.98,0.91,17.92,2024-02-09 00:00:00
S104441,72.0,3.26,3.14,10.32,2024-04-06 00:00:00
S104442,65.53,1.17,0.93,18.91,2024-03-03 00:00:00
S104443,100.0,0.32,0.35,15.1,2024-03-17 00:00:00
S104444,62.3,2.94,0.95,17.85,2024-05-21 00:00:00
S104445,74.87,3.56,1.11,24.59,2024-01-14 00:00:00
S104446,81.26,2.5,2.25,6.64,2024-03-18 00:00:00
S104447,78.6,4.72,1.52,17.7,2024-04-30 00:00:00
S104448,87.32,1.61,0.23,15.99,2024-01-28 00:00:00
S104449,85.57,2.86,1.33,21.61,2024-05-09 00:00:00
S104450,75.4,1.49,0.76,27.45,2024-04-04 19:50:12
S104451,86.66,7.04,1.58,27.23,2024-02-05 00:00:00
S104452,58.43,3.37,0.97,20.85,2024-02-15 00:00:00
S104453,76.83,3.36,1.22,10.81,2024-01-19 00:00:00
S104454,62.0,1.06,0.77,12.04,2024-03-14 02:16:04
S104455,80.0,3.34,0.91,20.05,2024-03-14 00:00:00
S104456,86.14,2.05,0.94,5.99,2024-05-20 00:00:00
S104457,86.54,3.87,0.24,13.37,2024-02-22 00:00:00
S104458,74.73,0.68,2.62,9.83,2024-03-23 00:00:00
S104459,75.4,0.71,8.0,6.76,2024-02-07 00:00:00
S104460,54.96,2.34,0.44,16.73,2024-04-27 00:00:00
S104461,65.09,4.02,2.4,20.53,2024-02-27 00:00:00
S104462,70.7,3.96,4.69,19.2,2024-08-05 00:00:00
S104463,84.41,1.87,0.81,15.83,2024-01-10 00:00:00
S104464,66.78,5.02,0.46,12.53,2024-01-21 00:00:00
S104465,72.56,1.15,5.55,11.33,2024-01-19 00:00:00
S104466,72.34,1.25,0.18,21.1,2024-05-01 00:00:00
S104467,64.7,3.54,0.29,11.42,2024-04-18 00:00:00
S104468,97.86,1.89,3.98,11.22,2024-04-07 00:00:00
S104469,74.07,3.8,0.52,17.88,2024-01-25 00:00:00
S104470,73.79,0.59,1.81,8.13,2024-02-22 00:00:00
S104471,79.2,3.51,0.16,15.6,2024-05-16 00:00:00
S104472,64.8,3.6,4.15,11.3,2024-02-14 00:00:00
S104473,61.5,6.37,0.39,10.3,2024-01-25 00:00:00
S104474,93.59,0.0,0.35,13.25,2024-05-19 00:00:00
S104475,82.49,2.18,1.85,20.28,2024-05-07 00:00:00
S104476,60.59,5.64,0.96,16.24,2024-01-31 00:00:00
S104477,67.22,2.62,1.96,17.05,2024-01-27 00:00:00
S104478,72.43,4.0,0.88,20.31,2024-05-16 00:00:00
S104479,65.0,3.17,1.74,19.37,2024-03-20 00:00:00
S104480,60.8,2.54,0.07,13.75,2024-01-25 00:00:00
S104481,85.09,1.95,1.55,18.9,2024-01-31 00:00:00
S104482,71.0,2.68,4.73,13.82,2024-05-21 00:00:00
S104483,69.43,2.02,1.76,18.07,2024-03-31 00:00:00
S104484,56.65,5.43,3.41,22.29,2024-01-16 00:00:00
S104485,83.8,4.23,0.58,18.64,2024-02-20 00:00:00
S104486,80.5,5.17,2.52,6.28,2024-02-26 00:00:00
S104487,56.3,3.83,1.83,11.52,2024-02-19 00:00:00
S104488,78.23,2.37,1.13,19.53,2024-04-25 00:00:00
S104489,79.69,1.48,1.36,0.0,2024-04-06 00:00:00
S104490,76.33,3.11,2.28,17.27,2024-04-09 00:00:00
S104491,85.77,3.21,0.23,16.87,2024-03-22 00:00:00
S104492,82.77,2.51,0.21,34.09,2024-05-08 00:00:00
S104493,100.0,2.38,1.43,18.03,2024-03-31 00:00:00
S104494,81.0,1.99,2.06,14.24,2024-12-01 00:00:00
S104495,69.47,1.53,1.88,23.15,2024-10-02 00:00:00
S104496,68.27,4.75,0.25,12.59,2024-05-07 00:00:00
S104497,68.44,2.92,1.23,15.3,2024-02-09 23:33:17
S104498,64.9,3.47,2.78,15.62,2024-02-29 00:00:00
S104499,67.3,1.25,0.59,19.2,2024-04-20 00:00:00
S104500,76.98,3.65,0.15,8.54,2024-04-02 00:00:00
S104501,72.59,4.59,0.63,20.83,2024-04-11 00:00:00
S104502,78.09,2.14,3.33,11.32,2024-02-05 00:00:00
S104503,73.76,3.53,1.33,29.42,2024-01-17 00:00:00
S104504,62.03,3.63,3.1,4.41,2024-05-26 00:00:00
S104505,93.19,0.76,4.9,9.7,2024-04-19 00:00:00
S104506,76.59,1.58,1.93,0.79,2024-03-29 00:00:00
S104507,85.35,5.23,0.54,35.75,2024-03-29 00:00:00
S104508,57.0,0.97,1.69,6.41,2024-04-12 00:00:00
S104509,73.23,5.02,1.03,20.32,2024-05-08 00:00:00
S104510,81.26,3.49,3.76,20.09,2024-03-16 18:44:12
S104511,66.59,2.53,0.34,8.66,2024-03-06 00:00:00
S104512,85.1,5.41,0.07,20.41,2024-05-03 00:00:00
S104513,63.72,0.88,3.9,7.52,2024-05-12 00:00:00
S104514,89.11,0.0,0.07,9.31,2024-12-03 00:00:00
S104515,79.81,3.2,0.79,4.07,2024-05-27 00:00:00
S104516,81.72,4.21,3.22,19.69,2024-01-28 00:00:00
S104517,69.1,0.91,0.57,1.29,2024-05-04 00:00:00
S104518,76.53,1.46,4.85,17.75,2024-03-23 00:00:00
S104519,83.88,3.25,0.44,14.13,2024-01-29 00:00:00
S104520,99.2,3.64,5.17,27.2,2024-05-29 00:00:00
S104521,74.89,2.33,1.27,15.23,2024-02-27 00:00:00
S104522,83.07,4.13,0.35,20.94,2024-01-26 00:00:00
S104523,65.11,2.89,0.55,18.58,2024-05-29 00:00:00
S104524,63.95,1.21,2.52,14.28,2024-02-03 00:00:00
S104525,56.56,2.89,0.72,22.8,2024-04-12 00:00:00
S104526,79.91,4.01,0.04,17.66,2024-05-27 00:00:00
S104527,71.05,0.59,0.12,21.29,2024-05-10 00:00:00
S104528,60.9,1.41,2.01,8.51,2024-01-19 00:00:00
S104529,74.82,3.69,0.78,18.7,2024-04-17 00:00:00
S104530,60.72,3.9,7.38,20.61,2024-04-21 00:00:00
S104531,93.88,1.54,1.44,7.38,2024-04-24 00:00:00
S104532,70.61,1.26,1.25,14.48,2024-04-23 00:00:00
S104533,70.39,1.55,2.64,2.83,2024-02-05 00:00:00
S104534,73.86,3.27,1.46,3.89,2024-01-29 00:00:00
S104535,81.93,5.3,1.92,14.58,2024-02-27 00:00:00
S104536,65.67,4.29,8.0,27.6,2024-05-25 00:00:00
S104537,100.0,2.36,0.88,28.14,2024-05-14 00:00:00
S104538,67.0,0.0,1.35,12.87,2024-04-18 00:00:00
S104539,91.16,3.65,3.94,8.34,2024-11-05 00:00:00
S104540,84.27,3.14,1.3,21.49,2024-11-04 00:00:00
S104541,88.5,2.35,1.65,0.98,2024-03-29 00:00:00
S104542,77.33,5.1,0.99,12.18,2024-03-26 00:00:00
S104543,80.14,2.85,5.33,9.76,2024-03-24 00:00:00
S104544,74.1,4.56,1.84,14.4,2024-01-15 00:00:00
S104545,72.87,3.65,1.62,24.63,2024-01-19 00:00:00
S104546,72.83,1.59,1.3,0.0,2024-03-04 00:00:00
S104547,66.0,2.44,0.27,17.17,2024-12-05 00:00:00
S104548,76.05,2.76,1.59,17.4,2024-03-04 00:00:00
S104549,77.72,4.52,4.57,14.57,2024-03-24 00:00:00
S104550,60.9,3.61,3.42,17.04,2024-04-26 00:00:00
S104551,91.85,4.26,2.38,18.6,2024-02-26 00:00:00
S104552,78.2,1.53,2.16,16.11,2024-05-01 00:00:00
S104553,80.2,3.11,5.26,0.75,2024-01-21 00:00:00
S104554,75.9,1.55,1.39,8.78,2024-02-14 00:00:00
S104555,81.96,4.05,2.5,26.18,2024-02-03 00:00:00
S104556,69.1,1.58,1.37,6.83,2024-04-21 00:00:00
S104557,77.09,3.95,3.5,15.56,2024-02-23 00:00:00
S104558,91.31,3.98,0.55,9.95,2024-05-16 00:00:00
S104559,85.22,5.46,0.5,19.16,2024-04-29 00:00:00
S104560,99.67,2.97,3.73,13.58,2024-05-27 00:00:00
S104561,53.8,1.81,0.46,19.58,2024-05-15 00:00:00
S104562,71.65,1.75,8.0,17.68,2024-04-07 00:00:00
S104563,79.93,4.1,0.84,12.27,2024-02-04 00:00:00
S104564,72.12,4.92,1.27,0.0,2024-06-02 00:00:00
S104565,92.55,1.06,1.53,8.94,2024-07-05 00:00:00
S104566,80.32,6.78,0.68,6.56,2024-05-28 00:00:00
S104567,70.21,3.55,0.0,6.5,2024-07-03 00:00:00
S104568,86.78,3.74,1.47,18.52,2024-04-29 00:00:00
S104569,83.87,2.62,0.95,29.17,2024-02-15 00:00:00
S104570,77.59,1.95,4.84,0.0,2024-05-24 00:00:00
S104571,76.93,0.87,0.15,4.46,2024-03-28 00:00:00
S104572,89.75,3.97,2.35,16.62,2024-04-03 00:00:00
S104573,50.68,4.43,3.81,13.23,2024-02-19 00:00:00
S104574,86.0,3.31,1.17,18.17,2024-04-24 00:00:00
S104575,84.0,1.6,3.33,14.67,2024-05-08 00:00:00
S104576,84.39,4.28,5.38,24.22,2024-02-18 00:00:00
S104577,72.86,2.92,1.22,18.99,2024-05-05 00:00:00
S104578,85.93,2.94,0.56,21.14,2024-04-04 00:00:00
S104579,58.1,2.05,1.1,22.13,2024-03-12 00:00:00
S104580,67.54,2.38,1.48,6.65,2024-03-31 00:00:00
S104581,87.27,4.39,0.2,19.11,2024-01-14 00:00:00
S104582,50.48,1.81,0.52,19.5,2024-05-03 00:00:00
S104583,85.12,0.67,3.73,12.61,2024-02-26 00:00:00
S104584,75.35,1.05,8.0,12.56,2024-04-25 00:00:00
S104585,71.64,4.38,0.37,12.76,2024-05-02 00:00:00
S104586,80.76,3.05,3.95,8.84,2024-03-04 00:00:00
S104587,75.57,3.08,0.51,5.34,2024-03-30 17:11:58
S104588,58.66,4.84,0.48,30.02,2024-04-15 00:00:00
S104589,76.58,2.47,0.89,22.56,2024-04-29 00:00:00
S104590,71.75,2.68,2.76,15.18,2024-03-28 00:00:00
S104591,65.55,2.06,0.03,4.73,2024-01-10 00:00:00
S104592,93.44,2.32,0.82,18.82,2024-01-02 00:00:00
S104593,62.17,0.56,0.67,12.45,2024-05-24 00:00:00
S104594,60.27,3.09,1.22,13.9,2024-02-20 16:01:27
S104595,67.78,2.44,2.05,30.73,2024-02-18 00:00:00
S104596,58.08,4.15,0.06,28.29,2024-02-19 00:00:00
S104597,83.63,3.46,5.57,0.0,2024-04-23 00:00:00
S104598,86.65,3.67,0.63,17.56,2024-03-25 00:00:00
S104599,76.0,3.83,1.14,16.16,2024-05-08 00:00:00
S104600,46.0,2.93,2.92,17.49,2024-03-03 00:00:00
S104601,68.21,2.73,1.98,11.1,2024-03-12 00:00:00
S104602,100.0,6.0,1.4,15.02,2024-04-05 00:00:00
S104603,97.54,2.96,1.42,7.34,2024-04-29 00:00:00
S104604,58.82,2.59,0.74,22.26,2024-03-15 03:31:40
S104605,67.38,2.37,0.42,22.05,2024-05-16 00:00:00
S104606,86.85,3.12,0.83,26.49,2024-03-19 00:00:00
S104607,73.01,2.67,3.47,9.58,2024-05-28 00:00:00
S104608,81.2,3.31,5.25,16.89,2024-10-05 00:00:00
S104609,74.2,2.73,2.41,29.3,2024-02-28 00:00:00
S104610,75.67,4.45,0.57,10.27,2024-01-25 00:00:00
S104611,68.12,3.43,0.41,7.93,2024-03-30 00:00:00
S104612,76.32,3.44,1.33,17.1,2024-03-16 06:00:45
S104613,100.0,4.27,2.06,23.16,2024-02-15 00:00:00
S104614,53.43,5.04,1.44,10.33,2024-11-05 00:00:00
S104615,68.0,1.64,0.48,28.53,2024-02-01 00:00:00
S104616,65.0,3.11,3.16,8.59,2024-02-16 00:00:00
S104617,82.11,1.64,0.66,19.61,2024-03-03 08:24:41
S104618,97.57,3.68,0.32,10.26,2024-03-27 00:00:00
S104619,84.3,0.83,1.7,11.74,2024-01-19 00:00:00
S104620,66.12,1.41,3.11,20.76,2024-04-07 00:00:00
S104621,75.35,5.18,2.07,13.54,2024-01-23 00:00:00
S104622,88.2,5.01,1.83,4.37,2024-04-21 00:00:00
S104623,95.59,0.42,1.51,9.41,2024-05-27 00:00:00
S104624,79.87,0.96,3.65,20.05,2024-03-25 00:00:00
S104625,64.42,3.12,1.57,17.78,2024-04-15 00:00:00
S104626,75.24,3.07,7.52,20.08,2024-04-22 00:00:00
S104627,90.11,2.79,1.34,10.78,2024-01-17 00:00:00
S104628,80.0,1.72,2.32,7.58,2024-02-13 00:00:00
S104629,79.0,3.12,4.93,9.27,2024-03-15 00:00:00
S104630,68.02,4.41,5.7,9.75,2024-05-22 00:00:00
S104631,83.67,7.16,2.48,14.67,2024-02-06 00:00:00
S104632,58.82,0.25,0.41,6.71,2024-03-20 00:00:00
S104633,54.97,0.52,0.65,22.46,2024-05-16 00:00:00
S104634,67.18,3.63,0.22,18.61,2024-01-12 00:00:00
S104635,78.29,3.71,0.28,8.95,2024-01-05 00:00:00
S104636,68.12,2.86,0.64,13.61,2024-04-16 00:00:00
S104637,75.55,4.39,1.71,8.79,2024-02-02 00:00:00
S104638,70.88,4.51,2.0,13.95,2024-05-17 00:00:00
S104639,89.32,3.24,0.02,9.16,2024-12-04 00:00:00
S104640,84.89,6.86,3.17,30.0,2024-05-20 00:00:00
S104641,70.07,3.56,0.6,3.86,2024-03-27 00:00:00
S104642,73.0,4.06,0.73,6.11,2024-05-26 00:00:00
S104643,64.36,1.93,6.78,13.34,2024-01-30 00:00:00
S104644,81.0,3.44,1.67,15.66,2024-05-17 00:00:00
S104645,79.59,5.34,0.63,15.7,2024-02-09 00:00:00
S104646,84.0,2.37,0.13,21.42,2024-04-14 00:00:00
S104647,67.79,4.84,0.82,18.1,2024-03-19 00:00:00
S104648,74.34,0.52,1.22,8.55,2024-03-31 00:00:00
S104649,72.6,4.14,0.23,22.43,2024-05-21 00:00:00
S104650,77.4,1.57,7.44,19.4,2024-04-02 00:00:00
S104651,81.47,3.2,4.85,24.71,2024-02-20 00:00:00
S104652,66.96,4.64,1.45,15.36,2024-05-23 00:00:00
S104653,81.8,6.06,3.8,22.63,2024-01-23 00:00:00
S104654,84.59,1.43,0.74,0.0,2024-04-19 00:00:00
S104655,68.56,3.79,1.69,11.6,2024-03-01 00:00:00
S104656,66.0,0.0,1.11,8.61,2024-05-15 00:00:00
S104657,68.16,1.21,1.09,19.91,2024-01-30 00:00:00
S104658,65.16,4.91,0.07,9.82,2024-03-04 00:00:00
S104659,91.41,4.11,1.17,21.83,2024-03-24 00:00:00
S104660,100.0,3.89,0.05,20.51,2024-02-11 00:00:00
S104661,58.96,4.26,1.31,10.75,2024-02-16 00:00:00
S104662,64.4,3.81,1.89,16.67,2024-04-21 00:00:00
S104663,73.32,2.88,1.22,13.5,2024-01-31 00:00:00
S104664,47.62,1.45,6.77,15.81,2024-01-18 00:00:00
S104665,82.58,4.63,2.21,20.25,2024-01-22 00:00:00
S104666,67.33,5.17,0.58,12.72,2024-05-23 00:00:00
S104667,86.87,2.11,0.89,3.41,2024-02-02 00:00:00
S104668,73.07,2.79,1.15,19.17,2024-03-09 00:00:00
S104669,64.39,4.38,4.93,22.51,2024-04-18 00:00:00
S104670,72.85,4.32,0.38,3.1,2024-03-10 00:00:00
S104671,79.73,5.22,1.25,14.74,2024-04-20 00:00:00
S104672,61.24,6.05,1.06,8.48,2024-04-04 00:00:00
S104673,67.46,4.36,0.45,22.89,2024-02-13 00:00:00
S104674,48.3,2.62,2.19,23.28,2024-01-10 04:14:11
S104675,90.0,4.72,2.25,9.33,2024-06-03 00:00:00
S104676,51.99,3.88,0.93,5.79,2024-03-19 00:00:00
S104677,62.96,3.9,1.41,16.71,2024-02-17 00:00:00
S104678,91.0,3.32,0.21,7.24,2024-04-29 00:00:00
S104679,54.36,1.64,0.68,21.0,2024-04-23 00:00:00
S104680,80.73,1.39,0.27,14.08,2024-02-05 00:00:00
S104681,78.45,4.68,3.28,26.24,2024-04-26 00:00:00
S104682,67.93,6.42,0.28,26.55,2024-05-05 00:00:00
S104683,41.62,3.38,1.51,25.86,2024-02-11 00:00:00
S104684,98.34,3.87,2.49,17.82,2024-02-07 00:00:00
S104685,52.24,5.5,1.35,8.38,2024-02-28 00:00:00
S104686,66.23,2.55,5.45,4.62,2024-01-30 00:00:00
S104687,69.8,5.41,1.72,19.16,2024-04-11 15:03:46
S104688,75.83,4.14,1.11,19.69,2024-02-23 00:00:00
S104689,75.25,2.64,2.16,16.83,2024-01-31 00:00:00
S104690,81.42,2.14,1.88,5.7,2024-04-18 00:00:00
S104691,75.87,2.63,1.8,9.42,2024-04-02 00:00:00
S104692,83.28,5.09,0.58,15.58,2024-03-21 00:00:00
S104693,77.48,4.88,6.59,10.71,2024-04-24 00:00:00
S104694,84.7,2.41,0.67,9.57,2024-04-26 00:00:00
S104695,89.4,4.58,2.54,8.23,2024-03-11 00:00:00
S104696,89.93,4.55,0.02,14.05,2024-02-13 00:00:00
S104697,67.35,2.44,2.24,13.55,2024-02-20 00:00:00
S104698,81.06,2.1,0.33,9.21,2024-02-04 00:00:00
S104699,57.99,1.31,1.85,15.07,2024-07-05 00:00:00
S104700,88.48,3.92,1.13,16.75,2024-02-13 00:00:00
S104701,95.17,0.64,1.61,17.47,2024-03-06 00:00:00
S104702,56.47,3.46,2.03,8.3,2024-05-27 14:43:07
S104703,80.96,3.74,0.12,12.85,2024-01-26 00:00:00
S104704,88.02,4.04,1.48,15.11,2024-02-20 00:00:00
S104705,91.16,4.55,0.72,15.88,2024-11-01 00:00:00
S104706,80.0,1.64,3.39,5.66,2024-01-23 00:00:00
S104707,77.47,4.8,1.07,12.61,2024-01-26 00:00:00
S104708,71.58,5.26,1.22,19.15,2024-02-04 04:01:20
S104709,78.79,5.69,0.76,10.84,2024-02-09 00:00:00
S104710,93.45,5.04,4.41,17.49,2024-08-04 00:00:00
S104711,77.71,3.4,5.25,15.1,2024-02-19 06:56:02
S104712,87.0,3.1,0.16,11.78,2024-05-21 00:00:00
S104713,72.77,2.45,1.75,23.83,2024-03-28 00:00:00
S104714,78.73,5.24,0.91,12.88,2024-01-30 00:00:00
S104715,88.23,2.52,1.69,13.53,2024-04-16 00:00:00
S104716,92.7,5.0,1.94,11.61,2024-02-18 00:00:00
S104717,66.57,3.77,0.49,25.36,2024-03-25 12:04:47
S104718,77.11,4.92,1.56,24.74,2024-02-07 00:00:00
S104719,64.83,2.98,0.87,23.03,2024-02-23 00:00:00
S104720,74.19,8.04,3.05,21.09,2024-04-05 10:33:00
S104721,71.72,0.64,3.37,8.81,2024-05-13 00:00:00
S104722,54.72,2.31,1.51,11.85,2024-03-04 00:00:00
S104723,65.11,1.55,0.62,9.61,2024-03-14 00:00:00
S104724,69.66,2.65,0.54,22.21,2024-01-28 00:00:00
S104725,85.02,1.4,1.0,31.35,2024-04-25 00:00:00
S104726,64.15,1.45,0.23,19.75,2024-05-22 00:00:00
S104727,69.35,3.62,0.78,26.73,2024-03-21 00:00:00
S104728,67.38,3.84,0.19,18.2,2024-02-07 00:00:00
S104729,61.92,4.96,1.22,17.22,2024-01-30 00:00:00
S104730,78.02,3.33,1.66,10.94,2024-01-11 00:00:00
S104731,71.06,1.53,0.11,19.29,2024-05-05 00:00:00
S104732,55.0,1.82,0.87,21.39,2024-03-04 00:00:00
S104733,94.13,2.95,1.42,22.38,2024-01-12 00:00:00
S104734,68.73,1.37,0.2,15.72,2024-07-04 00:00:00
S104735,86.0,5.09,0.59,16.39,2024-05-29 00:00:00
S104736,79.63,4.97,1.22,14.57,2024-05-23 00:00:00
S104737,68.89,4.0,5.67,11.05,2024-03-29 00:00:00
S104738,87.6,3.39,0.57,21.17,2024-05-12 00:00:00
S104739,84.0,1.36,4.48,1.73,2024-01-28 09:00:20
S104740,76.27,4.1,1.34,3.29,2024-05-27 00:00:00
S104741,86.0,1.56,0.27,11.17,2024-12-01 00:00:00
S104742,83.53,1.45,0.14,6.08,2024-04-24 00:00:00
S104743,62.31,5.45,0.45,22.6,2024-03-06 00:00:00
S104744,83.89,2.85,4.42,11.9,2024-05-19 00:00:00
S104745,66.86,2.67,0.35,21.14,2024-01-18 00:00:00
S104746,64.8,3.86,2.83,24.13,2024-01-24 00:00:00
S104747,78.4,3.56,2.16,15.43,2024-03-08 00:00:00
S104748,69.2,0.5,0.56,17.29,2024-05-12 00:00:00
S104749,60.7,3.03,1.02,23.59,2024-04-03 00:00:00
S104750,81.93,4.31,3.73,21.99,2024-12-01 00:00:00
S104751,89.93,1.2,4.45,0.5,2024-01-30 00:00:00
S104752,85.4,4.83,3.74,12.11,2024-03-10 00:00:00
S104753,62.36,1.71,0.39,18.59,2024-05-23 00:00:00
S104754,47.8,0.86,0.14,16.51,2024-05-04 00:00:00
S104755,71.97,1.58,1.87,8.05,2024-01-21 00:00:00
S104756,75.89,2.23,0.21,3.05,2024-04-05 00:00:00
S104757,83.72,1.57,1.7,19.28,2024-02-25 00:00:00
S104758,76.69,3.49,2.57,9.1,2024-03-19 00:00:00
S104759,70.91,2.6,2.07,14.06,2024-05-06 21:34:22
S104760,60.03,4.51,0.24,16.01,2024-04-16 00:00:00
S104761,80.61,1.71,1.77,13.86,2024-02-29 00:00:00
S104762,84.57,3.26,0.67,8.48,2024-04-20 00:00:00
S104763,82.1,3.09,0.09,14.42,2024-01-22 00:00:00
S104764,67.58,2.04,1.18,11.19,2024-03-24 00:00:00
S104765,63.0,2.79,2.73,26.59,2024-03-01 00:00:00
S104766,85.7,2.21,1.61,16.49,2024-04-05 22:27:20
S104767,100.0,1.04,7.36,32.97,2024-03-15 00:00:00
S104768,60.57,1.85,0.47,5.77,2024-05-16 00:00:00
S104769,71.57,0.0,4.82,12.89,2024-03-06 00:00:00
S104770,54.03,0.0,5.15,12.87,2024-01-24 00:00:00
S104771,61.41,0.0,4.76,9.56,2024-03-08 00:00:00
S104772,59.79,2.51,0.51,12.54,2024-02-22 00:00:00
S104773,97.0,0.76,1.89,11.64,2024-02-10 00:00:00
S104774,81.0,3.42,0.69,8.15,2024-03-28 00:00:00
S104775,67.55,4.83,5.81,27.56,2024-05-13 00:00:00
S104776,100.0,0.57,2.03,14.42,2024-02-27 00:00:00
S104777,82.2,4.23,2.78,21.49,2024-03-15 00:00:00
S104778,64.88,1.67,3.0,21.93,2024-02-14 00:00:00
S104779,58.83,2.8,0.89,25.0,2024-01-23 00:00:00
S104780,86.47,3.26,0.74,8.12,2024-05-09 00:00:00
S104781,80.54,2.98,0.12,23.86,2024-01-13 00:00:00
S104782,69.0,0.0,2.36,14.48,2024-03-10 00:00:00
S104783,76.35,2.55,3.09,29.25,2024-05-11 06:31:40
S104784,65.68,2.7,2.03,18.67,2024-05-18 00:00:00
S104785,52.26,2.14,0.52,6.93,2024-05-28 00:00:00
S104786,74.4,3.83,2.02,23.8,2024-01-20 00:00:00
S104787,81.77,4.79,3.05,23.11,2024-03-27 00:00:00
S104788,86.77,4.01,0.43,5.96,2024-05-12 00:00:00
S104789,64.4,2.47,1.37,20.21,2024-02-16 00:00:00
S104790,85.48,0.78,0.1,26.22,2024-04-17 00:00:00
S104791,86.77,3.57,0.12,18.35,2024-01-29 20:04:18
S104792,68.1,3.09,6.11,8.18,2024-02-13 00:00:00
S104793,66.24,5.55,1.91,22.07,2024-03-11 00:00:00
S104794,66.07,2.01,1.33,19.66,2024-01-25 00:00:00
S104795,96.0,2.45,0.08,13.38,2024-01-31 00:00:00
S104796,63.3,2.08,3.58,11.78,2024-03-16 00:00:00
S104797,54.8,1.39,0.06,19.63,2024-03-17 00:00:00
S104798,82.96,4.84,4.7,8.63,2024-02-22 00:00:00
S104799,88.5,5.28,2.94,16.41,2024-02-05 00:00:00
S104800,86.16,1.96,2.02,23.39,2024-02-22 00:00:00
S104801,90.0,5.31,0.41,25.64,2024-03-07 00:00:00
S104802,82.58,1.2,3.27,11.32,2024-04-23 00:00:00
S104803,71.4,3.98,0.17,3.89,2024-04-04 00:00:00
S104804,75.95,2.78,2.85,10.05,2024-01-22 00:00:00
S104805,90.91,3.28,1.21,20.71,2024-09-05 00:00:00
S104806,68.7,1.13,3.12,9.81,2024-02-05 00:00:00
S104807,88.59,2.55,5.28,22.58,2024-02-15 00:00:00
S104808,97.0,2.56,2.13,9.8,2024-04-25 00:00:00
