student_id,enrollment_date,family_income_lpa,cgpa,backlogs,failed_subjects,at_risk_flag
S104570,2022-04-27,1.4,4.94,0,0,0
S104571,2022-11-20,5.4,8.43,0,0,1
S104572,2022-07-23,3.9,4.72,1,0,0
S104573,2022-08-03,1.0,3.73,0,1,0
S104574,2023-01-02,4.1,7.38,0,0,1
S104575,2021-01-11,4.1,5.17,0,0,0
S104576,2023-01-19,2.9,7.37,0,0,0
S104577,2023-02-06,10.0,5.91,3,0,0
S104578,2022-05-10,6.1,6.64,0,0,1
S104579,2022-02-14,4.1,7.05,0,0,0
S104580,2021-08-09,1.7,6.31,0,0,1
S104581,2021-11-05,3.2,6.84,1,0,1
S104582,2021-11-18,4.1,6.75,1,1,0
S104583,2022-11-12,9.3,5.34,1,0,1
S104584,2023-02-02,2.0,8.45,0,0,1
S104585,2023-06-04,16.6,10.0,0,0,1
S104586,2023-02-23,10.7,8.14,0,0,1
S104587,2023-07-19,3.2,5.39,0,0,1
S104588,2023-04-19,4.1,7.56,1,1,1
S104589,2023-02-24,2.7,5.79,0,0,1
S104590,2023-05-30,1.5,7.65,1,0,1
S104591,2021-08-27,14.4,9.43,0,0,0
S104592,2021-07-02,8.3,5.74,0,0,1
S104593,2022-04-30,3.1,7.75,1,0,1
S104594,2023-04-12,4.1,6.48,0,0,1
S104595,2022-03-16,4.1,5.86,0,0,1
S104596,2021-11-26,10.3,7.75,1,0,0
S104597,2023-01-14,5.3,9.78,0,0,0
S104598,2021-11-02,2.8,7.73,0,0,0
S104599,2022-07-23,5.4,7.67,0,0,0
S104600,2022-04-17,5.5,4.31,1,0,1
S104601,2022-05-27,1.9,9.5,1,0,0
S104602,2023-07-16,5.8,7.29,1,0,0
S104603,2022-02-11,2.4,5.39,0,0,0
S104604,2023-01-02,2.2,6.82,0,0,1
S104605,2022-01-29,10.4,6.49,2,0,0
S104606,2023-02-20,5.5,8.57,0,0,0
S104607,2021-09-08,2.1,6.88,2,0,1
S104608,2023-02-09,1.0,8.95,0,0,0
S104609,2023-06-01,1.0,8.02,0,1,1
S104610,2022-06-07,7.0,7.88,0,0,0
S104611,2022-03-01,1.5,9.02,0,0,1
S104612,2022-05-02,1.0,6.18,2,0,1
S104613,2023-07-16,13.4,8.28,2,0,0
S104614,2022-08-15,1.0,6.9,0,0,1
S104615,2023-04-16,1.9,5.36,0,0,0
S104616,2022-03-31,4.6,7.56,0,0,0
S104617,2021-11-29,2.9,8.61,1,0,1
S104618,2022-11-08,1.2,9.31,0,1,0
S104619,2022-02-24,8.3,7.41,0,0,1
S104620,2023-01-15,3.4,8.06,1,0,0
S104621,2022-10-04,1.3,6.98,0,1,0
S104622,2023-03-31,18.7,5.9,0,0,0
S104623,2022-04-02,13.9,4.62,0,0,1
S104624,2022-05-20,5.2,8.43,0,0,1
S104625,2023-05-13,2.4,7.9,0,1,1
S104626,2022-06-10,1.0,6.06,0,2,1
S104627,2022-05-22,7.1,7.89,1,0,1
S104628,2022-05-18,7.4,6.57,0,0,1
S104629,2022-04-10,1.0,7.21,1,1,0
S104630,2021-09-26,10.0,5.87,2,0,1
S104631,2022-02-03,3.9,6.8,0,1,0
S104632,2023-08-28,1.9,8.82,0,0,1
S104633,2022-05-04,4.1,4.92,0,0,1
S104634,2022-12-26,8.6,5.62,0,0,0
S104635,2022-01-14,11.5,8.08,1,0,0
S104636,2021-12-26,14.4,6.42,1,0,1
S104637,2023-01-16,3.3,8.59,0,0,1
S104638,2021-11-22,3.7,6.85,0,0,0
S104639,2021-08-03,10.1,8.86,0,0,0
S104640,2021-08-25,9.7,6.35,1,0,0
S104641,2021-07-19,3.1,6.83,0,0,1
S104642,2021-12-27,1.0,5.11,1,1,0
S104643,2022-11-09,1.5,7.0,0,0,1
S104644,2023-06-27,1.0,5.92,0,1,0
S104645,2023-08-18,1.0,4.38,0,0,1
S104646,2021-12-25,1.1,6.99,2,0,0
S104647,2021-06-12,1.0,6.74,0,1,0
S104648,2021-10-06,18.8,6.68,0,0,0
S104649,2023-06-21,6.8,8.02,1,0,1
S104650,2022-06-03,3.5,4.91,0,1,1
S104651,2022-04-12,3.9,8.54,1,0,0
S104652,2022-10-22,1.0,9.9,1,1,0
S104653,2023-07-12,7.1,6.55,1,0,0
S104654,2022-08-21,2.0,7.42,2,0,0
S104655,2023-05-01,18.1,6.35,0,2,0
S104656,2022-10-13,7.3,5.83,0,0,1
S104657,2022-10-27,8.1,8.25,1,1,1
S104658,2021-07-15,1.0,4.2,0,0,1
S104659,2022-02-28,5.6,9.99,0,0,0
S104660,2022-01-31,9.8,6.76,0,0,1
S104661,2023-08-14,2.6,4.71,1,0,0
S104662,2021-10-10,1.0,5.99,0,0,0
S104663,2023-06-27,10.1,6.04,3,1,0
S104664,2023-01-03,1.0,6.29,0,1,1
S104665,2023-05-21,1.9,6.79,1,1,1
S104666,2023-11-03,4.8,6.25,2,0,0
S104667,2023-03-20,1.3,6.39,1,0,1
S104668,2023-03-03,1.4,6.25,2,0,1
S104669,2023-01-07,1.8,6.57,0,0,1
S104670,2022-05-11,4.3,3.88,0,0,0
S104671,2021-10-12,8.6,7.38,1,1,0
S104672,2022-02-06,9.0,5.94,0,0,0
S104673,2022-12-25,3.6,7.29,0,0,1
S104674,2021-12-25,13.8,6.71,1,0,1
S104675,2021-09-08,15.9,5.24,0,1,1
S104676,2022-04-23,2.0,6.51,0,0,1
S104677,2022-07-30,1.0,7.48,1,0,0
S104678,2022-02-22,3.6,5.14,0,0,0
S104679,2023-02-05,2.7,6.6,1,0,0
S104680,2022-06-26,1.1,6.46,0,0,1
S104681,2023-03-05,1.7,7.16,0,0,1
S104682,2023-03-20,3.7,6.06,1,1,1
S104683,2022-05-04,1.0,7.89,1,0,0
S104684,2021-08-16,1.4,7.01,1,0,0
S104685,2021-03-10,4.6,4.92,1,0,0
S104686,2023-04-14,4.5,6.26,0,0,0
S104687,2023-08-03,8.6,6.86,1,0,1
S104688,2021-03-07,3.1,6.21,0,0,1
S104689,2022-11-10,17.2,7.27,0,0,0
S104690,2023-03-30,2.6,8.76,0,1,0
S104691,2022-03-30,11.1,6.4,1,0,0
S104692,2022-04-08,4.1,6.01,1,0,1
S104693,2022-09-23,8.2,9.27,1,1,1
S104694,2022-11-10,11.1,4.07,0,1,1
S104695,2023-02-28,18.8,8.19,0,1,0
S104696,2021-07-05,3.6,4.48,0,0,0
S104697,2022-02-06,1.1,5.47,0,0,1
S104698,2022-07-24,4.1,4.62,0,0,1
S104699,2022-12-26,1.0,7.53,0,1,1
S104700,2021-01-08,15.3,7.19,0,0,0
S104701,2023-01-13,4.9,7.24,1,0,0
S104702,2023-08-28,9.6,7.25,0,0,0
S104703,2022-01-23,8.4,7.54,0,1,0
S104704,2022-04-11,2.4,6.37,0,0,0
S104705,2023-08-08,3.5,6.61,1,0,0
S104706,2022-12-07,3.4,6.09,1,0,1
S104707,2023-03-17,15.1,6.89,0,1,0
S104708,2022-06-14,2.7,7.04,0,0,0
S104709,2022-07-01,1.1,6.69,1,0,0
S104710,2022-02-07,8.0,6.31,0,0,0
S104711,2021-08-08,7.1,7.26,0,0,0
S104712,2023-01-02,1.0,6.91,1,0,0
S104713,2023-05-01,1.0,4.48,1,0,1
S104714,2022-06-04,1.0,6.64,0,0,0
S104715,2023-01-05,8.6,5.97,0,0,1
S104716,2023-07-29,2.5,6.18,0,1,0
S104717,2021-10-15,4.1,6.78,1,0,0
S104718,2021-11-27,1.0,6.15,0,0,0
S104719,2023-03-24,5.7,5.94,1,0,0
S104720,2023-05-18,3.0,5.46,0,0,0
S104721,2021-09-02,11.8,7.56,0,0,1
S104722,2023-10-01,3.5,8.32,0,0,1
S104723,2023-07-26,5.7,9.86,0,0,1
S104724,2021-10-27,2.2,5.56,1,0,1
S104725,2021-09-11,4.1,5.93,1,1,1
S104726,2021-09-22,3.4,6.12,0,0,0
S104727,2022-05-31,3.5,4.98,0,0,0
S104728,2023-07-29,3.3,9.05,0,0,0
S104729,2022-06-02,10.9,7.6,0,1,0
S104730,2022-06-05,11.4,6.14,0,0,1
S104731,2021-07-25,1.4,6.13,1,1,0
S104732,2023-06-30,1.0,5.4,0,1,1
S104733,2023-07-14,9.7,8.58,0,0,0
S104734,2023-05-02,15.9,10.0,2,0,1
S104735,2022-07-01,10.4,4.33,0,0,1
S104736,2023-06-29,7.4,3.95,0,0,0
S104737,2022-04-03,1.8,7.13,0,0,0
S104738,2021-11-18,2.6,7.33,0,1,1
S104739,2022-01-03,12.6,6.49,0,1,1
S104740,2022-07-10,10.1,4.93,2,1,1
S104741,2022-10-20,4.1,7.93,0,0,1
S104742,2023-08-18,11.2,7.8,0,0,0
S104743,2021-07-29,2.9,5.75,0,0,1
S104744,2023-04-13,1.0,7.98,1,0,0
S104745,2023-03-15,1.0,4.7,0,0,1
S104746,2022-12-08,14.0,5.3,0,0,0
S104747,2021-08-28,1.0,8.37,1,0,1
S104748,2022-03-13,17.3,6.36,0,1,1
S104749,2023-03-04,4.2,5.74,2,0,1
S104750,2022-07-29,16.9,7.23,1,0,0
S104751,2023-11-07,24.3,4.76,0,0,0
S104752,2022-04-28,15.1,6.96,1,0,0
S104753,2021-09-29,18.9,7.46,2,0,1
S104754,2022-04-28,11.2,9.43,1,0,0
S104755,2022-08-15,1.9,6.22,0,2,1
S104756,2022-08-12,13.6,6.03,0,0,1
S104757,2021-07-21,1.8,6.36,0,0,0
S104758,2021-06-10,4.0,7.11,1,0,0
S104759,2023-07-04,5.4,5.8,1,0,1
S104760,2022-05-29,5.9,4.02,1,1,1
S104761,2022-01-20,3.2,7.85,0,0,0
S104762,2021-10-24,14.3,4.0,1,0,0
S104763,2023-04-25,11.5,7.63,1,0,1
S104764,2023-03-19,1.3,8.2,0,1,0
S104765,2022-05-31,1.1,7.52,0,0,1
S104766,2022-03-23,3.3,6.84,2,0,0
S104767,2022-08-22,1.0,4.71,1,0,1
S104768,2022-06-15,3.9,8.09,0,1,1
S104769,2023-02-18,1.0,4.27,0,0,1
S104770,2022-08-05,3.7,6.34,0,0,1
S104771,2023-01-01,3.3,4.49,1,1,1
S104772,2021-09-23,3.1,8.2,1,0,0
S104773,2021-09-20,1.0,8.43,0,0,1
S104774,2023-08-01,1.0,4.95,0,0,1
S104775,2023-01-04,6.4,6.57,0,0,1
S104776,2022-08-12,10.8,7.33,1,0,1
S104777,2022-08-25,5.0,5.89,0,1,1
S104778,2023-08-02,4.4,5.45,1,2,1
S104779,2023-03-13,2.1,6.75,0,1,0
S104780,2023-01-31,2.5,7.43,0,0,0
S104781,2021-02-07,6.3,6.96,0,0,0
S104782,2023-04-07,9.9,6.54,1,0,1
S104783,2022-10-17,10.8,9.41,0,3,0
S104784,2022-01-29,3.8,6.45,0,0,0
S104785,2022-05-26,4.2,8.14,2,0,0
S104786,2023-09-06,12.3,4.63,1,0,0
S104787,2021-09-14,26.6,6.71,0,0,0
S104788,2023-01-17,10.5,5.04,0,0,0
S104789,2023-05-08,11.5,7.24,0,0,1
S104790,2022-08-23,9.9,7.07,0,0,0
S104791,2022-04-27,2.1,7.04,2,0,1
S104792,2022-05-13,16.7,7.1,0,0,0
S104793,2023-06-12,3.7,3.88,0,0,1
S104794,2022-07-18,15.4,9.38,1,2,1
S104795,2022-02-16,1.0,8.23,1,1,1
S104796,2022-02-12,4.9,9.34,0,1,1
S104797,2022-06-28,1.0,6.48,1,0,1
S104798,2022-09-13,8.9,6.94,0,0,0
S104799,2023-06-09,1.0,5.76,0,0,1
S104800,2022-12-15,2.1,6.86,1,0,0
S104801,2022-03-19,1.7,9.31,1,0,0
S104802,2023-04-08,3.9,8.42,0,1,0
S104803,2021-11-15,5.5,7.73,2,1,0
S104804,2022-06-15,5.1,6.32,1,1,1
S104805,2022-07-04,17.1,4.5,1,2,0
S104806,2023-04-30,4.8,8.16,0,0,1
S104807,2021-07-17,2.4,4.34,0,0,0
S104808,2023-08-02,5.5,4.5,0,1,0
S104809,2023-09-01,2.6,6.01,0,1,1
S104810,2021-05-12,43.7,6.91,1,0,0
S104811,2022-02-03,9.1,7.06,0,2,0
S104812,2021-10-09,17.5,5.59,1,0,1
S104813,2022-04-01,9.3,8.56,0,0,1
S104814,2022-07-21,3.1,7.45,1,1,1
S104815,2022-10-21,1.0,5.74,3,0,1
S104816,2023-04-26,4.3,7.62,0,0,0
S104817,2021-08-01,1.3,7.79,1,0,0
S104818,2023-05-27,4.1,7.11,1,0,1
S104819,2022-03-19,18.0,5.27,0,0,0
S104820,2022-12-23,8.0,5.8,2,0,1
S104821,2023-05-16,1.0,5.28,0,1,1
S104822,2022-08-06,8.1,5.8,1,2,1
S104823,2021-09-19,1.0,7.64,1,0,1
S104824,2022-09-16,5.7,8.63,1,2,1
S104825,2022-02-07,9.8,4.81,0,0,1
S104826,2022-01-06,4.7,6.62,0,1,0
S104827,2022-03-12,2.4,4.24,0,0,1
S104828,2022-08-13,1.6,8.5,0,0,1
S104829,2022-07-21,12.3,3.5,0,1,0
S104830,2022-10-15,7.2,7.67,0,0,0
S104831,2023-03-25,5.3,5.65,0,0,0
S104832,2023-07-03,1.9,5.46,2,0,1
S104833,2022-05-27,1.0,7.73,1,1,0
S104834,2023-07-07,1.0,6.66,0,0,1
S104835,2021-10-14,11.7,8.27,0,0,0
S104836,2023-04-02,1.3,6.9,2,1,0
S104837,2022-02-12,4.5,6.24,2,1,1
S104838,2022-08-20,5.9,5.15,0,0,0
S104839,2021-10-23,1.8,7.24,0,0,0
S104840,2021-03-10,4.1,9.37,0,0,0
S104841,2022-10-21,8.2,8.6,1,0,1
S104842,2023-06-18,5.6,6.33,1,0,0
S104843,2021-09-20,13.3,6.78,0,0,1
S104844,2021-01-09,1.3,5.65,0,0,0
S104845,2021-09-09,5.6,7.09,2,2,1
S104846,2022-08-15,1.7,6.74,0,0,0
S104847,2022-11-07,13.0,3.76,2,2,0
S104848,2023-03-11,5.6,6.98,1,0,0
S104849,2021-08-13,4.6,6.8,1,1,0
S104850,2023-01-31,4.7,4.17,2,0,1
S104851,2021-07-12,1.0,5.8,2,0,1
S104852,2022-09-09,1.0,8.41,0,0,0
S104853,2023-04-07,3.1,6.97,0,0,1
S104854,2021-07-07,1.2,5.02,0,0,1
S104855,2021-08-07,20.6,6.56,0,1,0
S104856,2022-10-27,1.6,7.4,0,0,0
S104857,2023-01-26,9.6,7.01,2,0,0
S104858,2021-11-19,5.7,9.28,1,2,0
S104859,2023-02-06,1.0,6.25,0,1,1
S104860,2022-03-11,5.5,9.11,0,1,1
S104861,2021-08-29,2.2,7.61,0,0,1
S104862,2022-03-20,9.2,5.11,0,1,0
S104863,2022-01-17,3.2,7.81,1,0,1
S104864,2023-12-04,6.2,6.6,0,1,0
S104865,2023-03-09,4.7,7.05,1,0,0
S104866,2022-03-10,2.7,6.68,1,2,0
S104867,2022-12-05,3.9,7.0,0,1,1
S104868,2023-08-22,1.7,5.26,4,1,0
S104869,2022-02-01,1.7,9.16,0,1,1
S104870,2023-01-28,2.7,6.12,2,0,1
S104871,2023-06-10,1.0,6.56,2,1,1
S104872,2023-05-26,5.3,7.08,0,0,1
S104873,2023-05-22,17.1,6.38,0,0,0
S104874,2021-07-13,3.0,6.34,0,0,1
S104875,2021-10-27,1.6,7.92,0,0,0
S104876,2022-07-19,3.9,5.51,0,0,0
S104877,2023-07-01,1.5,7.15,1,1,1
S104878,2022-05-29,1.0,5.59,0,0,0
S104879,2021-11-05,22.2,6.87,0,0,1
S104880,2022-09-16,5.5,7.53,0,0,1
S104881,2021-10-30,3.1,6.37,0,0,1
S104882,2023-02-08,1.7,6.61,1,0,1
S104883,2022-11-05,1.0,8.78,3,0,1
S104884,2021-07-24,8.0,5.8,1,0,0
S104885,2022-01-01,3.6,10.0,0,1,0
S104886,2022-05-17,6.5,7.04,0,0,0
S104887,2023-06-20,2.9,7.67,2,1,1
S104888,2022-08-13,11.0,5.93,1,1,1
S104889,2022-02-13,4.5,6.03,1,1,1
S104890,2021-09-01,1.0,6.37,0,1,1
S104891,2022-06-21,33.2,6.24,1,0,0
S104892,2023-01-23,17.7,6.66,0,0,1
S104893,2023-05-17,1.0,7.61,0,2,1
S104894,2021-12-27,5.3,4.69,3,0,0
S104895,2021-12-17,6.4,10.0,2,0,0
S104896,2021-09-29,20.5,6.64,0,0,0
S104897,2023-07-17,12.5,9.39,1,1,0
S104898,2022-06-13,1.0,8.43,1,0,0
S104899,2023-04-27,6.7,6.38,0,0,1
S104900,2022-05-13,33.0,6.16,0,0,0
S104901,2023-07-17,1.7,7.03,0,2,1
S104902,2022-05-02,1.0,9.19,1,0,1
S104903,2021-07-30,3.0,3.88,1,2,1
S104904,2023-05-22,4.9,8.6,0,0,1
S104905,2023-02-18,5.4,10.0,0,2,0
S104906,2023-07-07,5.2,5.33,0,0,0
S104907,2022-05-11,1.0,6.39,0,2,1
S104908,2022-04-09,2.7,4.77,1,0,0
S104909,2022-11-15,2.7,5.7,1,1,1
S104910,2022-03-15,1.0,6.82,1,1,1
S104911,2023-01-06,18.9,5.08,0,0,1
S104912,2021-10-01,6.4,7.1,1,0,0
S104913,2021-08-27,1.0,6.9,1,0,1
S104914,2021-08-14,2.4,7.33,2,0,0
S104915,2022-09-08,13.4,6.77,0,0,1
S104916,2022-04-14,3.5,4.27,0,0,0
S104917,2023-04-10,1.0,4.32,1,1,1
S104918,2021-10-14,7.3,7.85,2,0,0
S104919,2022-07-28,7.5,7.78,2,0,0
S104920,2022-08-04,1.0,7.01,0,0,0
S104921,2021-07-29,5.5,7.28,3,1,0
S104922,2021-10-04,5.0,6.37,0,0,0
S104923,2022-10-19,29.4,9.69,1,0,0
S104924,2022-05-11,1.2,8.14,0,0,0
S104925,2021-10-26,2.0,8.19,1,1,0
S104926,2023-05-17,2.0,8.45,0,0,0
S104927,2022-08-04,7.5,5.67,0,1,0
S104928,2021-12-06,1.0,4.87,0,1,0
S104929,2022-12-24,1.0,8.41,0,0,0
S104930,2021-11-08,8.2,6.6,1,0,1
S104931,2023-01-23,2.3,4.99,1,1,1
S104932,2022-09-08,6.6,6.51,1,3,0
S104933,2023-04-27,13.4,6.11,1,0,0
S104934,2023-08-03,1.0,6.01,1,0,0
S104935,2023-08-16,1.9,6.48,1,1,0
S104936,2022-07-22,7.7,6.27,1,1,0
S104937,2023-05-28,1.6,5.2,0,0,1
S104938,2023-03-17,1.5,8.23,1,0,0
S104939,2021-11-05,8.3,6.09,2,0,1
S104940,2022-11-19,5.2,7.28,0,0,0
S104941,2023-06-01,4.0,7.01,0,1,1
S104942,2023-04-19,2.2,8.03,3,1,0
S104943,2023-06-02,3.6,5.99,0,0,1
S104944,2021-10-31,1.5,6.81,1,0,0
S104945,2021-11-24,1.1,6.55,4,0,0
S104946,2023-06-15,8.7,6.3,1,0,1
S104947,2022-06-20,1.0,6.14,1,0,1
S104948,2023-04-17,11.8,6.48,0,1,1
S104949,2023-02-19,8.5,7.08,0,0,1
S104950,2023-02-03,2.5,8.0,2,0,0
S104951,2023-02-26,2.5,6.08,0,1,1
S104952,2021-11-23,15.9,7.35,1,0,0
S104953,2022-01-01,5.1,6.21,1,0,0
S104954,2022-07-19,6.6,4.79,0,0,0
S104955,2021-12-17,1.1,5.66,3,0,1
S104956,2021-10-11,7.2,7.81,0,0,0
S104957,2023-07-17,2.8,9.27,0,0,0
S104958,2022-02-11,1.3,6.24,1,1,1
S104959,2023-04-23,1.5,6.18,0,0,0
S104960,2022-07-31,21.6,6.35,0,0,1
S104961,2021-12-28,20.8,9.19,0,1,1
S104962,2022-01-03,1.1,8.05,0,1,0
S104963,2023-04-29,1.2,10.0,1,2,0
S104964,2023-01-14,1.3,7.63,0,0,0
S104965,2022-06-02,1.0,8.35,0,1,0
S104966,2022-10-26,3.2,8.17,1,1,1
S104967,2021-12-14,1.0,7.14,1,0,0
S104968,2023-07-26,7.8,7.26,0,1,1
S104969,2022-03-04,1.9,7.05,4,0,0
S104970,2022-06-19,18.5,4.91,1,1,0
S104971,2023-08-25,2.3,9.35,1,0,0
S104972,2023-02-11,1.0,5.84,0,0,1
S104973,2021-10-26,2.9,5.96,0,0,0
S104974,2021-09-26,1.0,9.37,1,0,0
S104975,2022-06-27,17.6,6.49,2,0,1
S104976,2022-08-30,6.0,5.54,1,0,0
S104977,2023-04-24,1.4,9.04,0,0,1
S104978,2022-12-25,3.0,5.8,1,0,0
S104979,2021-08-13,6.8,9.15,0,1,0
S104980,2022-08-31,15.4,7.62,1,0,1
S104981,2023-02-10,10.2,7.8,1,0,1
S104982,2023-02-22,1.5,8.49,1,1,1
S104983,2022-09-30,2.0,8.84,1,1,0
S104984,2022-11-24,1.0,3.68,0,0,1
S104985,2021-12-31,2.6,7.45,1,0,1
S104986,2023-05-03,1.0,8.61,0,0,0
S104987,2023-07-13,9.4,9.27,1,0,1
S104988,2022-08-09,7.7,8.43,0,1,1
S104989,2023-03-14,1.2,5.67,1,0,1
S104990,2022-05-25,1.2,8.49,1,1,0
S104991,2022-09-21,2.2,3.5,0,0,1
S104992,2022-10-11,3.1,5.32,2,1,0
S104993,2021-10-11,3.5,6.61,0,0,1
S104994,2021-12-25,7.5,5.25,2,0,1
S104995,2022-02-10,5.3,8.23,0,0,1
S104996,2022-08-15,1.0,5.59,0,3,1
S104997,2023-03-28,5.7,5.63,0,0,1
S104998,2021-07-29,1.0,6.87,2,1,0
S104999,2023-01-18,7.0,4.17,1,0,0
S105000,2023-12-03,3.6,5.13,0,0,0
S105001,2023-04-30,4.0,7.37,3,0,1
S105002,2021-07-22,1.0,6.46,2,0,1
S105003,2022-09-24,1.0,8.25,1,0,0
S105004,2022-05-21,4.1,5.78,0,1,0
S105005,2022-07-24,1.0,6.07,0,0,0
S105006,2021-08-29,1.0,3.5,0,1,1
S105007,2023-07-24,1.7,5.86,1,1,1
S105008,2022-12-12,1.0,5.63,2,0,0
S105009,2023-02-27,10.7,5.67,2,0,0
S105010,2023-03-04,7.9,4.11,1,0,0
S105011,2021-11-13,7.5,5.22,0,0,1
S105012,2021-09-04,13.1,8.8,1,0,1
S105013,2021-10-02,4.4,5.85,0,0,0
S105014,2022-06-20,3.2,5.47,2,1,1
S105015,2022-06-27,4.5,5.66,0,0,1
S105016,2022-09-30,9.0,7.11,0,0,0
S105017,2021-09-14,4.1,4.37,0,0,1
S105018,2021-10-03,1.3,5.43,1,0,1
S105019,2022-06-23,1.0,8.24,1,0,0
S105020,2022-08-31,2.4,6.97,1,0,0
S105021,2022-10-06,3.0,8.55,0,0,1
S105022,2023-01-23,1.0,6.86,2,0,1
S105023,2022-08-04,3.6,7.07,0,0,1
S105024,2021-07-15,4.9,7.45,0,1,0
S105025,2021-05-11,4.7,10.0,0,0,0
S105026,2022-01-04,7.3,8.01,2,0,0
S105027,2021-12-08,3.4,6.38,1,0,0
S105028,2022-09-05,1.6,6.23,1,1,1
S105029,2022-06-06,8.4,5.28,0,1,0
S105030,2023-09-02,1.0,8.02,1,0,0
S105031,2022-05-01,8.0,8.24,1,1,0
S105032,2022-10-30,1.0,8.04,1,1,1
S105033,2021-11-04,1.3,6.06,0,1,0
S105034,2023-04-22,14.8,5.6,0,1,0
S105035,2021-12-27,1.0,8.34,2,1,1
S105036,2022-11-05,4.2,4.68,0,0,1
S105037,2022-05-21,4.9,6.37,1,0,1
S105038,2023-02-07,4.2,6.58,0,0,1
S105039,2023-06-29,1.9,8.32,1,0,0
S105040,2023-06-08,1.5,6.92,0,0,1
S105041,2023-03-25,5.0,8.52,0,0,0
S105042,2023-03-31,5.1,7.97,1,1,0
S105043,2022-02-13,1.4,7.24,0,0,0
S105044,2022-03-15,4.1,8.55,1,0,0
S105045,2022-04-27,16.5,7.39,0,1,1
S105046,2023-07-22,1.8,10.0,0,0,0
S105047,2022-03-28,6.8,5.73,0,2,0
S105048,2022-07-29,2.1,5.52,2,0,1
S105049,2023-08-06,8.7,6.41,3,3,0
S105050,2022-05-08,4.3,8.53,0,0,1
S105051,2022-10-15,12.9,8.85,0,1,0
S105052,2021-08-25,2.8,7.64,1,0,0
S105053,2021-12-12,2.7,9.28,2,1,0
S105054,2021-09-19,1.0,8.68,0,0,1
S105055,2022-07-31,3.5,3.5,1,0,1
S105056,2022-11-16,15.0,9.44,1,2,0
S105057,2022-11-09,5.5,6.99,0,0,1
S105058,2022-11-21,2.4,8.63,0,1,1
S105059,2022-04-06,14.3,6.41,1,0,0
S105060,2023-02-08,1.2,8.79,1,0,0
S105061,2023-05-16,2.5,8.38,0,0,0
S105062,2023-07-28,7.7,8.26,0,0,1
S105063,2022-11-01,2.1,8.24,0,0,0
S105064,2022-01-07,13.7,7.66,0,1,0
S105065,2023-06-24,1.0,7.23,0,1,1
S105066,2021-10-08,2.1,5.84,1,0,1
S105067,2021-12-30,1.4,8.43,2,0,0
S105068,2022-04-20,9.8,4.93,1,0,1
S105069,2021-09-15,12.3,6.6,1,0,1
S105070,2022-06-17,6.4,4.99,1,0,1
S105071,2022-08-14,4.8,8.39,0,0,0
S105072,2023-06-04,8.9,5.73,0,1,1
S105073,2022-01-11,17.0,4.37,1,1,1
S105074,2023-02-05,11.8,7.22,1,1,0
S105075,2022-07-01,5.7,9.82,2,0,0
S105076,2021-11-19,1.0,3.5,0,0,0
S105077,2022-07-28,1.0,5.41,1,3,1
S105078,2022-12-28,10.3,5.2,0,0,0
S105079,2021-11-12,1.3,9.02,0,0,0
S105080,2022-05-17,3.9,7.1,0,0,0
S105081,2023-02-26,3.3,9.01,1,0,0
S105082,2022-05-13,4.1,5.71,1,0,0
S105083,2023-07-19,1.6,8.54,0,1,0
S105084,2022-02-20,1.4,9.05,0,0,0
S105085,2023-03-23,6.7,6.56,1,0,0
S105086,2022-11-11,1.0,8.39,0,0,1
S105087,2021-12-21,22.3,9.62,0,0,1
S105088,2022-07-15,3.2,5.55,2,2,0
S105089,2023-04-25,2.5,6.64,0,0,1
S105090,2022-11-01,7.0,6.28,0,0,1
S105091,2021-09-03,6.9,7.31,0,0,1
S105092,2022-08-25,1.8,8.14,1,0,0
S105093,2021-01-07,10.4,4.95,1,0,0
S105094,2023-03-12,2.8,6.58,1,0,1
S105095,2023-03-31,1.0,6.74,1,1,1
S105096,2023-04-19,2.1,6.98,0,0,0
S105097,2022-10-28,5.7,9.34,0,1,0
S105098,2023-01-25,4.6,5.02,0,0,1
S105099,2022-03-29,9.9,5.8,0,0,0
S105100,2021-07-19,1.3,6.03,1,1,1
S105101,2023-06-19,1.0,10.0,0,0,1
S105102,2021-11-11,4.0,7.31,1,1,0
S105103,2022-12-12,1.1,7.92,0,1,0
S105104,2023-05-20,3.8,4.43,0,0,1
S105105,2022-03-30,15.8,4.66,0,1,1
S105106,2023-03-08,3.6,7.31,1,2,0
S105107,2021-07-06,2.6,5.7,1,0,1
S105108,2022-05-12,2.8,5.97,0,0,1
S105109,2022-02-03,1.3,6.32,1,0,1
S105110,2021-10-17,6.6,8.07,2,0,0
S105111,2022-10-02,1.0,7.41,0,0,1
S105112,2022-12-04,5.5,8.2,0,0,0
S105113,2022-12-28,3.3,8.63,1,0,0
S105114,2021-08-16,4.6,6.05,0,0,1
S105115,2022-08-03,3.9,5.93,1,0,1
S105116,2022-08-29,3.5,5.04,1,1,1
S105117,2023-06-07,10.9,6.43,1,0,1
S105118,2022-06-16,4.4,8.66,1,0,0
S105119,2023-03-24,5.5,6.95,0,1,0
S105120,2023-04-26,9.9,8.55,0,0,0
S105121,2023-04-18,3.2,6.39,0,0,0
S105122,2022-10-09,9.1,7.37,1,0,1
S105123,2021-08-30,2.2,8.08,1,0,1
S105124,2022-05-20,15.1,6.44,1,0,1
S105125,2023-03-14,1.2,7.43,0,0,0
S105126,2023-04-26,2.4,6.38,0,0,0
S105127,2023-02-07,7.1,8.68,1,0,1
