sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,study_hours_daily,self_learning_hours,motivation_level,adaptability_score,gym_frequency,family_income_lpa,resume_score,communication_skills,aptitude_score,mock_interview_score,hackathons_participated,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill,wellness_score,screen_to_study_ratio,backlog_history,attendance_percentage,cgpa,at_risk_flag
3.36,7.82,1.92,5.63,51.5,0.63,0.64,5.68,44.49,1,2.3,54.64,59.51,63.3,48.16,1,5,1,2,5.5,69.09,40.33,12.41,1,83.47,6.17,1
7.26,10.3,1.67,7.24,43.97,3.4,0.48,6.0,75.58,1,2.0,5.25,71.8,74.43,51.27,1,4,0,2,6.67,55.49,50.88,3.03,0,82.0,8.43,0
5.09,4.67,0.1,6.06,51.83,1.72,0.09,3.92,70.47,2,16.1,21.34,98.31,45.89,69.16,2,3,0,9,5.54,64.92,44.26,2.72,1,97.55,7.16,0
6.77,5.71,0.04,8.74,41.27,4.56,0.34,5.48,72.32,1,12.9,17.61,87.25,65.38,31.74,0,0,0,6,3.27,79.99,53.08,1.25,1,69.91,7.84,0
5.37,3.97,0.22,6.09,51.17,4.63,0.91,3.92,46.2,2,1.0,38.08,55.23,74.44,71.92,3,2,1,2,6.05,53.07,49.9,0.86,0,78.0,6.18,0
4.55,4.62,2.47,4.25,22.31,0.0,0.58,5.63,19.55,0,1.9,54.49,84.28,72.92,58.36,2,1,1,6,2.91,62.84,69.33,18.48,0,68.06,6.8,1
6.18,8.24,0.42,3.87,45.29,0.83,0.54,7.85,96.66,2,4.1,57.03,47.18,40.27,29.24,1,1,1,2,4.91,38.65,55.95,9.92,0,53.82,7.31,1
4.94,6.7,0.48,3.75,29.53,5.04,1.13,3.94,43.77,2,11.4,43.27,49.14,52.01,56.19,1,2,1,3,7.28,47.78,63.19,1.33,0,82.0,8.38,0
7.7,4.43,1.69,7.43,90.28,2.46,1.05,5.38,69.7,1,4.0,57.76,39.83,93.86,78.14,1,2,0,4,8.27,83.08,29.56,1.8,2,87.0,8.65,1
7.01,7.07,3.23,8.32,69.4,3.44,1.22,1.0,81.7,1,1.2,56.9,68.86,55.89,75.84,0,3,0,1,5.23,28.97,39.28,2.05,1,71.75,5.67,1
5.76,7.94,4.62,1.64,26.29,0.0,3.61,1.0,77.29,0,4.8,23.14,53.74,45.47,69.27,2,4,0,3,7.59,13.59,71.0,31.78,2,72.0,7.0,1
6.94,0.1,2.81,4.72,41.65,6.44,2.15,6.73,83.22,2,11.5,60.13,73.12,57.7,41.62,1,4,0,3,10.0,50.56,57.01,0.02,1,72.13,7.98,0
9.03,2.02,7.08,4.51,7.45,3.07,0.84,5.08,74.65,1,1.0,70.45,45.55,80.19,52.26,0,3,2,2,5.53,40.5,79.07,0.66,3,83.46,10.0,0
5.69,5.67,0.21,6.31,18.98,4.56,0.04,3.58,56.27,1,7.3,53.5,48.84,39.96,67.98,3,3,2,3,9.44,13.93,61.83,1.24,1,85.69,8.9,0
6.44,10.03,0.67,4.56,11.93,1.41,0.97,8.28,47.34,1,15.0,43.4,59.82,21.32,46.9,0,6,0,7,5.14,35.74,66.02,7.12,2,62.62,5.26,0
3.27,7.95,0.74,3.59,49.82,3.9,0.37,8.44,49.25,3,1.0,41.53,58.13,61.51,73.91,2,4,0,7,4.88,22.85,42.29,2.04,1,79.4,7.36,1
6.16,2.68,0.56,2.09,25.26,3.29,1.03,1.91,58.88,1,5.3,43.94,69.3,51.42,80.28,1,1,1,1,0.0,48.23,72.39,0.82,0,66.7,7.28,0
9.24,11.26,0.35,6.69,52.75,5.65,2.48,10.0,55.41,2,4.5,68.27,65.35,69.88,35.32,1,6,1,2,7.47,50.0,55.4,1.99,1,93.18,8.0,0
7.16,5.42,0.59,4.53,47.53,2.24,1.09,4.14,64.12,2,1.0,49.52,41.83,61.84,75.87,0,0,0,2,5.93,98.5,58.48,2.42,1,73.17,6.39,0
4.36,4.87,0.91,4.69,45.81,2.54,1.08,3.39,63.46,0,6.8,11.55,46.67,60.74,43.78,1,5,3,5,3.9,48.42,57.66,1.92,0,82.08,6.65,1
8.92,3.88,0.87,7.37,56.35,0.23,0.63,3.56,84.24,5,7.7,38.85,58.05,48.71,50.51,0,3,1,3,2.63,49.51,53.76,15.52,0,66.69,8.43,1
5.62,4.82,0.54,6.46,34.56,6.08,2.44,9.06,36.12,1,1.4,90.45,55.45,71.99,54.18,0,1,0,2,8.88,27.39,53.43,0.79,0,74.0,7.49,0
5.02,8.97,0.65,9.69,61.63,4.69,0.4,4.51,47.92,0,2.0,45.39,58.19,69.12,59.97,2,3,0,4,9.18,69.82,33.54,1.91,0,90.4,3.5,1
6.55,2.86,3.17,7.91,59.54,5.04,0.37,7.05,42.02,1,10.3,51.8,74.01,48.5,70.0,0,2,1,3,2.26,66.96,39.05,0.57,2,77.54,7.45,1
5.58,4.91,0.29,3.38,63.26,2.62,0.95,4.15,76.01,2,5.8,46.86,68.26,39.81,42.15,1,0,1,4,4.79,60.89,52.36,1.88,2,83.87,5.64,1
3.0,8.13,0.02,5.55,33.12,3.33,5.73,8.2,61.61,0,2.0,63.37,71.25,37.49,65.76,2,2,0,2,4.46,52.72,41.28,2.44,0,61.5,6.4,0
4.85,11.48,5.46,3.15,30.01,1.06,0.39,5.64,64.54,2,1.6,41.89,63.8,76.64,63.97,0,1,1,3,9.17,71.22,61.16,10.8,0,72.64,8.5,1
6.2,7.84,0.19,7.86,64.17,3.77,7.58,7.68,52.62,2,13.0,54.61,74.59,50.32,54.99,1,3,1,4,6.04,38.93,40.95,2.08,0,71.0,6.55,0
6.65,6.16,3.52,3.98,41.55,4.07,5.51,8.59,89.01,1,6.2,70.81,30.59,58.25,12.44,0,1,1,2,3.77,51.31,62.75,1.51,2,99.37,5.62,0
5.43,4.43,0.42,5.67,32.66,2.38,1.38,3.45,60.29,4,1.0,71.07,41.44,57.98,36.79,0,1,1,4,6.28,29.59,51.09,1.86,0,84.0,5.66,1
5.64,8.79,1.18,4.4,32.23,0.71,2.43,8.99,55.34,2,6.3,38.02,60.78,45.87,18.58,3,9,0,5,7.95,43.16,55.15,12.3,1,74.01,4.2,1
6.32,5.98,0.1,5.93,32.96,1.68,1.53,8.4,19.07,1,4.1,49.91,66.39,43.83,77.63,0,1,0,1,5.86,79.15,64.86,3.56,0,64.0,8.72,0
6.2,4.39,0.7,5.9,34.52,3.05,0.57,6.81,33.56,1,3.6,25.31,59.8,52.9,71.11,0,2,4,2,4.26,57.4,52.51,1.44,0,61.0,6.77,0
6.22,3.02,1.5,7.4,58.98,4.39,2.69,6.63,43.28,1,1.5,100.0,57.37,78.36,54.99,3,3,2,4,1.81,55.23,44.11,0.69,0,50.67,7.01,0
7.21,5.0,1.46,6.94,50.41,4.1,0.16,6.09,73.24,3,4.7,80.93,46.28,68.42,7.59,1,3,1,6,6.77,56.76,52.86,1.22,1,63.27,8.92,0
7.47,4.48,0.12,3.65,0.0,4.77,3.07,5.04,64.91,0,11.1,53.96,45.96,58.59,79.2,2,1,1,5,4.0,57.75,76.34,0.94,1,90.75,5.95,0
7.1,8.91,0.81,6.72,38.91,3.24,1.87,2.21,67.9,1,8.4,55.01,26.47,55.61,38.79,0,2,0,6,8.93,80.62,51.05,2.75,0,89.95,5.85,1
5.97,9.27,0.84,9.27,52.5,4.74,1.22,3.19,43.53,0,21.7,65.81,36.13,59.07,71.55,2,2,1,4,3.51,40.6,34.17,1.95,0,64.49,8.21,1
6.31,6.24,0.92,6.26,71.38,3.27,1.46,9.11,45.77,2,3.1,74.3,74.69,48.95,26.78,1,0,0,3,7.99,57.67,46.93,1.9,1,73.86,9.04,0
6.31,12.2,2.08,7.75,34.9,3.82,2.41,1.02,76.87,0,9.1,31.69,59.35,70.33,54.99,0,3,0,3,8.8,43.25,49.01,3.2,0,91.0,5.39,0
3.65,7.21,0.03,7.88,68.52,3.7,0.88,1.67,69.86,2,2.9,52.69,36.12,44.7,54.99,0,3,0,5,2.2,25.64,32.26,1.95,0,70.47,6.48,1
10.0,5.17,4.45,4.13,80.69,1.84,0.33,5.21,36.55,1,6.8,48.51,52.82,74.62,73.8,1,4,0,6,5.65,23.09,54.73,2.81,0,65.25,5.44,1
6.23,6.32,1.22,4.73,64.69,2.15,0.89,4.26,63.53,0,1.4,56.36,47.63,43.0,65.96,1,3,0,1,6.96,90.26,53.1,2.95,0,58.77,9.04,1
5.44,6.52,1.31,6.89,63.64,0.95,1.69,4.12,60.61,1,3.6,68.62,55.04,65.11,49.96,2,3,0,4,4.53,8.28,47.75,6.85,0,61.62,5.99,1
5.94,7.68,1.05,7.46,26.95,3.16,0.06,5.41,73.66,0,3.1,76.1,59.67,43.8,58.59,0,2,0,3,4.53,81.63,52.02,2.43,1,64.18,6.49,1
6.49,7.49,0.31,5.49,42.41,2.41,0.21,3.89,72.65,0,2.2,52.61,40.3,59.99,100.0,1,2,0,5,4.17,28.53,54.8,3.11,0,65.22,6.0,0
6.42,7.81,1.8,7.78,53.61,0.92,1.81,3.39,49.97,1,23.5,55.05,62.63,57.0,29.86,0,0,0,6,4.86,79.92,38.41,8.45,0,64.91,5.68,1
6.25,4.87,4.19,4.85,33.23,1.69,1.21,6.37,74.62,2,17.3,54.25,41.41,50.34,57.63,3,1,0,4,5.25,43.41,64.16,2.88,0,81.86,5.75,1
5.09,2.51,0.27,5.48,49.74,4.2,0.16,5.16,53.2,2,1.0,48.35,59.65,80.98,83.89,1,1,1,5,8.56,61.82,50.76,0.6,0,65.95,7.37,0
7.88,7.55,0.5,7.02,58.09,3.01,1.63,1.0,72.27,1,8.8,54.96,80.08,58.11,46.35,2,4,0,7,9.08,25.5,50.07,2.51,1,69.44,4.22,1
7.55,6.94,1.22,9.29,21.51,2.65,2.0,7.48,49.76,3,1.0,52.74,42.15,55.19,64.21,0,1,1,4,4.84,29.64,56.14,2.62,1,77.52,8.02,1
5.47,8.7,2.34,2.34,59.42,2.01,0.56,6.55,49.36,3,1.6,55.64,54.39,52.15,53.8,0,2,0,1,0.0,51.46,56.62,4.33,1,59.0,6.19,0
5.39,3.33,0.22,6.81,43.84,2.2,1.0,7.38,39.18,2,2.0,50.31,87.61,72.92,55.31,1,3,1,10,2.0,34.91,47.51,1.51,1,100.0,8.19,0
7.28,4.99,2.8,5.23,72.13,2.43,8.0,8.44,58.49,2,11.6,35.95,39.88,44.86,38.68,1,2,1,7,7.11,53.07,49.94,2.06,0,76.58,7.88,0
5.86,6.505,0.1,5.55,58.21,5.15,1.25,6.7,71.17,3,1.0,37.98,72.52,63.65,46.95,0,3,2,5,2.83,32.66,46.29,1.13,0,72.0,6.14,0
5.19,7.29,1.41,3.34,37.11,2.12,1.85,7.59,62.9,2,15.8,36.64,83.92,52.0,57.15,2,4,1,5,3.38,81.01,64.01,3.44,3,90.93,6.49,0
8.79,6.52,0.36,4.64,53.78,4.19,3.43,10.0,89.72,1,9.9,53.25,67.8,37.93,53.25,0,0,1,6,2.9,52.76,51.64,1.56,1,61.21,7.01,0
6.28,3.12,0.63,4.72,48.15,3.59,2.36,4.06,48.41,4,12.0,50.06,74.44,63.11,46.82,0,0,0,4,6.24,58.96,53.55,0.87,0,78.08,4.72,0
6.52,5.59,0.09,10.0,40.88,4.94,1.83,10.0,54.92,3,5.4,59.98,46.57,68.13,65.82,0,0,0,4,3.73,35.39,46.52,1.13,1,84.5,7.32,0
7.41,10.06,2.15,4.39,40.04,2.75,0.52,5.44,30.77,3,10.5,52.26,81.58,55.41,55.6,3,1,1,6,7.63,59.51,57.03,3.66,0,70.67,7.21,1
7.05,4.36,1.65,10.0,49.15,2.69,2.31,8.15,48.64,1,3.8,68.15,31.18,72.48,61.19,2,0,1,3,8.3,58.6,45.38,1.62,0,88.65,6.0,0
6.44,5.66,1.49,6.46,39.5,3.44,1.54,5.36,45.24,0,1.8,45.55,33.3,48.9,74.03,1,3,0,10,10.0,69.21,51.45,1.65,1,50.0,9.07,0
4.91,6.505,1.29,6.39,47.85,3.98,0.2,6.27,78.81,2,6.0,27.15,81.28,61.06,33.38,1,3,0,3,5.57,58.75,47.38,0.82,1,69.27,6.71,0
7.41,8.15,0.57,3.85,63.61,1.57,0.67,2.46,41.49,1,1.1,75.72,44.44,49.51,61.9,0,4,0,5,7.3,14.0,56.75,5.18,0,73.38,7.02,1
4.89,8.73,2.69,1.36,6.92,2.78,0.27,7.24,73.77,0,9.7,88.91,65.33,70.61,38.1,1,4,0,4,8.03,72.59,68.54,3.14,0,74.5,8.19,0
4.05,5.14,0.89,6.53,59.23,2.72,1.25,6.09,40.8,2,17.8,61.97,58.68,24.4,79.14,1,2,0,2,7.56,51.9,43.9,1.89,1,75.49,6.73,1
6.38,7.28,1.4,8.28,47.63,5.6,2.94,6.45,65.9,3,5.7,47.05,55.07,74.83,49.29,2,2,0,4,7.43,36.8,48.13,1.3,0,77.53,7.72,0
5.88,6.97,2.94,2.14,57.97,3.88,0.31,3.52,52.84,1,4.2,19.72,66.23,53.42,54.99,0,0,0,5,4.32,61.33,52.97,1.8,1,88.0,6.18,0
5.73,5.76,2.55,7.03,69.51,4.05,0.15,5.86,70.95,1,1.4,22.31,50.96,84.62,45.86,2,4,1,7,2.47,35.29,36.06,1.42,2,95.58,9.2,1
6.81,8.36,0.76,4.31,68.71,4.8,1.22,5.97,58.96,1,13.9,40.16,78.15,66.77,86.06,0,3,0,3,6.12,51.57,52.33,1.74,0,68.99,8.7,0
7.18,5.95,2.83,7.94,26.06,4.39,1.74,3.6,74.39,0,2.9,49.43,71.11,43.57,76.41,2,4,0,4,5.18,37.96,59.5,1.36,0,75.91,7.62,1
6.62,11.38,2.02,9.26,48.62,1.79,0.1,5.59,61.48,1,7.4,47.42,54.33,57.4,29.62,4,3,1,2,4.5,38.06,44.24,6.37,0,73.42,8.72,1
7.88,7.0,0.91,3.79,67.25,0.83,1.2,8.19,54.83,4,2.0,70.48,77.96,54.68,64.45,1,1,2,4,5.33,35.81,61.8,8.44,0,74.68,8.51,0
6.56,2.86,2.65,6.05,38.53,4.43,3.81,4.65,46.41,4,1.0,46.24,56.45,51.16,72.24,1,1,2,6,3.01,41.41,49.64,0.65,0,50.68,3.73,0
9.91,4.57,2.65,4.49,57.0,4.99,0.76,6.35,79.57,5,10.8,39.07,96.04,45.92,67.06,1,4,2,1,7.53,19.29,62.03,0.92,0,92.89,5.64,0
7.57,5.22,2.71,6.97,72.57,2.82,0.72,6.65,89.54,1,16.4,42.94,45.23,25.64,87.46,0,2,0,7,6.05,58.84,44.69,1.85,1,83.45,7.35,0
6.45,4.89,0.73,6.47,14.27,2.07,3.34,6.75,51.57,4,23.5,74.16,33.22,58.82,39.55,0,1,0,3,5.38,11.46,70.81,2.36,1,99.5,10.0,0
4.66,6.45,1.21,5.19,64.76,5.14,0.4,7.03,86.83,0,13.1,41.04,59.04,45.57,78.05,2,2,2,6,6.09,62.65,52.96,1.25,0,93.26,7.52,0
4.58,7.28,0.31,10.0,0.72,6.18,1.87,1.0,100.0,1,3.7,43.74,43.09,29.39,37.3,0,4,1,6,8.64,39.59,59.95,1.18,1,92.2,7.48,1
7.07,3.86,1.42,3.05,49.3,1.99,0.48,5.57,54.14,1,1.0,36.93,73.1,99.15,56.53,0,3,1,2,5.3,53.28,59.55,1.94,1,75.66,7.03,0
7.58,4.09,0.04,8.01,61.98,2.95,2.18,5.02,100.0,1,6.4,40.17,67.02,35.37,39.01,1,1,0,5,6.01,75.15,44.13,1.39,0,63.98,8.15,1
7.36,2.07,2.99,7.57,31.19,2.6,0.98,6.75,32.7,1,1.0,38.98,35.56,54.53,34.13,3,2,0,3,5.94,67.37,61.3,0.8,0,85.19,6.7,0
9.28,5.99,0.31,5.08,31.48,3.56,0.73,5.87,67.88,3,1.0,40.4,55.34,41.68,64.91,0,2,1,1,7.27,36.71,61.93,1.68,0,72.0,4.81,0
6.56,5.31,6.34,6.44,59.34,6.15,0.05,7.7,92.99,1,5.7,75.32,74.61,43.61,45.01,1,4,1,4,5.67,68.12,46.54,0.86,1,66.0,5.53,1
7.19,7.96,0.16,9.7,30.09,2.03,4.35,7.22,49.58,1,31.2,78.74,40.76,91.54,47.67,1,1,0,3,6.96,76.79,47.01,3.93,0,94.0,6.82,1
6.01,6.505,1.49,7.03,75.26,4.8,0.77,3.71,51.37,1,1.0,43.71,87.09,66.48,16.23,4,1,1,2,4.26,57.86,43.22,2.39,1,73.1,5.89,0
7.49,3.63,0.49,6.8,46.11,4.32,1.76,2.73,56.72,2,4.5,65.5,32.37,31.32,68.02,3,3,1,7,2.54,28.52,49.84,0.84,0,90.28,8.43,0
6.35,10.68,1.8,5.35,28.73,3.72,0.65,6.79,72.07,0,7.2,0.0,94.57,44.31,37.48,0,7,0,5,5.4,53.02,59.64,2.87,0,71.29,3.5,1
5.68,7.68,0.3,6.42,68.63,4.09,2.78,6.85,54.31,3,3.7,45.42,41.96,82.76,49.03,1,0,2,2,9.21,32.13,35.59,1.88,0,87.43,7.22,0
5.79,8.16,1.09,7.13,92.85,2.26,1.98,4.4,47.69,2,1.9,50.29,47.87,90.03,62.65,0,4,1,3,4.32,35.31,30.38,3.62,1,96.88,4.8,1
5.84,5.6,0.3,6.36,27.16,3.94,1.22,4.28,53.92,1,1.7,59.62,61.68,48.03,49.16,3,0,0,3,5.67,46.04,58.46,1.42,0,93.48,7.38,1
6.3,9.83,0.85,4.5,55.61,5.43,0.1,4.92,50.81,1,3.8,14.55,53.35,57.72,71.02,1,3,1,3,5.95,46.39,48.94,1.81,0,74.08,8.05,0
10.0,7.95,2.59,5.81,36.06,3.2,6.36,4.52,74.09,0,1.0,58.5,66.05,27.55,70.01,0,0,0,4,6.28,39.06,73.57,2.49,0,47.73,10.0,0
6.9,3.78,1.28,8.46,59.41,3.66,0.88,3.69,73.36,5,4.9,40.15,46.42,85.73,52.19,1,3,2,8,4.61,73.43,43.3,1.03,0,87.02,6.07,1
5.93,7.25,3.01,2.9,70.19,2.0,1.22,4.53,57.49,1,9.1,65.25,66.41,65.9,49.91,1,2,0,9,4.85,66.32,51.23,3.62,1,81.46,7.96,0
4.85,2.12,1.43,8.6,39.26,1.52,0.37,6.83,57.22,1,7.3,35.58,58.09,72.68,50.9,1,3,0,3,3.89,26.87,42.02,1.39,1,94.67,8.4,0
7.55,7.93,1.98,8.79,62.0,1.06,0.67,5.91,66.49,0,1.0,49.39,67.24,41.62,54.99,3,4,3,7,7.51,41.49,36.18,7.45,0,79.6,8.23,0
4.9,10.11,0.44,4.49,6.63,6.35,1.09,6.0,62.56,2,1.0,66.23,56.84,67.11,77.38,2,3,0,4,4.54,72.13,68.88,1.59,1,69.94,7.02,1
5.62,9.35,0.09,10.0,43.8,3.5,2.12,3.82,50.48,4,1.0,62.97,60.23,24.37,30.02,0,3,0,5,10.0,35.61,36.02,2.67,0,56.83,9.53,1
4.57,6.85,0.66,5.17,77.41,0.44,1.22,3.99,79.82,1,5.4,42.43,72.49,50.82,42.56,1,2,0,3,4.73,51.89,44.24,15.74,3,65.28,9.18,1
8.43,4.83,0.04,7.25,11.79,4.41,3.06,8.3,30.51,2,1.9,66.27,59.24,90.96,40.73,3,1,0,4,4.37,56.81,73.62,1.1,0,85.41,6.57,0
3.36,4.03,0.9,5.1,39.29,0.56,2.26,2.52,72.31,2,9.0,64.24,32.51,76.36,33.78,1,4,0,6,8.52,75.16,46.44,7.16,0,100.0,7.64,1
4.82,5.99,3.64,8.18,16.55,4.35,8.0,5.68,24.3,1,1.0,56.46,84.68,62.24,54.99,1,1,0,5,0.84,60.66,56.45,1.37,1,53.3,8.29,1
6.2,10.72,0.4,3.91,58.1,4.95,8.0,8.62,79.84,3,2.3,59.85,85.2,67.77,51.42,3,1,0,7,4.04,47.67,52.99,2.16,0,81.41,7.34,1
8.39,2.19,0.01,6.42,4.01,3.38,2.77,5.18,48.9,1,2.1,54.29,32.83,30.85,63.52,0,4,0,3,4.41,56.44,79.28,0.65,2,73.31,9.37,0
3.0,8.18,0.6,1.24,70.06,0.61,0.26,6.83,73.75,2,1.0,56.9,30.78,58.34,89.49,0,3,1,3,9.06,44.28,50.4,13.31,0,63.5,8.94,1
7.36,8.23,0.11,4.27,42.55,2.93,6.09,5.43,60.8,0,7.9,50.98,72.24,87.66,50.48,0,5,1,5,3.32,69.92,61.69,2.81,1,77.87,5.94,0
6.78,11.08,5.73,5.37,22.52,4.47,3.43,6.19,100.0,3,1.8,55.64,93.74,65.55,86.88,1,3,1,1,5.47,39.03,61.02,2.48,1,81.89,5.25,0
6.57,6.08,1.01,6.73,54.27,3.63,3.65,6.62,72.98,1,2.2,41.22,56.65,63.28,63.12,2,6,0,4,1.16,48.33,54.93,1.68,1,81.6,5.43,0
6.47,1.48,2.27,7.96,48.56,3.43,0.72,4.29,26.51,4,7.1,42.12,73.52,50.75,27.97,0,7,0,6,9.1,20.71,47.81,0.43,1,85.78,7.5,1
5.6,5.16,0.67,3.84,25.69,4.69,0.56,4.28,44.28,0,4.7,56.13,42.98,84.83,64.95,1,2,0,3,6.57,49.94,64.35,1.1,0,95.44,4.27,0
5.51,4.82,0.95,7.15,44.74,4.77,0.92,6.31,55.83,0,6.9,86.93,62.89,39.19,76.86,1,4,0,1,4.68,37.03,44.17,1.01,0,80.9,5.12,1
5.58,5.38,0.19,3.78,51.88,0.06,2.81,4.25,78.04,0,3.4,32.94,36.68,53.25,48.79,1,3,1,5,6.32,47.0,56.1,21.51,0,60.04,4.95,1
7.08,6.46,2.17,4.13,16.13,3.16,1.23,7.78,55.18,2,4.5,33.31,49.78,45.75,32.05,4,0,0,2,2.65,59.62,74.61,2.05,0,81.56,6.98,1
7.26,7.97,1.16,2.78,48.87,4.4,1.22,4.36,30.37,3,20.0,48.41,78.53,53.03,37.11,1,1,1,3,3.28,26.49,62.53,1.81,1,72.99,3.53,0
6.45,12.43,1.27,4.99,84.29,2.96,0.08,7.24,73.22,1,1.0,90.24,39.03,43.7,30.38,0,6,2,6,6.67,66.54,37.2,4.2,2,77.55,10.0,0
6.05,8.7,0.18,4.15,39.52,2.73,1.03,4.95,80.9,4,1.0,69.09,68.4,69.94,47.03,1,0,0,4,7.28,76.73,59.98,3.19,0,81.74,6.45,1
7.47,6.02,2.33,9.13,77.46,4.03,0.42,3.87,70.43,2,4.6,86.06,77.56,55.79,47.83,1,6,1,5,4.47,54.2,38.0,1.49,0,78.26,7.55,0
6.28,7.07,0.12,7.73,27.97,3.57,4.93,6.71,62.59,5,1.2,50.45,43.76,69.48,74.56,1,1,0,2,3.93,68.25,60.72,1.98,2,83.9,7.37,0
4.1,9.48,2.08,7.35,24.07,1.1,0.38,3.52,59.34,0,4.1,57.13,78.1,79.7,43.55,3,2,2,4,8.56,7.77,55.89,8.59,0,71.36,5.66,1
5.61,3.57,2.0,3.32,40.2,3.61,1.18,10.0,64.69,0,6.7,56.27,81.56,43.07,73.59,1,4,1,2,4.82,59.69,65.41,0.99,0,81.48,5.63,0
7.94,6.73,0.32,5.7,8.2,1.54,1.44,6.09,61.56,2,8.3,55.64,68.46,61.45,38.05,2,1,0,4,7.61,29.77,74.96,4.38,1,93.88,7.82,0
5.23,8.78,2.86,4.02,36.05,2.79,1.69,4.53,82.03,0,2.7,37.08,66.94,65.32,53.95,0,3,1,3,5.11,57.81,56.06,3.15,0,62.5,7.54,0
6.57,4.73,3.89,2.86,36.7,2.25,2.88,4.92,72.22,3,1.9,43.84,65.43,55.41,54.93,3,2,2,5,9.47,5.33,65.75,2.1,1,80.0,6.67,0
8.42,7.28,0.39,7.83,19.8,5.57,0.08,8.36,70.97,3,1.3,44.78,49.36,48.24,52.77,1,2,1,2,6.13,13.7,58.84,1.31,0,89.42,6.06,0
6.52,9.41,1.57,6.79,17.07,1.36,0.75,2.97,41.37,1,1.9,67.36,72.82,27.69,28.32,0,2,2,3,4.72,49.31,68.35,6.91,0,66.72,6.35,0
5.73,10.92,1.17,2.89,28.63,4.56,0.64,6.02,66.52,3,1.0,59.2,44.57,48.02,76.59,2,2,1,4,5.46,64.12,74.02,2.39,2,79.88,5.33,1
4.93,8.08,1.3,3.3,73.33,2.68,0.9,3.23,55.23,1,1.0,66.31,44.07,60.3,52.76,1,5,0,2,4.38,17.13,45.3,3.02,0,76.32,5.88,1
4.24,7.94,1.81,7.27,37.64,2.98,0.39,3.66,33.56,1,2.7,72.3,63.27,68.72,60.68,1,1,1,6,3.21,44.11,51.82,2.66,0,85.79,6.02,1
9.23,2.36,0.16,6.12,45.8,1.17,1.07,6.43,60.94,2,4.1,39.87,40.98,69.2,55.91,3,0,2,7,7.71,58.81,57.99,2.02,2,100.0,6.11,1
7.21,4.66,0.6,5.65,56.81,1.73,4.42,8.08,29.44,1,4.2,35.87,59.07,44.43,66.12,3,3,1,1,7.15,86.11,54.79,2.7,0,97.8,5.15,0
7.82,8.31,0.33,5.69,32.83,2.88,0.98,6.92,64.42,0,12.4,86.93,99.39,53.79,48.59,1,1,1,4,9.8,42.12,65.18,2.88,0,99.31,9.34,0
4.53,10.83,0.07,6.73,50.89,2.45,1.72,3.91,82.1,2,8.5,59.47,63.76,52.85,75.44,2,0,1,3,8.92,34.59,40.35,4.42,1,68.78,8.6,0
6.59,7.67,2.63,2.51,33.99,1.67,1.53,5.6,50.5,2,17.8,80.49,63.39,32.47,65.22,0,1,0,5,5.49,51.05,65.93,4.6,0,71.5,7.45,0
5.98,10.18,0.79,5.5,46.93,3.04,4.52,3.67,51.17,4,1.0,37.29,61.66,86.79,73.37,2,0,0,2,4.79,53.95,53.0,3.35,2,52.0,7.37,1
8.25,7.91,1.53,6.41,55.82,1.98,0.11,7.08,95.76,0,12.0,53.36,61.32,35.98,86.69,1,2,1,4,6.56,81.4,50.87,4.0,0,79.58,7.06,1
3.0,1.93,0.26,10.0,37.13,2.41,0.47,3.15,64.89,0,7.6,19.86,75.71,65.53,33.31,2,7,0,2,3.08,45.46,31.2,0.8,2,64.36,5.06,1
6.09,5.9,1.1,9.92,40.14,5.74,3.51,1.15,31.08,1,2.8,65.4,83.13,63.08,54.93,0,0,0,5,7.4,75.27,44.27,1.03,1,91.0,5.98,1
7.66,3.36,0.86,4.93,30.23,2.96,4.47,4.67,100.0,0,3.9,70.35,63.68,54.66,66.39,0,0,2,5,8.16,18.24,70.36,1.14,0,66.5,9.66,0
5.36,6.51,1.69,7.99,52.44,1.55,0.45,2.91,63.45,3,2.7,89.49,55.89,43.4,41.91,2,3,1,3,4.01,60.89,39.76,4.19,0,76.88,6.93,1
5.89,5.37,0.05,4.73,59.77,4.26,2.92,1.0,40.19,1,10.7,40.73,68.02,54.87,67.47,1,3,0,3,4.98,69.39,54.06,1.26,0,77.46,8.53,0
6.59,7.41,4.0,4.81,0.0,1.85,3.25,6.96,32.3,1,1.0,39.92,87.15,46.13,57.01,1,1,1,0,4.31,35.23,71.31,4.01,0,68.12,4.51,1
5.17,0.0,1.53,4.35,24.43,4.01,1.36,2.82,36.11,0,7.9,76.6,60.4,44.88,62.07,0,4,1,8,9.48,45.02,63.96,0.0,1,80.35,6.35,1
6.71,7.85,1.49,6.63,54.08,2.86,0.6,5.08,35.82,1,1.6,52.11,91.03,40.11,63.94,0,1,2,5,4.54,49.88,44.48,2.75,0,100.0,8.59,1
6.8,6.96,0.52,9.81,57.33,5.26,1.58,8.11,59.01,0,9.8,62.21,42.92,53.39,77.79,1,2,2,3,4.09,27.15,42.97,1.32,1,82.53,6.17,0
5.48,6.505,0.71,6.08,54.8,1.79,0.16,4.28,49.49,2,10.6,87.45,48.55,55.02,50.4,2,3,2,3,6.95,27.71,43.16,5.99,2,70.11,9.66,1
