student_id,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,motivation_level,adaptability_score,gym_frequency,wellness_score,screen_to_study_ratio,extracurricular_hours,survey_date
S105443,6.72,6.505,3.91,6.9,56.45,3.36,41.13,1,47.38,1.34,5.25,2024-02-23
S105444,6.28,5.93,3.47,2.44,82.03,8.41,69.64,3,52.39,3.0,5.1,2024-10-02
S105445,6.84,7.63,1.84,2.23,35.82,9.12,0.0,0,71.82,3.59,12.16,2024-03-28
S105446,7.56,4.79,2.51,6.63,24.64,6.42,67.27,4,61.45,3.13,0.99,2024-03-13
S105447,6.7,5.44,0.1,4.73,26.07,6.68,65.38,2,63.95,2.04,3.89,2024-04-24
S105448,8.17,5.16,3.56,5.26,53.19,5.82,28.94,3,60.17,1.18,0.8,2024-03-08
S105449,5.75,4.76,1.32,7.93,13.42,6.33,46.16,1,58.92,1.03,9.36,2024-03-19
S105450,8.37,9.98,0.89,6.74,38.16,4.94,53.4,3,56.41,1.69,14.85,2024-07-02
S105451,6.89,9.41,0.34,5.01,44.28,8.81,73.32,4,59.75,9.86,0.34,2024-02-17
S105452,5.57,10.07,0.84,4.73,8.65,5.39,73.58,1,70.29,3.39,7.6,2024-04-02
S105453,6.55,9.87,0.33,6.99,60.95,4.07,35.86,3,46.51,1.73,2.51,2024-04-01
S105454,9.28,3.64,1.01,6.17,55.14,1.57,48.89,1,58.68,1.34,5.03,2024-02-09
S105455,4.59,9.95,1.01,5.38,33.21,7.25,31.41,1,51.23,2.03,5.38,2024-02-04
S105456,5.48,5.69,0.65,5.94,100.0,4.39,69.53,2,30.0,2.67,2.37,2024-03-11
S105457,5.73,7.97,0.0,1.8,16.79,9.36,47.9,1,79.93,2.58,3.37,2024-02-05
S105458,6.54,5.34,2.02,1.0,61.03,4.64,19.25,0,69.29,2.83,0.65,2024-09-03
S105459,6.39,5.73,0.33,6.24,43.05,6.47,65.37,0,56.04,1.37,15.66,2024-02-17
S105460,8.86,2.67,0.85,7.72,35.68,10.0,49.6,0,58.37,0.67,12.5,2024-04-29
S105461,6.02,0.34,0.53,2.41,69.66,3.02,69.17,4,57.29,0.06,17.72,2024-04-21
S105462,7.21,5.11,1.6,1.2,59.64,4.64,46.33,2,61.68,1.11,3.99,2024-04-10
S105463,5.61,5.75,1.47,5.87,18.91,6.35,51.11,1,55.24,1.25,8.86,2024-04-04
S105464,4.78,7.01,3.15,5.28,44.14,7.41,62.97,2,43.9,7.66,1.78,2024-04-01
S105465,6.09,6.34,0.01,5.05,43.39,2.89,73.2,1,57.89,4.23,0.58,2024-02-13
S105466,5.96,8.03,0.33,5.38,41.93,1.08,22.81,2,57.95,2.83,0.54,2024-03-01
S105467,7.22,7.47,2.48,6.61,37.66,5.76,65.53,2,56.9,1.54,4.62,2024-02-22
S105468,8.1,6.43,0.32,5.54,50.27,2.21,85.89,2,60.63,3.49,19.44,2024-08-03
S105469,5.68,5.38,2.21,7.62,59.29,4.73,60.69,1,43.78,21.52,1.29,2024-03-04
S105470,7.79,5.89,0.86,8.0,49.38,7.67,81.52,2,45.16,2.27,3.5,2024-03-11
S105471,4.91,10.2,0.61,5.94,31.92,6.3,62.43,1,48.85,3.85,6.59,2024-04-16
S105472,8.69,4.82,0.43,5.35,43.95,8.03,61.03,1,65.52,1.17,1.14,2024-04-21
S105473,4.29,5.42,1.99,4.92,21.86,5.85,59.31,2,56.74,21.68,3.31,2024-04-24
S105474,5.6,7.99,0.67,7.46,56.86,1.52,81.55,2,41.41,1.79,0.43,2024-04-11
S105475,6.63,6.11,0.73,6.48,52.75,4.01,64.07,4,46.7,3.24,4.87,2024-04-23
S105476,5.78,7.06,1.41,8.53,58.55,2.44,84.7,1,41.51,28.24,3.08,2024-02-02
S105477,4.75,8.84,1.37,5.62,71.03,2.51,59.27,0,38.96,2.59,0.32,2024-02-20
S105478,7.24,5.82,0.06,4.99,50.5,4.25,45.76,3,56.74,0.96,5.82,2024-04-23
S105479,4.92,3.13,1.91,7.87,40.91,2.8,41.38,0,49.66,0.81,3.36,2024-04-25
S105480,7.6,8.23,0.75,6.45,85.89,5.84,79.28,2,45.94,2.52,6.22,2024-03-02
S105481,4.29,0.63,2.91,3.59,35.09,5.39,52.33,2,58.63,0.15,3.3,2024-03-13
S105482,7.69,8.63,3.76,8.31,36.45,8.75,58.16,3,50.84,3.6,3.66,2024-03-19
S105483,7.41,5.31,0.61,4.07,52.41,3.92,50.98,1,59.65,1.6,0.76,2024-02-26
S105484,6.99,5.0,0.76,5.52,30.94,1.53,92.52,4,59.53,11.35,1.08,2024-03-19
S105485,7.71,6.33,0.1,8.38,7.43,5.13,76.7,3,70.49,1.84,7.72,2024-03-27
S105486,6.0,3.23,1.59,3.2,33.55,9.34,50.11,2,55.38,1.08,3.97,2024-03-07
S105487,6.2,2.49,4.48,4.61,60.06,7.76,38.49,1,52.06,0.69,1.16,2024-04-14
S105488,7.85,1.41,4.91,5.25,44.29,7.62,78.11,0,60.0,2.23,4.15,2024-02-18
S105489,4.86,5.56,0.08,4.54,25.34,7.0,54.29,2,66.99,1.87,7.44,2024-04-04
S105490,5.91,4.63,1.01,5.56,70.35,1.79,59.63,2,42.45,3.5,0.21,2024-04-27
S105491,5.98,0.78,1.21,4.81,46.45,5.46,16.22,3,57.87,0.43,2.22,2024-03-17
S105492,5.96,7.68,0.61,6.34,36.33,6.22,52.03,4,49.76,5.25,7.14,2024-04-13
S105493,5.89,4.92,1.0,10.0,38.34,7.13,81.82,0,41.46,19.7,3.25,2024-02-23
S105494,3.0,6.505,0.64,5.08,49.06,6.07,59.81,0,44.65,2.52,1.66,2024-04-12
S105495,6.24,7.15,2.26,4.38,62.04,4.74,59.3,3,48.77,2.31,14.52,2024-02-17
S105496,6.64,7.21,0.01,4.15,49.29,4.28,51.62,0,62.25,4.91,1.33,2024-02-11
S105497,7.95,8.17,3.89,3.88,56.22,3.98,57.93,4,58.27,3.01,3.15,2024-03-21
S105498,7.33,5.29,0.25,5.64,65.8,9.08,68.27,2,50.24,1.2,14.03,2024-02-16
S105499,5.45,7.85,1.61,7.89,53.98,6.21,81.15,2,36.34,2.3,2.37,2024-04-07
S105500,5.88,7.54,0.32,7.42,53.74,6.62,97.61,2,49.43,2.5,7.99,2024-04-16
S105501,4.98,5.83,0.16,7.16,31.55,6.13,49.98,0,46.91,4.53,1.93,2024-05-04
S105502,5.76,10.72,1.06,7.59,33.58,6.08,69.9,1,58.27,2.84,0.69,2024-03-27
S105503,5.42,9.98,4.54,3.17,43.81,5.49,48.31,2,60.56,10.87,1.37,2024-04-17
S105504,7.73,8.52,2.47,8.37,21.35,7.18,65.51,1,60.0,5.37,1.25,2024-03-30
S105505,6.77,6.58,0.19,4.89,100.0,8.51,54.93,3,45.35,3.09,11.52,2024-04-28
S105506,7.06,5.91,0.04,2.04,67.06,4.56,51.57,0,54.87,2.04,3.86,2024-04-20
S105507,5.74,7.28,0.06,6.76,76.12,6.03,50.76,4,42.12,1.29,2.9,2024-02-21
S105508,6.03,6.93,2.31,4.95,34.17,6.78,73.74,3,65.37,1.27,0.5,2024-03-08
S105509,6.95,9.43,0.04,8.28,11.46,6.21,60.1,3,67.23,2.85,1.15,2024-02-22
S105510,5.16,7.34,5.49,4.11,43.98,6.41,63.12,3,60.27,2.44,1.09,2024-04-25
S105511,6.96,6.88,3.37,7.61,5.23,8.37,20.89,2,68.74,3.81,1.81,2024-02-23
S105512,7.44,6.8,0.61,6.45,36.66,4.31,59.19,3,53.77,2.77,2.52,2024-04-20
S105513,5.46,6.39,3.29,3.95,37.94,4.42,46.72,2,65.48,2.49,0.61,2024-03-28
S105514,6.25,10.02,0.7,6.91,57.88,8.88,82.69,1,49.37,3.73,3.62,2024-04-24
S105515,5.09,6.67,1.87,4.69,34.63,3.26,85.0,0,61.4,2.16,1.46,2024-03-26
S105516,8.51,6.27,0.31,5.02,33.51,4.18,90.24,1,62.97,1.44,3.49,2024-04-26
S105517,6.87,9.68,3.29,7.84,41.06,7.53,66.14,2,52.49,3.47,3.64,2024-04-04
S105518,7.75,5.16,0.79,2.98,28.11,7.74,52.48,4,72.39,1.06,0.14,2024-02-10
S105519,5.97,3.08,0.5,8.46,38.32,7.03,58.48,0,47.23,0.8,1.5,2024-02-08
S105520,5.07,8.83,0.71,4.57,33.17,5.01,57.6,3,60.03,2.05,1.0,2024-11-03
S105521,6.14,9.21,2.17,5.53,76.92,5.3,59.4,1,37.86,6.59,0.33,2024-04-20
S105522,8.16,8.75,0.54,9.48,61.56,4.95,66.31,0,38.08,4.9,9.54,2024-02-02
S105523,8.49,4.88,2.94,5.35,42.53,5.54,42.53,0,70.2,1.55,1.25,2024-03-02
S105524,7.34,6.3,0.16,1.7,35.85,4.03,72.93,2,80.01,5.52,5.1,2024-03-15
S105525,6.26,2.63,0.36,4.1,45.03,4.93,47.39,1,55.77,1.62,17.93,2024-03-08
S105526,6.84,6.33,2.43,7.04,58.8,6.57,56.36,2,51.03,9.17,2.18,2024-04-18
S105527,7.77,7.1,2.21,6.48,82.28,6.24,60.53,2,51.0,1.09,2.66,2024-03-15
S105528,4.9,5.45,0.6,6.47,52.46,6.96,41.26,1,46.02,1.5,0.74,2024-04-17
S105529,7.5,8.21,1.81,8.94,4.27,8.09,72.09,2,66.1,4.26,5.63,2024-02-04
S105530,5.18,8.16,1.76,3.77,14.21,9.4,65.32,2,67.76,3.5,10.86,2024-03-29
S105531,6.66,6.42,0.7,5.77,42.69,3.44,64.52,1,53.84,1.58,10.54,2024-02-27
S105532,7.3,9.14,0.26,7.31,51.6,7.33,37.65,2,47.44,2.69,2.55,2024-03-13
S105533,6.69,6.32,4.04,1.82,20.61,8.57,55.39,2,75.81,25.3,3.68,2024-05-03
S105534,6.44,7.32,0.33,5.73,59.46,1.0,59.5,4,45.78,1.55,6.86,2024-03-17
S105535,8.07,10.03,1.46,7.88,44.05,6.37,80.47,1,50.58,3.11,4.86,2024-07-03
S105536,5.77,11.32,0.03,5.31,76.49,2.02,14.73,3,38.12,3.13,1.62,2024-03-15
S105537,5.84,2.82,2.14,4.48,47.77,4.57,39.12,0,67.16,1.4,9.8,2024-02-12
S105538,5.06,5.68,2.34,4.66,52.36,2.45,57.37,1,53.02,2.76,5.15,2024-03-28
S105539,6.57,3.62,1.37,4.99,51.11,6.35,62.28,2,55.55,1.48,6.85,2024-04-18
S105540,7.34,6.8,0.21,4.42,2.98,6.75,63.06,2,81.83,2.02,0.86,2024-04-06
S105541,6.17,6.76,0.3,2.69,26.61,7.63,76.97,2,73.08,2.13,2.79,2024-04-28
S105542,3.73,7.13,1.51,5.54,12.45,7.25,84.1,1,60.85,6.04,6.09,2024-03-18
S105543,6.92,3.05,0.05,5.11,48.42,6.71,41.48,2,57.55,0.63,3.78,2024-03-26
S105544,7.18,7.09,1.2,4.3,34.96,9.5,69.3,3,71.45,0.97,4.93,2024-03-26
S105545,5.16,4.36,0.61,3.86,38.89,3.63,63.52,2,53.38,2.11,4.79,2024-03-24
S105546,6.01,3.65,2.32,10.0,59.32,5.09,86.05,1,35.1,0.8,0.02,2024-05-03
S105547,6.36,6.28,0.86,4.6,14.92,1.48,83.99,1,72.06,2.42,3.59,2024-03-13
S105548,5.27,5.75,0.89,7.71,65.86,6.59,91.22,3,30.93,2.24,5.41,2024-04-20
S105549,6.68,7.82,0.25,5.3,12.51,2.62,50.61,2,73.97,1.61,1.45,2024-04-28
S105550,6.43,6.505,0.49,6.13,71.85,1.0,53.81,3,41.96,0.74,2.82,2024-03-12
S105551,4.75,9.15,2.97,5.07,60.15,2.43,75.09,2,48.47,3.27,1.99,2024-02-25
S105552,3.0,5.01,0.17,7.75,53.9,10.0,49.61,1,37.51,2.12,2.82,2024-04-15
S105553,5.06,3.95,0.72,3.56,29.36,5.97,80.01,2,62.14,1.27,10.98,2024-03-20
S105554,8.23,3.37,0.34,5.71,63.66,5.42,58.81,5,55.44,1.34,2.61,2024-03-05
S105555,7.94,5.89,3.6,5.24,72.01,3.66,78.61,2,51.5,2.07,1.57,2024-02-29
S105556,5.88,11.06,3.24,3.37,53.15,4.47,67.73,1,60.63,7.86,5.74,2024-04-01
S105557,4.86,6.56,0.11,6.84,63.72,3.01,35.95,4,37.55,1.26,4.96,2024-04-11
S105558,8.27,3.91,0.7,4.2,57.25,6.16,32.46,3,58.78,1.82,2.08,2024-04-03
S105559,7.26,3.55,0.34,5.41,51.9,7.66,62.02,0,59.07,1.69,6.29,2024-04-29
S105560,8.0,6.18,4.07,7.45,44.01,8.6,51.89,4,51.23,3.25,0.02,2024-03-28
S105561,8.82,3.09,0.51,7.12,62.26,8.93,100.0,2,56.75,0.75,10.84,2024-02-08
S105562,6.91,13.13,0.74,7.06,53.47,5.47,59.07,2,50.3,20.61,4.44,2024-12-04
S105563,6.43,5.95,2.15,5.88,52.6,5.76,39.71,1,48.3,10.24,4.15,2024-02-23
S105564,5.27,4.55,0.14,6.18,43.71,2.77,63.9,4,52.64,6.51,5.64,2024-02-12
S105565,6.5,7.58,0.9,4.76,53.64,8.01,60.22,1,56.44,3.15,1.09,2024-02-04
S105566,4.96,3.87,4.33,6.52,39.82,6.84,69.88,5,56.49,0.91,0.73,2024-04-06
S105567,7.76,4.5,3.26,4.57,24.47,7.01,96.65,1,67.84,7.35,7.89,2024-03-07
S105568,6.01,4.88,0.99,6.34,52.84,1.46,57.91,3,50.31,2.42,10.15,2024-03-29
S105569,8.45,4.92,1.49,3.61,57.66,9.18,74.76,0,56.78,1.28,3.5,2024-04-11
S105570,5.84,6.56,3.61,4.25,23.66,6.36,46.23,2,65.11,1.27,2.58,2024-01-03
S105571,6.91,5.96,2.68,6.01,40.09,6.21,68.23,1,51.43,1.12,6.66,2024-03-14
S105572,5.24,5.44,4.11,6.27,25.23,5.98,63.77,2,52.15,2.96,4.57,2024-03-24
S105573,7.5,9.51,2.13,8.54,47.69,5.27,63.03,2,44.12,1.62,1.78,2024-03-21
S105574,5.18,0.84,1.6,3.6,12.75,6.48,92.27,1,76.82,0.21,0.19,2024-04-15
S105575,8.08,8.84,0.46,5.49,53.79,10.0,42.88,4,59.98,3.08,2.07,2024-04-04
S105576,7.05,3.67,0.57,6.77,6.92,6.77,58.8,1,66.41,1.08,4.81,2024-03-08
S105577,3.8,9.33,2.04,8.96,55.21,1.18,84.61,2,31.74,3.81,6.95,2024-11-04
S105578,4.42,6.505,2.5,4.04,69.68,1.0,55.78,3,50.94,2.28,0.22,2024-02-21
S105579,6.63,2.55,4.51,8.07,70.8,7.38,74.59,0,41.6,0.67,3.59,2024-04-22
S105580,6.23,3.43,1.82,7.46,46.44,6.65,78.89,1,48.59,1.17,0.27,2024-04-04
S105581,9.03,5.72,1.35,8.07,34.68,3.8,62.66,3,58.67,17.53,0.02,2024-04-19
S105582,5.1,2.93,1.85,8.75,50.78,6.73,64.46,0,38.6,0.71,9.6,2024-04-01
S105583,6.02,4.65,5.9,5.67,45.35,6.0,63.98,2,47.07,3.26,1.31,2024-02-14
S105584,6.3,10.2,0.42,3.93,29.39,8.74,47.24,4,69.96,2.6,0.98,2024-03-24
S105585,6.62,5.09,0.25,6.9,39.39,3.08,90.18,3,52.06,1.25,0.48,2024-02-26
S105586,8.66,7.06,0.19,5.35,39.53,6.55,47.32,1,62.83,1.77,5.67,2024-03-27
S105587,6.19,5.67,0.08,4.66,71.13,6.0,92.43,2,50.88,12.32,1.13,2024-03-05
S105588,4.14,6.61,2.23,1.0,58.38,10.0,44.13,1,54.87,1.48,6.4,2024-03-08
S105589,8.46,6.76,1.01,6.43,63.34,2.62,65.88,3,45.27,1.56,0.78,2024-02-23
S105590,6.89,9.09,1.14,10.0,48.57,2.14,89.64,2,39.8,4.34,0.15,2024-02-17
S105591,4.28,10.57,0.01,3.81,56.27,4.88,7.4,1,47.06,4.95,2.97,2024-04-25
S105592,5.4,8.5,5.3,7.89,55.57,7.6,48.27,4,41.88,2.75,2.88,2024-09-02
S105593,5.89,1.17,3.84,9.58,26.42,4.01,47.98,0,46.52,0.71,4.87,2024-04-01
S105594,6.49,4.51,1.13,5.57,57.34,5.8,59.58,2,49.13,1.48,3.82,2024-03-01
S105595,7.41,10.03,0.08,10.0,64.5,6.05,48.14,0,39.45,2.65,2.26,2024-03-24
S105596,5.98,7.9,1.19,4.43,1.65,6.69,61.07,3,71.65,4.85,1.84,2024-04-14
S105597,5.6,7.62,0.3,6.37,15.86,3.62,59.93,1,55.56,4.49,6.68,2024-03-31
S105598,4.99,8.6,0.88,4.67,28.47,8.54,72.3,1,57.34,2.78,9.82,2024-03-23
S105599,6.08,4.94,0.05,6.38,42.27,10.0,80.59,3,55.55,3.23,3.14,2024-02-24
S105600,6.41,4.26,1.95,7.1,53.65,3.36,70.08,1,40.69,1.63,7.01,2024-04-29
S105601,6.95,4.63,0.36,9.05,40.97,6.13,63.44,1,49.03,1.16,4.51,2024-02-22
S105602,3.36,6.6,0.37,5.5,25.75,8.93,64.71,0,54.72,1.22,0.17,2024-03-04
S105603,5.1,7.44,1.81,7.28,50.56,1.97,87.54,2,43.77,2.07,4.01,2024-03-11
S105604,6.96,9.16,0.09,4.34,49.67,7.62,69.71,2,62.73,8.97,0.55,2024-04-04
S105605,8.62,7.95,3.98,6.94,63.2,8.71,59.94,2,42.95,2.63,3.16,2024-03-21
S105606,7.55,5.83,1.5,7.01,32.82,5.15,53.71,2,61.07,1.96,3.61,2024-04-22
S105607,3.19,8.69,0.15,5.51,8.1,5.04,55.55,0,59.04,1.99,0.07,2024-02-21
S105608,3.66,4.66,2.37,2.05,21.83,6.29,62.67,0,68.85,15.23,5.12,2024-03-18
S105609,7.08,7.54,2.71,7.77,40.64,5.82,52.99,2,46.01,6.23,3.21,2024-04-26
S105610,6.37,6.14,1.47,6.05,43.57,7.68,58.78,1,49.68,1.33,4.54,2024-03-04
S105611,6.39,6.46,3.05,6.75,36.05,7.24,57.59,0,52.11,1.58,1.97,2024-03-28
S105612,9.01,5.41,0.42,3.65,18.12,6.61,83.53,3,80.81,1.06,1.95,2024-04-29
S105613,4.86,7.08,1.65,3.53,65.12,6.68,71.79,3,48.56,2.14,2.94,2024-02-20
S105614,7.96,3.86,2.47,4.25,52.72,5.27,54.82,3,55.56,0.91,2.57,2024-02-21
S105615,6.46,5.34,0.44,5.33,82.58,6.87,28.58,4,42.01,1.08,7.23,2024-01-04
S105616,5.5,7.2,1.05,5.96,80.81,6.67,50.39,2,36.69,2.32,2.09,2024-04-24
S105617,3.45,8.4,0.07,4.63,60.04,1.28,56.77,1,40.3,3.68,5.32,2024-02-18
S105618,4.7,4.1,2.95,5.07,60.53,4.92,76.51,1,41.8,1.51,12.93,2024-04-05
S105619,8.39,9.15,2.05,6.75,24.66,4.66,49.02,1,64.91,6.17,5.41,2024-04-05
S105620,6.43,8.92,1.23,3.0,44.01,5.42,62.45,4,71.91,1.95,0.5,2024-03-12
S105621,7.41,8.27,4.59,6.62,55.03,4.12,92.92,2,51.08,1.5,7.21,2024-04-28
S105622,7.1,8.34,1.5,3.67,48.22,7.52,58.95,2,60.82,5.54,8.19,2024-02-08
S105623,6.09,8.96,0.24,5.87,62.63,6.47,49.53,2,47.72,2.16,1.53,2024-03-14
S105624,7.46,6.09,0.49,6.48,38.53,9.57,74.63,1,54.53,1.07,2.15,2024-04-25
S105625,6.74,2.52,0.25,3.73,26.84,4.53,53.3,1,69.89,0.71,1.42,2024-04-16
S105626,6.05,4.23,1.46,6.75,58.84,6.6,29.87,3,41.16,1.18,11.42,2024-02-10
S105627,5.87,8.97,0.42,8.63,47.26,3.45,62.63,1,37.35,4.48,0.9,2024-03-30
S105628,5.31,5.75,0.41,2.8,50.44,7.06,66.22,0,60.26,1.62,1.91,2024-02-25
S105629,6.7,10.03,2.83,4.69,31.77,4.78,34.91,3,65.01,2.77,1.5,2024-04-18
S105630,6.05,8.92,3.04,4.9,41.27,10.0,96.61,1,54.17,1.92,0.09,2024-04-03
S105631,7.83,5.55,2.2,10.0,51.03,4.88,43.5,2,44.84,1.14,5.58,2024-08-02
S105632,5.88,9.76,0.42,6.86,26.41,6.46,97.64,2,51.35,2.0,2.02,2024-02-10
S105633,5.06,0.6,2.27,4.05,0.0,3.49,39.76,0,77.63,0.18,4.49,2024-04-27
S105634,3.75,8.93,0.15,6.38,45.3,6.3,32.42,1,40.58,4.15,2.33,2024-04-16
S105635,7.35,7.89,0.15,3.24,57.63,4.3,62.58,2,54.41,10.2,2.65,2024-01-03
S105636,9.73,6.05,4.03,5.87,25.4,5.82,55.18,0,69.76,1.6,2.46,2024-03-27
S105637,6.26,4.78,1.37,7.34,62.97,4.59,80.13,1,36.62,1.72,2.7,2024-02-22
S105638,3.27,4.43,0.41,5.08,26.56,4.0,52.3,4,55.39,17.72,8.96,2024-04-13
S105639,7.58,4.27,0.36,7.84,20.12,5.85,54.53,1,60.67,1.38,4.19,2024-03-31
S105640,5.39,7.04,0.18,7.2,33.12,10.0,48.25,1,52.3,3.17,1.12,2024-03-17
S105641,7.26,5.93,1.41,5.96,39.9,3.01,73.9,0,52.26,2.4,3.42,2024-04-29
S105642,6.81,4.48,5.86,1.86,55.25,5.73,34.69,3,59.66,2.07,14.1,2024-04-16
S105643,7.29,4.77,0.83,5.68,13.39,7.6,74.77,1,59.45,1.79,2.25,2024-03-27
S105644,6.47,8.41,0.43,7.98,87.22,5.51,66.86,2,39.61,5.81,0.87,2024-04-21
S105645,5.93,6.63,3.42,2.93,55.16,6.32,49.59,5,56.19,2.26,2.1,2024-03-17
S105646,7.77,5.32,0.49,7.9,32.75,4.0,49.18,1,55.26,1.84,1.32,2024-06-02
S105647,5.91,9.52,1.88,6.82,53.17,8.0,66.36,2,48.74,3.49,4.45,2024-04-02
S105648,7.91,7.86,0.28,4.81,15.85,6.31,77.54,4,72.35,1.67,2.94,2024-03-28
S105649,5.49,5.18,1.12,1.41,31.22,4.21,51.38,2,71.9,2.95,14.35,2024-02-28
S105650,6.51,8.65,3.67,6.35,26.52,1.0,73.36,1,59.62,34.61,3.33,2024-03-24
S105651,5.28,4.99,0.43,9.71,27.2,8.13,65.16,3,47.11,1.14,3.12,2024-02-27
S105652,7.58,6.31,0.26,5.56,50.88,4.41,72.13,1,54.93,1.78,0.92,2024-03-19
S105653,5.38,8.41,0.21,7.15,41.0,4.75,64.51,2,51.09,4.58,1.78,2024-03-22
S105654,5.18,8.37,1.09,6.67,82.53,5.88,73.19,2,25.76,3.54,4.72,2024-02-26
S105655,7.6,5.15,1.11,8.22,33.13,10.0,59.77,1,57.99,0.82,18.34,2024-03-10
S105656,6.77,10.16,4.76,4.11,15.58,6.92,64.49,0,75.51,6.97,3.86,2024-02-03
S105657,6.19,8.42,0.79,4.04,41.55,4.15,95.88,1,56.61,1.93,16.25,2024-04-09
S105658,4.94,8.3,1.48,6.69,35.42,3.85,47.05,3,50.6,1.57,0.86,2024-02-08
S105659,6.23,7.06,4.2,7.64,1.07,6.5,73.99,5,70.3,2.11,5.51,2024-02-22
S105660,6.85,5.87,1.21,3.45,74.17,4.29,66.7,1,54.24,2.74,2.37,2024-04-17
S105661,7.21,6.505,0.29,2.53,61.63,6.96,90.67,0,59.05,13.95,0.29,2024-02-12
S105662,5.33,10.6,1.68,4.18,80.4,5.78,70.8,1,30.83,1.77,0.69,2024-04-04
S105663,6.98,7.78,0.47,8.95,68.54,2.52,50.0,1,36.33,1.76,3.58,2024-04-16
S105664,3.7,5.33,0.33,6.47,35.37,4.24,37.52,3,43.77,21.32,1.08,2024-05-03
S105665,6.38,6.24,0.26,5.73,57.77,2.38,68.64,4,50.68,2.13,0.33,2024-04-08
S105666,5.05,3.67,0.39,5.2,41.6,3.19,85.2,2,51.85,1.53,2.35,2024-02-14
S105667,7.27,5.61,2.32,5.23,74.4,5.18,29.3,4,46.48,1.42,11.57,2024-02-21
S105668,5.71,1.12,2.74,5.34,48.52,1.04,69.58,1,52.28,0.32,4.29,2024-04-26
S105669,9.44,2.24,0.91,3.11,55.81,4.74,53.37,1,72.98,1.59,6.04,2024-03-14
S105670,6.5,4.44,0.21,7.3,35.19,7.24,58.23,4,53.02,2.67,2.55,2024-02-24
S105671,6.73,11.85,2.15,8.38,61.0,7.7,78.48,0,40.36,3.2,1.3,2024-01-02
S105672,3.19,6.24,0.57,6.15,51.5,1.0,80.75,2,47.89,2.47,1.54,2024-02-04
S105673,4.4,7.69,0.0,8.17,16.13,5.23,67.93,2,51.07,1.96,5.16,2024-03-04
S105674,7.68,5.3,0.57,3.64,52.88,5.77,72.79,4,58.35,1.55,8.66,2024-02-23
S105675,5.36,11.53,0.95,7.7,64.17,5.36,69.32,1,37.69,3.51,5.99,2024-03-20
S105676,7.81,8.22,0.07,8.58,62.44,4.49,66.74,1,46.38,2.3,0.21,2024-02-12
S105677,5.31,5.24,0.2,1.0,60.15,5.71,68.71,5,63.96,1.75,4.41,2024-04-28
S105678,7.11,5.54,3.1,1.08,12.03,6.57,76.3,0,76.04,4.8,0.16,2024-02-25
S105679,5.18,6.56,0.02,9.37,13.18,4.59,76.01,4,52.12,1.18,3.11,2024-04-22
S105680,6.87,4.02,1.33,6.95,48.5,5.5,61.97,1,51.38,0.78,6.05,2024-02-26
S105681,7.2,5.95,1.88,6.72,30.34,2.19,33.59,0,58.38,1.54,1.33,2024-02-17
S105682,7.51,7.69,1.29,4.02,27.58,8.46,48.65,1,64.97,1.74,3.87,2024-03-16
S105683,5.27,2.78,0.92,6.85,57.01,5.43,47.3,3,47.58,11.11,2.65,2024-03-13
S105684,4.5,9.59,0.74,7.4,37.11,10.0,46.8,3,50.17,3.87,2.98,2024-03-17
S105685,7.04,9.61,1.1,6.75,12.57,6.62,59.28,1,71.93,2.22,0.94,2024-02-02
S105686,6.58,6.92,0.68,7.63,33.78,4.53,40.07,2,55.47,2.42,5.57,2024-03-18
S105687,7.2,8.21,3.63,6.82,56.19,4.74,58.46,2,48.23,27.09,1.08,2024-02-29
S105688,4.62,7.2,0.34,4.89,56.96,4.69,52.96,1,47.77,2.59,4.62,2024-04-27
S105689,7.3,5.23,8.0,3.75,47.01,7.49,77.76,2,68.83,5.74,1.5,2024-03-29
S105690,6.05,8.7,0.18,4.15,39.52,4.95,80.9,4,59.98,3.19,1.04,2024-04-03
S105691,4.81,7.21,1.3,7.14,41.01,4.91,54.56,3,54.17,2.91,4.7,2024-03-15
S105692,5.66,5.76,1.58,6.05,37.49,5.75,35.1,0,54.36,2.96,7.92,2024-04-12
S105693,7.54,3.24,0.44,7.34,76.59,3.11,57.94,3,44.5,0.69,0.97,2024-03-02
S105694,6.51,5.28,1.19,5.38,58.47,6.65,66.95,3,49.36,2.23,4.73,2024-03-20
S105695,6.48,9.25,0.03,6.59,66.92,6.56,43.66,1,43.68,2.96,6.61,2024-04-16
S105696,6.4,8.26,3.8,8.4,55.59,1.0,46.22,1,40.72,1.48,4.34,2024-04-03
S105697,5.75,5.49,0.18,10.0,40.2,5.73,45.68,0,45.33,1.69,2.64,2024-04-17
S105698,7.97,9.92,3.78,3.49,49.76,2.79,75.74,0,56.54,2.28,1.58,2024-03-20
S105699,6.32,5.98,0.1,5.93,32.96,8.4,19.07,1,64.86,3.56,5.07,2024-02-15
S105700,4.31,6.43,0.96,6.62,30.29,1.0,56.4,2,53.19,2.3,13.51,2024-03-13
S105701,4.31,6.27,1.4,6.72,67.53,1.11,62.48,0,32.34,1.61,0.99,2024-03-05
S105702,5.53,2.99,0.02,4.54,45.51,4.72,30.67,0,57.58,0.62,0.19,2024-04-10
S105703,5.77,7.47,0.81,5.58,60.74,5.23,49.32,3,47.47,2.86,5.58,2024-04-16
S105704,7.29,8.8,2.23,4.03,47.37,6.81,70.38,5,61.05,1.66,4.48,2024-02-18
