student_id,previous_internal_marks,previous_assignment_score,previous_midterm_score,lowest_subject_score,assignment_completion_rate,practice_questions,next_semester_marks
S105628,33.86,87.83,62.17,39.07,99.54,97,54.21
S105629,27.48,46.98,74.24,24.22,84.14,56,55.57
S105630,45.77,48.98,46.73,27.26,92.22,117,19.91
S105631,34.19,66.4,44.26,47.97,85.9,48,42.8
S105632,27.93,92.01,67.86,33.71,67.3,137,59.84
S105633,38.66,99.44,32.84,26.35,83.72,109,44.95
S105634,29.06,56.67,38.07,29.43,75.02,54,35.66
S105635,27.41,70.8,93.88,69.7,64.06,58,62.07
S105636,32.0,72.33,89.79,60.71,93.79,82,67.47
S105637,29.68,80.77,55.87,68.86,60.42,32,41.86
S105638,27.7,83.27,80.99,36.08,70.11,65,42.92
S105639,41.45,53.28,81.54,25.0,100.0,184,56.44
S105640,34.09,70.97,72.54,54.57,90.52,30,72.38
S105641,45.02,39.87,63.74,31.71,83.68,94,44.64
S105642,28.16,82.16,75.02,53.67,47.4,3,17.28
S105643,21.18,64.92,77.77,39.33,78.23,11,69.82
S105644,36.19,51.92,75.27,30.73,62.53,173,56.02
S105645,49.85,74.99,40.21,22.34,78.83,187,32.82
S105646,39.25,64.45,97.53,50.55,77.14,67,59.56
S105647,50.0,88.92,100.0,48.73,67.15,73,83.45
S105648,37.66,56.61,34.45,26.34,97.59,42,53.01
S105649,36.88,100.0,73.18,24.34,94.32,73,51.35
S105650,17.76,82.82,97.73,53.84,63.11,167,67.48
S105651,38.42,89.32,81.04,57.68,100.0,13,48.15
S105652,36.35,54.57,81.21,29.91,62.76,56,34.61
S105653,31.74,96.83,41.98,53.18,100.0,167,62.52
S105654,33.91,51.81,77.66,44.51,76.84,6,50.35
S105655,34.46,66.85,68.83,54.32,73.99,18,31.73
S105656,33.56,89.57,77.48,34.29,100.0,58,79.62
S105657,50.0,77.6,48.43,42.74,77.54,77,58.28
S105658,32.03,51.41,47.86,40.08,96.46,98,56.28
S105659,36.35,87.03,62.72,52.34,60.48,16,42.77
S105660,31.77,75.1,58.93,39.02,80.43,73,51.33
S105661,41.27,63.76,62.48,19.57,87.12,34,45.14
S105662,36.41,46.87,57.33,69.38,97.95,30,58.63
S105663,32.76,76.52,61.78,61.53,90.69,5,21.15
S105664,19.59,67.55,54.34,52.02,80.67,11,46.63
S105665,36.95,72.34,64.23,28.34,87.1,56,39.4
S105666,32.52,46.22,42.22,37.83,69.08,49,55.08
S105667,34.51,63.72,73.23,27.73,89.06,111,54.93
S105668,25.54,77.2,69.17,77.85,87.17,136,63.77
S105669,46.47,98.15,44.81,53.92,68.34,126,71.31
S105670,41.85,66.92,86.22,48.68,81.85,318,60.94
S105671,46.45,91.65,51.77,35.1,91.57,24,47.03
S105672,44.18,81.81,84.02,22.01,100.0,6,41.09
S105673,39.74,73.51,70.27,42.29,97.78,59,75.15
S105674,25.86,54.81,81.01,55.88,83.38,264,24.86
S105675,49.75,55.44,67.82,67.78,84.27,18,65.03
S105676,27.58,79.26,74.07,13.02,77.82,56,54.67
S105677,32.85,62.1,80.83,62.55,81.67,42,73.63
S105678,40.66,60.77,95.52,43.72,91.64,78,49.82
S105679,41.05,67.29,82.19,38.41,91.27,46,60.57
S105680,39.58,67.54,72.17,32.07,78.72,56,39.52
S105681,31.8,83.51,43.42,68.92,63.51,121,47.74
S105682,30.14,62.42,26.35,48.65,76.79,119,43.02
S105683,50.0,82.02,62.91,47.01,67.46,37,59.96
S105684,34.69,76.6,53.57,36.64,61.77,56,52.74
S105685,33.71,44.89,54.16,67.07,89.13,59,33.83
S105686,29.29,74.42,63.68,46.0,85.18,156,70.22
S105687,36.96,29.98,75.6,74.66,66.22,122,48.65
S105688,36.58,56.57,55.07,83.12,75.13,89,52.77
S105689,34.87,76.95,79.32,40.68,84.6,22,29.49
S105690,38.05,69.84,65.54,62.8,83.86,68,63.65
S105691,49.11,43.48,65.6,51.47,86.59,179,41.63
S105692,30.24,53.21,95.0,19.03,68.57,78,29.41
S105693,35.34,69.83,67.85,54.35,85.37,143,48.28
S105694,29.82,49.86,64.13,47.2,79.29,61,61.44
S105695,37.36,78.69,73.38,57.27,91.58,148,63.66
S105696,30.45,61.64,93.75,65.19,96.12,70,51.11
S105697,30.8,72.55,64.25,42.89,100.0,152,32.86
S105698,23.32,70.2,72.04,41.95,99.64,51,38.71
S105699,35.78,70.49,63.27,37.08,81.89,88,61.63
S105700,38.44,85.35,63.35,41.77,79.43,5,43.08
S105701,49.88,66.96,57.16,19.58,65.96,46,51.28
S105702,38.76,83.66,56.04,50.75,66.33,12,28.97
S105703,31.4,32.84,92.14,57.89,84.07,21,34.96
S105704,24.12,86.67,56.14,10.91,84.54,62,48.32
S105705,25.23,50.65,40.35,60.21,100.0,62,40.56
S105706,24.63,53.91,67.01,50.81,69.08,129,65.82
S105707,50.0,59.43,81.29,54.57,67.53,52,62.36
S105708,37.3,86.26,84.88,52.8,83.75,231,55.9
S105709,30.34,56.66,45.89,52.69,72.44,33,50.07
S105710,27.32,60.16,82.8,76.74,85.84,49,51.8
S105711,28.15,55.57,97.94,37.97,72.89,118,52.32
S105712,30.13,73.83,54.05,54.62,75.72,86,57.96
S105713,45.53,81.15,62.21,34.68,86.44,15,52.23
S105714,34.76,95.56,45.3,16.73,71.5,59,32.34
S105715,23.42,100.0,94.66,20.95,74.59,6,36.2
S105716,50.0,79.75,41.12,63.75,87.93,13,55.78
S105717,25.88,75.48,58.6,32.6,80.7,9,43.31
S105718,30.27,51.74,77.56,46.85,70.4,8,50.07
S105719,45.48,98.64,54.06,62.64,72.77,13,35.25
S105720,38.32,73.23,49.17,41.21,95.64,177,44.47
S105721,31.24,65.66,64.16,42.26,84.65,93,61.78
S105722,25.15,69.83,100.0,59.46,74.58,90,37.67
S105723,27.27,60.45,60.9,43.42,92.99,181,34.92
S105724,27.75,34.93,61.69,39.28,86.54,96,32.56
S105725,35.06,78.58,47.15,64.04,100.0,75,25.55
S105726,36.53,90.14,71.16,35.99,93.29,109,27.63
S105727,33.81,78.35,79.14,56.35,97.5,96,51.18
S105728,34.69,69.89,55.3,57.57,74.9,73,31.98
S105729,26.59,70.2,73.57,50.1,66.67,9,69.64
S105730,37.35,72.58,55.42,29.86,91.58,6,50.02
S105731,45.24,72.12,34.7,75.55,91.72,14,53.8
S105732,33.7,69.09,72.32,28.18,78.43,78,51.79
S105733,33.54,70.38,98.19,18.79,64.35,59,47.13
S105734,35.66,93.33,45.87,67.22,84.6,63,55.57
S105735,43.95,69.83,67.87,42.22,85.83,39,53.52
S105736,27.84,71.58,85.96,33.86,59.63,138,45.53
S105737,46.61,79.89,63.37,53.27,85.61,108,90.71
S105738,38.37,79.89,42.17,43.94,97.26,4,51.09
S105739,35.23,84.19,65.72,46.19,60.29,18,54.66
S105740,44.71,58.65,88.85,50.5,87.94,63,60.18
S105741,25.54,62.79,56.9,42.86,99.66,17,41.89
S105742,39.18,57.8,68.72,17.21,100.0,12,54.97
S105743,38.44,81.5,48.14,37.37,51.88,1,33.02
S105744,27.52,80.77,63.41,43.05,96.31,326,26.87
S105745,38.69,50.9,71.19,20.21,75.3,21,46.63
S105746,37.27,75.86,67.01,54.14,73.56,44,46.97
S105747,33.57,90.58,58.1,59.5,100.0,56,63.62
S105748,41.9,66.47,72.09,67.66,83.3,23,47.16
S105749,30.43,74.71,75.71,69.67,74.26,135,49.8
S105750,37.16,80.96,76.77,66.81,91.99,72,45.08
S105751,33.95,69.83,60.31,69.84,100.0,92,38.79
S105752,30.08,72.28,55.06,41.94,82.6,13,65.67
S105753,39.02,89.08,96.41,56.87,71.99,103,59.19
S105754,33.34,61.1,67.2,74.19,81.37,4,49.53
S105755,23.22,82.49,60.88,44.61,96.36,31,28.76
S105756,20.59,70.41,41.37,29.04,75.34,45,30.78
S105757,41.31,59.88,50.08,39.21,96.38,8,59.51
S105758,25.24,68.55,54.72,36.31,77.89,66,35.84
S105759,37.24,62.11,72.03,56.5,52.18,33,68.22
S105760,35.44,56.68,59.3,35.74,100.0,12,39.83
S105761,32.05,66.18,65.24,48.29,85.03,27,57.9
S105762,50.0,71.03,42.07,54.08,95.81,69,57.0
S105763,36.44,67.51,87.47,27.41,84.53,20,42.7
S105764,41.05,66.02,53.2,11.88,80.56,51,35.12
S105765,37.28,73.39,68.76,22.2,91.05,94,61.86
S105766,33.15,77.97,56.51,59.32,77.69,76,66.17
S105767,34.85,52.84,59.91,50.26,100.0,116,68.46
S105768,46.67,66.21,52.3,48.49,79.54,94,43.51
S105769,43.7,40.4,69.74,29.04,100.0,53,49.72
S105770,50.0,67.57,49.31,52.48,89.07,59,73.76
S105771,36.77,72.26,70.03,71.86,44.28,25,36.58
S105772,27.98,78.55,63.1,49.67,65.15,215,62.43
S105773,31.48,72.31,75.08,51.26,92.74,186,53.25
S105774,25.5,78.22,76.66,37.76,66.22,136,68.85
S105775,41.14,70.98,59.92,80.97,59.65,13,23.46
S105776,30.31,59.87,70.86,52.76,99.26,118,53.61
S105777,10.56,53.26,57.83,44.67,56.18,210,46.7
S105778,50.0,66.05,86.06,64.71,91.67,192,59.77
S105779,30.44,58.51,59.26,29.73,74.55,188,42.16
S105780,30.39,68.2,61.77,37.29,90.53,90,55.02
S105781,48.37,62.62,57.5,39.26,84.0,23,56.16
S105782,25.33,76.29,53.27,31.85,48.9,70,44.04
S105783,44.09,70.73,97.54,32.98,75.28,27,65.33
S105784,30.3,76.71,72.78,50.0,76.34,129,62.01
S105785,24.41,76.64,66.09,57.1,86.14,15,56.85
S105786,48.65,67.3,57.38,57.44,84.78,20,28.98
S105787,42.38,68.22,82.81,52.31,76.32,25,59.75
S105788,42.36,77.52,56.27,36.58,62.99,72,30.47
S105789,37.94,100.0,66.93,21.96,87.22,71,51.07
S105790,39.79,55.16,100.0,43.76,93.07,64,32.54
S105791,25.14,70.63,49.68,27.75,84.96,13,24.31
S105792,35.89,52.06,73.63,22.83,76.71,50,49.19
S105793,27.57,69.69,69.62,66.16,74.44,211,59.8
S105794,23.89,59.89,73.45,53.74,66.23,223,30.51
S105795,38.29,68.2,60.44,45.42,83.73,52,55.32
S105796,44.27,72.33,55.52,40.7,82.88,24,78.36
S105797,31.93,62.66,68.62,54.55,92.54,393,56.66
S105798,33.3,43.24,57.7,7.23,70.66,20,39.6
S105799,25.89,91.38,27.69,48.39,81.79,147,32.17
S105800,35.06,82.59,51.81,86.49,60.26,28,70.9
S105801,41.08,68.04,59.93,55.47,74.91,193,53.78
S105802,41.33,56.58,47.75,53.92,71.57,10,37.33
S105803,39.36,71.28,67.42,44.98,95.86,30,82.68
S105804,30.05,75.41,52.88,29.95,100.0,82,52.18
S105805,29.8,81.55,64.3,29.57,62.35,8,54.87
S105806,41.36,82.93,99.69,54.48,93.62,40,39.99
S105807,41.5,85.76,84.63,34.84,90.21,40,41.88
S105808,33.62,43.89,74.46,74.04,71.76,57,80.92
S105809,31.59,65.43,93.95,55.08,68.72,0,48.53
S105810,44.34,84.9,63.84,33.92,68.53,84,56.08
S105811,32.12,56.15,64.0,43.36,74.34,42,53.41
S105812,40.97,88.29,48.11,41.35,74.62,22,59.83
S105813,33.91,97.16,85.45,10.63,77.71,18,46.73
S105814,26.62,87.87,96.31,49.79,72.35,119,29.93
S105815,47.9,79.92,79.52,18.18,92.09,27,65.5
S105816,35.96,63.29,87.77,48.34,87.63,90,54.87
S105817,29.31,74.22,21.2,72.9,77.4,1,18.8
S105818,23.87,49.81,100.0,55.73,71.91,281,24.83
S105819,24.68,58.28,63.33,40.27,71.51,7,40.89
S105820,32.02,59.34,100.0,68.4,86.58,41,54.0
S105821,50.0,70.93,92.71,47.71,80.84,88,54.91
S105822,30.32,64.12,77.36,51.41,82.98,78,41.89
S105823,46.58,73.92,59.51,6.86,92.88,178,58.39
S105824,33.95,83.17,67.53,50.45,79.19,280,48.28
S105825,25.55,59.35,34.44,60.87,100.0,102,25.0
S105826,31.21,72.23,79.89,38.72,49.96,81,52.16
S105827,24.75,63.76,24.12,27.16,60.27,8,29.12
S105828,28.15,72.85,60.22,41.45,100.0,46,44.38
S105829,27.91,80.29,89.69,55.14,74.03,17,71.84
S105830,19.77,83.82,76.53,44.79,84.44,38,51.19
S105831,47.1,80.05,40.52,52.62,98.8,12,43.02
S105832,36.69,76.21,43.56,33.61,85.15,123,34.28
S105833,29.51,48.7,55.44,52.74,93.7,58,58.09
S105834,36.77,53.78,66.25,65.21,89.23,9,42.14
S105835,28.32,57.64,79.02,53.04,94.74,59,52.67
S105836,13.63,75.38,74.67,27.24,87.4,32,29.34
S105837,50.0,50.63,48.06,53.26,90.97,56,76.35
S105838,36.52,75.06,74.9,33.12,71.3,24,36.07
S105839,30.29,73.97,76.61,43.31,87.85,113,41.54
S105840,19.53,40.96,72.82,44.78,79.39,1,36.94
S105841,23.05,53.69,100.0,45.27,78.69,12,30.29
S105842,48.24,85.66,76.62,57.35,54.81,68,46.72
S105843,47.02,80.46,80.49,51.21,73.68,84,47.05
S105844,41.03,57.24,95.01,46.65,77.98,3,61.29
S105845,26.08,54.48,78.6,53.63,100.0,88,55.54
S105846,47.08,33.24,56.18,35.39,75.81,18,58.86
S105847,38.6,92.07,84.88,52.26,84.24,13,54.99
S105848,40.24,70.62,58.58,33.49,100.0,2,38.74
S105849,38.57,98.26,49.28,77.85,61.43,54,57.42
S105850,22.94,69.83,50.65,57.93,74.26,112,58.3
S105851,25.41,74.24,84.7,20.16,93.19,72,54.88
S105852,30.92,83.37,74.92,42.18,100.0,161,55.31
S105853,40.15,94.58,81.97,48.74,50.22,61,57.01
S105854,23.96,77.52,75.0,47.58,78.24,1,26.2
S105855,33.6,70.04,68.02,54.95,89.42,154,46.18
S105856,33.59,70.42,70.09,41.78,92.62,201,28.73
S105857,41.34,54.31,74.46,37.59,100.0,165,36.52
S105858,40.4,64.27,55.36,59.96,70.32,17,55.23
S105859,26.92,70.77,44.36,40.29,76.47,373,22.53
S105860,46.57,90.73,57.24,42.74,55.58,260,82.96
S105861,25.69,63.55,73.71,60.62,81.92,155,90.72
S105862,43.74,85.94,54.63,37.5,87.67,70,43.68
S105863,30.6,68.77,99.07,68.54,100.0,18,48.44
S105864,36.31,88.65,72.06,62.38,100.0,17,46.27
S105865,36.81,80.15,66.91,27.22,100.0,56,29.32
S105866,36.58,79.14,55.3,35.93,69.57,56,54.95
S105867,40.4,84.68,79.65,33.45,86.39,39,42.59
S105868,38.13,82.5,45.61,38.8,85.84,54,28.18
S105869,41.27,85.96,70.05,40.37,87.01,43,46.04
S105870,38.72,100.0,58.03,44.55,79.36,107,65.85
S105871,24.88,94.25,66.93,47.72,96.96,8,42.61
S105872,37.16,77.0,72.78,50.72,74.66,102,57.69
S105873,30.49,63.37,46.67,40.56,84.94,123,34.37
S105874,26.13,75.5,38.27,75.7,100.0,100,54.9
S105875,32.68,41.11,50.09,54.63,100.0,90,29.75
S105876,36.47,82.43,79.07,47.71,67.57,40,35.49
S105877,37.0,54.1,70.97,34.17,88.26,53,64.2
S105878,43.45,86.84,58.55,30.89,86.82,19,34.41
S105879,45.46,99.7,96.49,62.34,98.3,94,77.38
S105880,37.69,48.24,85.56,76.39,100.0,19,37.77
S105881,39.14,69.25,81.7,54.39,75.0,65,59.0
S105882,35.76,54.03,53.41,57.91,78.87,110,41.3
S105883,41.14,44.08,81.52,56.89,81.1,16,13.95
S105884,38.9,68.41,70.45,39.82,87.18,25,22.81
S105885,34.56,79.53,53.44,71.11,92.4,46,84.37
S105886,50.0,81.32,63.33,38.93,74.37,83,54.67
S105887,30.63,72.31,48.39,59.77,100.0,31,49.47
S105888,46.64,45.04,53.58,27.47,52.56,16,35.25
S105889,24.17,71.85,46.69,70.05,62.09,14,26.24
S105890,41.51,47.61,80.3,43.36,89.12,24,52.28
S105891,46.49,48.6,63.87,63.93,77.54,41,66.8
S105892,19.74,55.05,49.93,50.43,71.51,8,17.75
S105893,36.11,85.75,73.28,56.64,94.39,243,58.61
S105894,40.72,78.18,65.02,62.32,92.19,500,63.81
S105895,37.02,74.84,81.81,68.85,98.74,164,78.64
S105896,38.03,57.06,67.13,55.22,64.47,141,29.87
S105897,36.09,64.18,42.0,66.22,92.19,45,48.58
S105898,26.25,49.45,57.05,70.75,92.03,33,51.3
S105899,50.0,90.46,46.48,53.83,64.89,45,55.63
S105900,30.97,100.0,74.01,29.6,80.59,2,43.08
S105901,38.47,78.35,82.35,33.33,94.53,14,23.7
S105902,29.83,80.98,40.3,36.31,100.0,63,27.65
S105903,16.79,67.62,63.01,62.65,77.8,210,56.38
S105904,27.6,45.71,83.44,47.61,63.52,210,39.96
S105905,23.42,57.34,40.05,80.43,100.0,100,59.7
S105906,43.73,63.02,58.04,20.02,80.6,53,50.93
S105907,30.15,64.22,65.0,27.12,51.67,25,6.21
S105908,30.89,60.77,82.08,50.72,76.41,43,85.61
S105909,26.49,70.72,73.72,19.97,96.99,336,32.74
S105910,35.75,57.25,76.98,34.16,61.71,156,60.88
S105911,29.27,100.0,74.64,37.24,81.76,53,30.92
S105912,42.94,49.52,59.03,54.33,75.09,154,61.7
S105913,37.42,83.31,91.29,25.91,79.44,110,55.39
S105914,30.43,66.07,54.27,24.63,73.46,41,31.56
S105915,41.8,76.94,20.55,32.36,87.55,55,38.14
S105916,35.06,77.62,36.19,44.3,76.66,50,79.85
S105917,35.17,72.36,63.13,52.24,89.85,56,16.44
S105918,23.3,53.0,59.7,36.56,74.49,31,49.5
S105919,34.43,65.02,56.42,32.27,96.78,3,27.35
S105920,37.57,72.54,67.4,16.84,80.19,173,50.35
S105921,45.67,71.6,84.21,23.29,61.89,71,65.15
S105922,28.98,54.65,72.26,25.16,67.16,41,53.12
S105923,50.0,89.37,75.38,48.48,62.63,8,52.68
S105924,39.45,32.6,47.72,44.0,63.48,3,27.3
S105925,22.84,66.25,56.69,54.55,60.3,24,28.44
S105926,28.24,56.18,76.21,56.72,63.71,40,48.09
S105927,46.37,72.73,66.73,32.94,79.92,73,63.55
S105928,44.95,85.25,72.63,59.57,91.08,35,76.22
S105929,35.14,48.9,74.82,44.99,59.71,53,53.17
S105930,36.2,100.0,67.66,69.15,67.93,91,40.8
S105931,25.68,73.03,90.31,38.38,92.05,4,25.83
S105932,45.57,75.73,56.5,63.85,77.63,60,67.21
S105933,27.1,48.4,51.89,61.6,54.33,27,38.97
S105934,41.76,69.3,36.76,26.09,80.57,122,71.55
S105935,45.82,84.58,76.98,67.13,85.43,31,61.92
S105936,35.39,73.15,55.88,47.09,84.71,15,69.16
S105937,42.74,72.1,85.26,64.47,100.0,125,58.58
S105938,49.78,69.22,68.97,31.07,68.7,117,65.34
S105939,37.14,49.33,59.58,56.13,96.5,50,71.2
S105940,33.6,49.24,48.13,48.18,79.63,16,41.33
S105941,34.47,87.54,78.54,27.41,87.02,51,55.56
S105942,29.06,83.23,64.14,57.24,70.23,47,57.71
S105943,28.88,85.45,69.28,80.09,69.91,13,30.74
S105944,38.54,57.66,74.67,34.42,61.24,36,56.6
S105945,33.69,67.64,69.25,34.77,57.98,135,48.23
S105946,37.62,88.48,51.4,48.16,90.07,56,60.45
S105947,23.08,51.57,73.34,47.84,71.95,11,47.46
S105948,34.26,86.95,78.12,39.58,100.0,173,29.48
S105949,43.24,61.2,70.76,65.26,72.9,109,34.63
S105950,26.05,57.17,75.12,34.76,90.09,63,51.97
S105951,35.13,69.52,76.61,43.47,80.83,25,65.98
S105952,20.16,53.24,58.66,54.12,52.62,8,29.83
S105953,24.56,41.55,58.06,43.91,59.81,107,53.5
S105954,41.46,71.14,100.0,33.33,57.34,79,60.36
S105955,32.53,78.01,86.21,34.33,100.0,137,78.2
S105956,49.58,88.23,64.23,33.65,99.48,93,51.58
S105957,38.46,79.1,75.93,37.72,100.0,13,74.03
S105958,39.24,99.48,50.0,68.94,46.69,48,55.21
S105959,26.39,90.42,55.42,45.39,59.46,30,73.68
S105960,31.92,81.07,45.05,36.76,89.07,160,43.66
S105961,29.14,77.03,69.57,70.43,68.49,26,85.01
S105962,26.48,88.45,69.76,55.36,90.41,55,57.57
S105963,40.31,36.8,82.34,51.01,73.32,64,34.88
S105964,41.92,62.8,61.61,85.71,71.78,79,61.66
S105965,38.19,42.12,82.07,53.04,52.76,81,46.79
S105966,28.38,79.95,75.45,41.56,71.35,56,43.48
S105967,37.65,58.86,100.0,48.51,85.56,35,64.17
S105968,19.7,100.0,91.67,60.55,65.18,56,60.16
S105969,45.58,62.23,88.87,31.02,81.03,5,54.53
S105970,24.61,71.6,78.37,23.7,64.3,60,57.87
S105971,26.04,63.97,50.69,61.72,68.38,78,43.93
S105972,35.92,62.67,69.68,31.19,69.43,109,55.38
S105973,36.63,51.3,100.0,87.43,86.97,13,42.21
S105974,34.42,50.8,73.11,51.38,92.87,77,68.7
S105975,26.12,37.31,51.85,35.44,100.0,32,14.99
S105976,44.07,78.18,70.38,53.78,91.69,41,78.25
S105977,21.51,63.63,49.17,15.89,85.46,52,39.77
S105978,23.13,99.0,51.3,67.85,100.0,11,62.41
S105979,34.14,51.34,71.61,66.76,84.12,22,77.53
S105980,24.89,92.14,76.83,55.78,89.22,5,34.54
S105981,44.78,93.58,52.23,15.76,94.35,293,52.27
S105982,25.57,89.16,56.05,70.99,82.61,17,71.95
S105983,47.46,73.52,42.18,67.17,78.98,80,38.67
S105984,43.28,64.93,62.93,40.2,77.5,10,66.77
S105985,44.88,89.14,33.86,44.31,71.41,96,61.37
S105986,50.0,58.13,60.21,67.08,72.56,166,87.77
S105987,35.65,74.06,66.27,21.87,95.93,52,32.29
S105988,26.9,69.34,36.91,49.74,63.55,93,51.21
S105989,34.18,56.63,48.88,41.16,82.07,86,64.72
S105990,30.47,74.17,64.04,28.57,79.64,85,53.89
S105991,29.33,81.13,61.85,52.61,58.62,9,38.52
S105992,36.21,56.04,62.59,50.9,92.57,136,19.52
S105993,32.51,76.9,69.61,56.6,59.96,71,49.39
S105994,28.98,36.56,38.25,65.63,68.82,21,62.15
S105995,33.04,54.26,76.34,51.26,78.72,46,44.01
S105996,39.39,63.14,59.9,47.18,100.0,103,48.9
S105997,42.65,75.36,55.46,29.14,87.81,82,34.02
S105998,22.18,83.04,35.16,42.82,84.66,13,55.74
S105999,32.57,71.24,60.72,16.6,100.0,73,40.76
S106000,33.87,78.5,73.19,71.72,76.04,57,41.66
S106001,25.54,67.59,67.27,63.96,100.0,85,64.89
S106002,34.04,76.07,67.73,76.99,87.55,123,69.16
S106003,36.18,75.28,59.58,65.35,82.0,32,60.15
S106004,39.15,62.36,64.03,56.79,53.05,42,49.36
S106005,35.62,64.67,47.28,33.53,94.64,72,64.82
S106006,27.95,79.0,64.92,0.0,88.06,122,46.13
S106007,50.0,97.18,57.14,81.43,76.66,77,64.82
S106008,41.63,88.1,47.0,46.28,72.43,1,67.47
S106009,39.42,53.06,77.08,42.97,100.0,377,35.78
S106010,43.04,53.12,39.8,42.35,68.05,2,34.27
S106011,36.96,61.97,73.39,32.05,85.23,162,46.0
S106012,45.29,71.48,74.39,58.15,80.52,189,55.98
S106013,35.45,70.72,56.56,50.69,90.33,19,53.29
S106014,35.01,88.6,81.49,48.0,51.16,56,57.06
S106015,40.08,89.43,56.23,57.95,90.09,52,36.52
S106016,47.61,70.08,55.22,64.04,100.0,43,67.72
S106017,47.1,66.58,45.79,61.0,51.47,13,38.12
S106018,39.74,77.75,64.86,51.64,65.77,49,65.34
S106019,39.13,85.95,49.66,37.03,88.48,81,71.72
S106020,40.57,78.29,52.33,38.01,77.99,55,41.74
S106021,42.88,63.53,63.95,52.0,90.2,20,59.54
S106022,45.39,60.82,64.62,57.63,91.17,53,96.18
S106023,33.11,53.34,85.09,60.21,83.38,165,50.18
S106024,45.54,72.9,79.9,59.19,100.0,136,36.28
S106025,37.74,79.35,73.82,36.44,91.29,17,44.0
S106026,40.21,81.02,62.66,64.29,60.11,54,71.17
S106027,46.06,87.28,58.54,34.1,90.51,74,47.98
S106028,40.98,92.2,64.57,51.9,79.51,61,51.51
S106029,42.33,49.38,56.1,47.51,88.21,86,38.95
S106030,31.88,76.07,53.79,32.14,97.52,92,6.53
S106031,46.99,76.59,63.74,37.05,100.0,41,63.83
S106032,40.57,68.89,50.95,37.88,81.26,22,50.44
S106033,36.01,57.57,51.93,35.19,92.58,56,17.08
S106034,43.81,91.67,80.28,32.7,63.8,9,19.72
S106035,50.0,61.17,42.93,77.19,73.05,110,46.12
S106036,25.65,37.11,48.36,60.17,71.56,120,39.07
S106037,28.57,70.3,85.37,32.25,95.51,229,30.11
S106038,50.0,66.43,58.73,39.83,100.0,183,64.45
S106039,38.41,97.87,87.02,71.69,100.0,11,85.21
S106040,36.53,77.35,46.32,20.38,92.92,63,38.81
S106041,34.08,65.42,66.18,28.35,96.86,98,61.47
S106042,44.67,67.05,77.35,33.93,54.04,141,77.34
S106043,50.0,66.87,50.5,36.12,53.18,28,32.63
S106044,29.68,100.0,91.79,54.98,66.97,347,47.64
S106045,34.22,80.13,58.75,38.31,61.19,56,37.62
S106046,32.19,48.89,73.15,32.96,87.68,50,53.91
S106047,40.86,66.33,54.15,43.26,100.0,44,72.82
S106048,44.78,69.65,88.87,30.68,80.18,16,34.12
S106049,47.97,53.39,69.85,65.17,70.16,65,44.35
S106050,41.13,43.26,98.56,38.74,84.58,11,50.75
S106051,50.0,78.93,83.87,50.66,69.21,148,56.64
S106052,30.4,57.93,78.39,51.67,71.85,4,47.05
S106053,28.32,88.73,49.72,45.16,77.08,153,54.73
S106054,46.75,69.83,66.34,30.56,85.82,133,48.03
S106055,35.98,62.89,59.93,72.19,55.0,29,76.54
S106056,23.99,33.75,65.42,46.03,49.56,3,39.91
S106057,32.47,88.33,67.36,48.12,67.11,56,69.92
S106058,37.05,74.4,50.59,36.46,87.84,131,76.4
S106059,29.83,63.28,62.5,25.57,61.02,81,34.64
S106060,26.88,56.65,63.46,47.8,100.0,5,44.55
S106061,33.34,93.99,48.84,65.49,92.78,57,66.34
S106062,26.48,54.04,77.81,50.12,90.04,218,57.57
S106063,40.08,64.47,68.56,52.3,92.83,9,73.38
S106064,19.45,78.55,78.01,54.81,86.4,57,45.79
S106065,35.72,91.76,72.8,70.93,87.6,130,64.29
S106066,39.16,66.76,37.58,37.5,98.63,87,40.67
S106067,34.28,69.83,51.67,23.23,95.0,40,52.84
S106068,43.75,68.4,91.45,35.28,84.51,178,53.13
S106069,24.04,83.57,77.56,68.81,100.0,60,52.48
S106070,29.39,86.94,39.05,55.57,81.16,163,55.25
S106071,32.36,49.37,72.52,52.84,73.17,76,40.99
S106072,40.7,71.72,51.69,49.31,57.75,30,43.44
S106073,36.75,48.49,31.46,24.24,69.16,183,47.21
S106074,50.0,83.26,91.52,61.55,98.03,169,100.0
S106075,28.55,76.34,66.21,51.89,79.49,29,46.02
S106076,23.84,56.18,68.47,13.92,87.19,20,27.73
S106077,49.31,93.01,44.89,54.69,81.21,308,47.73
S106078,23.55,75.03,46.55,63.96,61.96,51,24.37
S106079,40.46,73.38,39.53,42.31,75.68,484,63.35
S106080,27.17,67.31,87.67,35.86,67.49,23,62.83
S106081,18.45,69.88,38.71,35.58,73.47,9,29.96
S106082,32.0,64.28,90.87,32.36,66.69,1,54.58
S106083,42.2,58.88,49.21,50.76,87.23,30,66.66
S106084,25.23,88.44,45.35,57.26,92.19,70,46.03
S106085,39.61,62.61,64.11,68.79,80.53,23,56.54
S106086,41.1,62.1,54.05,37.32,50.16,69,43.31
S106087,24.83,68.06,66.56,27.06,59.71,5,14.52
S106088,33.18,91.37,50.97,68.35,89.69,282,63.92
S106089,47.62,86.97,59.98,38.49,68.67,34,45.19
S106090,40.2,64.08,52.87,50.49,68.68,290,58.47
S106091,32.91,88.4,78.78,58.06,81.03,61,48.69
