cgpa,backlogs,failed_subjects,family_income_lpa,previous_cgpa,previous_semester_percentage,previous_subject_avg,weak_subject_count,subject_consistency,previous_internal_marks,previous_assignment_score,previous_midterm_score,lowest_subject_score,assignment_completion_rate,practice_questions,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,motivation_level,adaptability_score,wellness_score,screen_to_study_ratio,extracurricular_hours,next_semester_marks
7.3,0,0,2.4,8.56,81.28,76.99,1,68.52,36.8,75.64,47.56,57.57,92.11,56,94.5,2.39,4.43,16.17,6.98,4.86,0.72,7.17,30.46,4.93,31.42,65.55,2.03,1.88,66.05
7.7,1,0,2.9,7.05,68.66,67.08,3,81.45,32.62,65.35,85.45,58.01,61.2,56,76.99,4.7,3.15,11.96,5.89,4.67,1.35,5.82,52.62,5.18,37.56,41.44,0.99,1.41,54.63
3.82,0,0,1.7,8.65,85.0,55.17,1,67.68,40.56,63.35,54.32,29.22,94.57,3,80.0,2.85,3.43,7.54,6.95,2.87,1.99,7.92,55.65,6.89,65.99,54.72,1.01,3.71,58.05
6.06,0,0,5.4,9.04,83.92,60.93,2,61.56,39.34,72.96,67.1,33.68,76.92,52,73.28,5.37,1.59,15.13,4.66,5.81,1.38,3.05,38.09,4.48,42.59,57.81,1.08,0.46,66.16
5.68,0,1,10.2,5.34,51.27,50.19,3,83.75,41.28,81.37,81.6,40.4,57.47,6,62.55,4.37,0.61,13.21,3.99,8.54,6.77,7.26,48.68,5.49,74.09,43.91,1.95,3.93,32.25
6.9,0,0,9.4,5.89,59.16,68.79,4,68.99,31.11,71.79,43.35,46.51,72.92,44,80.97,2.04,0.78,17.87,7.36,5.91,1.8,7.0,79.22,3.87,70.23,37.68,2.9,8.16,41.6
7.92,1,0,32.1,7.64,84.0,89.2,2,89.13,24.45,61.02,54.78,77.08,80.86,21,75.23,3.1,1.91,8.09,7.8,4.35,1.07,7.04,47.44,7.04,60.23,47.53,1.4,2.18,66.92
5.7,1,0,1.3,6.76,62.65,68.43,1,51.0,44.52,56.66,48.73,37.75,70.19,184,54.27,4.19,0.8,17.12,4.5,4.19,0.58,3.57,80.81,4.81,96.02,38.52,1.0,7.22,58.0
6.44,2,0,19.2,5.3,52.34,78.28,3,72.92,24.8,77.36,60.2,63.57,100.0,19,61.73,5.5,3.87,26.2,7.05,2.05,1.62,4.92,40.45,3.62,64.31,60.7,0.37,1.67,25.15
7.61,1,0,4.3,6.18,64.4,78.53,1,89.41,41.13,54.56,59.06,70.0,91.07,25,74.95,1.75,1.21,16.38,7.62,9.06,2.36,5.23,47.92,5.68,60.46,50.9,5.17,5.96,47.54
6.0,1,0,1.0,8.54,83.07,75.04,1,58.89,28.78,73.19,65.26,45.96,72.74,86,96.19,3.18,2.84,10.55,7.93,9.9,2.16,6.6,62.57,3.99,54.15,51.38,3.12,0.7,58.88
6.04,3,1,10.1,6.39,57.16,63.05,0,57.9,24.97,30.44,57.01,33.42,60.55,130,73.32,2.88,1.22,13.5,5.76,7.53,0.24,8.71,44.53,1.73,37.09,46.48,2.62,0.87,26.72
6.7,2,2,7.9,8.01,72.68,45.27,0,64.0,36.27,100.0,67.6,20.21,75.57,19,47.97,4.03,6.0,15.56,4.01,11.26,8.0,8.58,46.44,2.92,47.35,35.84,2.79,4.52,43.27
8.61,0,1,2.3,6.68,67.52,84.66,1,75.22,22.47,100.0,85.18,73.15,100.0,5,72.48,3.25,0.96,4.06,7.05,4.42,1.48,2.85,67.61,1.44,79.89,53.0,1.36,1.67,51.24
6.91,0,0,9.6,6.21,59.09,86.08,1,81.83,39.71,79.53,61.41,72.54,100.0,102,68.4,2.29,1.74,21.14,6.84,6.7,0.35,5.8,63.85,4.73,46.08,52.3,2.93,2.02,74.57
6.98,1,1,10.6,7.25,65.91,81.26,2,78.21,23.05,75.43,62.32,66.15,74.33,13,55.0,4.09,0.58,22.1,3.19,6.58,0.47,8.64,82.12,2.58,32.98,21.63,1.61,1.07,39.38
7.39,1,0,3.0,6.05,64.44,76.86,4,46.98,41.91,76.5,72.41,44.0,100.0,14,67.76,3.45,1.64,11.82,7.45,9.4,2.9,3.01,39.94,4.48,47.1,71.28,2.72,0.16,40.94
7.04,0,0,5.8,5.48,51.35,76.74,1,53.04,41.51,59.57,80.13,45.37,79.31,176,47.68,2.7,0.58,20.87,4.21,9.33,1.91,4.81,60.81,3.43,48.56,41.44,3.46,9.39,62.64
6.65,0,1,4.5,6.66,60.2,68.04,2,76.8,29.22,74.79,79.12,53.36,97.21,26,77.59,1.69,0.46,15.67,6.69,5.08,4.39,6.33,57.86,4.65,48.08,40.78,3.0,20.0,46.9
7.27,0,0,1.4,6.08,58.78,69.89,4,92.11,50.0,62.59,57.74,64.69,87.07,3,79.9,0.63,1.22,26.99,7.85,1.41,4.91,5.25,44.29,7.62,78.11,60.0,2.23,4.15,52.17
5.25,0,1,1.0,5.55,47.96,62.52,3,89.74,42.11,50.65,73.27,54.31,49.44,129,71.66,1.63,0.89,9.99,6.96,5.18,4.73,4.92,38.04,9.11,60.38,53.3,3.18,1.55,35.4
5.13,1,0,2.6,5.18,51.48,73.41,2,96.51,40.13,67.38,76.12,67.62,100.0,133,100.0,1.13,6.51,7.51,4.11,1.36,0.88,6.64,14.4,3.54,74.13,56.33,1.2,0.66,32.88
6.07,1,0,1.0,7.09,64.16,83.33,1,60.44,34.38,60.11,82.11,53.74,60.91,79,90.24,2.82,1.26,29.11,7.0,3.2,1.51,6.4,32.22,4.31,70.65,49.87,1.14,1.74,57.43
6.85,0,0,4.1,8.15,74.29,73.43,0,46.24,36.62,48.24,81.42,42.58,77.77,11,74.4,0.5,0.01,11.02,6.52,6.51,0.01,8.5,42.1,7.52,68.24,49.74,9.88,3.22,62.59
7.67,0,0,4.1,5.88,53.13,68.57,4,60.91,33.78,68.94,47.32,41.87,33.9,133,76.41,1.85,0.9,17.67,5.61,6.59,0.85,3.83,47.67,4.25,33.2,62.53,3.56,12.12,32.44
8.37,0,0,3.9,6.53,60.0,64.43,2,65.27,35.81,91.91,42.99,44.46,81.97,33,73.55,1.41,5.74,11.54,5.4,5.03,0.01,6.83,66.87,1.29,52.81,46.78,3.56,7.32,56.44
8.25,0,0,17.1,7.35,76.53,66.64,2,47.91,45.69,83.05,76.22,32.9,64.09,46,77.99,0.67,1.62,21.93,5.04,9.28,0.68,4.99,71.41,3.48,95.18,37.5,13.8,7.14,64.95
6.51,0,0,1.0,8.13,73.82,45.46,1,88.99,39.08,57.51,81.64,33.57,93.35,44,68.52,4.97,1.68,24.74,3.68,8.81,0.02,6.94,53.29,1.0,44.7,41.3,1.77,4.76,74.94
5.37,2,0,10.8,9.9,88.8,69.03,0,75.47,33.62,75.65,100.0,56.96,76.83,153,68.0,4.82,2.75,25.22,6.36,9.25,1.0,2.75,38.29,5.74,63.51,60.08,1.92,3.53,85.26
6.08,0,0,6.9,9.26,91.71,81.37,1,84.93,43.25,82.97,53.75,71.04,71.4,60,93.8,0.28,1.11,22.66,5.77,7.68,0.76,5.5,47.87,2.33,77.98,55.5,27.52,0.25,88.0
6.53,0,0,8.1,6.79,61.84,65.06,1,54.64,24.9,48.34,67.52,32.28,92.56,4,79.94,4.57,6.47,14.54,7.01,7.31,2.26,5.81,29.72,5.01,88.86,60.66,1.6,0.37,27.73
7.67,0,1,6.0,7.92,71.46,70.62,3,82.12,27.04,100.0,91.67,57.84,67.21,35,75.75,1.75,3.09,11.75,6.46,7.62,1.61,4.95,48.92,5.36,55.59,51.53,4.36,1.22,48.04
7.88,1,0,2.4,4.89,45.64,61.05,0,61.07,43.7,40.4,69.74,29.04,100.0,53,75.0,0.78,0.84,11.84,7.22,5.39,0.58,3.88,17.77,1.0,75.33,71.63,6.88,2.29,49.72
6.47,0,0,1.0,9.65,85.77,83.88,1,61.36,41.18,85.54,58.77,55.38,87.36,78,83.54,2.33,1.86,21.94,5.55,7.58,2.58,5.33,59.32,8.03,57.98,39.82,3.25,4.92,90.45
7.12,1,0,13.7,6.3,58.87,86.61,0,71.47,24.16,62.13,52.28,74.68,93.84,20,50.1,2.82,1.22,8.11,4.91,6.51,2.16,8.16,8.71,5.52,66.87,57.68,3.29,2.81,38.6
7.08,0,0,6.0,7.78,76.77,71.69,2,72.5,34.39,58.45,57.32,58.93,73.92,28,56.18,4.07,0.0,13.57,6.45,6.33,0.94,7.54,52.78,5.27,45.73,39.83,1.55,1.77,53.46
7.09,1,1,10.3,4.74,42.08,100.0,0,83.11,36.64,63.92,52.36,83.57,91.58,23,44.32,2.08,0.81,16.56,7.98,3.86,1.04,3.8,36.8,5.02,67.54,70.25,1.85,16.92,33.53
7.51,0,1,1.0,6.75,63.99,73.62,1,66.91,23.27,78.37,60.28,50.51,100.0,41,71.02,1.87,0.1,8.99,6.53,5.28,0.5,6.85,47.22,3.18,58.9,46.68,2.82,2.03,40.3
6.64,0,0,2.5,7.04,66.36,73.76,1,76.55,31.1,72.84,54.57,59.84,76.69,32,85.86,3.05,0.59,15.74,5.96,4.17,1.47,10.0,21.87,4.17,84.88,48.69,1.37,8.72,50.04
7.47,0,0,1.0,7.75,71.3,78.15,0,68.75,30.63,66.8,91.5,52.31,36.33,59,91.49,2.46,0.16,19.54,6.95,7.63,0.89,4.46,71.81,6.02,65.54,49.14,3.11,5.47,63.84
7.86,2,0,3.0,4.19,38.49,74.03,1,52.98,32.77,88.26,46.02,45.65,86.35,111,97.43,3.55,2.48,19.14,6.25,8.65,3.22,6.8,38.05,6.21,47.37,50.22,2.44,0.73,28.98
7.08,0,1,4.2,9.45,90.93,78.31,2,65.81,41.61,87.53,27.36,48.45,100.0,18,84.38,0.65,4.26,18.16,6.21,3.31,0.03,6.92,70.53,6.11,61.78,42.36,5.08,0.16,74.55
6.1,1,0,1.0,6.81,67.42,69.47,2,71.62,24.85,90.28,61.13,50.42,61.41,90,88.77,2.86,3.55,26.35,5.68,6.55,1.62,6.87,70.46,3.53,67.43,34.02,2.29,6.85,60.62
7.35,0,0,3.8,5.91,55.75,58.78,1,80.03,20.15,91.13,40.61,44.22,100.0,20,79.03,2.27,3.22,12.04,5.66,11.74,1.49,7.69,24.66,8.58,47.3,55.3,5.16,8.06,39.84
5.71,1,3,14.9,6.69,73.8,88.91,1,62.86,43.29,58.38,83.32,70.51,61.81,74,55.01,3.86,1.22,14.36,6.39,1.72,0.08,5.38,35.97,6.32,75.84,57.98,0.44,4.85,44.35
6.07,0,0,1.0,6.74,63.6,43.92,2,71.6,26.49,58.88,86.06,21.1,91.41,21,84.6,2.54,0.07,13.95,6.12,8.28,0.75,6.82,68.67,1.39,55.34,35.84,3.26,0.07,45.3
8.79,0,0,50.0,8.52,82.0,64.02,1,95.6,39.27,75.78,82.87,57.18,61.02,1,74.1,2.52,2.67,17.21,7.0,3.69,2.39,9.89,23.39,7.76,72.11,49.75,1.47,2.45,59.54
8.0,0,1,2.9,8.38,80.97,75.55,6,54.93,40.38,57.56,57.28,44.47,69.62,59,79.05,0.0,0.09,23.27,5.13,6.78,1.21,1.79,31.14,4.62,59.9,72.44,27.1,11.1,41.17
5.66,0,0,5.0,6.61,59.9,76.04,2,62.42,50.0,73.86,63.28,48.98,64.42,14,71.57,1.31,1.3,16.7,5.83,10.19,0.52,4.28,54.82,3.74,44.43,52.79,7.8,0.24,60.79
7.51,0,0,11.4,6.83,63.99,63.55,0,87.42,40.72,66.26,51.89,57.94,77.06,45,54.36,1.08,3.07,16.04,5.71,6.41,2.83,7.19,45.38,4.42,21.13,42.23,5.92,6.63,48.43
6.81,1,0,15.2,6.88,69.7,65.23,0,68.76,34.32,66.98,81.76,39.53,60.14,8,100.0,2.07,0.23,23.67,8.14,3.22,0.52,4.78,56.93,7.55,78.91,65.4,1.56,16.57,49.84
8.52,0,0,5.0,4.8,40.35,99.15,1,82.5,30.18,80.32,48.85,93.27,80.72,8,78.13,2.75,4.48,7.86,4.51,5.51,0.33,3.8,56.33,4.71,66.14,59.52,2.0,3.89,30.66
4.78,0,0,18.2,5.22,45.8,39.66,2,56.64,39.11,91.32,42.0,13.15,92.48,26,100.0,2.48,0.55,14.82,7.69,3.32,0.24,4.29,43.55,4.68,50.15,65.38,1.34,8.76,33.59
7.29,3,0,3.8,6.83,69.0,68.24,0,76.8,36.62,75.76,53.9,49.77,84.5,66,58.89,3.19,3.86,23.8,7.43,6.62,0.42,9.5,56.8,3.35,71.05,43.75,2.07,0.61,44.03
5.12,2,0,4.7,8.63,90.3,62.38,0,82.07,31.34,44.61,37.29,45.7,55.39,22,82.77,2.11,4.97,4.02,6.17,7.78,3.07,6.4,22.19,2.81,74.39,62.26,3.68,0.27,34.57
8.32,1,0,1.9,7.5,71.3,70.4,1,61.86,30.54,65.96,42.02,39.76,64.36,40,77.0,3.76,2.77,17.17,4.69,4.54,0.14,6.17,5.35,5.75,47.02,63.03,1.21,2.1,40.02
4.72,1,0,2.4,6.38,61.42,83.51,2,73.03,38.48,88.53,62.05,64.28,43.77,131,89.24,3.82,5.14,14.03,6.19,7.39,1.47,4.62,74.85,6.79,84.02,43.38,1.93,2.87,50.24
5.04,1,0,5.7,5.9,59.71,60.32,1,65.32,48.74,49.43,69.18,33.4,76.85,74,75.4,1.76,2.08,19.63,6.75,6.74,4.01,6.47,52.05,7.57,100.0,45.91,3.83,1.59,47.97
8.09,1,0,3.2,7.97,75.0,60.76,2,57.48,44.07,83.99,79.35,30.82,84.7,4,88.4,3.43,1.04,6.32,7.71,6.33,0.1,8.38,7.43,5.13,76.7,70.49,1.84,7.72,48.67
7.23,0,1,18.6,6.37,59.01,76.63,2,60.16,47.42,77.3,59.54,51.28,100.0,10,92.09,5.78,0.62,26.04,7.48,7.98,0.15,4.64,26.87,4.53,77.11,71.97,1.38,0.43,62.3
6.95,0,1,5.5,8.06,84.98,63.76,1,76.97,35.68,55.53,61.93,50.73,76.49,90,80.67,4.98,0.47,17.27,8.69,7.58,0.89,4.64,53.79,6.38,49.56,61.81,1.52,0.32,71.93
8.89,0,0,11.9,7.44,70.88,82.35,0,88.18,25.93,72.66,58.0,69.64,68.11,54,66.16,3.78,0.92,19.48,6.51,2.44,1.17,7.47,52.53,1.46,60.97,42.15,0.64,4.96,62.76
4.26,1,1,2.4,5.11,44.0,59.87,1,52.02,32.42,100.0,42.87,30.62,100.0,14,75.05,2.84,4.19,16.16,7.94,5.89,3.6,5.24,72.01,3.66,78.61,51.5,2.07,1.57,27.15
7.67,0,1,15.2,7.6,66.13,80.27,0,89.18,41.87,80.19,85.33,70.44,80.0,13,84.7,1.53,1.57,13.03,6.08,4.94,0.05,6.38,42.27,10.0,80.59,55.55,3.23,3.14,70.48
7.29,0,0,9.7,8.39,75.71,76.09,2,64.35,42.74,48.18,80.11,55.32,75.14,196,76.31,3.33,1.25,22.07,9.4,10.52,3.8,5.67,10.42,7.2,36.38,74.52,3.16,9.7,72.64
6.36,0,0,27.6,7.33,69.73,57.78,1,69.99,31.44,69.82,63.36,35.98,69.53,123,79.09,2.92,1.38,1.18,6.32,6.78,3.09,4.99,61.16,6.49,56.63,53.3,2.32,5.5,41.7
7.49,0,0,1.0,6.88,61.48,78.67,4,92.44,50.0,47.21,73.32,65.74,96.07,10,84.84,3.27,1.56,8.65,6.74,2.06,3.95,5.66,36.14,3.22,68.49,59.74,0.63,5.64,62.44
9.47,1,0,6.5,8.65,86.03,83.51,4,79.38,26.13,75.5,38.27,75.7,100.0,100,64.0,0.0,1.0,17.11,6.25,9.1,0.7,6.15,64.55,1.0,53.91,43.69,36.41,10.67,54.9
5.29,0,2,3.1,6.34,63.39,66.49,1,83.25,28.78,72.11,62.62,56.69,89.94,43,81.61,3.8,7.01,12.53,4.59,9.15,0.7,7.82,63.47,3.47,44.76,37.09,2.41,6.82,65.04
7.06,0,0,14.6,7.43,70.35,73.7,2,75.93,25.33,97.21,47.66,65.04,77.98,13,79.34,4.42,1.7,13.14,6.93,8.4,0.99,8.46,60.55,9.51,65.12,43.97,1.9,7.84,65.52
8.31,2,0,5.1,8.35,84.26,75.64,0,75.23,37.87,73.95,82.25,63.59,75.4,60,89.0,5.09,0.66,6.97,9.01,5.41,0.42,3.65,18.12,6.61,83.53,80.81,1.06,1.95,77.43
6.72,1,0,19.3,7.26,71.81,72.71,2,78.51,25.89,50.72,45.36,60.38,63.28,19,84.53,3.88,0.08,10.3,5.39,6.28,0.17,4.24,48.75,8.87,49.18,54.49,1.62,1.23,26.63
6.45,0,1,4.1,7.91,76.9,91.69,6,87.1,36.22,61.85,89.69,85.05,73.21,42,80.3,1.19,0.77,22.79,7.02,1.18,0.77,9.22,52.85,2.6,70.36,43.28,0.99,10.09,55.19
6.0,1,0,2.8,5.87,55.28,65.5,1,100.0,41.48,78.94,56.73,59.11,66.77,105,91.09,3.48,1.44,19.27,7.53,8.63,0.2,6.67,0.0,6.34,55.74,67.52,2.48,0.96,51.94
7.53,0,0,2.7,10.0,94.19,57.98,0,63.06,37.05,74.4,50.59,36.46,87.84,131,73.0,2.44,4.59,14.53,4.9,10.73,1.65,6.01,49.23,6.02,52.19,57.92,4.39,1.4,76.4
7.48,0,0,2.5,5.01,46.31,78.9,2,69.86,26.47,60.38,49.73,65.82,72.57,45,59.31,0.0,1.76,17.07,8.4,9.44,0.99,6.12,15.85,2.17,73.76,68.06,37.76,3.75,27.41
6.17,1,1,18.4,6.58,66.32,69.45,4,72.44,33.51,79.21,64.4,49.11,72.11,102,93.43,4.51,7.21,14.97,5.06,6.51,0.27,4.47,53.57,6.19,19.03,49.19,2.37,2.76,58.02
5.06,1,1,9.6,5.19,45.31,73.16,1,77.26,35.23,77.29,56.4,61.71,52.61,145,59.33,4.73,2.03,9.54,5.61,10.34,2.04,3.57,7.29,4.6,59.41,70.91,2.19,5.1,33.61
8.08,0,1,1.4,7.82,72.18,60.54,3,53.36,34.94,82.99,86.44,32.89,56.25,16,71.78,3.15,2.8,16.13,7.6,5.93,0.82,7.42,4.85,4.04,57.75,62.6,1.88,8.5,59.08
6.09,0,0,12.0,6.29,61.7,83.35,1,70.99,42.33,65.74,55.66,59.93,81.72,10,77.5,5.49,2.54,19.89,6.61,7.63,0.62,3.92,45.87,4.73,48.91,61.76,1.39,1.93,58.64
9.8,0,0,4.1,7.79,73.88,54.49,2,50.0,37.99,52.43,55.57,20.53,60.41,167,89.8,3.22,1.49,4.66,5.15,2.05,0.18,9.65,38.23,4.73,60.9,40.68,0.64,9.52,43.94
5.76,0,1,3.6,8.51,76.33,71.61,0,79.13,29.06,54.58,73.88,54.16,81.56,264,69.63,2.42,0.37,20.68,8.21,6.39,4.3,3.72,31.34,5.56,75.74,75.34,2.64,6.79,75.04
8.56,1,0,9.2,7.83,73.19,61.72,0,87.38,23.96,69.95,33.74,48.19,62.41,21,67.6,2.27,5.14,22.8,6.57,7.37,1.32,8.13,75.75,4.93,57.37,34.2,3.25,0.74,66.56
7.61,2,0,4.1,7.27,70.53,57.86,2,83.43,34.2,56.58,71.78,41.67,86.51,54,73.48,1.07,0.31,20.19,5.34,9.25,0.03,6.78,29.85,5.66,60.71,50.91,8.64,1.89,57.32
6.49,0,1,12.6,7.91,71.83,89.35,0,66.92,43.09,56.79,66.52,69.55,70.08,59,84.0,1.36,4.48,1.73,7.04,6.17,1.74,5.21,70.87,9.13,71.66,47.77,4.55,0.22,52.4
6.59,0,0,10.7,6.88,65.5,55.09,1,70.87,28.73,59.72,100.0,37.29,85.98,7,89.68,2.4,0.11,0.22,6.04,8.34,3.14,3.89,45.23,8.02,90.1,62.44,3.48,2.39,55.66
4.89,1,1,4.1,8.1,77.48,82.82,2,55.46,36.61,54.78,27.18,50.38,79.9,65,70.7,3.96,4.69,19.2,6.95,5.18,3.15,5.41,35.99,5.98,35.72,62.4,1.31,0.46,56.39
6.48,0,0,2.4,6.77,60.72,77.08,2,91.55,29.2,75.26,66.7,69.45,82.64,29,58.0,3.65,0.59,10.68,4.9,5.45,0.6,6.47,52.46,6.96,41.26,46.02,1.5,0.74,40.46
9.03,1,0,5.7,8.56,80.37,66.74,0,71.1,34.2,61.57,71.17,54.87,75.19,146,81.0,2.45,0.36,14.6,4.63,5.24,0.49,7.6,18.34,9.23,86.69,55.64,2.13,1.57,61.2
7.04,2,0,4.3,6.1,54.58,81.05,3,79.01,40.51,64.91,73.72,57.21,67.85,63,82.37,2.51,1.95,18.15,7.7,8.77,1.29,5.45,64.92,6.06,70.82,49.25,3.49,0.23,32.12
7.32,0,0,1.0,6.75,64.88,39.06,3,87.3,37.05,98.89,67.03,30.0,53.48,146,54.34,2.68,0.01,11.19,4.05,8.66,0.26,6.63,24.52,7.2,60.04,51.42,3.23,14.52,48.47
8.14,2,0,4.2,6.6,66.27,70.6,1,80.96,35.48,98.77,63.46,57.07,88.18,65,52.26,2.14,0.52,6.93,10.0,10.61,0.5,7.69,48.9,7.24,92.93,53.71,4.96,2.84,51.09
6.73,0,0,6.4,6.85,67.88,79.81,0,45.4,37.63,84.65,64.22,47.47,76.51,3,62.8,1.65,0.34,11.54,8.3,3.44,2.01,4.01,48.05,5.36,77.24,61.81,2.08,1.99,51.93
5.2,1,0,12.5,6.73,64.37,49.94,2,63.83,34.05,69.45,72.82,29.73,93.01,23,84.22,1.6,4.94,23.53,5.07,8.09,0.9,6.7,54.97,5.96,75.64,45.05,5.05,20.0,59.65
5.55,0,1,1.0,4.62,41.03,82.36,0,55.05,22.83,71.92,60.83,51.9,80.67,67,76.34,2.92,0.58,16.27,7.04,8.48,0.86,6.4,22.64,8.11,45.0,63.15,2.9,2.39,36.29
5.2,0,0,1.6,8.6,81.68,79.49,2,86.93,31.92,21.22,56.99,73.41,61.5,225,66.0,2.95,0.15,24.53,7.44,6.48,1.04,8.04,0.0,5.61,68.94,69.21,2.2,9.82,69.65
6.09,0,0,1.0,7.32,71.62,54.09,0,51.77,45.74,69.91,55.17,22.0,69.95,75,92.76,4.45,0.31,15.47,7.11,4.43,0.03,5.57,43.1,7.66,52.12,61.33,1.0,1.01,47.47
3.5,0,0,4.1,7.54,65.8,88.13,2,51.75,49.54,69.67,78.31,56.85,92.22,10,74.0,4.14,1.98,23.94,5.51,7.52,1.28,7.77,56.31,2.77,72.95,46.13,1.82,1.76,63.02
9.43,1,0,1.0,8.08,75.9,74.85,3,57.29,33.09,63.52,79.32,52.61,82.86,13,70.32,1.58,1.41,14.09,6.12,2.11,2.17,9.23,60.08,6.59,48.85,34.76,1.34,6.76,49.46
6.98,1,0,1.2,7.38,66.68,58.58,5,67.12,33.15,85.08,37.46,35.63,74.27,27,97.86,2.0,0.08,13.46,6.65,2.79,2.59,5.19,0.0,5.49,55.37,75.02,1.4,0.45,32.13
7.53,1,0,3.5,5.52,51.19,51.98,5,96.42,47.43,71.3,49.75,41.34,68.9,50,76.94,0.06,0.63,20.47,7.29,1.81,0.83,10.0,5.39,3.43,77.58,55.62,7.25,1.83,31.38
7.41,0,0,3.0,8.15,74.51,73.39,2,99.26,28.35,52.96,72.57,67.23,87.47,55,69.7,1.85,2.3,7.48,4.68,11.06,0.46,5.09,59.37,2.2,33.98,43.8,5.98,7.25,42.74
8.92,1,0,5.5,6.72,66.9,45.75,1,50.67,16.22,85.32,90.75,12.76,83.67,26,82.25,2.89,4.5,4.29,6.4,3.14,4.07,6.98,42.56,5.05,82.11,53.35,1.09,6.66,38.6
6.14,0,1,21.4,4.43,44.91,74.44,0,60.57,38.11,78.29,61.23,48.05,68.89,123,64.91,4.19,3.64,18.62,7.42,5.75,5.4,5.9,15.06,7.58,35.89,69.48,1.37,1.87,53.33
5.33,1,0,2.3,8.92,85.85,81.6,0,53.87,11.85,65.99,48.2,56.91,66.1,47,88.43,0.37,0.19,15.86,6.88,8.68,0.38,8.08,40.62,8.33,80.74,45.34,23.4,0.73,51.1
6.87,0,0,7.5,7.35,70.18,82.16,0,80.6,46.14,75.37,61.79,74.23,89.1,121,75.3,2.02,0.13,6.72,7.36,7.33,2.02,5.24,71.75,4.73,70.28,43.15,3.62,1.18,72.51
6.99,0,0,9.4,6.01,55.53,55.81,2,68.52,34.64,77.48,42.28,37.83,78.68,165,76.85,3.24,0.4,27.55,6.97,5.85,2.33,10.0,16.61,4.91,55.66,49.95,1.8,0.99,50.91
8.85,1,0,3.8,8.7,90.16,78.4,3,53.12,27.07,82.16,72.6,48.59,91.6,46,98.32,3.66,1.51,15.04,6.31,10.74,0.01,6.44,66.84,6.64,75.5,41.01,2.93,0.21,66.23
6.87,1,0,1.4,5.83,61.18,59.09,2,56.08,45.69,53.2,100.0,27.38,100.0,62,55.54,5.45,0.7,8.38,7.94,6.36,0.65,6.93,17.43,5.43,50.2,69.05,1.17,1.05,45.6
4.72,2,0,6.9,6.49,55.54,62.49,0,46.28,47.72,65.18,39.15,30.02,80.27,1,87.73,3.55,1.51,13.58,4.11,2.45,0.22,6.45,49.95,3.23,50.4,43.93,0.69,2.33,37.45
8.77,1,2,8.5,7.36,62.69,64.0,1,49.18,35.82,50.54,84.46,34.67,80.79,132,89.58,2.01,0.56,29.12,6.01,4.88,0.99,6.34,52.84,1.46,57.91,50.31,2.42,10.15,51.42
5.65,0,0,4.0,5.39,52.15,63.22,0,95.44,32.39,78.18,67.26,56.75,83.21,30,58.39,3.79,2.24,27.45,5.99,9.36,0.08,5.47,45.23,7.22,65.58,50.79,2.47,0.64,57.2
7.03,2,1,2.6,6.21,48.28,71.08,2,65.41,32.81,59.92,68.48,46.81,96.89,44,68.0,2.03,3.73,13.65,8.43,3.45,2.99,7.31,26.78,6.0,28.78,55.26,1.7,1.48,34.34
5.96,0,0,1.0,6.71,67.11,65.56,0,58.15,41.59,70.8,64.39,40.84,64.25,101,56.38,0.0,1.62,24.3,7.55,3.46,0.47,8.75,23.35,3.8,57.54,66.34,13.83,0.65,54.94
5.95,0,0,3.8,8.94,82.29,80.27,2,52.22,19.26,42.65,69.12,47.41,100.0,19,80.04,3.99,3.01,9.31,8.62,5.25,2.75,2.93,34.66,6.45,63.38,69.1,1.32,1.18,51.02
7.87,2,0,2.7,9.4,90.74,64.08,1,94.17,44.38,51.73,78.66,59.07,68.28,83,88.0,5.04,0.87,13.78,5.51,6.13,0.5,4.88,47.83,5.04,42.48,54.54,1.22,5.79,67.7
4.55,1,2,5.2,8.17,83.85,73.98,1,77.52,39.69,72.01,60.34,63.25,94.77,47,89.97,1.98,0.98,10.95,5.48,4.67,0.22,7.11,45.24,2.54,81.04,47.45,2.35,4.42,54.78
6.49,0,0,15.7,7.79,72.03,61.45,0,91.5,32.3,49.62,50.48,53.97,92.09,109,100.0,1.54,1.22,3.78,5.78,9.96,5.32,2.85,76.48,9.5,44.57,42.53,6.46,2.35,53.02
6.71,1,0,2.7,4.72,49.59,53.44,0,87.8,39.45,32.6,47.72,44.0,63.48,3,72.23,3.69,2.5,16.71,7.07,4.51,3.06,3.45,0.0,9.1,100.0,81.31,1.22,7.69,27.3
5.55,0,0,10.8,6.41,56.95,61.71,0,46.18,38.17,57.52,57.47,27.74,75.6,20,60.31,2.42,0.42,10.68,6.69,11.64,0.35,4.54,30.47,6.98,64.97,74.12,4.8,2.66,33.01
6.67,1,1,1.4,5.76,59.69,51.37,1,76.31,47.65,44.35,73.8,28.79,96.53,53,83.43,2.35,0.45,16.37,6.4,5.03,3.09,6.48,86.04,6.86,53.21,38.36,2.14,1.52,40.9
4.98,1,0,1.0,7.46,62.23,71.98,2,81.99,28.75,60.02,70.5,56.01,69.57,49,68.83,5.52,1.23,10.93,5.82,9.83,1.61,6.34,45.54,5.18,96.38,49.01,1.78,3.44,46.53
