student_id,gender,age,stream_branch,degree,college_tier,city_tier,state,family_income_lpa
STU12546,Female,25,Computer Science,BE,2,2,Gujarat,3.91
STU12547,Female,25,AI & DS,BTech,3,3,Maharashtra,13.94
STU12548,Male,20,Civil,BTech,3,3,Telangana,1.0
STU12549,Female,22,Civil,BE,2,3,Delhi,1.0
STU12550,Male,21,Information Technology,MCA,3,3,Tamil Nadu,6.35
STU12551,Female,20,Electronics,BTech,2,3,Maharashtra,8.42
STU12552,Male,25,Mechanical,BTech,1,2,Maharashtra,5.76
STU12553,Male,24,Mechanical,BTech,3,2,Telangana,10.27
STU12554,Male,22,Information Technology,BTech,3,2,West Bengal,8.25
STU12555,Male,25,AI & DS,MCA,3,2,Tamil Nadu,10.55
STU12556,Female,22,Electronics,BE,3,2,West Bengal,5.77
STU12557,Male,22,Information Technology,BTech,3,1,Karnataka,11.09
STU12558,Male,22,Civil,MCA,3,3,Telangana,1.16
STU12559,Female,23,Information Technology,BE,1,3,Gujarat,16.89
STU12560,Female,23,Electronics,BE,3,1,Karnataka,16.38
STU12561,Male,22,Computer Science,BTech,3,1,Gujarat,3.61
STU12562,Male,20,Mechanical,BE,3,2,Gujarat,11.0
STU12563,Male,23,Information Technology,BTech,2,1,Karnataka,11.93
STU12564,Female,22,Civil,MCA,3,2,Tamil Nadu,1.0
STU12565,Male,24,Information Technology,BTech,3,3,Gujarat,8.12
STU12566,Male,20,Information Technology,MCA,2,1,Gujarat,7.65
STU12567,Male,22,Computer Science,BE,2,2,Uttar Pradesh,7.21
STU12568,Other,24,Civil,MCA,2,2,Delhi,10.86
STU12569,Male,22,Civil,BTech,3,3,Karnataka,9.88
STU12570,Male,20,Electronics,BE,3,3,West Bengal,20.78
STU12571,Male,21,Information Technology,MCA,1,2,Maharashtra,3.08
STU12572,Male,20,Electronics,MCA,3,2,Uttar Pradesh,8.29
STU12573,Female,20,Civil,BTech,2,3,Gujarat,18.36
STU12574,Male,24,Electronics,BE,1,2,Uttar Pradesh,5.44
STU12575,Male,20,Computer Science,MCA,1,2,West Bengal,10.99
STU12576,Male,22,AI & DS,BTech,3,2,Karnataka,21.6
STU12577,Female,24,Mechanical,BE,3,1,Delhi,11.09
STU12578,Female,20,Civil,BTech,3,2,Tamil Nadu,5.54
STU12579,Male,23,AI & DS,BTech,3,2,Maharashtra,8.22
STU12580,Female,20,AI & DS,BTech,2,3,West Bengal,8.6
STU12581,Male,21,AI & DS,MCA,3,2,Karnataka,7.29
STU12582,Male,23,Electronics,MCA,3,1,Tamil Nadu,10.54
STU12583,Female,21,AI & DS,BE,3,2,Gujarat,9.94
STU12584,Female,20,AI & DS,MCA,3,2,Karnataka,9.0
STU12585,Other,20,Civil,BTech,2,3,Telangana,8.58
STU12586,Male,22,Computer Science,MCA,3,3,Tamil Nadu,4.63
STU12587,Female,21,Mechanical,BE,1,2,Gujarat,8.7
STU12588,Male,23,Computer Science,MCA,3,3,Telangana,9.96
STU12589,Male,22,Mechanical,BTech,2,1,Gujarat,8.83
STU12590,Male,20,Computer Science,MCA,3,3,West Bengal,4.63
STU12591,Female,25,Mechanical,MCA,3,2,Maharashtra,3.75
STU12592,Male,25,Computer Science,BTech,2,2,Tamil Nadu,12.2
STU12593,Male,23,Civil,MCA,1,2,West Bengal,17.04
STU12594,Female,21,AI & DS,BTech,2,2,Uttar Pradesh,11.29
STU12595,Male,25,Electronics,BTech,3,2,Tamil Nadu,9.54
STU12596,Male,23,Information Technology,BTech,3,3,West Bengal,1.0
STU12597,Male,25,Electronics,BTech,2,3,Telangana,4.1
STU12598,Male,25,Mechanical,BTech,3,3,West Bengal,10.15
STU12599,Male,20,Electronics,MCA,3,3,Gujarat,10.38
STU12600,Male,24,Information Technology,BTech,3,3,Tamil Nadu,12.29
STU12601,Female,20,Information Technology,MCA,2,2,West Bengal,8.43
STU12602,Male,21,Mechanical,BTech,3,1,Uttar Pradesh,12.18
STU12603,Male,24,Mechanical,BTech,3,2,Delhi,6.45
STU12604,Male,23,Information Technology,BTech,3,1,Delhi,1.43
STU12605,Male,21,AI & DS,BTech,3,1,Maharashtra,10.15
STU12606,Male,22,Electronics,BE,2,2,Telangana,16.79
STU12607,Male,24,AI & DS,BTech,3,3,Telangana,3.35
STU12608,Female,21,Electronics,MCA,1,2,Karnataka,7.13
STU12609,Male,22,Information Technology,BE,3,3,Uttar Pradesh,2.07
STU12610,Female,22,AI & DS,BTech,1,1,Delhi,7.64
STU12611,Female,21,Civil,BE,2,2,Delhi,10.08
STU12612,Male,22,AI & DS,MCA,3,2,Uttar Pradesh,7.41
STU12613,Female,21,Electronics,MCA,2,2,West Bengal,16.97
STU12614,Male,23,Computer Science,MCA,3,2,Delhi,1.69
STU12615,Male,23,Information Technology,BTech,3,3,Telangana,10.04
STU12616,Male,21,Mechanical,BTech,3,2,Karnataka,6.22
STU12617,Male,22,Computer Science,BTech,2,1,Maharashtra,1.0
STU12618,Male,25,Civil,MCA,3,2,Telangana,9.35
STU12619,Male,20,Electronics,BTech,3,1,Delhi,5.48
STU12620,Male,24,AI & DS,MCA,3,3,Gujarat,5.56
STU12621,Female,22,Computer Science,BTech,3,3,Telangana,9.03
STU12622,Male,20,Electronics,MCA,1,2,Uttar Pradesh,5.0
STU12623,Female,25,AI & DS,BTech,1,3,West Bengal,8.32
STU12624,Male,25,Information Technology,BE,3,1,Telangana,8.85
STU12625,Female,21,Electronics,MCA,3,1,Telangana,10.0
STU12626,Male,20,Information Technology,BE,1,3,Maharashtra,10.61
STU12627,Female,20,Electronics,MCA,2,3,Karnataka,6.05
STU12628,Male,20,Civil,MCA,2,3,Maharashtra,12.73
STU12629,Other,21,Computer Science,BE,2,1,Karnataka,11.82
STU12630,Male,23,Electronics,BTech,2,3,Karnataka,1.0
STU12631,Male,21,Computer Science,MCA,3,2,Telangana,4.19
STU12632,Male,22,Computer Science,MCA,3,3,West Bengal,5.44
STU12633,Male,20,Mechanical,BTech,1,3,Uttar Pradesh,12.07
STU12634,Male,22,Mechanical,BTech,3,3,Maharashtra,1.0
STU12635,Male,25,Electronics,BTech,2,2,Uttar Pradesh,1.0
STU12636,Male,21,Information Technology,MCA,2,3,Delhi,3.29
STU12637,Female,22,AI & DS,BE,3,1,Karnataka,6.34
STU12638,Male,21,Civil,BTech,3,3,West Bengal,2.64
STU12639,Other,25,Electronics,BTech,3,1,Delhi,5.33
STU12640,Male,23,Electronics,BE,2,2,Tamil Nadu,8.3
STU12641,Female,20,Information Technology,BTech,2,3,Telangana,1.49
STU12642,Female,20,Electronics,BTech,2,1,Delhi,2.69
STU12643,Male,20,AI & DS,MCA,3,1,Uttar Pradesh,2.2
STU12644,Female,21,Civil,MCA,1,3,Telangana,10.84
STU12645,Female,23,Mechanical,BTech,2,2,Tamil Nadu,3.67
STU12646,Female,24,Civil,MCA,3,2,Uttar Pradesh,4.99
STU12647,Male,20,Civil,BE,2,3,Uttar Pradesh,16.95
STU12648,Male,22,Mechanical,BTech,3,1,Gujarat,5.65
STU12649,Female,20,Mechanical,MCA,3,2,Telangana,10.4
STU12650,Male,22,Information Technology,MCA,3,1,Karnataka,9.39
STU12651,Female,24,Civil,BTech,2,3,Gujarat,15.29
STU12652,Male,22,Electronics,BE,2,3,Gujarat,8.29
STU12653,Male,22,AI & DS,BTech,3,2,Maharashtra,9.46
STU12654,Male,22,Computer Science,BE,2,1,West Bengal,8.1
STU12655,Female,23,AI & DS,MCA,2,2,Maharashtra,16.84
STU12656,Female,22,Computer Science,MCA,3,1,Karnataka,10.11
STU12657,Female,24,Computer Science,MCA,2,3,Karnataka,4.08
STU12658,Male,24,Mechanical,MCA,2,3,Delhi,8.17
STU12659,Male,23,Electronics,BE,1,1,Maharashtra,5.07
STU12660,Male,25,Electronics,BE,1,2,Gujarat,9.84
STU12661,Male,20,Mechanical,BTech,2,2,Uttar Pradesh,10.05
STU12662,Female,20,Computer Science,BTech,1,3,Telangana,6.25
STU12663,Male,21,Mechanical,BE,1,2,Tamil Nadu,9.65
STU12664,Female,23,Electronics,BE,2,2,Uttar Pradesh,10.44
STU12665,Female,24,AI & DS,BTech,3,3,Tamil Nadu,17.45
STU12666,Male,20,AI & DS,BE,1,3,West Bengal,15.43
STU12667,Male,22,Mechanical,BE,2,2,Delhi,5.39
STU12668,Female,21,Electronics,BE,3,2,Telangana,6.1
STU12669,Male,25,Civil,BTech,3,2,Gujarat,10.33
STU12670,Male,24,AI & DS,BTech,3,2,Karnataka,8.87
STU12671,Male,25,Mechanical,BE,2,3,Tamil Nadu,15.03
STU12672,Male,21,Information Technology,BE,2,3,Maharashtra,13.09
STU12673,Male,20,Computer Science,BTech,2,3,Karnataka,5.25
STU12674,Male,20,Mechanical,MCA,3,2,Delhi,1.61
STU12675,Female,22,Civil,BE,3,3,Telangana,10.98
STU12676,Male,20,AI & DS,BE,2,2,Karnataka,1.0
STU12677,Male,21,Mechanical,BE,1,1,Maharashtra,7.41
STU12678,Male,23,Civil,BE,3,1,Delhi,5.28
STU12679,Male,20,Computer Science,MCA,2,3,Tamil Nadu,16.38
STU12680,Male,22,Electronics,MCA,2,2,Maharashtra,7.85
STU12681,Female,22,Computer Science,BE,2,3,West Bengal,10.72
STU12682,Male,20,Mechanical,BE,1,1,West Bengal,9.81
STU12683,Male,21,Information Technology,BE,3,2,Delhi,8.59
STU12684,Male,23,Mechanical,BTech,3,1,Maharashtra,12.02
STU12685,Male,25,Information Technology,BTech,1,2,West Bengal,1.0
STU12686,Female,24,Computer Science,BTech,3,3,West Bengal,15.34
STU12687,Female,24,Information Technology,MCA,3,2,Uttar Pradesh,10.31
STU12688,Male,23,Mechanical,BTech,2,3,Tamil Nadu,12.8
STU12689,Female,22,AI & DS,BE,2,3,Maharashtra,16.4
STU12690,Male,23,AI & DS,MCA,2,2,Telangana,11.29
STU12691,Male,24,AI & DS,MCA,2,2,Maharashtra,9.54
STU12692,Male,20,Civil,MCA,2,2,Telangana,11.49
STU12693,Male,25,Civil,BTech,1,2,Karnataka,11.23
STU12694,Male,25,Electronics,BE,2,3,Maharashtra,1.0
STU12695,Female,24,Information Technology,BE,3,1,Telangana,11.96
STU12696,Male,22,Electronics,MCA,3,3,Gujarat,18.13
STU12697,Male,23,Information Technology,BE,2,2,Uttar Pradesh,12.54
STU12698,Female,25,Computer Science,BE,2,3,Gujarat,9.57
STU12699,Male,23,Electronics,BTech,3,2,Uttar Pradesh,12.99
STU12700,Male,23,Information Technology,BTech,3,2,Maharashtra,9.47
STU12701,Male,25,Electronics,BTech,2,1,West Bengal,10.04
STU12702,Male,21,Mechanical,MCA,3,2,Maharashtra,12.26
STU12703,Female,20,AI & DS,MCA,3,1,Maharashtra,6.02
STU12704,Male,22,Information Technology,MCA,1,3,Maharashtra,4.42
STU12705,Male,22,Computer Science,MCA,2,3,West Bengal,16.02
STU12706,Female,20,Electronics,BTech,3,2,Tamil Nadu,1.85
STU12707,Male,21,Computer Science,MCA,3,2,Delhi,19.41
STU12708,Male,25,Information Technology,BE,3,2,Tamil Nadu,10.09
STU12709,Male,24,Information Technology,BE,2,2,West Bengal,11.96
STU12710,Other,24,Computer Science,BTech,2,3,Uttar Pradesh,8.7
STU12711,Male,24,Computer Science,MCA,3,1,Maharashtra,14.64
STU12712,Male,22,AI & DS,BE,3,2,Karnataka,13.41
STU12713,Female,23,Mechanical,BE,3,2,Karnataka,10.57
STU12714,Male,21,Mechanical,BTech,2,2,Tamil Nadu,10.69
STU12715,Female,25,Computer Science,BE,3,2,Uttar Pradesh,1.0
STU12716,Female,25,AI & DS,MCA,3,1,Maharashtra,6.0
STU12717,Female,20,Information Technology,BTech,1,1,West Bengal,7.96
STU12718,Male,25,Electronics,BE,3,2,Telangana,11.82
STU12719,Male,21,AI & DS,BE,3,1,Tamil Nadu,7.12
STU12720,Male,21,Information Technology,BE,3,2,Uttar Pradesh,15.47
STU12721,Male,24,Computer Science,BE,3,2,Maharashtra,4.04
STU12722,Female,23,Electronics,MCA,2,2,Tamil Nadu,7.0
STU12723,Male,25,Information Technology,MCA,2,1,Telangana,11.8
STU12724,Male,22,Civil,BTech,2,3,Telangana,5.56
STU12725,Male,23,Information Technology,BE,3,2,Uttar Pradesh,7.81
STU12726,Male,20,Computer Science,BTech,2,1,Uttar Pradesh,8.66
STU12727,Male,24,Civil,BE,3,2,Karnataka,7.99
STU12728,Female,23,Mechanical,BTech,1,3,Karnataka,12.86
STU12729,Male,22,Civil,MCA,3,1,Tamil Nadu,11.52
STU12730,Female,24,Mechanical,BE,3,1,Delhi,9.43
STU12731,Other,23,Electronics,BTech,2,3,Gujarat,16.5
STU12732,Female,22,Civil,BE,1,3,Karnataka,11.13
STU12733,Male,21,Mechanical,BE,2,2,Delhi,12.65
STU12734,Male,23,Information Technology,BE,3,3,Karnataka,8.26
STU12735,Male,23,Computer Science,MCA,2,2,Uttar Pradesh,2.36
STU12736,Female,23,Information Technology,BE,3,3,Karnataka,14.52
STU12737,Male,25,Computer Science,BTech,1,2,Tamil Nadu,12.65
STU12738,Female,20,Information Technology,BTech,2,2,West Bengal,5.14
STU12739,Female,22,AI & DS,BTech,2,2,Delhi,11.19
STU12740,Male,22,Mechanical,BTech,3,2,Telangana,4.61
STU12741,Male,23,AI & DS,MCA,2,2,Uttar Pradesh,9.75
STU12742,Male,20,Computer Science,MCA,2,3,Karnataka,4.67
STU12743,Male,24,Computer Science,BE,2,2,Tamil Nadu,1.0
STU12744,Male,25,AI & DS,BTech,2,3,Gujarat,7.81
STU12745,Female,25,Civil,BE,2,3,Gujarat,7.39
STU12746,Male,24,Computer Science,MCA,2,2,Delhi,8.56
STU12747,Male,24,Electronics,BTech,3,1,Telangana,8.65
STU12748,Male,21,Electronics,MCA,2,2,Telangana,16.37
STU12749,Male,24,Civil,BE,3,2,Tamil Nadu,10.77
STU12750,Male,22,Mechanical,MCA,2,3,Delhi,1.6
STU12751,Male,25,Civil,BE,3,1,Telangana,8.91
STU12752,Female,24,AI & DS,BTech,2,1,Delhi,11.2
STU12753,Female,20,AI & DS,BTech,2,3,Karnataka,6.6
STU12754,Male,21,Mechanical,BTech,2,3,Delhi,3.49
STU12755,Female,21,Civil,BTech,3,2,Maharashtra,22.08
STU12756,Male,22,AI & DS,MCA,1,3,Telangana,17.39
STU12757,Female,23,Computer Science,BTech,3,2,Karnataka,9.48
STU12758,Male,23,AI & DS,MCA,3,2,Delhi,8.67
STU12759,Female,23,Information Technology,BTech,3,2,Delhi,1.32
STU12760,Male,21,AI & DS,MCA,2,2,Karnataka,8.15
STU12761,Female,24,Computer Science,MCA,2,2,Tamil Nadu,19.1
STU12762,Male,22,Civil,BTech,3,2,Karnataka,5.46
STU12763,Female,24,AI & DS,MCA,3,1,Telangana,5.67
STU12764,Male,25,Electronics,MCA,2,1,Delhi,7.57
STU12765,Male,25,Mechanical,MCA,3,3,West Bengal,8.61
STU12766,Male,23,Mechanical,BE,1,2,Maharashtra,10.33
STU12767,Male,21,Information Technology,BE,3,2,Maharashtra,1.91
STU12768,Female,20,Information Technology,BTech,2,1,Gujarat,10.16
STU12769,Female,23,Electronics,MCA,3,2,Uttar Pradesh,11.03
STU12770,Male,22,AI & DS,BE,3,3,Tamil Nadu,10.82
STU12771,Male,24,Mechanical,BE,3,2,Maharashtra,6.23
STU12772,Male,25,Civil,MCA,3,3,Gujarat,8.6
STU12773,Male,24,Mechanical,BE,3,1,Gujarat,9.93
STU12774,Male,23,AI & DS,MCA,3,2,Delhi,9.91
STU12775,Female,20,Electronics,MCA,2,3,Uttar Pradesh,8.69
STU12776,Male,20,Electronics,BTech,3,2,Karnataka,12.74
STU12777,Male,24,Electronics,BE,3,3,Gujarat,8.0
STU12778,Male,20,Mechanical,BE,1,2,Delhi,4.05
STU12779,Male,23,Mechanical,BTech,2,3,Tamil Nadu,1.0
STU12780,Female,25,Computer Science,MCA,3,3,West Bengal,5.24
STU12781,Male,24,Electronics,MCA,1,1,West Bengal,6.07
STU12782,Female,22,Electronics,MCA,1,3,Gujarat,2.56
STU12783,Male,25,Civil,BTech,2,2,Gujarat,14.57
STU12784,Other,21,Computer Science,BE,2,2,Karnataka,4.08
STU12785,Male,22,Electronics,BTech,2,2,Karnataka,10.42
STU12786,Male,20,AI & DS,BTech,3,2,Tamil Nadu,15.36
STU12787,Male,20,Computer Science,BE,2,3,Uttar Pradesh,1.0
STU12788,Male,21,Information Technology,MCA,3,3,Tamil Nadu,1.0
STU12789,Male,20,Electronics,BTech,3,1,Gujarat,12.55
STU12790,Female,24,Civil,MCA,1,3,Gujarat,14.72
STU12791,Male,25,Civil,BTech,2,3,Karnataka,12.31
STU12792,Female,21,AI & DS,BE,3,3,West Bengal,2.25
STU12793,Male,23,Mechanical,MCA,2,2,Tamil Nadu,14.85
STU12794,Male,25,AI & DS,BTech,2,2,Maharashtra,1.0
STU12795,Male,24,Information Technology,BE,1,1,Maharashtra,1.0
STU12796,Female,21,Electronics,BE,1,3,West Bengal,17.32
STU12797,Male,24,Electronics,BTech,3,3,Delhi,10.31
STU12798,Male,20,Electronics,BE,2,3,Telangana,16.41
STU12799,Female,20,Information Technology,BTech,3,1,Delhi,8.12
STU12800,Male,22,Mechanical,MCA,3,2,Karnataka,5.28
STU12801,Male,22,Civil,BE,2,1,Gujarat,13.35
STU12802,Male,20,Information Technology,MCA,3,2,Telangana,9.24
STU12803,Female,22,Computer Science,MCA,2,3,Uttar Pradesh,10.37
STU12804,Male,22,Information Technology,BE,2,2,Telangana,7.66
STU12805,Female,21,Computer Science,BE,3,3,Karnataka,2.02
STU12806,Female,24,Civil,MCA,2,2,West Bengal,3.88
STU12807,Male,21,Computer Science,BE,3,2,Tamil Nadu,9.55
STU12808,Female,21,Computer Science,MCA,3,2,Karnataka,16.71
STU12809,Male,20,Mechanical,BTech,3,3,Tamil Nadu,5.74
STU12810,Male,24,Computer Science,BTech,1,3,Gujarat,11.56
STU12811,Male,21,AI & DS,BE,2,3,West Bengal,1.0
STU12812,Male,20,Civil,MCA,3,2,Karnataka,8.94
STU12813,Female,23,AI & DS,BTech,3,2,Telangana,10.11
STU12814,Male,25,Civil,BTech,2,3,Gujarat,13.13
STU12815,Male,24,AI & DS,BTech,2,3,Uttar Pradesh,8.97
STU12816,Female,21,Mechanical,BTech,3,3,Gujarat,11.97
STU12817,Male,22,Civil,MCA,2,1,Karnataka,15.48
STU12818,Male,20,Electronics,BE,1,3,Delhi,9.24
STU12819,Male,21,Electronics,BE,3,2,Gujarat,4.54
STU12820,Male,20,Information Technology,BE,2,2,West Bengal,13.25
STU12821,Male,22,Computer Science,MCA,1,1,Delhi,16.97
STU12822,Male,21,Information Technology,BTech,3,2,Karnataka,5.69
STU12823,Male,23,AI & DS,BTech,3,2,Karnataka,11.5
STU12824,Male,24,Electronics,BTech,3,1,Telangana,11.54
STU12825,Male,22,Mechanical,MCA,3,1,West Bengal,5.85
STU12826,Female,21,Electronics,MCA,1,1,Karnataka,12.72
STU12827,Male,24,Mechanical,BE,3,3,Delhi,10.36
STU12828,Male,24,Civil,BTech,1,2,Telangana,18.3
STU12829,Female,22,Mechanical,BE,3,3,West Bengal,8.72
STU12830,Male,24,Computer Science,BTech,3,1,Gujarat,10.01
STU12831,Male,22,AI & DS,MCA,3,2,Maharashtra,1.0
STU12832,Male,20,Mechanical,BE,2,3,Telangana,1.0
STU12833,Female,21,AI & DS,BE,3,1,Uttar Pradesh,8.46
STU12834,Male,24,Civil,BTech,3,2,West Bengal,9.3
STU12835,Female,20,Mechanical,MCA,2,3,Delhi,1.0
STU12836,Male,24,Civil,MCA,1,2,West Bengal,3.43
STU12837,Male,21,AI & DS,MCA,3,3,West Bengal,16.46
STU12838,Female,23,AI & DS,MCA,3,2,West Bengal,2.06
STU12839,Female,22,Civil,BTech,3,3,Delhi,2.65
STU12840,Male,23,Information Technology,BE,3,2,Uttar Pradesh,12.66
STU12841,Male,23,AI & DS,BTech,1,2,Telangana,15.99
STU12842,Male,25,Mechanical,BE,2,1,Uttar Pradesh,12.18
STU12843,Female,21,AI & DS,MCA,3,2,Delhi,9.77
STU12844,Male,22,Computer Science,BE,1,2,Telangana,4.41
STU12845,Other,24,Civil,MCA,2,3,Gujarat,2.74
STU12846,Male,21,Electronics,BE,3,2,Telangana,6.95
STU12847,Female,20,Information Technology,MCA,1,3,Maharashtra,2.93
STU12848,Female,22,Information Technology,MCA,2,2,Gujarat,2.92
STU12849,Male,22,AI & DS,BE,3,3,Tamil Nadu,12.31
STU12850,Female,21,AI & DS,BE,3,1,Delhi,11.31
STU12851,Male,22,Civil,MCA,2,1,Tamil Nadu,11.06
STU12852,Female,22,Civil,BE,3,3,Uttar Pradesh,13.35
STU12853,Male,23,Information Technology,MCA,3,1,Telangana,8.6
STU12854,Male,21,Information Technology,BTech,1,1,Tamil Nadu,4.39
STU12855,Male,20,Civil,MCA,1,1,Telangana,9.48
STU12856,Male,22,Computer Science,BTech,1,3,Uttar Pradesh,14.34
STU12857,Male,25,AI & DS,BTech,3,3,West Bengal,1.0
STU12858,Other,20,Information Technology,MCA,1,1,Karnataka,6.64
STU12859,Male,22,Computer Science,BE,1,1,Maharashtra,11.54
STU12860,Female,24,Electronics,BTech,3,2,Uttar Pradesh,19.22
STU12861,Male,22,Electronics,BE,3,3,Telangana,9.5
STU12862,Female,20,Information Technology,BTech,2,3,Delhi,2.15
STU12863,Female,20,Electronics,BE,2,2,Tamil Nadu,2.98
STU12864,Male,21,AI & DS,BE,3,1,Maharashtra,5.92
STU12865,Female,22,Electronics,MCA,2,2,Telangana,11.71
STU12866,Female,20,Civil,BTech,1,3,Karnataka,9.77
STU12867,Male,25,Electronics,BTech,1,3,Uttar Pradesh,8.64
STU12868,Female,25,Information Technology,BTech,3,2,Tamil Nadu,3.38
STU12869,Female,21,AI & DS,MCA,3,3,Tamil Nadu,6.26
STU12870,Female,25,Computer Science,BTech,2,3,Karnataka,9.09
STU12871,Male,23,AI & DS,BTech,3,3,Tamil Nadu,6.58
STU12872,Male,24,Civil,BTech,3,1,Telangana,9.62
STU12873,Male,21,Electronics,BTech,3,2,Delhi,9.25
STU12874,Female,24,Civil,BTech,3,2,Gujarat,15.9
STU12875,Male,20,Civil,MCA,3,2,Karnataka,9.22
STU12876,Female,23,Computer Science,BTech,3,2,Tamil Nadu,12.01
STU12877,Male,20,AI & DS,BTech,3,3,Gujarat,9.18
STU12878,Female,22,AI & DS,BE,3,1,Delhi,10.19
STU12879,Male,23,Civil,MCA,3,2,Karnataka,11.81
STU12880,Male,20,Information Technology,BTech,3,2,Uttar Pradesh,1.0
STU12881,Female,25,Computer Science,BE,3,2,Karnataka,4.07
STU12882,Male,24,Mechanical,MCA,2,3,Karnataka,9.77
STU12883,Male,20,Computer Science,BTech,3,3,Gujarat,1.0
STU12884,Male,25,Electronics,MCA,3,2,Uttar Pradesh,5.92
STU12885,Male,22,AI & DS,BTech,3,1,Maharashtra,1.03
STU12886,Female,21,AI & DS,BE,3,2,Tamil Nadu,12.13
STU12887,Female,22,AI & DS,MCA,3,2,Tamil Nadu,8.93
STU12888,Male,21,Information Technology,BE,2,2,West Bengal,2.53
STU12889,Male,24,Mechanical,BE,3,1,Telangana,14.94
STU12890,Male,23,Mechanical,BE,2,1,Karnataka,1.0
STU12891,Male,23,Electronics,MCA,1,1,Gujarat,12.43
STU12892,Male,22,Electronics,MCA,1,2,Maharashtra,15.36
STU12893,Male,23,Information Technology,MCA,3,2,Delhi,9.81
STU12894,Female,22,Computer Science,BE,1,2,West Bengal,10.39
STU12895,Male,23,Civil,BE,3,2,Uttar Pradesh,6.38
STU12896,Female,24,Computer Science,MCA,2,3,Uttar Pradesh,12.71
STU12897,Female,22,AI & DS,BTech,3,2,Tamil Nadu,5.76
STU12898,Male,23,Electronics,BTech,2,2,Maharashtra,9.13
STU12899,Female,22,Mechanical,MCA,2,1,Uttar Pradesh,7.26
STU12900,Male,20,Computer Science,BE,3,1,Maharashtra,6.82
STU12901,Male,22,Civil,BE,1,3,Telangana,13.39
STU12902,Male,20,Mechanical,BTech,2,2,Maharashtra,10.46
STU12903,Male,25,AI & DS,BE,3,1,Tamil Nadu,6.75
STU12904,Male,23,Computer Science,BE,1,3,West Bengal,6.53
STU12905,Female,21,AI & DS,BTech,2,3,West Bengal,5.14
STU12906,Male,21,Information Technology,BE,3,3,Karnataka,5.47
STU12907,Male,23,Information Technology,BE,2,2,Delhi,10.25
STU12908,Male,20,Information Technology,BTech,2,3,Gujarat,1.0
STU12909,Male,21,Civil,MCA,3,2,West Bengal,7.92
STU12910,Male,25,Computer Science,MCA,2,3,Karnataka,6.87
STU12911,Male,20,AI & DS,BTech,2,2,Telangana,5.83
STU12912,Female,21,Electronics,MCA,3,1,Gujarat,16.99
STU12913,Female,20,Electronics,BTech,2,2,Gujarat,8.06
STU12914,Male,24,AI & DS,MCA,1,1,Telangana,5.27
STU12915,Male,23,AI & DS,BE,3,1,West Bengal,11.89
STU12916,Male,21,Civil,BE,3,3,Delhi,1.01
STU12917,Male,20,AI & DS,MCA,3,1,Gujarat,10.58
STU12918,Male,21,Civil,BE,3,2,Maharashtra,5.14
STU12919,Male,22,Civil,BTech,1,1,Gujarat,18.24
STU12920,Female,22,Mechanical,MCA,2,3,Karnataka,9.5
STU12921,Male,25,Electronics,BTech,2,2,Gujarat,16.27
STU12922,Female,21,AI & DS,MCA,1,2,Telangana,5.09
STU12923,Male,21,Civil,BE,1,2,West Bengal,11.41
STU12924,Female,25,Civil,BE,2,2,Gujarat,18.81
STU12925,Male,20,Mechanical,MCA,2,3,Gujarat,1.08
STU12926,Female,21,Computer Science,BE,3,3,Gujarat,4.99
STU12927,Male,23,Computer Science,MCA,3,3,Karnataka,1.0
STU12928,Female,22,Information Technology,BTech,3,2,Karnataka,2.13
STU12929,Female,21,Information Technology,BTech,3,1,Tamil Nadu,6.41
STU12930,Male,24,Electronics,BE,3,2,Telangana,1.32
STU12931,Male,22,Computer Science,MCA,3,1,Maharashtra,4.46
STU12932,Male,23,Civil,BTech,1,3,Telangana,12.22
STU12933,Male,20,Computer Science,BE,3,1,Gujarat,1.0
STU12934,Female,20,Civil,BE,3,3,Uttar Pradesh,1.0
STU12935,Female,20,Information Technology,BE,3,3,West Bengal,2.55
STU12936,Female,20,AI & DS,MCA,2,3,Delhi,4.93
STU12937,Male,20,Mechanical,BE,3,3,Telangana,1.0
STU12938,Other,25,Computer Science,BE,2,3,Uttar Pradesh,11.57
STU12939,Male,22,Electronics,BE,2,3,Uttar Pradesh,6.81
STU12940,Male,20,Information Technology,BTech,3,3,Uttar Pradesh,12.29
STU12941,Female,24,Computer Science,BE,3,2,Uttar Pradesh,4.35
STU12942,Female,23,Civil,BE,2,1,Uttar Pradesh,11.26
STU12943,Male,21,Civil,BTech,2,3,Delhi,6.42
STU12944,Male,20,Electronics,BE,2,1,Delhi,17.72
STU12945,Male,21,Civil,BE,2,2,Tamil Nadu,15.44
STU12946,Female,22,AI & DS,MCA,2,3,Tamil Nadu,15.08
STU12947,Male,22,Mechanical,BE,3,1,Gujarat,7.35
STU12948,Other,24,AI & DS,BTech,2,3,West Bengal,9.22
STU12949,Male,23,Computer Science,BTech,1,3,Maharashtra,12.9
STU12950,Male,20,AI & DS,BTech,3,2,Uttar Pradesh,11.35
STU12951,Male,23,Computer Science,BTech,3,2,Telangana,9.49
STU12952,Male,20,Electronics,MCA,3,3,Telangana,3.79
STU12953,Female,20,Computer Science,MCA,3,1,Uttar Pradesh,6.26
STU12954,Male,23,Mechanical,BTech,1,2,West Bengal,8.79
STU12955,Male,20,Electronics,BE,2,3,Uttar Pradesh,8.11
STU12956,Female,20,AI & DS,BTech,3,3,Delhi,6.81
STU12957,Male,25,Mechanical,BTech,2,1,Uttar Pradesh,2.06
