student_id,enrollment_date,family_income_lpa,cgpa,backlogs,failed_subjects,at_risk_flag,previous_cgpa,previous_semester_percentage,previous_subject_avg,weak_subject_count,subject_consistency,performance_band,previous_internal_marks,previous_assignment_score,previous_midterm_score,lowest_subject_score,assignment_completion_rate,practice_questions,next_semester_marks,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,last_sync_time,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,motivation_level,adaptability_score,gym_frequency,wellness_score,screen_to_study_ratio,extracurricular_hours,survey_date,resume_score,communication_skills,aptitude_score,mock_interview_score,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill,hackathons_participated,preferred_domain,career_goal,submitted_at
S106217,2022-07-11,1.3,3.98,2,0,1,5.44,47.53,60.76,1,56.05,At_Risk,23.91,69.83,65.45,32.46,78.37,261,40.89,79.7,3.53,1.67,23.03,2024-03-11 00:00:00,5.99,10.07,0.59,5.85,73.02,3.17,91.63,2,38.83,2.85,6.34,2024-03-12,54.16,56.36,50.58,35.92,2,3,7,2.7,84.06,1,AI/ML,Startup/Entrepreneurship,2023-11-15 00:00:00
S106218,2023-04-15,10.1,4.4,0,0,1,6.65,60.01,75.72,3,76.98,Average,37.69,81.02,75.84,58.2,91.92,57,55.63,65.03,5.31,1.71,9.35,2024-05-10 00:00:00,5.89,5.45,0.72,2.98,56.89,4.63,52.13,2,56.0,1.03,0.41,2024-03-24,62.12,15.7,44.47,87.45,0,0,5,4.1,49.24,2,Cybersecurity,Higher Studies,2023-11-01 00:00:00
S106219,2021-09-28,1.7,7.23,2,0,0,8.78,85.44,66.29,1,44.71,Average,31.14,64.49,93.41,31.94,90.14,8,55.73,77.96,3.63,0.5,16.48,2024-02-23 00:00:00,5.77,8.15,0.39,3.11,32.34,5.14,86.02,2,63.98,2.25,1.63,2024-03-23,10.61,61.02,72.89,43.37,1,0,4,8.18,39.12,2,Data Science,Startup/Entrepreneurship,2023-11-28 00:00:00
S106220,2022-11-15,7.3,7.95,1,0,1,8.56,81.44,74.42,4,59.18,Average,44.4,60.31,73.82,51.6,82.6,6,60.19,100.0,2.35,1.14,13.81,2024-04-15 00:00:00,6.71,8.93,0.13,6.63,84.62,5.47,60.51,2,33.18,3.8,0.54,2024-02-21,41.51,43.88,63.85,65.65,2,0,4,3.52,26.75,0,Data Science,Job,2023-11-09 00:00:00
S106221,2023-01-30,6.6,8.69,0,0,0,6.96,65.43,65.84,1,96.02,Excellent,28.7,100.0,100.0,57.87,91.6,267,85.57,60.71,3.58,0.06,18.36,2024-01-10 00:00:00,7.09,6.9,0.83,5.3,18.42,4.48,77.12,2,68.15,1.93,2.52,2024-04-06,49.27,66.32,66.4,98.93,6,0,4,8.67,55.85,2,Web Development,Job,2024-01-21 00:00:00
S106222,2023-04-21,4.1,5.99,1,1,0,6.89,66.01,60.57,2,72.51,Average,39.36,80.95,68.21,38.2,92.31,45,54.93,74.28,2.99,1.3,26.0,2024-02-13 00:00:00,5.83,7.1,0.42,3.47,64.66,3.8,76.43,1,56.35,2.38,1.11,2024-03-28,21.67,63.95,53.71,44.81,1,2,3,8.64,32.31,2,Web Development,Job,2024-03-25 00:00:00
S106223,2021-10-13,1.0,6.58,1,0,0,9.44,92.08,81.3,1,65.29,Good,35.91,69.12,93.54,56.56,62.4,56,80.65,66.57,6.15,0.58,19.94,2024-05-08 00:00:00,5.97,4.13,0.92,5.12,58.03,5.69,39.19,0,59.03,0.67,2.08,2024-04-14,55.98,81.9,66.57,37.8,3,2,1,6.86,76.6,4,Data Science,Job,2024-03-11 00:00:00
S106224,2022-07-28,1.0,6.38,0,0,0,7.68,75.6,76.36,3,83.65,At_Risk,29.59,59.38,71.97,66.74,62.77,69,48.96,67.4,2.82,4.68,14.1,2024-02-20 00:00:00,6.78,5.1,4.43,4.24,45.4,10.0,61.77,3,59.51,1.81,14.89,2024-04-18,48.81,76.28,63.01,22.11,5,0,5,4.25,63.81,2,Cybersecurity,Job,2023-11-05 00:00:00
S106225,2023-05-17,4.2,5.95,0,0,1,6.57,66.83,66.59,0,63.24,Average,36.92,76.69,68.84,39.18,60.63,102,60.02,68.44,1.59,2.81,26.73,2024-01-04 00:00:00,7.29,7.94,0.28,5.39,59.86,3.61,42.23,2,57.64,4.98,2.18,2024-02-06,50.53,48.26,91.88,67.03,4,0,7,9.98,50.77,1,Cybersecurity,Job,2024-01-09 00:00:00
S106226,2022-02-15,8.2,8.17,1,0,0,5.15,56.17,78.08,2,54.29,At_Risk,42.03,44.01,62.31,52.74,57.3,26,36.85,70.5,2.99,2.58,26.06,2024-04-26 00:00:00,8.15,10.91,0.0,2.64,41.53,4.9,40.51,1,68.16,3.65,3.51,2024-05-02,30.96,68.3,80.54,46.3,1,1,2,1.08,31.33,0,Cybersecurity,Job,2023-11-08 16:24:31
S106227,2023-03-31,2.3,10.0,0,1,0,7.51,71.28,76.07,5,81.9,Average,35.69,62.26,69.79,69.04,92.16,6,54.22,78.26,1.37,3.13,22.98,2024-05-29 00:00:00,4.39,4.18,0.66,4.75,22.58,3.32,66.38,3,65.03,3.05,0.4,2024-04-10,66.61,55.02,68.24,57.04,3,0,4,7.98,46.9,1,Web Development,Job,2024-02-13 00:00:00
S106228,2023-08-23,6.4,7.94,0,0,0,8.08,74.66,60.57,2,68.92,Average,35.78,69.44,71.91,43.81,92.19,56,68.02,77.52,2.15,5.61,16.97,2024-01-15 01:33:43,7.42,10.15,1.38,7.44,55.17,6.51,69.04,3,49.31,4.72,1.73,2024-02-02,45.98,77.05,71.18,20.79,5,1,3,6.6,73.26,0,AI/ML,Job,2023-11-03 00:00:00
S106229,2022-09-14,7.3,5.73,2,0,1,6.18,61.15,70.15,1,48.13,At_Risk,28.02,73.2,42.32,36.75,86.72,15,21.3,78.06,3.63,0.21,9.6,2024-05-21 00:00:00,5.57,6.18,0.12,3.5,22.91,5.72,54.54,0,67.39,1.7,1.46,2024-03-16,63.39,68.28,31.79,86.7,4,2,6,7.67,22.46,1,AI/ML,Job,2024-03-24 00:00:00
S106230,2022-12-10,3.5,8.84,0,0,1,7.38,65.52,72.9,3,88.5,Average,44.15,67.86,76.2,63.89,100.0,101,58.46,78.79,0.29,1.68,0.0,2024-05-21 00:00:00,7.1,4.47,0.92,10.0,36.05,3.16,61.27,3,53.13,15.26,1.8,2024-03-02,40.9,55.65,55.13,77.21,5,1,3,5.22,54.34,0,Core Engineering,Startup/Entrepreneurship,2023-12-28 00:00:00
S106231,2023-02-19,4.5,6.98,0,0,0,6.53,59.3,74.35,0,66.98,At_Risk,43.36,59.6,41.26,54.34,75.37,6,47.1,57.46,3.45,0.15,16.48,2024-05-14 00:00:00,7.51,1.16,0.35,6.28,45.65,7.45,37.93,1,58.18,0.33,11.16,2024-02-14,50.76,74.78,96.59,42.75,3,0,4,6.32,42.7,1,Web Development,Startup/Entrepreneurship,2024-03-16 00:00:00
S106232,2022-05-02,1.0,7.14,0,0,1,6.76,68.22,90.88,2,55.35,Good,31.72,83.81,76.22,62.53,69.65,56,71.01,72.13,3.3,0.17,20.42,2024-04-07 00:00:00,8.79,5.86,3.02,2.02,68.12,3.46,45.64,4,64.0,1.77,0.01,2024-02-29,31.43,47.64,44.55,59.73,5,2,5,3.59,13.05,3,Data Science,Job,2024-03-21 00:00:00
S106233,2021-10-14,6.0,5.33,0,1,1,3.77,35.28,76.38,2,85.55,At_Risk,34.01,45.23,74.58,68.21,81.84,112,21.62,69.24,2.94,2.67,5.64,2024-02-13 00:00:00,5.55,7.74,2.69,3.77,35.31,3.61,36.28,1,57.1,2.63,0.26,2024-03-05,67.36,51.26,48.06,47.97,6,3,4,1.74,63.73,3,AI/ML,Job,2024-02-19 00:00:00
S106234,2022-01-24,3.9,9.66,0,0,0,6.71,58.93,76.55,2,58.99,Average,46.31,65.83,87.74,47.08,97.13,2,51.86,66.5,2.96,4.47,17.91,2024-04-23 00:00:00,7.66,3.36,0.86,4.93,30.23,4.67,100.0,0,70.36,1.14,2.68,2024-02-19,70.35,63.68,54.66,66.39,0,2,5,8.16,18.24,0,Data Science,Job,2024-03-25 00:00:00
S106235,2022-04-15,1.0,7.67,0,1,1,8.26,72.51,53.88,3,66.94,At_Risk,25.93,62.23,51.21,32.32,71.14,39,33.21,62.9,0.98,1.22,11.88,2024-05-03 00:00:00,3.0,6.37,1.5,6.35,70.55,10.0,54.94,0,30.67,6.52,7.46,2024-02-24,34.58,46.19,49.23,74.68,2,0,4,9.41,64.09,2,Data Science,Job,2023-12-22 00:00:00
S106236,2023-05-03,6.0,8.2,2,0,0,6.18,58.9,100.0,2,73.16,Average,39.83,85.18,49.21,83.35,100.0,71,54.3,92.16,4.1,0.12,18.57,2024-01-13 00:00:00,6.32,6.74,0.7,2.62,23.47,4.34,58.69,1,75.32,1.64,0.16,2024-04-16,44.08,95.88,83.56,79.95,2,0,3,7.84,43.46,0,Cybersecurity,Higher Studies,2024-03-18 00:00:00
S106237,2023-03-28,1.0,6.63,1,0,0,7.07,71.7,51.26,0,80.15,Average,30.53,63.12,82.72,43.01,78.92,128,52.71,64.28,3.8,1.75,10.68,2024-02-12 00:00:00,3.2,7.96,1.02,6.95,89.83,9.83,73.53,1,19.51,2.09,5.8,2024-02-25,68.77,79.68,44.62,47.11,1,1,2,3.19,71.86,2,AI/ML,Job,2024-01-03 00:00:00
S106238,2023-07-15,3.0,6.94,0,0,0,6.02,61.68,60.82,3,71.26,At_Risk,49.22,76.56,47.8,43.31,87.69,24,33.96,74.71,3.87,2.89,9.92,2024-05-17 00:00:00,5.25,7.45,0.11,4.68,28.82,7.01,68.75,1,56.8,1.93,14.34,2024-03-30,9.6,60.29,52.18,63.84,3,0,5,8.09,69.19,1,Core Engineering,Job,2024-01-12 00:00:00
S106239,2022-02-06,1.0,4.45,1,0,1,7.47,71.39,61.37,1,62.65,Average,35.51,75.0,46.23,37.63,82.44,136,62.16,59.09,5.09,0.75,14.57,2024-02-20 00:00:00,4.69,6.78,0.41,8.41,52.66,6.14,63.75,0,38.24,1.33,7.55,2024-04-28,44.79,74.21,61.33,62.56,4,1,5,5.59,44.02,1,Web Development,Job,2024-01-30 00:00:00
S106240,2022-02-07,8.1,5.56,1,2,1,6.72,71.86,63.91,3,49.45,At_Risk,45.08,42.47,68.34,36.33,74.05,84,43.35,77.28,0.15,0.42,6.77,2024-02-12 00:00:00,4.23,8.73,0.52,5.94,7.26,8.13,52.03,3,63.61,34.91,12.47,2024-02-13,43.9,55.69,59.38,49.37,0,0,4,5.16,55.3,1,Cybersecurity,Job,2024-02-21 00:00:00
S106241,2023-08-16,5.8,4.89,2,0,0,5.78,54.48,56.6,2,69.81,At_Risk,28.91,69.02,64.25,37.54,93.65,34,33.87,83.41,1.08,2.47,21.73,2024-04-14 00:00:00,6.21,7.8,1.09,3.81,13.35,4.31,70.54,1,70.46,7.25,4.09,2024-03-13,64.16,63.6,57.96,54.99,2,1,3,5.32,45.6,1,Web Development,Higher Studies,2024-04-08 00:00:00
S106242,2021-12-04,7.2,7.56,1,0,0,8.73,82.4,46.94,3,69.27,At_Risk,25.01,43.86,67.49,27.02,27.87,28,43.99,76.0,3.02,1.88,15.14,2024-02-27 00:00:00,4.72,6.08,1.24,2.99,36.99,9.99,41.27,0,54.05,2.01,3.82,2024-04-18,10.39,23.85,28.34,51.66,4,3,7,7.91,41.6,2,Data Science,Job,2023-12-29 00:00:00
S106243,2021-11-28,1.6,8.02,0,0,1,8.21,67.7,83.34,1,55.05,Average,33.13,75.27,73.6,56.2,74.92,97,60.2,70.0,1.42,0.94,6.99,2024-04-02 00:00:00,4.64,5.76,0.38,5.56,53.99,4.09,70.73,2,44.33,4.05,16.64,2024-02-06,14.01,23.41,67.98,51.19,1,0,1,7.69,17.76,0,Data Science,Higher Studies,2024-01-18 00:00:00
S106244,2022-06-29,3.1,5.48,2,0,0,6.21,57.24,61.3,1,75.68,At_Risk,37.1,59.05,73.69,44.56,91.93,103,18.3,79.0,5.68,1.12,10.69,2024-03-13 00:00:00,5.13,6.1,0.4,7.58,28.05,5.72,25.91,3,54.05,1.08,1.74,2024-06-04,82.36,60.35,98.87,93.13,0,1,5,5.47,58.09,1,Web Development,Job,2024-01-08 00:00:00
S106245,2022-11-23,1.0,8.72,0,1,0,7.65,76.06,40.45,1,93.23,At_Risk,30.91,87.8,63.75,32.13,58.22,81,45.63,73.22,3.65,0.83,19.13,2024-04-26 00:00:00,5.51,1.04,0.03,6.77,39.09,6.56,66.2,0,42.61,0.28,2.6,2024-04-19,35.85,58.92,46.34,53.43,0,1,2,4.69,79.29,1,Data Science,Higher Studies,2024-03-13 00:00:00
S106246,2023-01-24,4.7,5.99,1,0,1,7.7,79.39,64.29,2,63.53,Average,41.07,67.29,65.77,32.77,69.49,47,53.59,65.0,3.07,2.99,12.89,2024-03-05 00:00:00,6.94,6.76,0.25,7.32,33.78,3.86,63.09,1,61.73,2.2,0.47,2024-04-29,58.61,68.0,84.75,25.37,4,1,4,5.49,57.82,3,Data Science,Job,2024-01-01 00:00:00
S106247,2021-10-13,8.7,6.41,0,0,1,7.83,71.11,73.78,2,50.38,At_Risk,33.32,58.45,63.93,41.48,72.6,2,49.96,79.27,1.97,4.26,19.97,2024-02-23 00:00:00,5.61,4.51,1.02,5.71,70.79,7.93,42.95,1,43.92,2.29,2.61,2024-04-01,68.75,85.46,37.81,65.66,1,2,3,8.15,57.96,0,Product/Management,Startup/Entrepreneurship,2023-12-09 00:00:00
S106248,2023-03-24,4.8,6.63,1,0,1,4.8,47.42,47.26,1,71.3,At_Risk,18.35,88.0,65.56,30.69,75.05,68,28.78,65.4,1.46,4.58,8.03,2024-01-29 00:00:00,4.94,8.6,3.03,5.65,46.41,3.6,78.8,2,46.39,5.9,8.27,2024-05-02,84.43,67.03,54.85,56.96,2,0,7,3.75,45.98,0,Product/Management,Job,2024-04-11 00:00:00
S106249,2022-12-21,9.4,6.42,1,0,0,8.31,83.12,76.04,3,43.8,At_Risk,39.42,56.92,42.8,41.45,70.96,76,47.66,71.0,3.0,0.1,13.04,2024-03-07 00:00:00,3.87,6.87,0.7,5.59,69.44,7.37,88.44,4,43.75,2.29,3.76,2024-03-08,87.03,89.69,24.1,70.34,3,1,3,3.91,60.0,1,Product/Management,Job,2024-03-08 00:00:00
S106250,2023-11-04,3.1,5.13,3,0,0,6.26,59.51,72.1,0,76.93,At_Risk,27.94,83.42,77.1,55.25,64.72,22,32.27,82.91,4.15,0.78,14.49,2024-04-08 00:00:00,7.02,7.52,1.1,6.74,27.57,4.8,77.89,0,66.08,1.81,3.77,2024-12-03,65.18,80.58,39.45,69.39,2,1,5,3.56,21.96,3,Cybersecurity,Higher Studies,2024-01-20 22:45:52
S106251,2022-10-20,1.0,5.57,1,1,0,6.53,52.95,56.69,3,49.69,At_Risk,32.11,77.01,81.78,29.34,78.94,18,42.3,79.9,2.52,1.02,30.59,2024-05-15 00:00:00,6.62,4.75,0.56,6.0,56.93,7.07,52.05,1,46.77,1.88,1.48,2024-02-29,78.44,49.15,61.09,53.29,3,0,5,6.56,57.85,0,Web Development,Startup/Entrepreneurship,2024-03-06 00:00:00
S106252,2023-06-02,6.1,5.4,1,0,1,10.0,95.99,71.71,3,76.46,Good,47.43,64.52,75.2,51.59,92.08,160,73.28,79.17,1.69,0.94,9.9,2024-02-20 00:00:00,7.08,7.62,0.55,4.38,34.33,3.74,67.78,1,64.49,4.52,0.14,2024-02-04,3.07,47.81,79.84,55.15,2,1,1,7.06,45.78,2,Web Development,Job,2023-11-27 00:00:00
S106253,2023-03-15,1.0,8.04,0,0,0,7.39,73.27,89.13,4,44.08,Average,49.18,49.96,73.97,55.02,85.74,16,64.35,67.09,4.0,3.29,19.39,2024-01-21 00:00:00,5.3,6.49,2.87,5.43,70.56,5.81,70.86,1,38.29,1.62,3.51,2024-02-26,51.15,63.95,49.41,43.86,1,2,3,3.67,94.54,0,Core Engineering,Higher Studies,2024-02-06 00:00:00
S106254,2023-03-19,20.2,6.16,0,2,0,6.5,57.94,68.73,2,55.15,At_Risk,30.4,88.62,49.15,36.09,95.4,19,44.12,57.98,3.04,7.61,18.3,2024-03-30 00:00:00,7.89,2.33,1.52,5.34,31.72,5.22,71.95,3,69.12,0.77,1.89,2024-04-06,51.92,81.84,37.48,30.75,2,1,5,5.78,57.43,1,Core Engineering,Job,2023-12-31 00:00:00
S106255,2023-06-11,5.2,6.31,0,0,0,4.13,38.25,61.52,1,52.05,At_Risk,39.62,77.51,42.36,34.08,76.99,78,42.35,85.5,4.3,0.59,27.23,2024-03-24 00:00:00,6.99,2.11,0.21,6.67,29.5,4.2,62.3,3,57.48,0.49,10.95,2024-02-18,58.33,83.75,69.59,54.99,4,1,6,6.09,85.16,1,Cybersecurity,Higher Studies,2024-02-02 00:00:00
S106256,2022-11-02,13.3,5.46,1,0,0,8.81,79.0,57.3,1,54.68,Good,30.58,58.42,78.29,23.53,98.89,31,74.31,59.25,0.0,0.45,24.52,2024-03-05 00:00:00,9.37,2.35,0.03,4.64,34.7,6.59,49.6,2,68.66,9.39,1.11,2024-04-18,66.3,58.31,73.52,50.17,2,0,3,9.66,61.4,0,Data Science,Job,2023-12-19 00:00:00
S106257,2022-01-11,2.0,6.2,0,0,1,5.25,39.61,91.59,0,88.86,At_Risk,32.71,73.67,65.46,82.6,60.86,47,45.68,67.97,2.51,1.22,11.76,2024-03-17 00:00:00,5.72,7.22,0.44,9.37,64.63,3.52,64.48,2,36.01,2.88,0.16,2024-02-22,59.47,60.49,38.38,72.85,1,0,5,5.4,51.72,1,Web Development,Higher Studies,2023-12-21 00:00:00
S106258,2021-10-12,2.3,5.84,1,0,0,5.7,58.22,65.29,0,55.08,At_Risk,30.15,85.09,67.71,35.68,99.67,60,48.21,78.23,2.1,2.83,7.65,2024-02-02 08:38:40,7.39,7.47,1.87,9.02,0.0,8.39,76.69,1,62.5,3.57,12.97,2024-02-14,69.73,82.1,95.01,81.93,3,0,5,8.57,57.27,0,Web Development,Job,2024-01-30 00:00:00
S106259,2022-12-12,4.1,6.34,2,0,1,6.57,62.39,64.91,3,77.77,At_Risk,21.21,71.68,68.43,49.94,96.38,214,28.92,67.05,1.83,0.36,5.09,2024-02-13 00:00:00,8.47,6.62,0.45,8.31,65.67,6.78,79.17,2,49.29,3.63,4.78,2024-04-04,65.45,47.74,73.14,82.45,5,1,3,2.41,26.75,2,AI/ML,Job,2024-02-03 00:00:00
S106260,2021-10-23,3.5,7.34,0,0,1,8.84,90.38,79.44,5,55.36,Average,35.76,73.58,69.11,50.59,56.34,24,57.89,100.0,6.05,0.79,16.65,2024-03-19 00:00:00,5.91,8.5,0.23,8.0,66.4,7.22,47.22,4,44.77,1.41,1.09,2024-02-24,56.79,94.0,36.55,22.38,6,2,5,6.12,36.33,0,Cybersecurity,Job,2024-03-31 00:00:00
S106261,2023-04-01,3.3,6.3,1,0,0,8.01,79.48,75.43,2,58.11,Good,37.31,85.48,75.34,46.47,87.02,4,70.62,65.3,4.28,2.42,22.1,2024-01-23 00:00:00,6.2,8.46,1.92,4.63,36.24,4.65,63.58,0,62.13,1.98,2.26,2024-04-10,32.33,22.34,63.25,54.99,2,1,4,8.29,77.88,1,AI/ML,Higher Studies,2023-12-25 00:00:00
S106262,2022-09-26,1.4,7.69,1,1,0,6.79,63.13,50.08,4,52.44,At_Risk,29.63,93.06,63.47,24.19,78.11,10,42.73,100.0,1.36,5.16,23.01,2024-02-16 00:00:00,5.54,3.14,4.42,4.93,5.72,6.38,40.26,0,65.05,2.32,10.42,2024-02-13,92.54,57.98,45.21,85.43,2,1,9,4.2,44.57,1,Core Engineering,Job,2023-11-22 00:00:00
S106263,2023-03-29,1.5,8.48,1,1,0,7.4,69.97,70.65,2,75.68,At_Risk,43.7,68.21,34.52,53.43,78.41,4,37.62,78.5,0.21,1.31,13.17,2024-04-17 00:00:00,5.86,4.45,0.02,3.65,64.74,4.73,32.43,4,51.98,17.81,2.02,2024-03-24,63.5,97.3,71.02,11.45,0,0,4,9.07,34.12,2,AI/ML,Job,2024-03-30 04:48:51
S106264,2022-10-31,4.8,7.48,0,0,1,6.22,61.4,61.65,4,88.95,At_Risk,31.51,49.94,76.01,53.74,80.99,112,47.56,80.8,4.27,3.13,15.31,2024-02-19 00:00:00,7.35,5.89,0.26,4.35,48.0,7.41,65.2,4,60.11,1.38,4.77,2024-02-21,36.94,51.87,17.51,57.23,1,1,4,4.57,59.3,0,Cybersecurity,Higher Studies,2024-02-06 00:00:00
S106265,2021-10-25,6.4,5.57,2,0,0,7.18,72.09,83.32,0,52.87,Average,29.9,50.46,74.24,55.66,70.71,317,61.97,69.7,2.78,0.51,24.98,2024-01-10 00:00:00,6.52,7.89,1.36,7.03,17.77,8.27,53.05,1,71.89,2.84,0.52,2024-04-18,66.17,85.11,43.72,74.37,4,1,4,5.04,56.58,0,Data Science,Job,2024-03-12 00:00:00
S106266,2022-08-13,6.2,5.06,2,0,0,7.1,68.7,53.03,1,78.88,At_Risk,39.21,59.64,44.29,39.39,94.08,7,42.28,80.09,3.11,7.54,9.66,2024-10-01 00:00:00,4.78,8.08,3.39,5.91,40.2,5.19,73.06,1,51.63,2.6,1.72,2024-02-10,77.17,48.0,45.7,55.27,2,2,8,8.39,6.43,2,Data Science,Higher Studies,2024-01-15 00:00:00
S106267,2022-10-17,4.4,8.46,1,1,0,8.26,82.89,78.32,1,88.49,At_Risk,22.66,55.98,46.34,67.51,80.06,27,29.16,64.08,2.55,1.33,0.0,2024-05-02 00:00:00,9.65,4.69,1.64,4.02,61.34,2.5,59.07,2,67.33,1.83,1.36,2024-02-09,76.26,57.73,54.2,76.42,4,2,3,2.65,41.93,0,AI/ML,Higher Studies,2024-03-15 00:00:00
S106268,2023-03-02,1.1,7.93,0,0,1,8.26,77.26,42.5,0,88.09,Good,42.25,44.76,79.13,36.39,63.13,154,72.34,73.07,4.27,0.42,23.07,2024-01-16 00:00:00,5.25,10.13,1.52,7.33,63.88,5.75,21.89,3,34.64,2.37,1.41,2024-02-23,78.16,54.6,47.46,52.44,3,1,6,3.8,18.53,0,AI/ML,Job,2023-11-24 00:00:00
S106269,2023-06-03,1.0,7.75,0,0,0,7.64,68.61,76.43,1,59.04,Good,31.78,97.72,82.91,46.15,79.44,182,70.46,79.65,6.1,8.0,6.88,2024-02-01 00:00:00,7.85,7.7,0.15,6.88,81.9,2.47,75.42,4,40.7,1.26,2.08,2024-07-04,36.83,60.36,36.78,28.99,3,1,2,8.66,58.4,0,Core Engineering,Job,2023-12-22 00:00:00
S106270,2022-07-22,1.0,8.08,0,0,1,6.53,61.77,78.07,1,73.13,Average,42.91,77.92,22.38,59.38,72.89,19,55.19,73.94,1.91,1.8,12.97,2024-02-24 00:00:00,6.32,7.21,0.52,5.51,45.94,6.19,71.25,2,47.97,3.77,10.39,2024-02-23,97.29,47.51,66.8,34.16,2,2,5,5.17,55.34,3,AI/ML,Job,2024-03-10 04:21:14
S106271,2023-03-23,9.4,7.4,2,0,1,7.96,76.0,56.3,4,72.37,Average,45.31,62.14,72.05,36.36,89.24,201,67.82,71.37,3.12,0.23,18.2,2024-04-02 00:00:00,7.19,6.55,2.51,6.74,53.63,4.64,54.89,5,48.6,2.1,1.94,2024-04-06,58.72,76.06,70.43,50.26,2,0,7,6.87,44.49,0,Cybersecurity,Job,2023-11-14 00:00:00
S106272,2022-02-26,4.1,6.08,0,1,1,6.88,60.56,79.26,2,62.29,Average,40.12,69.51,61.47,56.72,60.27,69,53.0,58.62,0.93,0.74,11.76,2024-01-20 00:00:00,7.05,7.48,0.25,7.02,34.44,6.41,56.03,1,52.5,8.08,0.51,2024-02-26,53.25,41.99,23.84,53.34,3,0,3,4.54,50.1,1,Web Development,Job,2024-01-12 00:00:00
S106273,2022-01-16,1.0,7.11,0,0,0,5.59,47.79,66.37,4,67.25,At_Risk,28.5,43.2,66.19,40.24,100.0,424,39.13,97.02,3.39,2.13,22.56,2024-02-12 00:00:00,7.37,1.88,1.58,2.86,39.42,5.57,90.95,1,64.88,0.56,7.06,2024-04-05,72.87,56.23,59.94,69.85,2,0,3,4.67,31.13,1,Core Engineering,Job,2023-11-21 00:00:00
S106274,2021-08-31,7.2,5.7,1,0,1,6.48,63.31,39.56,1,70.39,At_Risk,24.99,87.36,67.1,20.54,81.81,2,45.0,82.66,1.42,0.19,33.7,2024-02-26 00:00:00,7.36,4.55,0.73,4.37,81.82,1.96,54.63,2,39.62,3.21,2.26,2024-05-03,58.44,87.47,68.08,100.0,1,0,4,8.04,62.63,1,AI/ML,Job,2024-01-22 00:00:00
S106275,2022-07-24,12.6,8.57,0,1,1,7.11,65.92,71.87,0,52.41,At_Risk,23.53,40.76,52.81,41.69,61.46,123,48.39,70.76,0.0,0.53,9.35,2024-01-25 00:00:00,8.65,4.76,0.89,5.73,75.8,8.24,29.13,2,51.43,19.03,12.63,2024-04-20,37.85,63.94,53.06,45.12,3,0,4,2.52,51.75,2,Web Development,Job,2024-01-12 00:00:00
S106276,2022-12-21,11.9,8.57,0,0,1,8.18,77.08,57.54,1,66.3,Good,43.82,77.65,75.44,32.24,76.97,5,73.33,76.51,2.62,0.18,15.94,2024-01-02 00:00:00,5.32,8.05,1.0,5.83,27.74,5.53,73.77,3,62.34,3.07,0.4,2024-02-27,51.12,70.77,68.74,80.08,1,1,4,3.77,35.99,1,Data Science,Job,2024-02-22 00:00:00
S106277,2022-11-09,5.9,9.62,0,1,0,6.76,62.79,80.1,0,58.26,Average,33.92,42.42,53.99,51.96,72.76,106,60.24,78.2,3.82,2.75,15.03,2024-02-16 00:00:00,4.45,7.93,3.79,5.15,43.33,8.48,39.87,0,48.42,2.08,1.92,2024-02-27,82.39,45.38,64.39,43.86,0,0,5,5.44,50.69,1,Product/Management,Job,2023-11-11 00:00:00
S106278,2022-04-15,19.8,7.71,1,0,1,5.43,57.65,85.04,4,82.97,At_Risk,30.21,63.79,76.95,74.28,68.07,231,40.76,62.78,2.26,1.22,17.19,2024-01-20 00:00:00,3.96,5.7,0.29,10.0,39.74,6.08,67.75,3,37.49,2.52,2.42,2024-04-28,32.3,65.2,54.63,65.56,1,1,2,6.4,42.24,0,Product/Management,Job,2024-01-25 00:00:00
S106279,2022-12-14,6.3,7.63,1,0,0,7.07,72.25,62.64,0,59.28,Average,33.94,88.64,80.5,31.83,86.38,32,52.46,62.0,5.76,3.56,10.78,2024-03-18 00:00:00,3.44,14.0,0.38,5.64,45.78,8.43,47.98,2,48.51,2.43,4.42,2024-02-14,77.39,54.53,61.29,48.79,3,1,5,5.98,70.59,1,Cybersecurity,Higher Studies,2023-12-21 00:00:00
S106280,2022-09-10,2.3,7.73,1,0,0,7.15,62.95,53.84,0,56.06,At_Risk,43.64,69.83,51.05,23.95,100.0,33,36.94,78.88,3.6,0.38,10.45,2024-01-18 00:00:00,6.95,0.0,0.11,3.8,41.11,4.89,73.08,2,64.44,0.0,0.1,2024-03-29,55.27,53.73,61.89,56.49,3,0,3,7.54,40.93,1,Web Development,Job,2023-12-14 00:00:00
S106281,2022-08-23,2.4,8.16,2,0,1,7.24,66.66,67.66,2,60.72,At_Risk,41.23,67.77,51.44,39.86,100.0,22,24.12,78.36,2.05,0.02,10.61,2024-03-19 00:00:00,3.84,4.59,1.27,8.99,53.53,7.31,50.09,2,36.45,2.23,6.7,2024-04-23,29.57,53.89,67.46,55.95,2,0,3,2.85,69.12,3,Web Development,Job,2024-02-09 00:00:00
