student_id,sleep_hours,screen_time_hours,gaming_hours,study_hours_daily,stress_level,burnout_score,gym_frequency_per_week,motivation_level,physical_activity_hours_sehaj,stress_level_sehaj,lifestyle_risk_flag
STU11602,6.9,7.1,4.6,8.8,35,31,6,49,,,Normal
STU11603,4.3,7.0,2.0,6.7,33,57,6,60,,,High Risk
STU11604,5.2,6.2,0.5,7.0,69,53,0,54,,,Normal
STU11605,7.2,6.8,0.3,5.5,77,33,1,72,8.6,Low,High Risk
STU11606,6.0,8.1,4.3,7.2,59,26,2,87,,,Normal
STU11607,5.0,8.4,4.3,6.7,42,35,6,61,,,Normal
STU11608,7.4,9.7,2.6,5.9,19,39,0,72,2.7,Low,Normal
STU11609,6.5,6.7,6.0,9.2,43,47,4,78,,,Normal
STU11610,3.8,5.6,0.1,8.4,45,51,5,52,,,High Risk
STU11611,7.4,8.0,0.9,7.4,81,24,1,75,,,High Risk
STU11612,8.3,6.1,1.5,6.1,70,32,6,61,,,Normal
STU11613,7.1,7.5,0.0,7.8,43,55,3,70,,,Normal
STU11614,6.9,9.8,4.8,4.9,54,47,0,90,,,Normal
STU11615,4.4,6.2,2.8,6.9,54,38,3,100,,,High Risk
STU11616,7.4,7.6,4.6,9.6,80,42,4,76,,,High Risk
STU11617,4.5,8.4,1.9,8.7,63,36,6,61,,,High Risk
STU11618,6.2,8.9,4.4,7.3,92,63,1,73,,,High Risk
STU11619,8.5,6.5,3.5,8.5,64,16,3,73,,,Normal
STU11620,5.5,5.2,0.4,10.1,32,64,5,67,,,Normal
STU11621,6.1,7.7,3.4,12.0,55,18,6,63,,,Normal
STU11622,6.9,11.0,4.6,9.0,36,22,5,80,,,Normal
STU11623,6.0,6.0,2.6,7.5,53,54,2,76,,,Normal
STU11624,7.0,5.6,1.6,7.2,94,55,6,69,,,High Risk
STU11625,5.8,5.3,1.7,10.0,38,37,4,97,,,Normal
STU11626,5.9,5.0,3.4,9.6,31,69,5,72,,,Normal
STU11627,7.3,8.0,2.9,5.1,3,39,6,72,9.9,High,Normal
STU11628,6.0,9.3,2.3,6.4,42,45,3,74,,,Normal
STU11629,5.9,4.8,2.0,9.5,34,63,6,63,,,Normal
STU11630,4.5,9.6,4.8,10.3,43,68,6,61,,,High Risk
STU11631,4.6,11.0,2.7,7.7,81,73,5,57,,,High Risk
STU11632,6.8,6.0,4.3,10.3,30,49,2,74,,,Normal
STU11633,6.6,6.6,1.6,9.2,23,39,2,67,,,Normal
STU11634,6.8,7.7,3.2,3.9,100,31,2,59,,,High Risk
STU11635,4.6,10.2,3.6,8.8,89,49,6,75,7.5,Low,High Risk
STU11636,7.1,7.7,1.3,8.0,75,39,1,70,,,Normal
STU11637,6.9,4.8,2.8,7.7,59,38,5,100,,,Normal
STU11638,6.7,6.4,1.4,8.5,57,49,5,66,,,Normal
STU11639,6.2,6.4,4.0,9.0,56,50,1,61,,,Normal
STU11640,7.9,3.0,5.3,6.3,43,50,5,82,,,Normal
STU11641,5.4,12.4,0.0,5.9,66,22,2,67,,,Normal
STU11642,7.1,7.9,2.8,5.1,45,34,4,70,,,Normal
STU11643,7.6,8.3,2.1,6.9,66,0,3,63,4.8,Moderate,Normal
STU11644,7.2,8.2,3.5,7.7,75,8,5,67,,,Normal
STU11645,6.7,6.8,1.3,8.7,13,39,2,59,,,Normal
STU11646,5.9,2.8,1.9,6.2,52,47,4,75,,,Normal
STU11647,5.4,6.1,3.0,8.3,36,24,3,68,,,Normal
STU11648,4.8,6.1,1.7,6.7,26,48,5,92,,,High Risk
STU11649,5.5,7.5,0.4,10.2,29,16,5,56,,,Normal
STU11650,5.2,8.1,2.7,8.1,51,32,5,63,,,Normal
STU11651,6.0,9.0,1.8,7.9,49,31,4,78,,,Normal
STU11652,6.4,10.0,3.9,9.1,35,50,2,72,,,Normal
STU11653,5.3,8.6,0.3,5.6,26,42,6,72,,,Normal
STU11654,5.7,10.9,3.8,8.9,89,30,5,85,,,High Risk
STU11655,6.5,12.7,5.1,5.0,62,10,4,81,,,Normal
STU11656,5.9,6.8,1.1,5.6,36,58,5,68,,,Normal
STU11657,6.0,8.5,3.9,8.2,41,0,2,91,,,Normal
STU11658,6.3,9.9,1.8,5.9,73,65,1,76,,,Normal
STU11659,6.3,2.1,2.5,7.6,56,53,3,52,0.2,High,Normal
STU11660,4.1,5.5,4.8,6.5,33,55,6,69,1.4,Moderate,High Risk
STU11661,5.6,9.8,2.7,8.2,70,40,5,88,,,Normal
STU11662,5.6,7.4,3.0,11.8,70,39,0,84,,,Normal
STU11663,4.8,6.2,0.0,6.0,16,66,5,87,,,High Risk
STU11664,5.1,7.8,4.2,6.6,38,0,6,84,,,Normal
STU11665,6.0,7.8,4.9,7.5,40,46,4,93,,,Normal
STU11666,5.5,5.3,0.0,8.8,55,65,3,74,,,Normal
STU11667,6.8,7.2,4.0,4.3,74,42,3,51,,,Normal
STU11668,5.4,9.5,2.7,5.5,23,50,4,79,,,Normal
STU11669,6.7,5.1,1.7,7.1,37,29,0,77,,,Normal
STU11670,6.8,8.7,1.7,10.3,58,36,6,87,,,Normal
STU11671,5.7,5.8,0.0,5.2,27,53,6,88,,,Normal
STU11672,4.7,8.2,1.5,6.6,66,53,1,53,,,High Risk
STU11673,6.6,7.4,4.3,4.4,31,56,1,66,,,Normal
STU11674,6.3,9.7,3.3,9.5,31,56,3,76,,,Normal
STU11675,7.4,6.2,5.6,6.3,65,29,3,74,,,Normal
STU11676,7.6,5.6,1.3,9.3,38,50,0,71,,,Normal
STU11677,7.6,7.3,2.4,11.0,90,35,3,64,,,High Risk
STU11678,5.3,4.4,0.0,8.8,43,78,2,91,9.3,High,High Risk
STU11679,6.6,6.3,3.4,10.0,41,31,2,49,3.0,High,Normal
STU11680,7.5,7.3,2.2,10.4,63,36,2,98,,,Normal
STU11681,4.3,6.5,5.6,8.1,19,71,5,70,,,High Risk
STU11682,5.5,8.6,1.9,8.9,40,49,5,63,,,Normal
STU11683,5.1,7.9,3.5,7.0,45,0,4,36,4.0,High,Normal
STU11684,7.3,3.6,6.0,4.3,64,33,1,82,,,Normal
STU11685,6.9,12.2,3.3,10.1,59,27,3,78,,,Normal
STU11686,5.6,6.1,3.7,9.5,51,54,4,70,,,Normal
STU11687,5.8,3.6,2.2,7.2,49,37,0,65,,,Normal
STU11688,5.3,3.0,0.8,8.7,66,45,0,40,,,Normal
STU11689,6.5,9.4,0.7,6.6,57,33,1,97,,,Normal
STU11690,7.1,8.7,7.5,10.3,92,10,6,74,,,High Risk
STU11691,5.1,7.3,5.7,7.9,62,58,2,51,,,Normal
STU11692,5.8,8.4,1.4,8.7,19,23,1,68,,,Normal
STU11693,5.4,9.6,0.7,5.3,76,51,5,74,,,High Risk
STU11694,5.2,9.0,4.2,6.1,41,31,5,60,,,Normal
STU11695,6.3,4.9,2.5,7.5,61,39,5,85,,,Normal
STU11696,4.6,11.8,4.7,6.5,71,46,3,91,,,High Risk
STU11697,5.0,9.0,4.1,8.0,100,48,5,48,,,High Risk
STU11698,5.3,9.6,1.6,7.3,79,40,2,90,,,High Risk
STU11699,6.5,6.8,3.5,6.8,44,16,5,60,,,Normal
STU11700,7.2,7.2,2.5,6.4,50,46,3,74,,,Normal
STU11701,6.8,7.2,4.3,5.8,48,25,1,72,3.5,High,Normal
STU11702,4.9,7.9,3.7,7.0,63,46,5,76,,,High Risk
STU11703,5.6,4.5,4.0,9.8,51,72,3,44,,,Normal
STU11704,6.9,10.4,3.9,7.8,73,18,1,68,,,Normal
STU11705,7.1,9.3,3.4,7.1,65,57,1,61,,,Normal
STU11706,4.4,6.9,3.3,6.7,37,62,3,74,,,High Risk
STU11707,7.6,11.0,4.7,8.5,19,45,3,47,,,Normal
STU11708,8.0,7.4,0.0,10.3,50,66,1,74,,,Normal
STU11709,4.4,6.3,5.8,8.9,35,38,5,83,,,High Risk
STU11710,5.7,4.3,4.4,6.0,42,41,6,81,,,Normal
STU11711,6.4,7.5,4.5,6.7,2,57,5,57,,,Normal
STU11712,6.5,10.8,0.0,9.6,54,46,3,65,,,Normal
STU11713,4.6,10.0,4.8,7.1,31,69,2,52,4.3,Moderate,High Risk
STU11714,7.3,6.1,2.6,7.2,43,34,5,48,,,Normal
STU11715,4.5,6.3,1.4,6.0,61,55,1,70,,,High Risk
STU11716,3.9,7.7,5.0,8.1,2,55,5,56,,,High Risk
STU11717,7.2,9.3,3.8,7.1,40,55,1,73,6.4,Moderate,Normal
STU11718,6.1,8.8,0.0,7.2,34,44,5,89,4.3,High,Normal
STU11719,4.2,8.0,1.0,8.4,44,82,0,52,,,High Risk
STU11720,7.3,7.8,3.5,8.1,63,43,5,93,,,Normal
STU11721,6.3,7.1,2.9,6.2,69,73,2,63,,,Normal
STU11722,5.6,10.2,1.8,7.1,69,34,0,67,,,Normal
STU11723,7.2,6.5,3.7,8.9,0,57,1,84,,,Normal
STU11724,5.8,5.5,3.2,7.3,19,56,5,30,,,Normal
STU11725,5.4,5.8,1.1,6.2,64,40,4,82,,,Normal
STU11726,5.5,6.2,3.1,5.2,26,76,4,61,,,High Risk
STU11727,6.7,5.8,1.0,7.3,35,6,5,62,,,Normal
STU11728,4.6,9.9,5.5,8.7,83,35,4,66,,,High Risk
STU11729,6.1,7.4,2.6,10.6,71,30,1,85,0.4,High,Normal
STU11730,7.4,4.2,3.4,7.7,45,44,2,48,,,Normal
STU11731,7.3,9.9,4.2,6.1,49,75,5,90,,,Normal
STU11732,6.7,8.8,3.5,9.2,28,24,6,64,,,Normal
STU11733,6.1,7.1,0.9,7.1,50,46,6,72,4.3,High,Normal
STU11734,7.1,4.1,2.7,7.8,42,30,0,56,,,Normal
STU11735,6.5,10.4,1.1,9.5,55,44,0,76,2.5,Moderate,Normal
STU11736,7.9,5.7,2.4,8.1,43,8,2,72,,,Normal
STU11737,6.7,7.5,2.7,8.0,65,64,6,65,,,Normal
STU11738,5.3,6.9,0.1,7.3,58,52,6,74,,,Normal
STU11739,5.8,6.3,0.7,8.0,71,25,0,77,,,Normal
STU11740,8.8,4.9,0.0,5.3,60,39,5,60,,,Normal
STU11741,6.0,6.8,0.2,6.8,27,34,5,72,,,Normal
STU11742,5.0,7.1,5.8,8.5,50,37,0,64,,,Normal
STU11743,7.2,8.1,1.3,6.7,56,40,2,61,,,Normal
STU11744,6.2,8.4,2.0,6.2,75,55,6,100,,,Normal
STU11745,4.7,6.7,0.1,11.6,50,49,2,36,,,High Risk
STU11746,5.7,8.3,0.0,6.0,55,53,0,79,,,Normal
STU11747,6.6,6.3,1.5,4.4,70,39,2,93,,,Normal
STU11748,5.8,11.4,0.5,7.9,67,27,5,65,,,Normal
STU11749,6.1,8.5,1.1,9.8,73,27,4,55,,,Normal
STU11750,6.5,9.1,1.0,6.6,74,76,6,79,,,High Risk
STU11751,4.6,8.5,0.0,11.3,46,42,2,81,,,High Risk
STU11752,6.1,2.8,1.2,9.6,42,40,6,62,,,Normal
STU11753,6.0,3.9,2.8,5.6,59,30,3,84,,,Normal
STU11754,3.8,8.3,2.9,10.6,76,65,4,82,1.1,High,High Risk
STU11755,7.2,7.2,0.3,9.6,25,41,1,56,,,Normal
STU11756,6.4,6.8,0.8,8.9,40,17,5,61,,,Normal
STU11757,6.4,5.5,5.6,6.9,100,50,6,84,,,High Risk
STU11758,7.6,8.2,6.4,10.0,79,17,4,72,,,High Risk
STU11759,6.1,3.7,0.0,5.6,52,38,1,62,,,Normal
STU11760,6.1,8.0,0.4,12.0,54,42,3,66,,,Normal
STU11761,6.0,9.7,2.9,8.3,89,28,3,35,,,High Risk
STU11762,6.1,8.2,1.8,9.5,34,41,3,73,,,Normal
STU11763,6.1,3.8,2.4,8.7,81,33,5,90,,,High Risk
STU11764,6.1,8.1,0.1,9.5,8,58,3,68,,,Normal
STU11765,6.2,5.7,1.6,8.9,75,50,4,81,1.5,Moderate,Normal
STU11766,4.2,7.5,0.6,8.5,31,34,6,50,,,High Risk
STU11767,7.2,5.6,0.8,7.2,66,68,6,72,,,Normal
STU11768,4.2,6.3,1.6,8.0,63,73,2,87,,,High Risk
STU11769,7.2,7.0,3.4,8.7,40,26,2,86,,,Normal
STU11770,5.4,7.0,0.6,6.3,90,43,4,71,,,High Risk
STU11771,6.0,8.8,2.3,8.2,38,63,3,79,,,Normal
STU11772,8.4,5.7,4.7,10.7,97,52,4,69,,,High Risk
STU11773,5.3,6.6,3.9,11.9,66,53,3,40,6.3,Low,Normal
STU11774,5.7,8.1,5.0,4.3,44,59,6,73,,,Normal
STU11775,7.4,6.3,0.0,6.8,82,52,0,93,3.7,Moderate,High Risk
STU11776,6.4,6.8,6.2,5.6,55,68,4,74,,,Normal
STU11777,5.9,7.9,2.5,8.5,58,46,4,69,,,Normal
STU11778,5.0,5.5,4.6,7.9,31,30,2,55,,,Normal
STU11779,7.3,7.4,3.7,7.8,5,22,1,99,,,Normal
STU11780,4.7,6.9,0.2,6.3,52,40,4,81,,,High Risk
STU11781,7.0,8.6,1.2,8.9,42,58,4,88,,,Normal
STU11782,7.3,8.9,7.9,8.7,31,40,2,90,,,Normal
STU11783,6.0,6.9,3.2,8.7,56,35,0,74,,,Normal
STU11784,7.2,9.6,1.3,5.2,47,39,5,84,5.2,High,Normal
STU11785,5.8,5.6,3.4,7.8,74,36,1,45,,,Normal
STU11786,6.2,5.2,0.5,7.3,9,48,5,57,,,Normal
STU11787,5.4,6.8,2.0,8.8,69,47,5,68,,,Normal
STU11788,6.0,9.3,0.5,7.4,59,17,6,82,,,Normal
STU11789,5.9,4.4,3.9,8.3,79,52,4,78,,,High Risk
STU11790,6.5,8.9,3.8,8.9,52,27,2,90,,,Normal
STU11791,6.7,7.5,3.9,6.1,21,40,0,67,5.0,Low,Normal
STU11792,7.2,4.6,3.2,6.3,64,41,6,66,,,Normal
STU11793,5.9,6.6,1.9,7.2,58,38,5,80,,,Normal
STU11794,6.4,7.7,3.8,6.1,41,27,3,58,4.9,Low,Normal
STU11795,6.0,5.7,3.3,11.5,51,34,6,62,0.1,High,Normal
STU11796,8.4,6.3,1.3,9.2,40,24,0,77,3.3,High,Normal
STU11797,7.6,8.7,4.4,10.4,49,28,2,58,,,Normal
STU11798,5.1,5.2,5.7,7.4,61,38,0,50,,,Normal
STU11799,6.5,8.9,2.3,9.2,73,17,0,71,,,Normal
STU11800,6.1,6.3,4.9,8.3,69,55,1,51,,,Normal
STU11801,6.9,8.3,0.7,8.2,38,57,6,58,,,Normal
STU11802,5.9,5.1,4.1,4.2,37,47,0,58,,,Normal
STU11803,5.5,8.5,6.9,9.9,61,61,1,83,,,Normal
STU11804,6.8,2.4,4.0,5.5,25,55,2,54,4.3,Low,Normal
STU11805,5.8,9.1,2.2,8.9,40,58,3,47,,,Normal
STU11806,7.1,7.0,2.2,8.1,66,29,2,71,,,Normal
STU11807,6.8,8.3,4.8,7.2,76,33,6,72,,,High Risk
STU11808,5.1,5.5,1.0,7.8,52,36,4,73,,,Normal
STU11809,6.0,5.7,2.2,6.3,85,27,6,88,,,High Risk
STU11810,4.7,7.3,0.0,5.4,40,67,3,51,,,High Risk
STU11811,6.1,6.6,3.1,8.0,29,39,5,82,,,Normal
STU11812,6.3,4.9,5.2,9.0,54,49,2,68,,,Normal
STU11813,4.5,7.3,0.1,8.0,49,25,2,60,,,High Risk
STU11814,3.0,5.6,3.2,5.9,74,54,1,79,,,High Risk
STU11815,4.8,4.2,3.9,7.5,78,66,6,95,,,High Risk
STU11816,6.9,9.5,1.8,6.0,62,35,1,70,,,Normal
STU11817,8.4,4.5,3.3,6.3,71,26,3,60,,,Normal
STU11818,5.5,7.6,1.4,8.0,100,47,3,68,,,High Risk
STU11819,6.3,6.4,0.7,11.2,43,63,6,63,,,Normal
STU11820,5.6,2.4,2.0,6.7,49,7,5,84,,,Normal
STU11821,4.2,5.5,0.4,6.7,32,48,3,82,,,High Risk
STU11822,6.1,9.3,0.0,5.7,25,14,5,76,,,Normal
STU11823,5.0,8.6,4.2,8.7,53,60,1,79,,,Normal
STU11824,4.8,3.9,1.9,8.4,53,19,5,80,,,High Risk
STU11825,5.1,5.7,1.7,10.2,56,79,4,57,,,High Risk
STU11826,8.0,5.4,6.7,5.6,43,56,2,55,,,Normal
STU11827,6.1,4.9,0.1,7.9,73,61,5,48,,,Normal
STU11828,7.9,7.1,5.2,7.7,56,38,2,95,,,Normal
STU11829,4.9,6.5,2.7,7.6,0,63,0,77,,,High Risk
STU11830,5.5,5.5,3.9,7.3,34,38,5,48,,,Normal
STU11831,6.7,3.6,3.0,8.0,45,24,0,65,,,Normal
STU11832,5.9,9.8,1.1,8.2,85,65,0,61,,,High Risk
STU11833,7.6,6.0,3.0,9.4,67,23,5,93,,,Normal
STU11834,6.0,2.5,1.8,7.0,69,28,6,63,,,Normal
STU11835,5.1,8.9,1.9,9.1,58,41,4,78,,,Normal
STU11836,4.0,9.3,0.5,5.7,67,73,4,57,,,High Risk
STU11837,6.3,8.0,2.5,7.4,32,41,2,75,,,Normal
STU11838,6.7,8.5,1.9,7.9,55,41,6,62,,,Normal
STU11839,5.5,9.6,7.5,9.7,66,25,1,78,,,Normal
STU11840,5.8,6.5,1.1,6.8,33,49,5,91,,,Normal
STU11841,5.6,6.9,3.6,6.7,69,41,0,76,,,Normal
STU11842,6.7,8.5,6.6,7.3,92,49,2,76,,,High Risk
STU11843,5.4,6.6,4.3,7.6,60,50,6,72,,,Normal
STU11844,5.5,4.7,0.0,8.9,33,39,6,92,,,Normal
STU11845,7.1,8.9,1.5,9.9,86,74,1,62,,,High Risk
STU11846,7.5,8.5,0.6,6.7,56,57,5,62,,,Normal
STU11847,4.7,3.4,5.5,9.7,69,57,2,69,,,High Risk
STU11848,6.2,3.7,4.3,7.2,55,43,1,83,,,Normal
STU11849,5.9,4.1,2.8,4.4,82,28,5,83,,,High Risk
STU11850,6.0,7.8,0.0,11.2,55,44,1,74,,,Normal
STU11851,4.7,10.7,3.5,7.8,66,39,1,47,,,High Risk
STU11852,4.7,4.3,3.4,9.5,26,57,4,73,,,High Risk
STU11853,5.2,5.1,0.0,6.8,19,31,6,86,,,Normal
STU11854,8.6,6.6,2.1,9.4,37,3,3,68,,,Normal
STU11855,5.7,6.0,0.0,8.7,56,66,0,69,,,Normal
STU11856,6.8,8.8,2.6,8.7,47,74,2,66,6.0,High,Normal
STU11857,6.3,7.7,2.5,8.6,52,37,3,59,,,Normal
STU11858,7.1,5.0,1.5,6.9,65,28,2,71,,,Normal
STU11859,5.9,3.7,3.3,10.8,39,44,1,87,,,Normal
STU11860,5.4,7.7,2.6,9.3,89,44,5,85,,,High Risk
STU11861,5.6,8.4,3.0,9.5,77,43,1,68,,,High Risk
STU11862,6.9,5.6,4.3,9.9,62,18,2,80,,,Normal
STU11863,4.7,6.9,1.8,5.8,18,47,3,98,4.1,Moderate,High Risk
STU11864,5.8,8.1,1.0,8.0,51,53,4,57,,,Normal
STU11865,6.7,5.7,1.9,6.4,65,48,0,87,,,Normal
STU11866,4.8,7.2,2.7,8.7,77,18,4,77,8.0,Moderate,High Risk
STU11867,7.1,6.7,4.5,5.3,56,38,1,61,,,Normal
STU11868,5.9,5.9,0.5,8.4,56,57,6,68,,,Normal
STU11869,6.6,7.7,0.0,7.6,52,50,1,65,,,Normal
STU11870,5.6,11.0,1.4,5.1,44,48,5,71,,,Normal
STU11871,5.9,5.2,1.1,9.5,36,28,2,62,,,Normal
STU11872,7.0,3.4,2.9,7.6,38,52,5,66,1.1,High,Normal
STU11873,6.4,5.6,1.2,11.7,30,51,4,71,,,Normal
STU11874,4.8,10.8,0.0,8.1,23,63,5,69,,,High Risk
STU11875,6.9,6.2,0.0,6.4,67,43,3,71,,,Normal
STU11876,8.5,3.8,4.5,10.2,92,35,2,67,,,High Risk
STU11877,6.2,5.4,0.7,7.1,42,47,3,57,,,Normal
STU11878,6.9,2.6,1.4,5.9,74,53,0,96,,,Normal
STU11879,5.4,5.4,0.3,6.8,78,41,4,64,,,High Risk
STU11880,6.4,6.7,3.2,7.7,76,64,5,72,,,High Risk
STU11881,5.5,10.0,2.9,8.9,41,53,6,81,,,Normal
STU11882,7.3,9.5,2.3,8.4,64,40,6,40,,,Normal
STU11883,6.1,9.1,2.1,8.0,50,61,0,74,,,Normal
STU11884,5.5,6.9,4.7,6.8,9,83,3,56,,,High Risk
STU11885,5.3,6.8,6.1,8.4,62,32,2,49,,,Normal
STU11886,8.4,10.9,2.2,10.4,54,29,3,54,,,Normal
STU11887,7.6,12.2,0.0,5.5,58,63,0,87,,,Normal
STU11888,5.0,6.3,1.6,6.2,57,83,2,85,,,High Risk
STU11889,3.3,10.4,2.7,5.0,50,34,3,96,,,High Risk
STU11890,7.0,5.1,3.3,10.2,48,61,0,61,,,Normal
STU11891,4.8,6.2,5.7,9.1,100,65,6,94,,,High Risk
STU11892,6.2,9.1,5.9,10.6,51,38,1,87,,,Normal
STU11893,5.7,2.6,5.3,7.5,73,43,1,73,,,Normal
STU11894,5.9,7.0,0.0,6.0,94,4,1,68,,,High Risk
STU11895,4.3,8.8,0.0,3.7,12,33,4,83,,,High Risk
STU11896,7.6,6.4,2.2,5.7,58,28,2,72,,,Normal
STU11897,5.4,9.9,3.7,5.7,23,50,0,67,,,Normal
STU11898,5.3,7.0,0.0,6.7,55,38,5,69,,,Normal
STU11899,7.7,7.2,2.3,6.5,39,37,2,93,,,Normal
STU11900,5.7,4.9,4.1,9.0,42,55,0,80,,,Normal
STU11901,6.3,7.3,4.1,7.6,47,45,6,81,3.3,Low,Normal
STU11902,5.7,7.6,0.0,7.8,72,46,4,87,,,Normal
STU11903,6.4,8.2,4.9,10.3,49,48,1,72,5.7,Moderate,Normal
STU11904,6.9,4.6,5.9,6.3,48,52,2,56,,,Normal
STU11905,6.3,7.5,5.0,8.2,26,30,2,86,,,Normal
STU11906,6.4,5.5,0.0,6.1,97,18,3,44,,,High Risk
STU11907,5.9,5.8,2.3,9.8,97,46,6,78,,,High Risk
STU11908,6.1,8.9,2.9,8.1,44,46,5,77,,,Normal
STU11909,5.2,6.5,1.2,8.1,74,26,2,57,,,Normal
STU11910,6.7,7.6,1.9,10.2,69,27,0,56,,,Normal
STU11911,5.2,6.9,3.9,7.3,57,28,3,80,,,Normal
STU11912,4.8,4.1,4.1,9.0,54,37,6,57,,,High Risk
STU11913,5.8,11.2,0.0,6.9,69,66,2,75,,,Normal
STU11914,5.9,4.6,4.3,7.9,62,42,3,73,2.8,Moderate,Normal
STU11915,7.4,6.2,2.0,5.1,47,49,4,60,,,Normal
STU11916,6.0,7.0,4.1,7.2,67,49,5,65,,,Normal
STU11917,6.1,7.6,3.5,8.0,60,44,4,68,,,Normal
STU11918,6.8,5.0,3.2,8.7,41,45,5,89,0.8,High,Normal
STU11919,4.2,6.2,0.7,7.5,27,34,1,56,,,High Risk
STU11920,6.2,6.4,5.0,5.1,59,65,3,71,,,Normal
STU11921,4.5,3.9,0.9,6.4,36,57,6,100,6.2,High,High Risk
STU11922,6.1,6.5,3.6,8.2,74,41,3,82,,,Normal
STU11923,3.9,5.9,5.5,6.9,43,41,3,60,,,High Risk
STU11924,6.9,7.0,2.8,7.0,17,39,4,74,,,Normal
STU11925,6.7,8.2,5.1,8.2,44,47,0,65,,,Normal
STU11926,4.2,5.2,2.6,6.3,71,25,6,76,,,High Risk
STU11927,6.9,9.2,1.6,7.6,46,1,3,59,,,Normal
STU11928,5.1,11.4,4.5,5.7,35,55,6,77,,,Normal
STU11929,6.4,7.7,3.6,7.3,70,72,1,83,,,Normal
STU11930,6.2,8.5,1.6,6.7,37,85,2,91,2.9,Moderate,High Risk
STU11931,5.2,6.6,0.0,8.5,42,22,6,83,,,Normal
STU11932,7.0,3.2,1.6,6.9,68,13,5,48,,,Normal
STU11933,7.2,7.0,1.5,8.5,66,41,5,72,,,Normal
STU11934,7.4,4.3,2.8,7.3,36,43,4,70,,,Normal
STU11935,7.0,5.1,3.3,8.9,20,58,6,60,,,Normal
STU11936,9.1,5.8,3.8,11.4,75,33,4,76,,,Normal
STU11937,5.0,3.6,1.4,8.5,51,88,2,49,,,High Risk
STU11938,5.5,6.4,4.3,8.9,56,43,4,82,,,Normal
STU11939,5.0,7.9,2.1,8.4,68,57,4,65,,,Normal
STU11940,5.2,8.2,0.0,9.2,63,42,5,67,,,Normal
STU11941,7.0,6.4,1.6,6.7,69,63,6,78,,,Normal
STU11942,7.8,5.8,3.5,7.3,36,22,1,61,,,Normal
STU11943,6.2,4.9,3.2,8.8,28,37,5,74,,,Normal
STU11944,7.6,5.3,1.1,7.5,11,69,4,42,,,Normal
STU11945,7.0,5.8,3.1,8.2,48,5,3,78,,,Normal
STU11946,6.2,5.4,3.0,9.0,71,43,1,56,,,Normal
STU11947,8.1,5.4,3.6,6.1,0,15,3,52,,,Normal
STU11948,6.5,8.9,2.9,9.2,58,14,5,65,,,Normal
STU11949,6.6,8.4,3.2,6.8,61,27,5,82,,,Normal
STU11950,3.6,6.9,3.4,9.1,64,24,0,66,,,High Risk
STU11951,6.2,6.7,2.0,9.2,27,26,6,68,,,Normal
STU11952,4.8,6.3,1.6,5.2,45,71,3,89,,,High Risk
STU11953,6.7,4.8,2.5,5.9,54,42,5,66,,,Normal
STU11954,6.0,5.2,0.0,8.5,67,44,5,48,5.7,Moderate,Normal
STU11955,4.3,6.2,2.2,6.5,75,43,3,65,,,High Risk
STU11956,5.4,8.0,3.2,8.9,27,23,2,66,,,Normal
STU11957,7.5,8.7,4.4,10.3,78,35,3,82,,,High Risk
STU11958,6.2,7.7,4.7,7.9,66,45,1,52,,,Normal
STU11959,7.0,7.9,3.1,7.1,71,24,5,45,,,Normal
STU11960,3.8,8.9,3.1,9.3,53,59,1,57,,,High Risk
STU11961,5.4,6.8,3.3,12.0,41,75,3,72,,,Normal
STU11962,5.6,6.6,4.6,5.1,60,28,6,70,,,Normal
STU11963,4.3,4.9,2.8,6.6,42,76,2,100,,,High Risk
STU11964,6.9,8.0,0.9,9.3,36,46,4,98,,,Normal
STU11965,5.7,4.9,5.1,6.2,73,55,6,68,,,Normal
STU11966,5.9,5.2,6.5,8.7,37,22,6,83,,,Normal
STU11967,6.7,4.3,3.2,6.4,14,44,0,52,,,Normal
STU11968,7.5,9.5,2.0,9.0,93,59,6,97,,,High Risk
STU11969,6.4,6.1,2.3,8.3,51,59,6,64,3.1,Moderate,Normal
STU11970,6.1,6.7,2.8,7.6,71,94,6,74,,,High Risk
STU11971,7.2,7.8,2.9,8.3,59,25,1,64,,,Normal
STU11972,6.3,7.3,4.8,7.2,76,47,5,62,,,High Risk
STU11973,5.6,8.4,7.4,9.6,53,26,4,60,3.6,High,Normal
STU11974,6.2,6.3,4.9,5.0,76,69,1,72,,,High Risk
STU11975,6.4,5.9,2.6,7.1,30,34,5,71,,,Normal
STU11976,6.5,5.2,5.6,7.7,43,49,3,39,,,Normal
STU11977,6.6,8.4,4.9,9.9,76,21,6,74,,,High Risk
STU11978,6.2,6.3,1.3,8.9,42,72,6,78,,,Normal
STU11979,5.3,6.6,0.5,8.2,11,82,4,82,,,High Risk
STU11980,6.0,6.3,1.3,8.8,0,50,0,54,,,Normal
STU11981,8.0,6.9,0.0,5.3,77,59,5,50,,,High Risk
STU11982,5.0,10.9,1.3,7.2,45,45,0,62,,,Normal
STU11983,5.9,9.7,0.7,9.0,42,44,4,58,,,Normal
STU11984,7.0,4.0,1.3,6.8,65,47,3,70,,,Normal
STU11985,5.9,8.6,0.9,6.2,15,34,0,68,,,Normal
STU11986,6.1,7.6,1.9,8.2,51,46,2,69,,,Normal
STU11987,4.8,6.6,2.3,7.8,59,74,5,62,,,High Risk
STU11988,7.3,7.2,3.9,8.1,87,22,2,50,,,High Risk
STU11989,6.0,5.4,4.2,8.5,36,69,2,74,,,Normal
