student_id,cgpa,backlogs,internships,dsa_problems_solved,github_repos,coding_skills_sakhare,communication_skills,aptitude_score,mock_interview_score,placement_status,company_type,work_mode,salary_lpa,offer_count,layoffs_risk_score
STU10163,7.61,0,4,725,32.0,4.0,100,64,92.0,Placed,MNC,Remote,23.99,1,31
STU10164,8.26,1,6,936,7.0,,94,87,64.0,Placed,Service-Based,Remote,23.05,2,32
STU10165,7.25,0,0,624,14.0,,78,100,83.0,Placed,Product-Based,Remote,15.63,2,34
STU10166,7.58,0,2,706,26.0,9.0,100,91,92.0,Placed,Service-Based,Hybrid,17.79,3,40
STU10167,6.52,0,4,615,30.0,2.0,90,59,83.0,Placed,Product-Based,Onsite,23.05,1,36
STU10168,8.06,3,6,637,27.0,,87,69,85.0,Placed,Startup,Hybrid,24.77,1,29
STU10169,8.74,0,3,566,13.0,,100,64,95.0,Placed,Product-Based,Onsite,19.87,1,63
STU10170,7.69,0,3,660,18.0,1.0,87,70,80.0,Placed,MNC,Hybrid,18.47,3,36
STU10171,8.09,0,2,724,30.0,3.0,87,63,100.0,Placed,Product-Based,Hybrid,21.89,1,56
STU10172,7.2,0,2,534,0.0,3.0,76,92,91.0,Placed,MNC,Hybrid,17.98,3,11
STU10173,8.83,0,7,759,30.0,10.0,100,80,79.0,Placed,Service-Based,Remote,32.19,1,35
STU10174,6.26,0,5,381,23.0,8.0,86,90,87.0,Placed,Service-Based,Onsite,18.81,1,30
STU10175,7.98,2,3,762,32.0,1.0,100,87,93.0,Placed,Startup,Onsite,23.28,3,29
STU10176,6.92,2,4,705,22.0,,78,84,86.0,Placed,Startup,Onsite,20.12,1,44
STU10177,8.61,0,4,778,5.0,2.0,80,95,52.0,Placed,Service-Based,Onsite,24.86,1,30
STU10178,8.43,0,2,654,2.0,,92,52,81.0,Placed,Service-Based,Hybrid,17.05,2,23
STU10179,6.85,0,2,657,8.0,3.0,100,55,77.0,Placed,Product-Based,Remote,13.17,1,0
STU10180,6.46,0,1,494,15.0,7.0,97,66,100.0,Placed,Startup,Remote,13.7,3,21
STU10181,8.26,0,1,651,21.0,1.0,90,56,89.0,Placed,Service-Based,Remote,16.46,3,18
STU10182,9.02,0,3,636,15.0,10.0,89,84,82.0,Placed,MNC,Remote,20.18,1,39
STU10183,7.36,2,5,558,27.0,5.0,71,70,70.0,Placed,Product-Based,Remote,21.18,3,32
STU10184,6.57,0,3,504,36.0,10.0,81,79,85.0,Placed,Service-Based,Hybrid,20.33,3,10
STU10185,5.91,0,4,711,11.0,8.0,72,65,50.0,Placed,MNC,Onsite,15.7,3,48
STU10186,7.8,0,5,828,18.0,5.0,92,77,100.0,Placed,Product-Based,Hybrid,24.45,1,38
STU10187,7.34,0,4,452,28.0,,84,85,100.0,Placed,Startup,Remote,14.09,1,41
STU10188,7.6,1,4,587,31.0,,97,79,100.0,Placed,MNC,Remote,21.69,2,11
STU10189,5.9,0,6,617,28.0,,84,77,82.0,Placed,Service-Based,Remote,15.92,1,32
STU10190,8.07,1,4,591,12.0,3.0,79,77,100.0,Placed,Service-Based,Hybrid,21.86,1,51
STU10191,7.12,0,3,756,31.0,,84,70,84.0,Placed,Startup,Remote,19.9,3,0
STU10192,6.63,0,3,628,15.0,,95,87,82.0,Placed,Service-Based,Onsite,12.47,1,44
STU10193,6.66,1,2,530,23.0,,94,54,88.0,Placed,MNC,Onsite,20.52,3,71
STU10194,5.8,2,2,580,15.0,7.0,63,70,68.0,Placed,MNC,Hybrid,11.63,1,56
STU10195,6.76,0,3,583,13.0,,65,96,66.0,Placed,Startup,Hybrid,14.88,2,2
STU10196,8.36,0,8,566,37.0,,91,81,84.0,Placed,Startup,Remote,27.49,1,27
STU10197,6.84,1,0,742,0.0,5.0,61,55,85.0,Placed,Service-Based,Hybrid,14.71,3,39
STU10198,8.45,2,7,343,20.0,,100,76,99.0,Placed,Product-Based,Remote,20.36,1,75
STU10199,8.27,0,2,686,9.0,,74,100,78.0,Placed,Startup,Hybrid,18.82,2,68
STU10200,6.85,0,4,864,11.0,2.0,79,76,74.0,Placed,Startup,Hybrid,16.31,2,27
STU10201,9.08,1,4,768,5.0,8.0,80,68,100.0,Placed,Startup,Onsite,24.5,2,31
STU10202,7.86,0,2,628,6.0,10.0,77,81,97.0,Placed,Startup,Remote,22.11,2,52
STU10203,7.92,0,4,781,33.0,10.0,76,85,100.0,Placed,Startup,Onsite,19.56,2,20
STU10204,8.39,0,3,602,22.0,10.0,78,88,73.0,Placed,Product-Based,Onsite,19.33,1,53
STU10205,7.6,0,5,845,16.0,,100,96,100.0,Placed,Product-Based,Hybrid,20.71,3,36
STU10206,6.99,2,1,649,19.0,6.0,65,88,55.0,Placed,Product-Based,Onsite,20.24,1,43
STU10207,7.21,0,3,842,28.0,1.0,86,66,61.0,Placed,Product-Based,Onsite,22.67,1,33
STU10208,7.07,2,4,451,26.0,3.0,100,70,68.0,Placed,MNC,Onsite,18.65,1,40
STU10209,6.77,0,4,806,11.0,3.0,78,70,65.0,Placed,Product-Based,Onsite,16.6,3,36
STU10210,7.12,0,1,1011,20.0,9.0,100,76,82.0,Placed,MNC,Hybrid,18.91,1,36
STU10211,7.54,0,5,588,28.0,,88,99,92.0,Placed,MNC,Remote,26.6,3,64
STU10212,7.14,0,1,672,0.0,9.0,94,70,75.0,Placed,Service-Based,Hybrid,16.93,3,35
STU10213,8.76,0,2,513,20.0,,94,96,79.0,Placed,Startup,Remote,21.36,1,39
STU10214,7.71,0,3,738,4.0,4.0,95,97,100.0,Placed,MNC,Onsite,17.91,3,52
STU10215,8.71,0,1,622,15.0,,99,96,79.0,Placed,Startup,Onsite,19.75,1,33
STU10216,5.66,0,2,588,17.0,,80,100,80.0,Placed,Service-Based,Remote,17.61,3,42
STU10217,8.98,1,4,591,16.0,,81,100,83.0,Placed,Product-Based,Hybrid,20.86,3,34
STU10218,6.38,0,3,606,19.0,,70,100,98.0,Placed,MNC,Hybrid,18.46,2,29
STU10219,7.35,0,3,410,20.0,,84,100,67.0,Placed,MNC,Onsite,19.65,1,23
STU10220,6.85,0,1,716,22.0,4.0,76,77,77.0,Placed,Service-Based,Hybrid,15.44,1,10
STU10221,7.08,0,6,765,30.0,,100,72,95.0,Placed,Product-Based,Onsite,20.37,3,19
STU10222,7.56,0,2,654,13.0,3.0,54,92,57.0,Placed,Product-Based,Hybrid,17.4,1,38
STU10223,6.85,0,2,443,16.0,1.0,80,81,100.0,Placed,Product-Based,Onsite,16.14,3,41
STU10224,9.71,0,1,814,1.0,,100,97,92.0,Placed,MNC,Hybrid,21.67,3,33
STU10225,6.09,3,2,452,24.0,,86,68,84.0,Placed,Startup,Remote,17.04,3,35
STU10226,7.2,0,1,838,15.0,,100,68,89.0,Placed,Product-Based,Onsite,17.42,3,35
STU10227,6.94,0,2,644,12.0,,65,91,100.0,Placed,Product-Based,Hybrid,16.32,1,56
STU10228,6.05,1,2,626,26.0,,95,90,100.0,Placed,Service-Based,Remote,14.19,1,11
STU10229,8.95,0,4,966,26.0,,97,83,78.0,Placed,Product-Based,Remote,30.22,2,23
STU10230,7.15,0,2,615,27.0,2.0,92,76,96.0,Placed,Service-Based,Remote,22.92,2,45
STU10231,8.08,0,0,638,7.0,,81,64,93.0,Not Placed,Not Placed,,0.0,0,74
STU10232,7.96,0,2,780,25.0,,100,94,76.0,Placed,Product-Based,Hybrid,20.74,3,43
STU10233,7.09,2,4,636,18.0,,94,82,67.0,Placed,Product-Based,Hybrid,17.19,2,41
STU10234,8.04,0,1,802,15.0,1.0,80,86,84.0,Placed,Service-Based,Remote,17.71,2,62
STU10235,8.39,1,1,710,22.0,,84,96,56.0,Placed,Service-Based,Remote,20.75,2,48
STU10236,8.09,0,1,488,9.0,8.0,84,98,83.0,Placed,Startup,Hybrid,15.39,1,57
STU10237,7.12,0,6,695,33.0,,86,72,81.0,Placed,MNC,Onsite,24.62,2,23
STU10238,7.93,0,3,942,21.0,4.0,92,79,100.0,Placed,MNC,Hybrid,22.46,2,46
STU10239,6.97,0,3,622,4.0,6.0,48,90,65.0,Placed,Startup,Onsite,21.35,2,52
STU10240,7.38,0,3,479,28.0,,91,88,92.0,Placed,MNC,Onsite,18.29,2,38
STU10241,6.62,0,1,412,34.0,5.0,75,62,83.0,Placed,Product-Based,Onsite,20.15,3,14
STU10242,8.0,0,4,517,24.0,,79,61,77.0,Placed,MNC,Remote,21.18,1,60
STU10243,7.1,0,2,562,9.0,6.0,100,73,82.0,Placed,Product-Based,Hybrid,16.84,1,18
STU10244,7.24,0,4,929,22.0,8.0,100,84,77.0,Placed,Product-Based,Onsite,19.06,3,0
STU10245,6.51,0,0,613,0.0,,67,100,100.0,Placed,Startup,Remote,15.82,1,51
STU10246,7.25,0,1,604,14.0,4.0,69,100,75.0,Placed,MNC,Hybrid,19.15,1,35
STU10247,6.65,1,2,608,10.0,6.0,99,58,86.0,Placed,Startup,Remote,16.36,3,45
STU10248,6.46,0,0,573,3.0,,92,75,99.0,Placed,MNC,Hybrid,15.56,1,31
STU10249,7.91,1,4,667,23.0,6.0,82,58,51.0,Placed,MNC,Onsite,23.83,1,21
STU10250,8.13,0,7,713,21.0,,84,91,81.0,Placed,MNC,Remote,24.12,3,13
STU10251,6.82,0,1,478,9.0,,81,79,87.0,Placed,Product-Based,Onsite,15.39,3,39
STU10252,5.74,2,1,672,4.0,5.0,87,60,82.0,Placed,Startup,Hybrid,13.05,1,37
STU10253,8.27,0,2,727,17.0,10.0,78,83,94.0,Placed,MNC,Onsite,21.17,3,34
STU10254,6.91,0,1,669,7.0,1.0,80,79,89.0,Placed,Service-Based,Remote,15.24,3,11
STU10255,8.86,0,1,525,3.0,3.0,79,66,68.0,Placed,Product-Based,Remote,13.91,3,44
STU10256,7.27,0,1,679,17.0,,84,66,99.0,Placed,Startup,Hybrid,17.22,1,27
STU10257,7.06,0,3,515,21.0,6.0,73,81,87.0,Placed,Startup,Hybrid,22.06,2,45
STU10258,7.12,0,4,802,22.0,,63,83,87.0,Placed,Startup,Remote,21.38,3,49
STU10259,7.02,0,5,860,22.0,4.0,80,74,76.0,Placed,Product-Based,Hybrid,21.76,1,12
STU10260,7.84,0,3,699,25.0,,93,70,99.0,Placed,Service-Based,Hybrid,17.27,1,47
STU10261,7.79,0,6,365,18.0,,96,71,56.0,Placed,Product-Based,Onsite,24.62,3,66
STU10262,7.51,0,0,661,15.0,,100,76,74.0,Placed,Startup,Remote,21.12,3,30
STU10263,7.23,0,2,912,16.0,4.0,86,65,86.0,Placed,Startup,Remote,19.4,3,59
STU10264,7.99,0,4,706,20.0,2.0,100,100,56.0,Placed,Product-Based,Hybrid,20.73,2,27
STU10265,7.81,0,2,642,17.0,6.0,88,53,100.0,Placed,Startup,Remote,19.08,2,32
STU10266,6.2,0,4,770,31.0,7.0,90,60,73.0,Placed,Product-Based,Hybrid,17.32,2,58
STU10267,5.92,1,4,703,22.0,,74,81,60.0,Placed,Product-Based,Hybrid,17.87,2,42
STU10268,8.36,0,1,647,6.0,6.0,75,70,51.0,Placed,Startup,Onsite,19.47,3,27
STU10269,8.31,1,3,653,16.0,,71,73,77.0,Placed,Product-Based,Remote,23.98,3,50
STU10270,8.89,0,1,803,18.0,,82,57,100.0,Placed,Service-Based,Onsite,19.81,2,44
STU10271,8.22,0,4,727,15.0,6.0,93,84,73.0,Placed,Startup,Hybrid,21.27,3,25
STU10272,9.03,3,4,598,26.0,10.0,75,85,76.0,Placed,Product-Based,Remote,25.31,1,26
STU10273,7.85,0,2,593,5.0,,78,82,73.0,Placed,Product-Based,Remote,15.18,1,42
STU10274,7.57,0,0,673,16.0,,88,76,100.0,Placed,MNC,Remote,17.27,1,78
STU10275,7.8,0,4,749,37.0,,73,79,74.0,Placed,Product-Based,Hybrid,23.81,3,18
STU10276,6.15,0,0,478,8.0,,82,79,84.0,Not Placed,Not Placed,,0.0,0,63
STU10277,8.69,0,4,674,20.0,7.0,89,89,93.0,Placed,MNC,Onsite,19.8,2,39
STU10278,8.51,0,4,782,24.0,,71,100,81.0,Placed,MNC,Remote,26.22,3,52
STU10279,6.61,1,2,728,15.0,,90,89,86.0,Placed,Startup,Hybrid,17.47,3,28
STU10280,8.4,1,4,687,14.0,7.0,64,66,58.0,Placed,MNC,Hybrid,19.45,3,45
STU10281,6.13,0,4,531,29.0,,76,76,73.0,Placed,MNC,Remote,18.82,2,36
STU10282,7.88,1,6,685,18.0,,87,64,65.0,Placed,Product-Based,Hybrid,25.47,2,22
STU10283,7.64,1,5,795,23.0,10.0,91,98,93.0,Placed,MNC,Onsite,26.74,3,50
STU10284,6.97,1,6,610,19.0,,69,73,66.0,Placed,Product-Based,Onsite,19.48,3,50
STU10285,7.5,0,2,386,21.0,4.0,74,92,80.0,Placed,Service-Based,Hybrid,15.75,1,35
STU10286,7.47,0,4,597,16.0,,100,82,100.0,Placed,Product-Based,Onsite,20.42,3,36
STU10287,7.34,0,2,641,15.0,,80,93,95.0,Placed,MNC,Hybrid,20.37,3,35
STU10288,5.9,0,3,408,32.0,,82,66,75.0,Placed,MNC,Hybrid,14.12,1,8
STU10289,6.57,0,2,542,9.0,,97,64,100.0,Placed,Service-Based,Remote,16.22,3,19
STU10290,9.05,1,3,628,10.0,2.0,100,80,62.0,Placed,Startup,Remote,22.87,2,39
STU10291,8.28,0,4,812,22.0,,85,88,85.0,Placed,Product-Based,Onsite,21.09,1,40
STU10292,7.6,2,5,693,32.0,,100,64,67.0,Placed,Service-Based,Remote,21.44,1,19
STU10293,8.41,1,4,685,14.0,7.0,75,75,87.0,Placed,Product-Based,Hybrid,18.81,1,28
STU10294,7.61,1,3,895,23.0,4.0,66,100,100.0,Placed,Service-Based,Remote,23.54,3,24
STU10295,6.69,0,5,697,20.0,9.0,83,94,82.0,Placed,Startup,Remote,22.46,3,41
STU10296,7.63,3,5,705,36.0,,79,100,90.0,Placed,Startup,Remote,21.04,3,78
STU10297,8.68,0,4,892,20.0,,100,87,96.0,Placed,Service-Based,Hybrid,21.02,1,30
STU10298,6.63,2,5,425,22.0,3.0,100,100,95.0,Placed,Product-Based,Onsite,23.02,3,8
STU10299,7.49,1,3,592,31.0,,76,78,81.0,Placed,Startup,Onsite,18.93,2,28
STU10300,8.02,0,2,813,22.0,,81,96,100.0,Placed,Startup,Onsite,20.29,2,24
STU10301,6.75,0,3,586,20.0,4.0,89,86,73.0,Placed,MNC,Remote,18.08,3,40
STU10302,8.26,0,0,809,26.0,,91,100,96.0,Placed,Startup,Remote,21.21,2,27
STU10303,7.13,0,7,663,38.0,7.0,72,65,77.0,Placed,Service-Based,Hybrid,26.33,3,17
STU10304,7.33,0,2,544,23.0,9.0,85,88,72.0,Placed,MNC,Hybrid,20.08,1,22
STU10305,7.96,1,1,967,14.0,2.0,100,74,79.0,Placed,Startup,Onsite,21.67,2,59
STU10306,8.6,3,3,659,22.0,3.0,80,100,93.0,Placed,Service-Based,Remote,18.44,1,52
STU10307,7.77,0,2,542,15.0,,79,81,69.0,Placed,Service-Based,Onsite,18.88,2,15
STU10308,6.78,0,2,780,6.0,,91,84,88.0,Placed,Startup,Hybrid,18.96,3,68
STU10309,7.61,0,4,582,12.0,10.0,96,87,70.0,Placed,Startup,Hybrid,20.22,1,43
STU10310,5.73,1,0,598,20.0,5.0,71,97,71.0,Placed,Startup,Remote,13.59,2,37
STU10311,6.24,0,1,586,23.0,,69,71,67.0,Placed,Startup,Hybrid,15.45,3,20
STU10312,7.88,1,2,772,11.0,7.0,85,66,73.0,Placed,MNC,Onsite,17.23,1,37
STU10313,8.24,0,2,468,20.0,,92,76,88.0,Placed,Product-Based,Hybrid,18.73,1,49
STU10314,6.05,0,3,536,35.0,,81,83,50.0,Placed,Startup,Remote,18.51,1,42
STU10315,6.62,0,2,606,15.0,,91,100,55.0,Placed,Product-Based,Hybrid,12.62,1,26
STU10316,6.47,0,2,566,23.0,,100,60,89.0,Placed,MNC,Hybrid,17.43,2,48
STU10317,7.72,1,3,707,15.0,5.0,88,88,73.0,Placed,Product-Based,Remote,15.92,2,34
STU10318,7.79,1,2,573,28.0,8.0,89,75,48.0,Placed,MNC,Onsite,17.23,2,56
STU10319,7.7,0,4,906,22.0,7.0,79,84,59.0,Placed,Product-Based,Onsite,21.64,3,43
STU10320,7.81,0,3,725,23.0,8.0,88,85,100.0,Placed,Product-Based,Remote,25.38,3,25
STU10321,6.46,0,3,526,9.0,10.0,85,93,100.0,Placed,Product-Based,Remote,16.29,3,36
STU10322,7.19,0,5,551,28.0,1.0,97,62,94.0,Placed,Product-Based,Onsite,21.38,3,40
STU10323,7.41,0,5,521,24.0,10.0,100,91,78.0,Placed,Service-Based,Onsite,18.77,1,27
STU10324,7.74,0,3,594,19.0,,83,95,76.0,Placed,Product-Based,Remote,19.67,1,35
STU10325,7.89,0,3,566,26.0,,83,91,58.0,Placed,Startup,Onsite,22.58,2,37
STU10326,7.05,0,4,582,27.0,,100,69,85.0,Placed,Product-Based,Remote,19.61,2,36
STU10327,7.62,0,0,842,7.0,,91,76,90.0,Placed,Startup,Remote,15.43,2,8
STU10328,7.19,2,4,637,40.0,3.0,73,100,61.0,Placed,Service-Based,Hybrid,21.78,3,32
STU10329,6.85,0,6,561,22.0,,99,97,100.0,Placed,Service-Based,Remote,21.57,2,60
STU10330,7.55,3,4,513,25.0,,74,56,89.0,Placed,Product-Based,Onsite,19.71,1,5
STU10331,7.58,0,2,742,13.0,8.0,89,69,87.0,Placed,Service-Based,Onsite,19.5,3,20
STU10332,7.57,0,3,649,17.0,,89,100,64.0,Placed,Product-Based,Onsite,21.97,2,47
STU10333,8.03,0,0,658,5.0,8.0,100,100,99.0,Placed,Product-Based,Onsite,15.6,1,47
STU10334,8.5,0,2,698,13.0,,76,64,71.0,Placed,Startup,Remote,22.67,2,0
STU10335,7.48,0,0,604,19.0,3.0,97,82,80.0,Placed,Startup,Hybrid,16.03,1,14
STU10336,6.85,0,3,624,24.0,6.0,77,54,92.0,Placed,Startup,Hybrid,18.8,3,20
STU10337,7.68,0,0,891,3.0,,87,100,76.0,Placed,Service-Based,Hybrid,15.18,2,27
STU10338,6.41,0,1,762,16.0,5.0,75,95,78.0,Not Placed,Not Placed,,0.0,0,40
STU10339,8.02,0,4,821,25.0,7.0,98,100,90.0,Placed,Startup,Hybrid,21.23,3,38
STU10340,6.99,1,5,692,15.0,,80,88,79.0,Placed,MNC,Remote,17.8,2,22
STU10341,7.39,0,3,526,23.0,8.0,51,91,90.0,Placed,Product-Based,Hybrid,18.32,1,47
STU10342,8.59,0,4,593,31.0,,89,98,69.0,Placed,Startup,Hybrid,23.71,3,28
STU10343,9.46,0,2,780,14.0,2.0,87,100,67.0,Placed,Service-Based,Onsite,22.97,3,27
STU10344,5.83,2,2,645,11.0,4.0,78,61,83.0,Placed,Service-Based,Onsite,17.48,1,18
STU10345,6.76,0,1,392,6.0,5.0,100,90,100.0,Placed,Startup,Onsite,12.22,2,20
STU10346,5.81,0,1,613,17.0,6.0,75,84,83.0,Placed,Service-Based,Hybrid,10.71,1,32
STU10347,7.17,0,2,610,21.0,10.0,80,97,84.0,Placed,Startup,Onsite,18.38,3,37
STU10348,6.25,3,0,659,8.0,4.0,94,91,88.0,Placed,MNC,Remote,14.54,1,56
STU10349,6.53,0,1,609,4.0,7.0,86,69,100.0,Placed,Product-Based,Hybrid,13.16,1,34
STU10350,10.0,0,1,825,20.0,10.0,100,95,81.0,Placed,Startup,Onsite,24.33,3,16
STU10351,8.38,0,2,649,32.0,7.0,83,92,49.0,Placed,Startup,Onsite,21.62,2,56
STU10352,7.9,0,4,728,28.0,7.0,100,91,71.0,Placed,Startup,Onsite,23.23,3,46
STU10353,7.43,1,3,590,0.0,3.0,78,55,100.0,Placed,Startup,Onsite,21.59,3,30
STU10354,6.66,0,5,587,28.0,3.0,64,99,87.0,Placed,Startup,Hybrid,23.47,1,10
STU10355,7.64,0,4,818,27.0,8.0,85,77,81.0,Placed,Product-Based,Onsite,22.02,3,44
STU10356,8.37,0,2,694,12.0,,67,72,92.0,Placed,Startup,Remote,21.42,3,13
STU10357,7.27,0,1,699,0.0,5.0,100,80,74.0,Placed,Startup,Hybrid,17.82,1,10
STU10358,7.89,0,5,476,17.0,2.0,78,65,75.0,Placed,Service-Based,Remote,19.06,3,21
STU10359,7.03,0,2,500,19.0,6.0,87,100,85.0,Placed,MNC,Hybrid,16.29,1,26
STU10360,8.71,2,4,774,40.0,,93,100,68.0,Placed,Startup,Remote,24.24,1,39
STU10361,7.4,0,3,320,22.0,3.0,83,81,74.0,Placed,Service-Based,Remote,17.76,2,60
STU10362,7.25,0,2,550,10.0,,81,82,72.0,Placed,Startup,Hybrid,12.72,2,39
STU10363,7.86,0,0,648,9.0,,67,98,83.0,Placed,MNC,Hybrid,15.13,2,34
STU10364,6.72,0,4,563,25.0,6.0,84,66,100.0,Placed,Product-Based,Onsite,17.75,3,39
STU10365,7.36,0,5,794,26.0,5.0,80,95,57.0,Placed,Startup,Onsite,22.43,1,39
STU10366,8.15,1,1,659,10.0,10.0,100,74,86.0,Placed,MNC,Hybrid,19.64,2,56
STU10367,7.2,0,1,704,4.0,,100,74,80.0,Placed,Startup,Remote,17.7,3,39
STU10368,7.14,1,3,588,24.0,,89,59,70.0,Placed,Product-Based,Hybrid,21.07,2,40
STU10369,7.4,0,1,545,8.0,,97,100,87.0,Placed,Service-Based,Remote,12.38,2,30
STU10370,6.8,0,3,737,27.0,10.0,94,76,89.0,Placed,Startup,Remote,16.11,2,38
STU10371,8.47,0,3,480,18.0,2.0,94,81,73.0,Placed,Product-Based,Hybrid,24.22,1,49
STU10372,7.02,0,5,771,36.0,4.0,81,75,100.0,Placed,Service-Based,Onsite,21.27,3,35
STU10373,6.37,1,3,620,19.0,,85,89,80.0,Placed,Product-Based,Remote,22.36,3,53
STU10374,7.19,2,6,770,19.0,,87,67,100.0,Placed,MNC,Hybrid,21.54,1,16
STU10375,9.07,0,2,615,11.0,,95,55,88.0,Placed,Service-Based,Hybrid,23.51,1,15
STU10376,7.38,0,2,524,12.0,8.0,82,66,100.0,Placed,Service-Based,Hybrid,17.84,3,43
STU10377,7.78,0,4,656,23.0,9.0,85,78,94.0,Placed,Service-Based,Remote,27.36,3,42
STU10378,7.6,0,4,568,18.0,,79,90,71.0,Placed,Service-Based,Remote,24.32,3,13
STU10379,7.85,3,2,734,4.0,,96,93,80.0,Placed,Product-Based,Hybrid,19.18,1,33
STU10380,7.38,1,2,634,18.0,8.0,87,78,100.0,Placed,Service-Based,Onsite,20.26,1,30
STU10381,6.29,0,2,618,9.0,,81,70,67.0,Placed,MNC,Hybrid,19.46,3,41
STU10382,7.58,0,6,512,32.0,6.0,74,74,75.0,Placed,Product-Based,Hybrid,21.67,2,54
STU10383,7.91,0,2,624,17.0,,100,100,79.0,Placed,Startup,Hybrid,24.65,2,53
STU10384,7.32,1,1,771,18.0,6.0,83,100,86.0,Placed,MNC,Onsite,15.37,1,58
STU10385,8.27,0,7,428,41.0,10.0,69,88,51.0,Placed,Product-Based,Hybrid,26.13,1,44
STU10386,8.74,3,6,652,16.0,8.0,84,77,98.0,Placed,Product-Based,Hybrid,26.08,2,0
STU10387,6.31,2,1,462,39.0,7.0,85,100,76.0,Placed,Service-Based,Remote,17.23,1,56
STU10388,8.71,2,4,444,26.0,10.0,100,100,100.0,Placed,Product-Based,Remote,19.38,2,52
STU10389,8.39,0,2,774,18.0,,93,96,81.0,Placed,MNC,Hybrid,19.73,3,9
STU10390,7.18,1,4,597,10.0,8.0,75,72,81.0,Placed,Product-Based,Onsite,18.08,3,33
STU10391,7.14,0,3,669,29.0,9.0,92,100,80.0,Placed,Service-Based,Remote,20.04,1,15
STU10392,9.16,0,3,678,23.0,9.0,89,100,98.0,Placed,Product-Based,Onsite,20.74,3,67
STU10393,6.28,1,4,683,29.0,,76,80,81.0,Placed,MNC,Remote,22.54,1,2
STU10394,7.39,0,2,707,11.0,4.0,100,43,96.0,Placed,MNC,Remote,23.18,2,11
STU10395,8.15,0,2,641,20.0,,100,100,100.0,Placed,MNC,Hybrid,19.53,1,35
STU10396,8.74,1,3,760,29.0,,58,91,69.0,Placed,Startup,Onsite,20.78,3,52
STU10397,7.13,0,4,658,23.0,,100,91,80.0,Placed,Service-Based,Hybrid,20.3,1,51
STU10398,8.22,0,5,827,28.0,5.0,80,67,82.0,Placed,Startup,Remote,19.64,1,57
STU10399,7.23,1,2,697,23.0,3.0,78,89,96.0,Placed,Service-Based,Hybrid,17.58,1,35
STU10400,7.29,0,2,778,22.0,,100,73,100.0,Placed,Service-Based,Onsite,18.16,2,41
STU10401,5.92,2,9,588,28.0,9.0,82,73,91.0,Placed,Startup,Remote,25.18,1,14
STU10402,7.19,0,4,620,11.0,,77,97,100.0,Placed,Service-Based,Hybrid,20.04,1,23
STU10403,8.06,3,4,677,20.0,,87,99,78.0,Placed,MNC,Hybrid,25.31,3,27
STU10404,6.47,0,3,551,20.0,9.0,81,90,96.0,Placed,MNC,Remote,17.9,2,37
STU10405,8.62,0,5,578,20.0,,100,100,66.0,Placed,MNC,Remote,23.77,3,16
STU10406,9.51,0,9,853,35.0,,83,90,100.0,Placed,MNC,Remote,33.49,3,58
STU10407,7.69,0,1,487,4.0,8.0,84,76,79.0,Placed,Product-Based,Onsite,20.34,1,13
STU10408,7.57,0,3,647,27.0,9.0,70,92,67.0,Placed,Service-Based,Hybrid,24.86,3,10
STU10409,6.62,3,2,512,4.0,,93,100,90.0,Placed,Product-Based,Remote,15.55,3,13
STU10410,7.63,0,1,494,8.0,,100,73,75.0,Placed,Service-Based,Remote,16.64,2,0
STU10411,7.48,0,1,865,12.0,,84,100,95.0,Placed,Service-Based,Remote,16.84,1,45
STU10412,7.61,0,4,718,31.0,,76,77,93.0,Placed,Startup,Onsite,24.15,3,45
STU10413,7.49,1,4,613,21.0,,98,74,93.0,Placed,Product-Based,Remote,21.99,3,32
STU10414,7.34,0,3,761,7.0,6.0,93,58,94.0,Placed,Service-Based,Onsite,16.32,1,54
STU10415,8.55,0,1,573,17.0,,83,96,100.0,Placed,MNC,Onsite,19.06,1,13
STU10416,8.7,2,5,694,31.0,1.0,100,82,67.0,Placed,Startup,Onsite,26.01,1,33
STU10417,6.33,0,5,654,17.0,3.0,88,96,87.0,Placed,MNC,Onsite,18.79,2,27
STU10418,6.55,0,1,571,21.0,5.0,78,75,88.0,Placed,Service-Based,Hybrid,14.6,2,29
STU10419,6.06,0,3,664,18.0,,83,65,94.0,Placed,MNC,Hybrid,18.72,1,15
STU10420,8.64,1,2,611,17.0,,91,77,59.0,Placed,MNC,Onsite,16.56,3,23
STU10421,9.0,0,3,672,21.0,,68,71,86.0,Placed,Service-Based,Hybrid,19.71,2,28
STU10422,7.54,0,4,603,20.0,2.0,90,100,86.0,Placed,MNC,Remote,17.51,2,50
STU10423,9.33,0,5,682,23.0,1.0,100,87,77.0,Placed,Product-Based,Onsite,27.22,3,57
STU10424,8.2,0,2,644,12.0,,94,85,83.0,Placed,Service-Based,Remote,20.21,2,40
STU10425,7.42,0,0,579,0.0,7.0,100,69,49.0,Placed,Service-Based,Onsite,13.31,3,27
STU10426,7.65,0,2,761,2.0,10.0,99,87,54.0,Placed,Service-Based,Hybrid,13.83,1,9
STU10427,8.05,0,3,508,20.0,6.0,94,100,98.0,Placed,Startup,Onsite,17.43,3,42
STU10428,6.23,0,1,940,19.0,,58,47,79.0,Placed,Service-Based,Remote,14.77,2,45
STU10429,7.87,0,4,781,30.0,,69,69,64.0,Placed,MNC,Onsite,21.25,3,39
STU10430,7.1,0,4,552,24.0,,73,70,60.0,Placed,Product-Based,Remote,22.14,1,21
STU10431,7.87,0,1,715,6.0,,100,100,100.0,Placed,Product-Based,Hybrid,15.2,1,0
