master_student_id,src_risk_training_id,year_class,program_stream,age,gender
MSTU00949,STU0949,Second Year (SY),BSc Computer Science,21,Male
MSTU00950,STU0950,First Year (FY),BSc IT,17,Male
MSTU00951,STU0951,First Year (PG),BCom,24,Female
MSTU00952,STU0952,Second Year (PG),BCA,25,Female
MSTU00953,STU0953,Third Year (TY),BCA,21,Male
MSTU00954,STU0954,First Year (FY),BCA,19,Male
MSTU00955,STU0955,Second Year (SY),BCom,20,Male
MSTU00956,STU0956,Second Year (SY),BA,19,Male
MSTU00957,STU0957,First Year (FY),BSc IT,18,Female
MSTU00958,STU0958,First Year (PG),BCA,22,Male
MSTU00959,STU0959,Third Year (TY),BCA,22,Male
MSTU00960,STU0960,Second Year (SY),BSc IT,20,Male
MSTU00961,STU0961,Second Year (SY),BCA,19,Male
MSTU00962,STU0962,First Year (FY),BCA,18,Male
MSTU00963,STU0963,Second Year (SY),BSc Computer Science,21,Female
MSTU00964,STU0964,Final Year,BSc Computer Science,23,Female
MSTU00965,STU0965,Second Year (SY),BSc IT,19,Female
MSTU00966,STU0966,First Year (PG),BSc Cyber Security,24,Male
MSTU00967,STU0967,First Year (PG),BCA,23,Male
MSTU00968,STU0968,First Year (PG),BCA,22,Male
MSTU00969,STU0969,Third Year (TY),BA,22,Female
MSTU00970,STU0970,Third Year (TY),BCA,22,Male
MSTU00971,STU0971,Second Year (SY),BCom,19,Female
MSTU00972,STU0972,First Year (PG),BSc IT,24,Female
MSTU00973,STU0973,First Year (FY),BCA,17,Male
MSTU00974,STU0974,First Year (FY),BCA,19,Female
MSTU00975,STU0975,First Year (FY),BSc Computer Science,17,Male
MSTU00976,STU0976,First Year (PG),BCA,23,Female
MSTU00977,STU0977,First Year (FY),BCom,17,Male
MSTU00978,STU0978,First Year (FY),BSc Computer Science,17,Male
MSTU00979,STU0979,Second Year (SY),BSc IT,21,Male
MSTU00980,STU0980,First Year (FY),BCA,17,Male
MSTU00981,STU0981,Final Year,BCA,21,Female
MSTU00982,STU0982,Second Year (SY),BCom,21,Female
MSTU00983,STU0983,Second Year (SY),BCA,21,Male
MSTU00984,STU0984,First Year (FY),BCA,17,Male
MSTU00985,STU0985,Second Year (PG),BA,23,Male
MSTU00986,STU0986,Final Year,BSc Computer Science,22,Male
MSTU00987,STU0987,Second Year (SY),BCA,19,Male
MSTU00988,STU0988,Second Year (PG),BCA,26,Male
MSTU00989,STU0989,Third Year (TY),BSc Cyber Security,21,Male
MSTU00990,STU0990,First Year (FY),BSc Computer Science,19,Male
MSTU00991,STU0991,First Year (PG),BCA,24,Male
MSTU00992,STU0992,Final Year,BSc Computer Science,22,Male
MSTU00993,STU0993,Second Year (PG),BCA,23,Male
MSTU00994,STU0994,Third Year (TY),BSc Computer Science,20,Other
MSTU00995,STU0995,Second Year (SY),BCA,20,Female
MSTU00996,STU0996,Third Year (TY),BBA,20,Female
MSTU00997,STU0997,Third Year (TY),BBA,20,Female
MSTU00998,STU0998,Second Year (PG),BBA,26,Male
MSTU00999,STU0999,First Year (FY),BCA,19,Female
MSTU01000,STU1000,First Year (FY),BCom,17,Male
MSTU01001,STU1001,Third Year (TY),BCA,22,Female
MSTU01002,STU1002,Second Year (PG),BCA,23,Female
MSTU01003,STU1003,First Year (FY),BCA,19,Female
MSTU01004,STU1004,Third Year (TY),BCA,22,Female
MSTU01005,STU1005,Second Year (SY),BSc Computer Science,20,Male
MSTU01006,STU1006,Second Year (SY),BSc IT,20,Male
MSTU01007,STU1007,Final Year,BCom,22,Male
MSTU01008,STU1008,First Year (PG),BCom,22,Female
MSTU01009,STU1009,Second Year (SY),BCA,19,Male
MSTU01010,STU1010,First Year (PG),BCA,25,Male
MSTU01011,STU1011,Second Year (SY),BCom,21,Male
MSTU01012,STU1012,Second Year (SY),BCA,20,Male
MSTU01013,STU1013,Final Year,BSc Cyber Security,23,Male
MSTU01014,STU1014,Final Year,BCA,21,Female
MSTU01015,STU1015,Third Year (TY),BCA,20,Male
MSTU01016,STU1016,Final Year,BSc Computer Science,21,Female
MSTU01017,STU1017,Second Year (PG),BCA,23,Female
MSTU01018,STU1018,Third Year (TY),BCA,22,Male
MSTU01019,STU1019,Second Year (SY),BSc Computer Science,20,Male
MSTU01020,STU1020,Final Year,BCA,21,Male
MSTU01021,STU1021,First Year (FY),BCA,17,Male
MSTU01022,STU1022,First Year (FY),BCA,19,Female
MSTU01023,STU1023,First Year (FY),BSc IT,17,Male
MSTU01024,STU1024,Second Year (SY),BCA,19,Male
MSTU01025,STU1025,Third Year (TY),BCA,20,Female
MSTU01026,STU1026,Second Year (PG),BCA,24,Female
MSTU01027,STU1027,Second Year (SY),BCom,20,Female
MSTU01028,STU1028,Second Year (SY),BCA,21,Female
MSTU01029,STU1029,Second Year (SY),BCA,19,Female
MSTU01030,STU1030,Second Year (SY),BCA,19,Male
MSTU01031,STU1031,Third Year (TY),BSc Cyber Security,20,Male
MSTU01032,STU1032,Second Year (SY),BSc Computer Science,20,Female
MSTU01033,STU1033,Second Year (SY),BCA,21,Male
MSTU01034,STU1034,First Year (PG),BCA,23,Male
MSTU01035,STU1035,Second Year (SY),BA,19,Male
MSTU01036,STU1036,Second Year (PG),BCom,23,Male
MSTU01037,STU1037,First Year (FY),BBA,18,Male
MSTU01038,STU1038,Second Year (SY),BCA,20,Female
MSTU01039,STU1039,First Year (FY),BCA,18,Male
MSTU01040,STU1040,Third Year (TY),BCA,20,Male
MSTU01041,STU1041,Final Year,BCA,21,Male
MSTU01042,STU1042,First Year (PG),BCA,24,Male
MSTU01043,STU1043,Third Year (TY),BSc Computer Science,22,Male
MSTU01044,STU1044,Second Year (SY),BCA,21,Male
MSTU01045,STU1045,First Year (FY),BSc Cyber Security,17,Male
MSTU01046,STU1046,First Year (FY),BCA,19,Male
MSTU01047,STU1047,First Year (PG),BBA,25,Male
MSTU01048,STU1048,Second Year (SY),BCA,21,Male
MSTU01049,STU1049,First Year (FY),BSc Computer Science,19,Male
MSTU01050,STU1050,First Year (FY),BCA,19,Male
MSTU01051,STU1051,Second Year (SY),BBA,21,Male
MSTU01052,STU1052,Third Year (TY),BSc Computer Science,20,Female
MSTU01053,STU1053,Second Year (SY),BCA,20,Male
MSTU01054,STU1054,Second Year (SY),BSc Computer Science,20,Male
MSTU01055,STU1055,Second Year (SY),BCA,21,Female
MSTU01056,STU1056,Second Year (SY),BSc Computer Science,21,Male
MSTU01057,STU1057,Second Year (SY),BCA,20,Male
MSTU01058,STU1058,Second Year (SY),BCA,21,Male
MSTU01059,STU1059,First Year (PG),BCA,23,Male
MSTU01060,STU1060,Third Year (TY),BCA,20,Male
MSTU01061,STU1061,Third Year (TY),BCA,21,Female
MSTU01062,STU1062,First Year (FY),BCA,17,Other
MSTU01063,STU1063,Third Year (TY),BSc IT,22,Male
MSTU01064,STU1064,Second Year (SY),BCA,20,Male
MSTU01065,STU1065,First Year (PG),BCA,24,Male
MSTU01066,STU1066,First Year (FY),BCA,17,Male
MSTU01067,STU1067,First Year (FY),BCA,19,Male
MSTU01068,STU1068,Second Year (SY),BA,20,Male
MSTU01069,STU1069,Second Year (SY),BA,19,Male
MSTU01070,STU1070,Second Year (PG),BSc IT,23,Male
MSTU01071,STU1071,Third Year (TY),BSc Cyber Security,21,Male
MSTU01072,STU1072,Second Year (SY),BCom,20,Other
MSTU01073,STU1073,Third Year (TY),BSc Computer Science,20,Female
MSTU01074,STU1074,Second Year (SY),BCA,20,Male
MSTU01075,STU1075,Second Year (SY),BBA,20,Male
MSTU01076,STU1076,First Year (FY),BA,19,Male
MSTU01077,STU1077,First Year (FY),BCA,18,Male
MSTU01078,STU1078,Second Year (SY),BCA,21,Male
MSTU01079,STU1079,Second Year (SY),BCA,19,Male
MSTU01080,STU1080,Third Year (TY),BCA,21,Male
MSTU01081,STU1081,First Year (PG),BSc Computer Science,23,Male
MSTU01082,STU1082,Second Year (SY),BCA,21,Female
MSTU01083,STU1083,First Year (PG),BSc Computer Science,25,Male
MSTU01084,STU1084,First Year (FY),BCA,18,Female
MSTU01085,STU1085,First Year (FY),BCA,19,Male
MSTU01086,STU1086,Second Year (PG),BCA,24,Male
MSTU01087,STU1087,Second Year (SY),BA,19,Male
MSTU01088,STU1088,Second Year (PG),BSc Computer Science,26,Male
MSTU01089,STU1089,First Year (PG),BCom,25,Female
MSTU01090,STU1090,First Year (FY),BSc Cyber Security,18,Male
MSTU01091,STU1091,First Year (PG),BCA,25,Male
MSTU01092,STU1092,First Year (FY),BCA,18,Male
MSTU01093,STU1093,First Year (FY),BCA,17,Male
MSTU01094,STU1094,Second Year (SY),BCA,21,Male
MSTU01095,STU1095,Second Year (SY),BCA,21,Female
MSTU01096,STU1096,Third Year (TY),BSc IT,20,Female
MSTU01097,STU1097,First Year (FY),BCA,17,Male
MSTU01098,STU1098,Second Year (SY),BCA,19,Female
MSTU01099,STU1099,Final Year,BBA,22,Male
MSTU01100,STU1100,Third Year (TY),BCom,20,Male
MSTU01101,STU1101,First Year (PG),BCA,23,Female
MSTU01102,STU1102,Final Year,BBA,22,Male
MSTU01103,STU1103,Second Year (SY),BCA,19,Female
MSTU01104,STU1104,First Year (PG),BSc IT,25,Male
MSTU01105,STU1105,First Year (PG),BA,25,Male
MSTU01106,STU1106,Second Year (PG),BCA,24,Male
MSTU01107,STU1107,Second Year (SY),BSc Computer Science,19,Male
MSTU01108,STU1108,Second Year (SY),BSc Computer Science,21,Male
MSTU01109,STU1109,Second Year (SY),BCA,21,Other
MSTU01110,STU1110,First Year (PG),BCA,24,Male
MSTU01111,STU1111,First Year (PG),BCA,24,Male
MSTU01112,STU1112,Second Year (SY),BCA,20,Female
MSTU01113,STU1113,First Year (FY),BCA,19,Male
MSTU01114,STU1114,Second Year (SY),BCA,20,Female
MSTU01115,STU1115,Third Year (TY),BCA,20,Male
MSTU01116,STU1116,Second Year (SY),BCA,21,Other
MSTU01117,STU1117,Second Year (SY),BCom,21,Male
MSTU01118,STU1118,Second Year (SY),BCA,21,Female
MSTU01119,STU1119,Second Year (PG),BSc Computer Science,24,Male
MSTU01120,STU1120,First Year (FY),BCA,18,Male
MSTU01121,STU1121,Second Year (SY),BCA,19,Female
MSTU01122,STU1122,Second Year (SY),BCA,20,Male
MSTU01123,STU1123,Second Year (SY),BCA,19,Male
MSTU01124,STU1124,Second Year (SY),BSc Computer Science,19,Male
MSTU01125,STU1125,Final Year,BSc IT,22,Male
MSTU01126,STU1126,Final Year,BSc IT,23,Male
MSTU01127,STU1127,Second Year (SY),BCA,20,Male
MSTU01128,STU1128,Third Year (TY),BSc Cyber Security,20,Female
MSTU01129,STU1129,Second Year (SY),BCA,21,Male
MSTU01130,STU1130,Second Year (SY),BCA,19,Female
MSTU01131,STU1131,Second Year (PG),BCA,26,Male
MSTU01132,STU1132,First Year (FY),BCA,18,Male
MSTU01133,STU1133,Third Year (TY),BCA,22,Male
MSTU01134,STU1134,Second Year (SY),BBA,20,Male
MSTU01135,STU1135,Second Year (SY),BSc IT,20,Male
MSTU01136,STU1136,Second Year (SY),BCom,21,Male
MSTU01137,STU1137,Final Year,BCA,23,Male
MSTU01138,STU1138,Second Year (SY),BBA,19,Male
MSTU01139,STU1139,First Year (FY),BCA,19,Male
MSTU01140,STU1140,Third Year (TY),BCA,22,Male
MSTU01141,STU1141,Final Year,BCA,22,Male
MSTU01142,STU1142,Third Year (TY),BCA,22,Male
MSTU01143,STU1143,Third Year (TY),BCom,21,Male
MSTU01144,STU1144,First Year (PG),BCA,25,Male
MSTU01145,STU1145,First Year (PG),BCA,25,Male
MSTU01146,STU1146,Final Year,BCA,21,Female
MSTU01147,STU1147,First Year (PG),BCA,24,Male
MSTU01148,STU1148,Second Year (PG),BCA,24,Male
MSTU01149,STU1149,Second Year (SY),BA,20,Male
MSTU01150,STU1150,First Year (PG),BSc IT,23,Female
MSTU01151,STU1151,First Year (FY),BSc Cyber Security,19,Male
MSTU01152,STU1152,Third Year (TY),BCA,22,Male
MSTU01153,STU1153,Final Year,BSc IT,23,Male
MSTU01154,STU1154,Second Year (SY),BCA,20,Female
MSTU01155,STU1155,Third Year (TY),BSc IT,20,Male
MSTU01156,STU1156,First Year (FY),BCA,17,Male
MSTU01157,STU1157,First Year (FY),BCA,19,Male
MSTU01158,STU1158,Second Year (SY),BCA,21,Male
MSTU01159,STU1159,Second Year (SY),BCA,21,Male
MSTU01160,STU1160,First Year (FY),BCA,18,Male
MSTU01161,STU1161,Third Year (TY),BCA,20,Male
MSTU01162,STU1162,Third Year (TY),BCom,21,Male
MSTU01163,STU1163,Second Year (SY),BCA,20,Male
MSTU01164,STU1164,Third Year (TY),BCA,21,Female
MSTU01165,STU1165,Second Year (SY),BCA,19,Male
MSTU01166,STU1166,Third Year (TY),BCA,22,Male
MSTU01167,STU1167,Third Year (TY),BSc Cyber Security,20,Male
MSTU01168,STU1168,First Year (PG),BA,23,Male
MSTU01169,STU1169,Final Year,BCA,23,Female
MSTU01170,STU1170,Second Year (SY),BA,19,Male
MSTU01171,STU1171,Second Year (PG),BSc Cyber Security,26,Male
MSTU01172,STU1172,First Year (FY),BSc IT,17,Male
MSTU01173,STU1173,Third Year (TY),BSc Computer Science,21,Male
MSTU01174,STU1174,Final Year,BSc IT,21,Female
MSTU01175,STU1175,Final Year,BCA,22,Male
MSTU01176,STU1176,First Year (FY),BCom,19,Male
MSTU01177,STU1177,Second Year (SY),BBA,20,Female
MSTU01178,STU1178,First Year (FY),BSc IT,17,Male
MSTU01179,STU1179,Second Year (SY),BCA,20,Male
MSTU01180,STU1180,First Year (FY),BCA,19,Other
MSTU01181,STU1181,First Year (FY),BCA,17,Male
MSTU01182,STU1182,Second Year (SY),BSc Computer Science,21,Male
MSTU01183,STU1183,First Year (PG),BCA,24,Male
MSTU01184,STU1184,Second Year (SY),BCA,20,Female
MSTU01185,STU1185,Second Year (SY),BCA,21,Male
MSTU01186,STU1186,First Year (FY),BCA,19,Male
MSTU01187,STU1187,Second Year (SY),BCA,19,Female
MSTU01188,STU1188,Second Year (PG),BA,25,Male
MSTU01189,STU1189,Second Year (PG),BCA,25,Male
MSTU01190,STU1190,Second Year (SY),BCA,19,Male
MSTU01191,STU1191,Second Year (SY),BCom,21,Male
MSTU01192,STU1192,Third Year (TY),BCA,22,Male
MSTU01193,STU1193,Final Year,BCA,21,Male
MSTU01194,STU1194,Third Year (TY),BSc Computer Science,20,Male
MSTU01195,STU1195,Second Year (SY),BSc IT,21,Female
MSTU01196,STU1196,Second Year (SY),BSc Cyber Security,19,Female
MSTU01197,STU1197,First Year (FY),BCA,18,Male
MSTU01198,STU1198,First Year (FY),BSc IT,17,Female
MSTU01199,STU1199,Second Year (SY),BCA,21,Male
MSTU01200,STU1200,First Year (FY),BCA,17,Female
