uci_ref_id,subject_id,subject_name,grade_period,marks,max_marks,percentage,source,is_synthetic,master_student_id
UCI_0115,por,Portuguese,G1,8,20,40.0,UCI_Student_Performance,False,
UCI_0115,por,Portuguese,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0115,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0116,mat,Mathematics,G1,18,20,90.0,UCI_Student_Performance,False,
UCI_0116,mat,Mathematics,G2,19,20,95.0,UCI_Student_Performance,False,
UCI_0116,mat,Mathematics,G3,19,20,95.0,UCI_Student_Performance,False,
UCI_0116,por,Portuguese,G1,18,20,90.0,UCI_Student_Performance,False,
UCI_0116,por,Portuguese,G2,17,20,85.0,UCI_Student_Performance,False,
UCI_0116,por,Portuguese,G3,18,20,90.0,UCI_Student_Performance,False,
UCI_0117,mat,Mathematics,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0117,mat,Mathematics,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0117,mat,Mathematics,G3,9,20,45.0,UCI_Student_Performance,False,
UCI_0117,por,Portuguese,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0117,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0117,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0118,mat,Mathematics,G1,15,20,75.0,UCI_Student_Performance,False,
UCI_0118,mat,Mathematics,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0118,mat,Mathematics,G3,16,20,80.0,UCI_Student_Performance,False,
UCI_0118,por,Portuguese,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0118,por,Portuguese,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0118,por,Portuguese,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0119,mat,Mathematics,G1,15,20,75.0,UCI_Student_Performance,False,
UCI_0119,mat,Mathematics,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0119,mat,Mathematics,G3,16,20,80.0,UCI_Student_Performance,False,
UCI_0119,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0119,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0119,por,Portuguese,G3,8,20,40.0,UCI_Student_Performance,False,
UCI_0120,mat,Mathematics,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0120,mat,Mathematics,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0120,mat,Mathematics,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0120,por,Portuguese,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0120,por,Portuguese,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0120,por,Portuguese,G3,16,20,80.0,UCI_Student_Performance,False,
UCI_0121,mat,Mathematics,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0121,mat,Mathematics,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0121,mat,Mathematics,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0121,por,Portuguese,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0121,por,Portuguese,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0121,por,Portuguese,G3,15,20,75.0,UCI_Student_Performance,False,
UCI_0122,mat,Mathematics,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0122,mat,Mathematics,G2,7,20,35.0,UCI_Student_Performance,False,
UCI_0122,mat,Mathematics,G3,8,20,40.0,UCI_Student_Performance,False,
UCI_0122,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0122,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0122,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0123,mat,Mathematics,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0123,mat,Mathematics,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0123,mat,Mathematics,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0123,por,Portuguese,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0123,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0123,por,Portuguese,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0124,mat,Mathematics,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0124,mat,Mathematics,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0124,mat,Mathematics,G3,15,20,75.0,UCI_Student_Performance,False,
UCI_0124,por,Portuguese,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0124,por,Portuguese,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0124,por,Portuguese,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0125,mat,Mathematics,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0125,mat,Mathematics,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0125,mat,Mathematics,G3,15,20,75.0,UCI_Student_Performance,False,
UCI_0125,por,Portuguese,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0125,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0125,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0126,mat,Mathematics,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0126,mat,Mathematics,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0126,mat,Mathematics,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0126,por,Portuguese,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0126,por,Portuguese,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0126,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0127,mat,Mathematics,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0127,mat,Mathematics,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0127,mat,Mathematics,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0127,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0127,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0127,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0128,mat,Mathematics,G1,8,20,40.0,UCI_Student_Performance,False,
UCI_0128,mat,Mathematics,G2,7,20,35.0,UCI_Student_Performance,False,
UCI_0128,mat,Mathematics,G3,8,20,40.0,UCI_Student_Performance,False,
UCI_0128,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0128,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0128,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0129,mat,Mathematics,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0129,mat,Mathematics,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0129,mat,Mathematics,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0129,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0129,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0129,por,Portuguese,G3,9,20,45.0,UCI_Student_Performance,False,
UCI_0130,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0130,mat,Mathematics,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0130,mat,Mathematics,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0130,por,Portuguese,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0130,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0130,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0131,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0131,mat,Mathematics,G2,8,20,40.0,UCI_Student_Performance,False,
UCI_0131,mat,Mathematics,G3,9,20,45.0,UCI_Student_Performance,False,
UCI_0131,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0131,por,Portuguese,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0131,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0132,mat,Mathematics,G1,18,20,90.0,UCI_Student_Performance,False,
UCI_0132,mat,Mathematics,G2,18,20,90.0,UCI_Student_Performance,False,
UCI_0132,mat,Mathematics,G3,18,20,90.0,UCI_Student_Performance,False,
UCI_0132,por,Portuguese,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0132,por,Portuguese,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0132,por,Portuguese,G3,15,20,75.0,UCI_Student_Performance,False,
UCI_0133,mat,Mathematics,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0133,mat,Mathematics,G2,0,20,0.0,UCI_Student_Performance,False,
UCI_0133,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0133,por,Portuguese,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0133,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0133,por,Portuguese,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0134,mat,Mathematics,G1,8,20,40.0,UCI_Student_Performance,False,
UCI_0134,mat,Mathematics,G2,0,20,0.0,UCI_Student_Performance,False,
UCI_0134,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0134,por,Portuguese,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0134,por,Portuguese,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0134,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0135,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0135,mat,Mathematics,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0135,mat,Mathematics,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0135,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0135,por,Portuguese,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0135,por,Portuguese,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0136,mat,Mathematics,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0136,mat,Mathematics,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0136,mat,Mathematics,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0136,por,Portuguese,G1,15,20,75.0,UCI_Student_Performance,False,
UCI_0136,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0136,por,Portuguese,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0137,mat,Mathematics,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0137,mat,Mathematics,G2,0,20,0.0,UCI_Student_Performance,False,
UCI_0137,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0137,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0137,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0137,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0138,mat,Mathematics,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0138,mat,Mathematics,G2,0,20,0.0,UCI_Student_Performance,False,
UCI_0138,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0138,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0138,por,Portuguese,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0138,por,Portuguese,G3,15,20,75.0,UCI_Student_Performance,False,
UCI_0139,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0139,mat,Mathematics,G2,0,20,0.0,UCI_Student_Performance,False,
UCI_0139,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0139,por,Portuguese,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0139,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0139,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0140,mat,Mathematics,G1,4,20,20.0,UCI_Student_Performance,False,
UCI_0140,mat,Mathematics,G2,0,20,0.0,UCI_Student_Performance,False,
UCI_0140,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0140,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0140,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0140,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0141,mat,Mathematics,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0141,mat,Mathematics,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0141,mat,Mathematics,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0141,por,Portuguese,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0141,por,Portuguese,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0141,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0142,mat,Mathematics,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0142,mat,Mathematics,G2,16,20,80.0,UCI_Student_Performance,False,
UCI_0142,mat,Mathematics,G3,15,20,75.0,UCI_Student_Performance,False,
UCI_0142,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0142,por,Portuguese,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0142,por,Portuguese,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0143,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0143,mat,Mathematics,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0143,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0143,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0143,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0143,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0144,mat,Mathematics,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0144,mat,Mathematics,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0144,mat,Mathematics,G3,9,20,45.0,UCI_Student_Performance,False,
UCI_0144,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0144,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0144,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0145,mat,Mathematics,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0145,mat,Mathematics,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0145,mat,Mathematics,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0145,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0145,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0145,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0146,mat,Mathematics,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0146,mat,Mathematics,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0146,mat,Mathematics,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0146,por,Portuguese,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0146,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0146,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0147,mat,Mathematics,G1,5,20,25.0,UCI_Student_Performance,False,
UCI_0147,mat,Mathematics,G2,0,20,0.0,UCI_Student_Performance,False,
UCI_0147,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0147,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0147,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0147,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0148,mat,Mathematics,G1,5,20,25.0,UCI_Student_Performance,False,
UCI_0148,mat,Mathematics,G2,0,20,0.0,UCI_Student_Performance,False,
UCI_0148,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0148,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0148,por,Portuguese,G2,7,20,35.0,UCI_Student_Performance,False,
UCI_0148,por,Portuguese,G3,6,20,30.0,UCI_Student_Performance,False,
UCI_0149,mat,Mathematics,G1,8,20,40.0,UCI_Student_Performance,False,
UCI_0149,mat,Mathematics,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0149,mat,Mathematics,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0149,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0149,por,Portuguese,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0149,por,Portuguese,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0150,mat,Mathematics,G1,6,20,30.0,UCI_Student_Performance,False,
UCI_0150,mat,Mathematics,G2,7,20,35.0,UCI_Student_Performance,False,
UCI_0150,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0150,por,Portuguese,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0150,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0150,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0151,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0151,mat,Mathematics,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0151,mat,Mathematics,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0151,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0151,por,Portuguese,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0151,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0152,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0152,mat,Mathematics,G2,6,20,30.0,UCI_Student_Performance,False,
UCI_0152,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0152,por,Portuguese,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0152,por,Portuguese,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0152,por,Portuguese,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0153,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0153,mat,Mathematics,G2,6,20,30.0,UCI_Student_Performance,False,
UCI_0153,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0153,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0153,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0153,por,Portuguese,G3,8,20,40.0,UCI_Student_Performance,False,
UCI_0154,mat,Mathematics,G1,8,20,40.0,UCI_Student_Performance,False,
UCI_0154,mat,Mathematics,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0154,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0154,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0154,por,Portuguese,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0154,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0155,mat,Mathematics,G1,6,20,30.0,UCI_Student_Performance,False,
UCI_0155,mat,Mathematics,G2,5,20,25.0,UCI_Student_Performance,False,
UCI_0155,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0155,por,Portuguese,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0155,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0155,por,Portuguese,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0156,mat,Mathematics,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0156,mat,Mathematics,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0156,mat,Mathematics,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0156,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0156,por,Portuguese,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0156,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0157,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0157,mat,Mathematics,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0157,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0157,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0157,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0157,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0158,mat,Mathematics,G1,5,20,25.0,UCI_Student_Performance,False,
UCI_0158,mat,Mathematics,G2,0,20,0.0,UCI_Student_Performance,False,
UCI_0158,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0158,por,Portuguese,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0158,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0158,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0159,mat,Mathematics,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0159,mat,Mathematics,G2,11,20,55.0,UCI_Student_Performance,False,
UCI_0159,mat,Mathematics,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0159,por,Portuguese,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0159,por,Portuguese,G2,13,20,65.0,UCI_Student_Performance,False,
UCI_0159,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0160,mat,Mathematics,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0160,mat,Mathematics,G2,8,20,40.0,UCI_Student_Performance,False,
UCI_0160,mat,Mathematics,G3,8,20,40.0,UCI_Student_Performance,False,
UCI_0160,por,Portuguese,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0160,por,Portuguese,G2,8,20,40.0,UCI_Student_Performance,False,
UCI_0160,por,Portuguese,G3,8,20,40.0,UCI_Student_Performance,False,
UCI_0161,mat,Mathematics,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0161,mat,Mathematics,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0161,mat,Mathematics,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0161,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0161,por,Portuguese,G2,8,20,40.0,UCI_Student_Performance,False,
UCI_0161,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0162,mat,Mathematics,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0162,mat,Mathematics,G2,8,20,40.0,UCI_Student_Performance,False,
UCI_0162,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0162,por,Portuguese,G1,11,20,55.0,UCI_Student_Performance,False,
UCI_0162,por,Portuguese,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0162,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0163,mat,Mathematics,G1,17,20,85.0,UCI_Student_Performance,False,
UCI_0163,mat,Mathematics,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0163,mat,Mathematics,G3,15,20,75.0,UCI_Student_Performance,False,
UCI_0163,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0163,por,Portuguese,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0163,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0164,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0164,mat,Mathematics,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0164,mat,Mathematics,G3,12,20,60.0,UCI_Student_Performance,False,
UCI_0164,por,Portuguese,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0164,por,Portuguese,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0164,por,Portuguese,G3,1,20,5.0,UCI_Student_Performance,False,
UCI_0165,mat,Mathematics,G1,7,20,35.0,UCI_Student_Performance,False,
UCI_0165,mat,Mathematics,G2,6,20,30.0,UCI_Student_Performance,False,
UCI_0165,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0165,por,Portuguese,G1,8,20,40.0,UCI_Student_Performance,False,
UCI_0165,por,Portuguese,G2,8,20,40.0,UCI_Student_Performance,False,
UCI_0165,por,Portuguese,G3,9,20,45.0,UCI_Student_Performance,False,
UCI_0166,mat,Mathematics,G1,5,20,25.0,UCI_Student_Performance,False,
UCI_0166,mat,Mathematics,G2,8,20,40.0,UCI_Student_Performance,False,
UCI_0166,mat,Mathematics,G3,7,20,35.0,UCI_Student_Performance,False,
UCI_0166,por,Portuguese,G1,8,20,40.0,UCI_Student_Performance,False,
UCI_0166,por,Portuguese,G2,8,20,40.0,UCI_Student_Performance,False,
UCI_0166,por,Portuguese,G3,8,20,40.0,UCI_Student_Performance,False,
UCI_0167,mat,Mathematics,G1,10,20,50.0,UCI_Student_Performance,False,
UCI_0167,mat,Mathematics,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0167,mat,Mathematics,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0167,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0167,por,Portuguese,G2,10,20,50.0,UCI_Student_Performance,False,
UCI_0167,por,Portuguese,G3,11,20,55.0,UCI_Student_Performance,False,
UCI_0168,mat,Mathematics,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0168,mat,Mathematics,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0168,mat,Mathematics,G3,16,20,80.0,UCI_Student_Performance,False,
UCI_0168,por,Portuguese,G1,17,20,85.0,UCI_Student_Performance,False,
UCI_0168,por,Portuguese,G2,17,20,85.0,UCI_Student_Performance,False,
UCI_0168,por,Portuguese,G3,18,20,90.0,UCI_Student_Performance,False,
UCI_0169,mat,Mathematics,G1,6,20,30.0,UCI_Student_Performance,False,
UCI_0169,mat,Mathematics,G2,7,20,35.0,UCI_Student_Performance,False,
UCI_0169,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0169,por,Portuguese,G1,12,20,60.0,UCI_Student_Performance,False,
UCI_0169,por,Portuguese,G2,12,20,60.0,UCI_Student_Performance,False,
UCI_0169,por,Portuguese,G3,13,20,65.0,UCI_Student_Performance,False,
UCI_0170,mat,Mathematics,G1,14,20,70.0,UCI_Student_Performance,False,
UCI_0170,mat,Mathematics,G2,14,20,70.0,UCI_Student_Performance,False,
UCI_0170,mat,Mathematics,G3,14,20,70.0,UCI_Student_Performance,False,
UCI_0170,por,Portuguese,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0170,por,Portuguese,G2,16,20,80.0,UCI_Student_Performance,False,
UCI_0170,por,Portuguese,G3,17,20,85.0,UCI_Student_Performance,False,
UCI_0171,mat,Mathematics,G1,6,20,30.0,UCI_Student_Performance,False,
UCI_0171,mat,Mathematics,G2,5,20,25.0,UCI_Student_Performance,False,
UCI_0171,mat,Mathematics,G3,0,20,0.0,UCI_Student_Performance,False,
UCI_0171,por,Portuguese,G1,9,20,45.0,UCI_Student_Performance,False,
UCI_0171,por,Portuguese,G2,9,20,45.0,UCI_Student_Performance,False,
UCI_0171,por,Portuguese,G3,10,20,50.0,UCI_Student_Performance,False,
UCI_0172,mat,Mathematics,G1,13,20,65.0,UCI_Student_Performance,False,
UCI_0172,mat,Mathematics,G2,15,20,75.0,UCI_Student_Performance,False,
UCI_0172,mat,Mathematics,G3,16,20,80.0,UCI_Student_Performance,False,
UCI_0172,por,Portuguese,G1,16,20,80.0,UCI_Student_Performance,False,
UCI_0172,por,Portuguese,G2,17,20,85.0,UCI_Student_Performance,False,
