master_student_id,coding_skill_score,aptitude_score,pl_communication_skill_score,logical_reasoning_score,hackathons_participated,github_repos,linkedin_connections,mock_interview_score,internships_count,projects_count,certifications_count,pl_extracurricular_score,pl_leadership_score,volunteer_experience,backlogs,college_tier,placement_status,salary_package_lpa,is_synthetic_placement_match,match_method
MSTU00547,49.91070352358968,60.018968562126275,71.4246026522386,50.660146486416046,1,5,567,74.13839005880685,3,2,1,54.60412181124032,56.53939688347644,Yes,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00548,70.44192316816618,52.270816181649046,54.74544220511356,52.815349491772075,0,3,53,68.5144412497174,4,1,2,60.585792678997166,26.58291112807108,Yes,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00549,58.03530877592065,59.43413221813161,68.46666878377292,60.94705727771492,2,3,664,83.33527006034846,2,4,3,55.493506906606335,50.727650666206976,No,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00550,71.66393106651284,62.694573243496855,83.1289581831995,76.07135914121318,0,4,443,67.24631197354162,0,2,3,77.07519554982316,50.5787165677996,No,1,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00551,91.89606812633996,74.25995227123855,89.62023554422052,98.43145269651356,2,3,711,68.23478009024412,3,4,2,76.45753306597211,39.96007027927477,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00552,72.68631956343907,53.656760641799664,61.34204600309664,73.09838203834614,1,5,779,60.86135228553917,1,2,5,27.126009083732704,72.3522531499831,No,0,Tier 2,Placed,11.38,True,cgpa_band × branch_group × gender
MSTU00553,59.622315835346726,62.95051426719104,43.65908811037981,60.60604008616562,1,4,776,73.32039775484216,2,1,2,70.53301768570306,52.84451799428784,Yes,0,Tier 1,Placed,11.91,True,cgpa_band × branch_group × gender
MSTU00554,97.05364909169452,68.05713389313657,83.10362597075033,49.32886680919949,0,3,677,94.31966678429204,1,2,0,73.99910717202599,74.26248923788232,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00555,67.11802510813467,76.58567499254386,58.94941319859735,65.35483277145387,4,2,131,59.92163334893488,1,6,0,62.3753083453133,60.13854463904759,No,1,Tier 3,Placed,13.43,True,cgpa_band × branch_group × gender
MSTU00556,80.10446695709767,71.44598662616744,68.49079751887595,73.93680139081678,0,2,840,71.59279432091222,1,2,2,36.459567047696794,74.7379729925429,No,0,Tier 2,Placed,11.32,True,cgpa_band × branch_group × gender
MSTU00557,81.47424639816546,81.0624872266458,86.2858149940928,51.81968722307225,0,3,725,90.04944689857102,1,0,1,83.45423599100046,59.34601200415832,No,1,Tier 3,Placed,12.5,True,cgpa_band × branch_group × gender
MSTU00558,90.20128577103688,44.76348178381501,94.40384330685832,64.19086381905221,3,4,75,80.45881737050593,3,2,2,61.80436029134139,38.62679673495718,Yes,0,Tier 2,Placed,14.06,True,cgpa_band × branch_group × gender
MSTU00559,52.41686051545707,34.388532754177376,51.99997664023971,55.56664369261327,0,4,56,73.76478479274259,2,1,2,76.03742601367442,47.78363081178564,No,1,Tier 1,Placed,10.9,True,cgpa_band × branch_group × gender
MSTU00560,100.0,69.13997354366975,76.5002998808537,96.85128104459989,1,3,413,45.932204043080056,0,4,1,74.75193152289921,48.73419272618236,No,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00561,63.46302814082144,70.27215620441959,94.3873732465025,63.403031060706894,1,5,979,64.7114460118207,0,2,1,81.86113489006337,64.94201470069102,No,0,Tier 3,Placed,11.22,True,cgpa_band × branch_group × gender
MSTU00562,30.975699160428277,89.7189987987254,55.96386145781759,78.8913822699341,0,2,280,65.22803790316375,2,3,0,77.79198771243287,54.57470615653189,No,1,Tier 2,Placed,13.34,True,cgpa_band × branch_group × gender
MSTU00563,39.20118563085025,51.325158522645275,68.7370232947399,44.88381881699978,0,3,608,76.28174036884806,0,5,2,41.28235481640097,93.34426013524788,Yes,0,Tier 3,Placed,11.27,True,cgpa_band × branch_group × gender
MSTU00564,71.74386616020001,91.01970114898045,82.97863997521027,48.76425888983289,0,4,398,78.49526725889402,0,1,4,80.90000113334662,38.783705406755125,No,1,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00565,66.16944021529675,55.95403845225903,80.18232124540062,71.43135892827604,0,2,88,71.34040946782466,2,4,3,100.0,67.66809734893413,No,1,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00566,67.4279644539625,53.32790386210991,77.53520195165406,65.30191866427229,3,3,927,77.16893688833754,0,5,3,72.60974004164251,37.20927883748349,Yes,1,Tier 2,Placed,13.53,True,cgpa_band × branch_group × gender
MSTU00567,72.42643023773952,43.39371189727255,70.12751591573866,54.87718451538576,1,1,941,70.023432797897,2,0,2,59.899369959123554,53.3370678912937,No,1,Tier 1,Placed,12.71,True,cgpa_band × branch_group × gender
MSTU00568,58.02764194281468,67.01425845786588,71.62222033867984,47.586293338725056,1,7,242,67.24737475363145,0,3,1,51.191059461843466,61.72366166437967,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00569,80.56490673277857,72.23250187811038,68.21585531352018,71.39610244525882,2,2,437,78.09873093612545,0,4,3,86.53112522126301,67.53722715270492,No,1,Tier 1,Placed,16.1,True,cgpa_band × branch_group × gender
MSTU00570,76.03957903572486,69.03597323687362,76.27642038899151,62.14342779183114,1,5,597,80.47725085230654,0,3,0,37.554579792401896,26.164989271586556,Yes,1,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00571,59.73103093882004,47.607846839905775,83.92074304635283,65.94377376254364,0,4,536,61.72199867138107,1,3,4,56.46335682843453,86.07903943246626,Yes,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00572,49.01231301807877,46.578893536455055,68.92972159273035,78.25255396700373,2,4,100,57.27328215489374,2,4,1,73.15654444839333,28.74769682737669,No,0,Tier 1,Placed,15.33,True,cgpa_band × branch_group × gender
MSTU00573,65.66784497597851,65.38677422785688,100.0,79.18506696426138,1,4,375,72.07092235654376,1,3,1,78.97057946966615,57.51466420410098,No,1,Tier 3,Placed,13.04,True,cgpa_band × branch_group × gender
MSTU00574,71.01249821124303,76.78706371788142,84.28981856356324,100.0,1,3,979,66.8696542300292,4,2,1,48.084437507797674,55.98490347097397,No,2,Tier 2,Placed,14.01,True,cgpa_band × branch_group × gender
MSTU00575,75.90544903151444,62.36200763941584,85.89385163568056,60.69736321472472,2,3,191,82.72500549420803,4,3,0,60.18278104582318,31.542165611379627,Yes,1,Tier 2,Placed,14.86,True,cgpa_band × branch_group × gender
MSTU00576,63.7346915840653,51.12000006116351,88.94513467102601,63.075421914526856,0,5,96,53.17681351212366,2,1,1,80.36901271482748,65.07657428109277,Yes,1,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00577,67.90257005433737,88.61011636558797,52.478996136978736,62.25239771802614,0,4,226,68.93935178328776,3,2,2,35.134236260450116,77.39014468201353,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00578,59.103605472094415,90.50658189555878,94.00033566789622,70.75842256008374,0,7,350,61.03597358081282,0,2,3,51.18571452509056,32.66766929291255,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00579,89.87688926691413,88.36276296896985,77.93219510744679,47.89556297470576,1,3,759,86.75489234595338,0,4,1,28.70356413117647,28.03087467219433,No,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00580,65.76456155118116,68.60028854903126,65.07904533621264,62.787006297702725,0,4,214,93.31394850436033,0,3,5,62.376924096669086,0.0,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00581,38.88304814297644,78.48342736076938,90.44420990463776,72.83274714135554,2,2,629,49.8741553050471,2,1,0,54.890024981851155,63.344282554323144,No,1,Tier 1,Placed,12.87,True,cgpa_band × branch_group × gender
MSTU00582,75.4397625650561,49.270215335475655,48.543007398468056,65.46105402503643,0,4,998,84.06739133950053,2,6,2,59.73689305774849,68.00374490838841,No,0,Tier 2,Placed,15.62,True,cgpa_band × branch_group × gender
MSTU00583,58.379610391176186,83.76228142792759,65.1377060034993,60.78960217506357,0,5,244,64.3653580629937,2,2,1,23.11488442791881,28.540359868931553,No,0,Tier 2,Placed,13.93,True,cgpa_band × branch_group × gender
MSTU00584,79.3635382053368,65.9827236604184,72.39705771728939,73.7153032656694,3,6,835,75.28279709409557,3,3,1,67.73817631012267,59.39167689758544,Yes,1,Tier 2,Placed,14.54,True,cgpa_band × branch_group × gender
MSTU00585,64.6566767404799,78.32599235698495,48.37276345515599,62.83444972217243,1,6,620,75.67215726491864,1,1,1,69.3949666396937,61.1348225121661,No,1,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00586,81.96168150177644,45.10038144138111,92.9056266546618,58.48481253977008,1,4,516,73.63420289534233,3,3,2,74.57331965539728,56.38059965235009,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00587,53.40845218246129,45.41872640832688,75.91390048906486,51.48574087731605,0,4,598,80.23713439680344,3,2,2,46.09768238214167,46.805310642508495,No,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00588,88.02735642815799,74.92747209141535,62.24895930467669,60.192213878195915,0,6,570,70.09231593656479,0,1,2,64.91292684329024,54.33186242824802,Yes,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00589,64.57352444591716,61.48319571196215,79.71243276054665,59.29229596990715,1,3,938,67.12971498737453,0,2,1,75.80162785627697,38.07945611462286,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00590,61.231067285541094,59.78531686267024,53.70554328034663,48.069983678527265,0,4,989,46.82280091262268,0,3,1,50.36479199987644,55.90584373060659,No,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00591,61.46494343400268,20.0,87.64182789789118,75.91438190961091,1,7,890,73.06725975564996,0,3,2,78.40989582672563,28.691288504516116,Yes,1,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00592,69.59223295823418,48.416685966402355,84.85082856170642,86.04025112473946,3,4,598,67.95371983961994,2,5,4,38.91847640410323,69.24928978061392,No,0,Tier 3,Placed,13.42,True,cgpa_band × branch_group × gender
MSTU00593,65.93188429691982,75.44397934493463,74.53941679744425,93.8422221843698,1,6,639,69.89596645697623,1,2,3,54.98395424096518,64.17192563767563,No,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00594,62.49911199441856,69.88296324926574,89.51757715819306,68.84319100629838,1,4,445,77.26862231227594,0,2,1,46.2801884754772,12.197252375268391,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00595,88.10904828462279,41.01582870671123,64.60869365915994,72.33622009409184,0,1,64,85.57005587436394,1,1,5,80.1497256266877,85.0038296044142,No,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00596,70.6908360361606,81.61469863089073,47.25306586181229,36.288148177895955,2,7,978,67.00908966883142,3,1,3,69.3526619422549,62.90155780045367,No,0,Tier 2,Placed,13.16,True,cgpa_band × branch_group × gender
MSTU00597,52.4995422500377,61.5189959847043,71.69933454257692,65.74624290143333,2,6,270,70.1366490506321,0,3,6,75.92380570362185,43.7975848131568,No,2,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00598,81.9075868517033,60.850291051447755,61.86975802371097,76.29813864212316,0,1,980,71.74483330679412,1,4,3,92.27852033382078,78.6116884497276,No,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00599,52.18071126215895,73.0956092308707,78.36680251584914,58.24533911221099,0,9,87,71.25980389709638,3,1,2,38.73367698083864,34.67407146116072,Yes,1,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00600,84.64541643726541,70.81274660023686,76.72673930092785,87.15535700268899,2,1,653,68.12565875815274,2,5,5,73.393195443896,89.09319782817042,No,0,Tier 2,Placed,11.52,True,cgpa_band × branch_group × gender
MSTU00601,84.91056978134222,63.28211350395935,92.11419304409768,100.0,0,2,552,68.1815586334939,1,3,2,68.88647350889437,67.68504286304447,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00602,64.71264778941676,65.67707873397342,56.39067004149945,51.03325398076926,1,5,918,60.56013379804522,2,1,1,54.01787166808695,45.11946732986354,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00603,73.27202549849368,74.12461253409106,52.70384466850158,56.821843491888266,0,3,920,77.90262123433267,0,1,2,59.619413691332504,76.17329648515235,No,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00604,67.60535878787769,64.98055148139122,60.03645015832511,61.11134563624323,0,2,452,79.52594151183392,2,4,4,43.507645613911535,48.454224200545454,Yes,1,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00605,57.27060341125309,79.02699527978297,60.85766168366982,62.68447931140814,1,7,295,74.01793559327868,1,2,3,44.110603529810675,44.492031656522144,No,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00606,78.90672442412244,45.4328084425853,60.90522404374624,88.2034202292568,3,5,270,100.0,3,7,2,32.839339332424274,22.24215371772931,Yes,2,Tier 3,Placed,13.08,True,cgpa_band × branch_group × gender
MSTU00607,100.0,53.87364904331288,73.91382745294302,65.47232498624105,1,5,744,61.899766071762414,1,2,3,19.299835640764947,67.08476238259878,Yes,0,Tier 2,Placed,14.03,True,cgpa_band × branch_group × gender
MSTU00608,60.4136013364171,49.63307551675812,84.20109020210212,55.64785919394446,0,2,160,60.08884671877455,2,2,1,81.97537578866766,71.11058699362128,No,1,Tier 2,Placed,14.37,True,cgpa_band × branch_group × gender
MSTU00609,76.13814078178062,77.12119929010859,77.57888400979056,84.42347870603051,4,1,582,73.8023296248099,1,3,3,80.64354624279979,87.36794159343,Yes,0,Tier 2,Placed,15.38,True,cgpa_band × branch_group × gender
MSTU00610,100.0,58.10882925262569,53.41869175782168,77.37485745040632,0,6,713,81.89875910411116,0,2,1,62.309714502275305,56.17951841217723,Yes,2,Tier 2,Placed,14.42,True,cgpa_band × branch_group × gender
MSTU00611,41.91762520131911,28.938081391551464,81.66562072146758,71.56835652632479,1,4,631,73.04331587722524,2,3,2,59.68847741630964,68.32239456581947,Yes,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00612,75.68823029975084,72.97638308955982,64.52915521566891,60.98834063049724,0,3,829,64.99011839597239,1,3,3,61.23476927231653,54.34287801435241,No,0,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00613,58.307125976010504,60.2356947949541,48.00560856308398,47.0072448746272,1,7,188,71.93067271756367,3,1,2,93.73073126256472,48.074550317577,No,1,Tier 2,Placed,13.28,True,cgpa_band × branch_group × gender
MSTU00614,86.13115387855207,69.55987924583411,78.94048382528445,76.99900827758151,0,5,958,47.956184453763704,1,3,1,82.67159263988466,49.45382430271617,No,0,Tier 3,Placed,13.78,True,cgpa_band × branch_group × gender
MSTU00615,72.39462131732166,71.27377186791159,70.8231008237297,65.77757465133128,1,4,88,78.19740907376602,2,3,0,87.47002345801218,50.47954047285485,No,0,Tier 1,Placed,13.28,True,cgpa_band × branch_group × gender
MSTU00616,60.81287829991743,50.518999950041625,57.41365360285235,50.546089676359465,0,4,314,77.12020010661885,1,3,6,30.076811128079868,74.27624293570038,No,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00617,81.39873854919247,94.58079950891104,100.0,83.20910541128603,0,3,484,75.78609340601395,1,3,1,70.5333734408926,85.62881666540417,Yes,1,Tier 2,Placed,14.99,True,cgpa_band × branch_group × gender
MSTU00618,77.90307755126832,79.37521533187922,85.25811248983648,59.47860799170632,0,5,542,76.11520183821753,2,2,2,38.166568603703304,35.78653720733977,Yes,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00619,48.898243195796155,75.57425835570695,66.83701124769163,95.48020897424249,0,4,354,64.23847674036628,0,1,2,0.0,60.50303131897219,Yes,2,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00620,84.61376397599689,77.86492923855478,86.015942565606,86.01645782772549,1,8,265,80.42822362507991,1,6,0,40.93737406831279,68.57336982512615,No,0,Tier 3,Placed,13.56,True,cgpa_band × branch_group × gender
MSTU00621,88.77725844289822,41.56400787134944,54.12756317791508,67.54157150089597,0,4,621,52.72088044757353,1,1,3,57.31053947172028,68.11833205636893,Yes,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00622,66.99377434051321,68.60893945931267,77.7135056270002,46.13071333611855,2,6,133,52.40614598541734,0,2,4,55.8641787357276,39.18352333355536,Yes,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00623,75.96557877574665,60.789343835550305,70.1724984454776,42.90297670562654,1,5,207,61.47674886212498,4,2,3,30.961944443030657,86.8839219773272,No,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00624,77.49208526200772,49.97142480946179,48.69357724266069,71.62164658369619,0,5,387,61.6962686978724,0,5,2,73.44382362204891,71.64104614720384,No,0,Tier 3,Placed,14.13,True,cgpa_band × branch_group × gender
MSTU00625,88.1212597289216,64.1311198281802,78.17747459622322,59.60497733808435,0,4,689,57.14370054855127,0,3,1,48.45109688837834,47.565598214487544,Yes,0,Tier 3,Placed,12.62,True,cgpa_band × branch_group × gender
MSTU00626,64.71604328513742,67.49542410639053,61.53347144717405,67.08234609095545,0,7,644,52.82876090400065,0,2,1,35.09683514661314,52.7885104114794,No,0,Tier 2,Placed,12.07,True,cgpa_band × branch_group × gender
MSTU00627,78.24690204743308,82.82180506343695,56.02762998767876,75.97861414072622,2,0,215,54.49770966088744,0,6,1,36.45386659156692,51.836169808217775,Yes,0,Tier 2,Placed,11.29,True,cgpa_band × branch_group × gender
MSTU00628,61.70242900027958,46.80221865708163,50.695584438413405,81.84109879359829,0,5,203,88.87455318381376,1,2,2,60.36119195134779,22.711104560757494,No,1,Tier 2,Placed,12.17,True,cgpa_band × branch_group × gender
MSTU00629,71.95231407417252,82.86239504427496,57.67171449422744,48.84231672538919,0,7,166,68.01537706624595,1,4,3,54.33893084881,59.17911867837686,Yes,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00630,76.08592443658108,59.349391264556296,73.26434788497286,69.3265583550164,0,4,931,66.79301494460874,1,1,3,59.03631378113672,23.51842335405193,Yes,0,Tier 2,Placed,13.49,True,cgpa_band × branch_group × gender
MSTU00631,87.22490921690601,61.71941237524478,84.28518572862203,81.96173131171395,0,2,638,65.23235328684805,2,4,5,27.726951653450666,70.62730124028454,Yes,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00632,69.4141074587598,100.0,60.26184617828676,75.00999842342252,1,5,370,65.7878464857809,3,3,4,52.89429234088205,44.7186032317703,No,0,Tier 2,Placed,14.29,True,cgpa_band × branch_group × gender
MSTU00633,92.11242615912656,85.43090072629778,58.88553697104485,64.16196366523839,0,2,390,56.5537470033176,0,5,1,54.29892628698829,45.62689830588128,Yes,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00634,86.06632228850279,69.26678201582438,60.25792380861219,72.35486147521628,2,5,739,61.977892459149416,1,1,0,54.89339096858755,61.65477811351004,Yes,0,Tier 1,Placed,13.49,True,cgpa_band × branch_group × gender
MSTU00635,89.10667524246313,51.677557086747896,52.19637061366343,50.32047400897551,3,3,775,74.9517293157583,0,2,3,41.72351917295309,49.07276502794012,No,0,Tier 3,Placed,12.31,True,cgpa_band × branch_group × gender
MSTU00636,52.4227872829473,68.20023837748185,46.67805406239066,75.08920012877712,1,2,860,53.39744894328649,0,2,3,78.10656774215857,23.182793156368263,No,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00637,57.20926865689063,76.68223403076608,100.0,58.46670581793689,0,0,968,45.601559909624584,1,2,2,69.43839781914521,45.06727392522003,Yes,1,Tier 3,Placed,14.45,True,cgpa_band × branch_group × gender
MSTU00638,85.45311345286098,54.7692681966831,68.8952220676003,70.62940626921726,0,2,395,55.98553317025666,1,3,2,75.64382166670173,44.36353733696631,Yes,0,Tier 2,Placed,11.03,True,cgpa_band × branch_group × gender
MSTU00639,62.88963208229801,57.645645005969214,53.00738449857949,58.54757023443265,1,4,64,76.58351143874349,1,1,1,47.41992451807076,14.35279531865043,No,2,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00640,65.73630931056344,80.08330799627437,73.44032678923958,58.65247013047886,0,4,69,72.26995059948405,3,4,1,22.936546690860965,65.4598632533224,Yes,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00641,88.12967581179868,55.093514598858455,84.58900712520125,71.83673182313507,0,1,873,61.74169817925146,1,3,3,57.054343803869344,52.1275168820707,No,0,Tier 3,Placed,12.6,True,cgpa_band × branch_group × gender
MSTU00642,70.82613488544197,76.07666311923214,80.7272676147118,52.07172524616136,0,3,384,75.42549940445572,3,2,4,58.79334453811137,68.30104019637938,Yes,1,Tier 3,Placed,13.86,True,cgpa_band × branch_group × gender
MSTU00643,48.87043678508452,73.46488105540163,64.38064351052118,81.20700690672169,3,6,698,50.80243764917198,1,6,2,88.5195143442869,31.827721317422437,Yes,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00644,82.31727915095453,71.00268835184161,39.525163665396505,69.07043272148368,0,0,970,71.90317491984759,1,6,2,47.73036204464514,49.78579811961093,Yes,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00645,66.1584486208008,56.90945614497869,51.91737284114933,90.06111060807774,2,8,170,58.62462650390141,4,3,3,67.99487719334797,48.048033938763325,No,0,Tier 2,Placed,16.32,True,cgpa_band × branch_group × gender
MSTU00646,66.88851325830119,42.00211834124251,53.29861126221244,64.59254306026142,1,4,430,77.37784580760615,1,5,4,54.40256503396037,66.70707877047002,No,1,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00647,95.69667302363553,51.420082481105,69.83702818551062,61.94884334511138,1,4,167,69.36788887284635,1,3,2,52.03598439301751,58.96999770341333,Yes,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00648,63.190148552474355,44.71492370562093,71.01345816664917,89.4957790651818,1,4,574,87.25423446278718,1,3,5,48.57178814208112,46.04525339145927,Yes,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00649,67.99376356735475,79.43885541504827,74.9503594169272,76.77615430590676,1,7,623,86.23268877376606,2,2,0,95.66415758668614,40.72615891107587,Yes,0,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00650,52.175404014720186,42.146896712471985,83.06929620315175,57.81397406399364,0,3,512,72.14900095900103,3,2,4,43.25225012619701,88.00688246666644,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00651,68.2074321215913,66.81797142718567,66.78840680969033,56.632935023188836,0,1,423,87.19702431216943,0,6,2,49.51918773727982,47.91312709218565,No,1,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00652,96.84195902613702,59.20410724823907,54.28614397566513,55.214975965344365,2,4,970,74.64591445474278,0,6,2,40.85772225723433,56.15766014798437,Yes,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00653,74.18658555377338,83.67992473370886,44.6995096121913,88.93161298777338,0,4,994,67.8918717824179,1,2,3,72.07661744122947,83.27215930506543,No,1,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00654,86.78860999977552,58.27459358424246,76.32080573768121,70.19729143683237,3,6,967,80.84215016595768,1,5,1,65.83218601426348,64.19673700259239,Yes,0,Tier 1,Placed,15.5,True,cgpa_band × branch_group × gender
MSTU00655,82.6845366047461,69.42742308381172,68.6290042707763,63.78448133176152,0,1,741,63.1838457389705,1,4,4,52.34071571201359,100.0,No,2,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00656,65.2892715294523,61.24911615461787,68.4508538106993,56.20166875029422,1,3,179,80.74308378887733,0,5,2,95.92486973815885,56.969589073055474,Yes,2,Tier 3,Placed,12.42,True,cgpa_band × branch_group × gender
MSTU00657,68.49904444151018,59.55911219853174,78.83294872882844,64.4657319389955,0,1,878,59.94878979392294,4,9,4,60.85432290586105,57.22179152316398,Yes,0,Tier 2,Placed,14.27,True,cgpa_band × branch_group × gender
MSTU00658,63.142358752673566,72.19639144348515,50.86753069702173,43.99839585382188,0,5,652,58.733536742102,1,3,2,73.61656708159562,78.8241710781866,No,1,Tier 2,Placed,13.51,True,cgpa_band × branch_group × gender
MSTU00659,74.36295104267596,66.67935901910693,71.2261494842063,74.54764805266831,0,5,378,60.17363546193083,2,2,3,32.88528071657619,63.03956380842319,Yes,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00660,60.73610800237155,91.18682180450564,36.162602828033535,48.24805702790704,0,6,934,59.67925550801562,3,4,1,77.46229958761806,69.76906095860377,No,1,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00661,62.48713306919478,69.91930219304874,69.72807500267423,80.79264599137032,0,8,570,44.7975327104654,2,4,0,79.49365175454699,54.71806793683544,Yes,0,Tier 2,Placed,14.1,True,cgpa_band × branch_group × gender
MSTU00662,70.78906820110697,75.40485920968231,56.44117695567674,65.13880938721978,0,2,307,85.44106661627757,0,2,1,62.55786518525576,12.852337691590344,No,1,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00663,54.43221342972927,89.31723310719524,56.738219462610914,51.190861655758475,1,4,102,53.74127327639528,0,5,1,51.07254221309052,12.535972958254348,Yes,0,Tier 2,Placed,11.0,True,cgpa_band × branch_group × gender
MSTU00664,86.49120898763124,85.35679027080089,45.38612342365827,66.15544981225285,1,2,731,86.3683951872312,3,2,2,96.65216403784468,55.65149503838521,No,0,Tier 2,Placed,15.09,True,cgpa_band × branch_group × gender
MSTU00665,73.39826868729004,74.0600668747411,64.67730099552023,60.46849379137231,1,2,907,60.72339629889133,1,2,1,93.4021237623802,52.785605863792846,No,1,Tier 1,Placed,13.31,True,cgpa_band × branch_group × gender
MSTU00666,56.801349667067115,71.00206082899561,64.41288812462048,90.43638435392144,1,3,54,81.76800229065692,0,1,3,44.822038608279485,71.83467026042467,Yes,0,Tier 2,Placed,13.44,True,cgpa_band × branch_group × gender
MSTU00667,100.0,70.27331614023802,60.81486880250102,62.06217316964031,0,3,533,56.663623893946635,1,3,4,89.30074892567517,26.337557203729027,Yes,0,Tier 1,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00668,87.55723671186192,31.012538371189777,60.36200726301644,47.66685252053004,1,3,404,75.48575641671887,0,2,3,46.90010277919587,25.189951599291444,No,0,Tier 2,Not Placed,0.0,True,cgpa_band × branch_group × gender
MSTU00669,66.76724700572329,68.51645197337025,61.53655760514249,59.16096062363362,1,2,513,69.28711115010913,1,3,3,84.96979692292913,90.28970821544272,No,0,Tier 3,Placed,15.27,True,cgpa_band × branch_group × gender
MSTU00670,80.92657648437348,57.12532486733682,61.16546683143766,48.12000951472986,0,4,629,45.90733199539228,1,2,1,58.31987097426193,81.61229456061889,No,0,Tier 3,Not Placed,0.0,True,cgpa_band × branch_group × gender
